"year","FIPS","grade","subject","female","lep","sped","age","white","black","hispanic","asian","amind","unclass","freelunch","redlunch","misslunch","books_125","books_26p","books_multmiss","lang_nr","lang_st","lang_mt","lang_om","score_000000","score_100000","score_010000","score_001000","score_000100","score_000010","score_000001","score_110000","score_101000","score_100100","score_100010","score_100001","score_011000","score_010100","score_010010","score_010001","score_001100","score_001010","score_001001","score_000110","score_000101","score_000011","score_111000","score_110100","score_110010","score_110001","score_101100","score_101010","score_101001","score_100110","score_100101","score_100011","score_011100","score_011010","score_011001","score_010110","score_010101","score_010011","score_001110","score_001101","score_001011","score_000111","score_111100","score_111010","score_111001","score_110110","score_110101","score_110011","score_101110","score_101101","score_101011","score_100111","score_011110","score_011101","score_011011","score_010111","score_001111","score_111110","score_111101","score_111011","score_110111","score_101111","score_011111","score_111111","rank"
1996,"West Virginia",8,"math",0.499154,0,0.0461969,14.08041,0.9198862,0.0308579,0.0260192,0.0066347,0.0166021,0,0.2864759,0.0693465,0.0338815,0.0452593,0.9154875,0.0392532,0.8247397,0.134467,0.0216077,0.0191857,264.8652,256.6055,264.862,262.8742,262.3496,265.938,263.1,259.0267,256.0773,254.2513,257.5313,256.9026,263.4664,262.5767,265.7293,264.3739,260.7267,263.9473,262.3265,263.2604,260.5605,263.9947,258.3967,256.505,259.6768,259.3228,253.9062,256.9936,256.472,255.0506,254.51,257.7435,261.4368,264.3304,263.7097,263.2872,261.9598,265.0406,261.6474,260.013,263.2175,261.3636,256.0652,259.0457,258.7943,257.0836,256.7631,259.8969,254.7008,254.2453,257.3043,255.2507,262.1555,261.4768,264.3767,262.5447,260.8167,256.6445,256.4095,259.3674,257.2893,254.9814,262.0664,256.9359,43
1996,"Hawaii",8,"math",0.4793889,0.0235588,0.0489781,13.76132,0.1520437,0.0278436,0.1760337,0.6071768,0.0163156,0.0205865,0.2284228,0.0735655,0.0460758,0.0542504,0.8919476,0.053802,0.4141971,0.4196044,0.1556982,0.0105002,262.1301,256.541,260.5609,261.0047,259.7218,259.2533,262.9629,254.5734,252.912,255.2729,255.094,255.1909,259.908,258.4933,258.2947,260.866,258.8557,258.1013,261.5629,257.7288,260.5961,260.1065,251.5244,253.6118,253.4496,253.7627,252.3018,251.5582,252.4081,254.2654,253.9475,253.6968,257.9919,257.5642,259.917,256.9604,258.8692,258.6756,256.7939,259.5062,258.7559,258.5809,251.1011,250.435,251.3803,252.832,252.7577,252.5638,251.3197,251.6906,250.9952,252.9002,256.3716,258.1324,257.7172,257.3616,257.4875,250.3154,250.8144,250.2162,251.9221,250.6668,256.592,249.9772,44
1998,"Connecticut",4,"reading",0.5315373,0.0152352,0.0491011,9.767827,0.7250772,0.1035523,0.1313756,0.0271794,0.0124798,0.0003357,0.1693272,0.0473877,0.1287299,0.0293547,0.9369873,0.0336579,0.5977783,0.3416011,0.059979,0.0006415,231.5693,228.0484,226.2845,229.267,229.9323,229.1058,229.5469,225.5171,226.7693,226.4121,225.7227,227.3515,225.2122,224.9268,224.7169,225.4099,227.8846,226.778,228.3981,228.2352,227.9784,226.9236,224.5712,224.0919,223.8018,225.0222,225.3684,224.5336,226.3376,224.8396,225.8008,225.0364,223.9926,223.5395,224.8264,223.9726,224.0796,223.7132,226.1178,227.0102,225.831,226.125,223.3249,222.886,224.2685,223.0082,223.6611,223.2997,223.832,224.9824,224.1082,224.226,222.9273,223.6027,223.107,223.0074,225.1658,222.2398,223.0569,222.5795,222.5649,223.4442,222.4899,221.9644,1
1998,"Montana",4,"reading",0.4951394,0.0057038,0.0556203,10.10861,0.822843,0.0097283,0.0798504,0.008448,0.078151,0.0009792,0.2561551,0.0792072,0.0696995,0.019489,0.9411498,0.0393612,0.6902093,0.2817285,0.0231223,0.0049398,225.7912,219.6791,223.2231,223.1725,224.3851,227.0829,223.3058,220.0252,218.4853,218.1765,220.8252,219.232,221.6729,221.9922,224.23,222.1156,222.0307,224.4681,222.277,225.3895,221.9118,224.5435,218.9637,218.554,220.9438,219.6951,217.2014,219.6177,218.3166,219.0583,217.7686,220.344,220.6173,222.7052,221.4292,222.6738,220.8447,223.0601,223.0542,221.0442,223.5019,222.9023,217.6886,219.877,218.8633,219.2121,218.2521,220.5825,218.0737,217.0323,219.4129,218.628,221.343,220.2741,222.381,221.5129,222.0317,218.3471,217.5834,219.7438,218.8922,217.881,220.96,218.2223,2
1998,"Massachusetts",4,"reading",0.5105371,0.0233536,0.0855161,9.903481,0.7874181,0.0611841,0.0978879,0.0357391,0.0160814,0.0016894,0.1906471,0.0537263,0.1183137,0.0385531,0.9274101,0.0340367,0.6366089,0.2990801,0.0603761,0.0039349,226.2447,220.656,221.6308,224.212,225.8972,225.276,224.3342,219.2735,219.8407,220.3097,219.7642,220.267,220.6786,221.4576,221.1031,220.8698,224.0286,223.2305,223.4857,225.2149,224.0027,223.2484,218.6494,219.0122,218.6505,219.0144,219.6143,218.9889,219.6553,219.6937,219.9523,219.366,220.5936,220.1043,220.4647,221.1271,220.6784,220.246,223.3117,223.2484,222.4263,223.2183,218.4817,218.0393,218.5454,218.6098,218.7736,218.3752,219.0144,219.4333,218.7916,219.3259,220.2153,220.3233,219.8316,220.2736,222.4682,218.0787,218.3769,217.9202,218.3576,218.8231,219.9018,217.9624,3
1998,"Nebraska",4,"reading",0.4806366,0,0.0061135,10.02802,0.8526694,0.023456,0.088221,0.0252527,0.0104009,0,0.0749728,0.0546586,0.0696381,0.0080445,0.9797906,0.0121649,0.7483955,0.2278016,0.0186516,0.0051513,230.8139,223.6484,222.4113,228.0057,227.6545,231.2174,228.2702,220.2364,222.3943,220.5075,224.0534,223.4146,221.345,219.743,222.9507,221.6604,225.2213,228.4056,227.2101,228.106,225.1096,228.55,219.3854,217.4379,220.756,220.2024,219.5508,222.8085,222.4519,220.9399,220.3031,223.7684,218.858,221.8937,221.3339,220.1738,218.9322,222.1131,225.6727,224.2974,227.4941,225.4881,216.8024,219.9037,219.558,217.8784,217.4096,220.6752,219.9818,219.5923,222.813,220.6999,219.3164,218.7302,221.79,219.3274,224.6754,217.2433,216.9488,220.0288,217.8217,219.9871,219.1371,217.3602,4
1998,"Texas",4,"reading",0.5026158,0.0686333,0.0815932,10.01871,0.4740734,0.1485654,0.3370989,0.0257538,0.0136838,0.0008248,0.3677193,0.0822567,0.0022044,0.1151291,0.8173316,0.0675394,0.479189,0.438823,0.0808773,0.0011107,216.862,220.4067,217.1727,216.3328,216.3757,217.1631,215.1795,219.3923,218.6135,219.921,220.7268,218.997,216.7799,216.7083,217.3712,216.0759,215.9111,216.635,215.236,216.6178,214.8034,215.5059,217.9146,218.9956,219.6992,218.3406,218.3797,218.9543,217.701,220.1703,218.6416,219.3156,216.365,216.9818,216.0564,216.85,215.6904,216.2709,216.1584,214.8724,215.5561,215.065,217.7315,218.2275,217.2518,219.2122,218.0441,218.6295,218.635,217.5297,218.034,218.8848,216.5148,215.6856,216.2536,215.8327,215.1329,217.948,217.1143,217.5454,218.2464,217.7771,215.8327,217.3168,5
1998,"Illinois",4,"reading",0.4980547,0.0180434,0.0251224,9.981068,0.6453623,0.1612882,0.1381185,0.0358133,0.0170632,0.0023545,0.2545325,0.0501395,0.1198351,0.0447216,0.9138693,0.0414091,0.6446354,0.2859996,0.0677504,0.0016147,223.192,221.7336,220.4285,220.983,220.7058,223.0782,221.3343,220.2582,220.399,219.2518,221.605,221.232,219.155,218.1889,220.4544,219.5895,218.7917,220.8629,220.3023,220.7495,218.8895,221.1381,219.189,217.9558,220.2548,219.9208,218.1965,220.2968,220.1776,219.2757,218.8166,221.0779,217.1003,219.1583,218.922,218.2786,217.3462,219.5388,218.8249,218.0688,220.1185,218.8773,217.1137,219.1929,219.0664,218.0336,217.6659,219.8885,218.2272,217.9979,220.0471,218.8195,217.1801,216.8242,218.8672,217.3922,218.0578,217.1913,217.0054,219.0418,217.7237,218.0073,216.8673,217.0637,6
1998,"Oklahoma",4,"reading",0.5017474,0.0237799,0.0434689,10.21444,0.698801,0.0763852,0.097531,0.0154034,0.1108225,0.001057,0.3901485,0.0912082,0.0279127,0.0585901,0.8893613,0.0520486,0.7057134,0.2546188,0.0365784,0.0030894,219.5118,216.731,220.84,217.4933,217.6754,221.9696,217.1947,218.7128,215.6832,214.7626,218.9248,216.2717,219.3055,219.0742,222.551,219.6385,215.9023,219.9659,216.6384,219.5441,215.3678,219.6434,217.6663,216.6969,220.3781,218.3404,213.9349,217.8301,215.5261,216.4086,214.3475,218.412,217.7315,221.0804,219.0511,220.2219,217.8282,221.3051,217.8227,214.9496,219.0488,217.2768,215.8641,219.3159,217.5588,217.8672,216.3603,219.9618,215.5563,213.7774,217.6178,215.96,218.9701,217.3635,220.7339,218.9919,216.8511,217.0354,215.7533,219.1612,217.5067,215.3635,218.5627,216.8971,7
1998,"Maine",4,"reading",0.4898754,0.0116563,0.0627238,9.966797,0.9013464,0.0160052,0.045402,0.0143622,0.0218231,0.0010612,0.2419775,0.0890232,0.0308061,0.0187737,0.9470844,0.0341419,0.6950821,0.2791451,0.0185407,0.0072321,225.8295,217.5283,222.7264,223.4084,224.6749,225.5585,223.3384,218.2305,216.9852,216.3478,217.2554,217.2592,221.386,221.7532,222.6279,221.6816,222.4902,223.1292,222.5178,224.5375,222.1816,222.9418,217.7146,217.0527,217.9779,218.0502,215.9258,216.7294,216.9128,216.2091,216.0976,216.9666,220.5613,221.257,221.1934,221.7222,220.6552,221.4638,222.3346,221.4917,222.1353,221.9514,216.6488,217.469,217.7014,216.9268,216.8836,217.775,215.7924,215.8435,216.635,215.9436,220.5067,220.2533,220.9704,220.5479,221.2634,216.5226,216.6224,217.4335,216.7419,215.6945,220.1388,216.4813,8
1998,"Kansas",4,"reading",0.4720681,0.0011041,0.0679137,10.08109,0.7414174,0.0992126,0.1000873,0.0169298,0.0419336,0.0004193,0.2553655,0.0797064,0.0325742,0.0418052,0.9124239,0.0457709,0.7128759,0.2589149,0.0249502,0.003259,222.1849,218.3957,219.3278,219.4134,221.2141,223.1733,219.6824,217.7743,216.9823,217.3701,219.2661,217.9416,217.7153,218.5178,220.1153,218.2515,218.6938,220.403,218.5521,221.9774,218.7137,220.5928,216.5961,216.8297,218.513,217.4844,216.183,217.8509,216.8483,218.0345,216.9493,218.7673,217.072,218.5152,217.5131,219.0459,217.3933,218.9588,219.467,217.7338,219.4562,219.4392,215.8444,217.3327,216.5591,217.3506,216.5587,218.1815,216.8434,216.0393,217.67,217.5831,217.6276,216.7627,218.2246,217.8903,218.4575,216.3655,215.7916,217.2531,217.0542,216.6682,217.2712,216.2864,9
1998,"Wisconsin",4,"reading",0.49272,0.0074687,0.0443607,10.00771,0.7996414,0.0729873,0.0806738,0.0193255,0.0267341,0.000638,0.1670087,0.0513666,0.0959543,0.0275434,0.9448492,0.0276073,0.7168123,0.2548444,0.0246087,0.0037346,224.8924,219.4028,219.3672,222.3322,223.0875,225.0722,222.3992,217.4305,218.3791,217.5722,219.5393,219.0456,218.1547,217.8638,219.6732,218.4304,220.8097,222.5072,221.4631,223.3088,220.6008,222.4638,216.67,215.7891,217.6619,217.2391,216.7595,218.5288,218.2922,217.7537,217.25,219.1447,216.8064,218.4545,217.9996,218.1078,216.8809,218.6404,221.0242,219.8365,221.5346,220.7462,215.1902,216.9034,216.6827,215.999,215.6154,217.4337,216.9433,216.6678,218.4021,217.4042,217.0565,216.5474,218.2097,217.0743,219.9823,215.4002,215.1905,216.8789,215.8017,216.8237,216.7444,215.3767,10
1998,"New Hampshire",4,"reading",0.4891251,0.0033654,0.0929818,9.972792,0.8894374,0.014322,0.0607713,0.0138202,0.021649,0,0.1218348,0.059195,0.0942087,0.0186533,0.9515072,0.0298396,0.7065502,0.276339,0.0156354,0.0014754,225.7156,217.7764,218.9713,223.0192,225.6326,225.5107,223.005,215.7852,216.8806,217.6613,217.5706,217.3358,217.7986,219.122,219.0401,217.9399,223.133,222.806,221.9911,225.4887,222.9326,222.6731,215.1412,215.7901,215.7435,215.5091,216.8858,216.696,216.6853,217.5208,217.2536,217.1054,218.0458,217.849,217.5338,219.1609,218.0548,217.9075,222.9687,222.0158,221.6739,222.6913,215.2328,215.1044,215.0482,215.7624,215.5328,215.4398,216.7533,216.6916,216.4734,217.0935,218.0701,217.6888,217.4989,218.0294,221.7768,215.2048,215.1341,214.984,215.486,216.539,217.6593,215.0878,11
1998,"Colorado",4,"reading",0.5074472,0.0268602,0.0534626,9.97234,0.6950616,0.0560594,0.1973579,0.0285714,0.022627,0.0003227,0.1901747,0.0583548,0.0613817,0.035228,0.9308221,0.0339499,0.5819929,0.3741309,0.0395175,0.0043587,222.765,219.9151,217.7988,220.8487,221.2825,222.5551,220.5152,217.391,218.2858,218.4335,219.7539,218.9468,216.9848,216.5807,217.8017,216.8061,219.5848,220.6324,219.8011,221.2058,219.1013,220.2466,216.1515,216.1263,217.4037,216.7253,217.0782,218.1569,217.7252,218.3879,217.5565,218.7768,215.8777,216.9725,216.5295,216.6223,215.6119,216.7585,219.495,218.5202,219.5434,218.9796,215.0995,216.1726,215.7912,216.1787,215.5235,216.717,217.0427,216.5511,217.5824,217.5004,215.9114,215.4043,216.4798,215.6228,218.3998,215.1517,214.7582,215.791,215.5602,216.504,215.4137,214.7955,12
1998,"Minnesota",4,"reading",0.4858318,0.0230712,0.0841972,10.01783,0.834701,0.0527262,0.0628126,0.0316952,0.0178135,0.0002515,0.1680359,0.0806532,0.0328781,0.0219109,0.9506505,0.0274386,0.7129642,0.2519947,0.033275,0.001766,223.4042,216.6168,217.9649,221.3621,223.0101,223.6956,220.9939,215.1779,216.1343,216.2152,216.8959,216.3013,217.1321,217.7847,218.3321,217.0655,221.1353,221.6508,220.4533,223.2405,220.5986,221.1789,214.8656,214.8847,215.485,215.0015,215.8122,216.4133,216.0328,216.4316,215.9218,216.5452,217.03,217.5035,216.9462,218.0244,216.8404,217.3457,221.3619,220.1268,220.6398,220.7569,214.6251,215.1706,214.8523,215.0978,214.7181,215.2753,216.0274,215.7038,216.2745,216.113,217.2805,216.7413,217.2289,217.0332,220.285,214.8383,214.599,215.123,214.9099,215.8931,216.9398,214.7903,13
1998,"Iowa",4,"reading",0.4868152,0.0067001,0.0650333,10.03909,0.8735706,0.0354295,0.0592541,0.0171298,0.014616,0,0.1873559,0.0659221,0.0446507,0.0232816,0.9380499,0.0386685,0.792584,0.1856577,0.0202383,0.00152,223.8806,216.358,218.8415,221.2949,222.8078,224.4062,221.2605,215.4345,215.5708,215.2698,216.8421,216.2715,217.5815,218.011,219.3646,217.9018,220.4657,221.8184,220.4722,223.2418,220.1567,221.6459,214.8137,214.4466,215.8787,215.4536,214.631,216.0539,215.7164,215.6633,215.1825,216.6949,216.8877,218.1092,217.55,218.3713,216.9878,218.3053,220.8997,219.4936,220.8576,220.5015,213.9451,215.256,215.0156,214.7744,214.4551,215.8453,215.0217,214.7441,216.1375,215.5345,217.2645,216.7039,217.9563,217.2863,219.8378,214.2731,214.1112,215.4049,214.7504,215.0928,217.0102,214.4059,14
1998,"North Carolina",4,"reading",0.5049456,0.0142959,0.0422663,9.925789,0.6294844,0.2606905,0.0711582,0.015432,0.019713,0.0035219,0.295915,0.0853257,0.1005322,0.075791,0.8703172,0.0538918,0.773166,0.1790189,0.0467336,0.0010815,217.6291,217.3082,216.5821,215.2956,215.75,216.9062,215.4292,216.7861,216.5834,215.3811,216.4876,217.2182,215.0584,214.8528,216.1263,215.6277,213.6868,214.5612,214.6585,215.3228,213.5261,214.5266,216.1932,214.9593,216.1766,216.7794,214.833,215.7992,216.7159,214.8887,215.304,216.3448,213.5187,214.5493,215.0296,214.6189,213.8227,215.0017,213.2324,212.9169,213.7784,212.9625,214.5121,215.5961,216.3672,214.6201,214.956,216.12,214.3535,214.9449,215.877,214.7719,213.2385,213.3483,214.3931,213.4737,212.3564,214.1724,214.6625,215.7217,214.5822,214.4258,212.9833,214.29,15
1998,"Virginia",4,"reading",0.5009862,0.022494,0.0520887,9.930853,0.6266036,0.2342475,0.0830129,0.0366754,0.0184293,0.0010312,0.2431704,0.0619847,0.0438592,0.0556027,0.8993081,0.0450892,0.6894577,0.268324,0.0415004,0.0007179,218.3527,217.575,214.9003,216.2915,216.8215,217.6857,216.0426,215.5246,216.8533,216.0269,216.8661,217.061,213.8314,213.5854,214.5298,213.9095,214.9919,215.614,215.3913,216.417,214.5364,215.2419,215.039,214.1687,215.0665,215.2017,215.4651,216.1774,216.6115,215.5962,215.5693,216.3244,212.653,213.4207,213.5695,213.3924,212.571,213.4188,214.5624,214.0167,214.6103,214.0265,213.7975,214.5905,214.9207,213.9132,213.8826,214.7111,215.0462,215.239,215.9046,215.1148,212.4246,212.3116,213.0713,212.2947,213.5096,213.5416,213.6851,214.4402,213.6031,214.7959,212.0236,213.4066,16
1998,"Missouri",4,"reading",0.4863011,0.0051542,0.05932,10.1237,0.7630488,0.1451471,0.0639462,0.0132904,0.0138106,0.000757,0.2582286,0.0721725,0.0693231,0.0420495,0.9149954,0.0429552,0.7741328,0.1973587,0.0236567,0.0048518,218.4211,214.2774,215.7867,215.7841,217.146,219.879,215.9549,213.9102,213.4232,212.9698,215.575,214.1841,214.2285,214.6808,216.9121,214.8064,214.7674,217.2473,215.0608,218.2639,214.6427,217.3217,213.1912,212.6718,214.9882,213.9177,212.2822,214.697,213.5728,213.9501,212.8731,215.4188,213.2944,215.3856,214.2145,215.4338,213.6108,215.8402,215.9081,213.8935,216.4113,215.7242,212.0944,214.2593,213.3959,213.4271,212.6672,214.9435,213.2491,212.395,214.7829,213.8127,214.0984,213.122,215.257,214.3352,214.9714,212.8503,212.2594,214.4099,213.3924,213.3204,213.8667,212.983,17
1998,"Rhode Island",4,"reading",0.4725044,0.0386904,0.085961,9.780045,0.7604809,0.0609379,0.1333229,0.0288742,0.015759,0.0006251,0.2823684,0.0435623,0.1034516,0.0692739,0.8816056,0.0491205,0.6196723,0.3055623,0.0729807,0.0017848,219.8331,215.1844,217.6606,218.3096,219.5014,217.5042,218.0628,215.1571,214.4773,214.8485,213.0098,214.7242,216.7999,217.4182,216.0899,216.8131,218.1049,215.9583,217.5533,217.8355,217.7604,215.5697,214.524,214.8196,213.4195,214.8055,214.247,212.3785,214.2219,213.3228,214.4318,212.5499,216.6402,215.1278,216.4983,216.4256,216.5672,215.0951,216.3743,217.3123,215.1086,215.9344,214.284,212.8146,214.3409,213.6833,214.5028,213.0547,212.7535,214.0071,212.1199,212.8985,215.5353,216.2944,214.7587,215.4424,215.4946,213.1464,214.1121,212.6217,213.3507,212.5065,215.1291,212.9636,18
1998,"Wyoming",4,"reading",0.484706,0.0058242,0.0904082,10.04687,0.8047903,0.0122384,0.1223347,0.0138394,0.0456765,0.0011207,0.2353547,0.0987378,0.0156178,0.0298337,0.9269174,0.043249,0.6291015,0.3366181,0.0306904,0.00359,219.6434,213.9667,216.4038,217.0286,219.4692,220.2547,217.2323,213.7031,212.476,213.7372,214.5278,213.2626,214.9529,216.3543,216.9324,215.295,217.0504,217.6384,216.0489,219.9197,217.095,217.7944,212.4423,213.5026,214.1728,213.1818,212.4483,213.0456,212.0882,214.1455,213.09,213.8085,215.0307,215.4829,214.5633,216.6927,215.2392,215.7701,217.501,216.0273,216.6113,217.5178,212.4191,212.9142,212.1711,213.82,213.0236,213.6315,212.8579,212.0763,212.6396,213.4864,215.3799,214.5884,215.0399,215.5547,216.4498,212.7364,212.1565,212.6224,213.3278,212.4732,214.9089,212.4606,19
1998,"Maryland",4,"reading",0.5081575,0.0083111,0.0259614,9.69407,0.549466,0.3064402,0.084458,0.0416865,0.0179492,0,0.2187604,0.0641635,0.112473,0.0450519,0.9100712,0.0448769,0.6601805,0.2912867,0.046383,0.0021498,218.2448,219.6548,214.611,215.7126,215.7883,214.9686,216.0536,216.7235,218.5251,217.1854,216.457,219.0615,213.215,212.4303,212.4166,213.6531,213.5724,212.4038,214.9019,213.5455,213.6386,212.5468,215.9443,214.5298,214.3263,216.3469,216.308,215.4404,218.2272,215.0333,216.6666,215.8603,211.2279,210.8754,212.9505,211.1037,211.4633,211.2593,211.2405,212.7078,211.4667,211.1782,213.9348,213.5854,215.7827,213.0223,214.2034,213.9282,214.2015,216.0385,215.1342,214.5007,209.7485,210.9082,210.5252,209.9615,210.259,212.4254,213.7897,213.407,212.6725,213.919,209.3506,212.2634,20
1998,"Washington",4,"reading",0.4981767,0.0297117,0.0717693,9.995578,0.7367766,0.044234,0.1053998,0.0730226,0.0379714,0.0025957,0.2446661,0.0666941,0.0575155,0.0397476,0.9230539,0.0371985,0.663181,0.2926888,0.0431697,0.0009606,218.9301,213.7039,215.707,217.1085,218.0959,218.9763,216.6507,213.1517,212.7124,212.8978,213.8283,213.0561,214.7763,215.0352,215.8418,214.6847,216.4503,217.1506,216.1506,218.1714,215.847,216.6081,212.3251,212.4076,213.2888,212.6914,212.0688,212.8498,212.3913,213.0233,212.3056,213.1493,214.2075,214.9009,214.4445,215.1431,213.9991,214.7354,216.5181,215.4312,216.113,215.8591,211.7192,212.4659,212.1268,212.524,211.9869,212.7937,212.1977,211.7583,212.4939,212.407,214.3118,213.8073,214.4945,214.0568,215.4439,211.8356,211.5236,212.2324,212.0796,211.862,213.8653,211.6165,21
1998,"Georgia",4,"reading",0.5018291,0.0049874,0.0343235,10.02946,0.5073537,0.3741226,0.0778549,0.0212984,0.0167749,0.0025955,0.401786,0.0732884,0.0580867,0.0934951,0.8391111,0.0673938,0.7423254,0.2127746,0.0429388,0.0019612,210.9173,214.1003,212.496,208.2748,208.757,211.3368,208.6766,214.2594,213.0481,211.8904,214.3098,213.8016,210.4877,210.4157,212.7592,211.3567,206.4223,208.6911,207.6008,209.1694,206.5106,208.9811,213.3307,212.1236,214.4281,214.0785,211.0692,213.2691,213.0301,212.1412,211.6273,213.9588,208.6506,210.7274,210.3549,210.6512,209.2154,211.4872,206.834,205.6369,207.9092,206.8532,211.3971,213.5035,213.3809,212.3094,211.9658,214.1986,211.321,211.0447,213.1968,211.8405,208.8792,208.3919,210.4815,209.3773,205.9793,211.5828,211.4359,213.5051,212.1198,211.2585,208.5521,211.59,22
1998,"South Carolina",4,"reading",0.5180674,0.0034225,0.052245,9.887917,0.5693401,0.3436827,0.0564061,0.0115705,0.0182913,0.0007093,0.3652197,0.0593988,0.0771491,0.0816231,0.8411198,0.0772572,0.7806906,0.1893396,0.0299699,0,212.5225,214.2047,212.9056,209.828,210.9969,211.3824,210.0151,214.0376,213.3575,212.6134,212.9335,213.9645,210.9779,211.4591,212.0995,211.7048,208.5788,208.672,209.0497,210.2503,208.4722,208.6711,213.3026,212.5117,213.0326,213.9065,211.9442,212.138,213.3813,211.7861,212.3984,212.6443,209.7466,210.0919,210.8488,210.9928,210.1847,210.696,207.792,207.6692,207.7377,207.5628,211.9307,212.3164,213.3883,211.9007,212.395,212.8515,211.1367,211.9549,212.1102,211.5321,209.2043,209.4709,209.8236,209.573,206.7647,211.3189,211.9993,212.3544,211.7475,211.1088,208.8322,211.354,23
1998,"Kentucky",4,"reading",0.4999294,0.0005934,0.0396174,9.996172,0.8536839,0.0903755,0.0335356,0.0068997,0.0146716,0.0008338,0.3839937,0.087344,0.0063536,0.0637532,0.876985,0.0592618,0.8104852,0.1715556,0.0163715,0.0015877,217.5309,210.9175,218.4476,214.7424,215.558,217.5836,214.8519,213.8694,210.258,208.9126,210.8979,210.9148,216.4313,216.5705,218.4547,217.1927,213.0774,214.7887,213.943,215.6959,212.8492,214.7339,213.0901,211.7594,213.6917,213.8717,208.4248,210.2501,210.4578,208.9915,208.9131,210.8365,214.7914,216.4008,216.3529,216.6363,215.223,217.0198,213.2045,212.1192,213.8349,212.8707,211.1612,212.9202,213.2854,211.7153,211.7643,213.6421,208.5056,208.5969,210.3901,208.9507,214.8331,214.5384,216.1734,215.1786,212.1417,211.1169,211.3302,213.0644,211.6859,208.6363,214.4865,211.2525,24
1998,"New York",4,"reading",0.5055676,0.0251967,0.0245123,9.75662,0.5726317,0.1766242,0.1893274,0.0470513,0.0128164,0.0015488,0.3479883,0.0553961,0.1015079,0.0566038,0.8972476,0.0461486,0.5230989,0.3861014,0.0870445,0.0037552,216.0872,216.4179,216.0658,214.1157,213.5795,213.5003,214.5929,216.1992,214.7543,213.9366,213.9922,215.5549,214.6709,213.712,214.2514,215.1513,211.8872,211.5031,213.4203,211.8372,212.1746,211.8831,214.757,213.819,214.2713,215.5309,212.5945,212.4279,214.2101,212.3323,213.1799,213.1502,212.5164,212.732,214.2175,212.6331,212.8482,213.2138,210.0759,211.225,210.7683,210.3034,212.657,212.8654,214.3421,212.628,213.2362,213.6013,211.0289,212.1072,211.8997,211.5797,211.3095,212.0907,212.2526,211.6515,209.3629,211.4644,212.2884,212.4531,212.0354,210.5461,210.8467,211.0918,25
1998,"Alabama",4,"reading",0.4862577,0.0015884,0.0567566,10.07555,0.6109959,0.3001672,0.0580841,0.0103327,0.02042,0,0.3870426,0.099002,0.0297885,0.0943782,0.8382611,0.0673608,0.8101166,0.1516699,0.0369687,0.0012449,210.9208,211.3971,212.309,208.1654,209.5549,211.8481,208.5707,212.3754,210.4882,209.9664,212.0946,211.3813,210.2618,210.9815,212.9337,211.209,207.0714,209.0934,207.5594,210.294,207.159,209.3685,211.5259,210.9403,212.8918,212.4139,209.2364,211.1804,210.7114,210.527,209.9466,212.0058,209.1558,210.8819,210.2718,211.4228,209.7815,211.6899,207.8199,206.308,208.3518,207.8252,210.2571,212.0411,211.7695,211.3313,210.9701,212.869,209.7916,209.4224,211.3299,210.4578,209.6095,208.9923,210.7533,210.1493,206.9726,210.6483,210.4631,212.2229,211.3231,209.9279,209.3657,210.8156,26
1998,"Tennessee",4,"reading",0.4976791,0.0046627,0.086164,10.02626,0.6968401,0.2351802,0.0454912,0.0098723,0.0121062,0.00051,0.3583914,0.0769304,0.0130411,0.0806487,0.8572576,0.0620937,0.8151512,0.1512439,0.0290286,0.0045763,212.4038,210.3823,212.4219,209.7505,212.0793,212.7881,210.0242,211.2199,209.7054,210.003,210.6074,210.4821,210.5889,212.1182,212.6905,211.4189,209.633,210.1313,209.1572,212.3734,209.6276,210.2502,210.5731,210.8031,211.3533,211.3673,209.4297,209.9352,210.0168,210.1801,210.0685,210.6386,210.4541,210.8376,210.6737,212.2992,210.9943,211.5266,209.9217,208.8595,209.3867,209.8162,210.2584,210.709,210.9026,210.9056,210.9147,211.4422,209.6074,209.6809,210.1773,210.1992,210.6244,210.3436,210.7787,211.0804,209.0483,210.361,210.5291,210.9803,210.9804,209.8122,210.4269,210.5949,27
1998,"Michigan",4,"reading",0.5068752,0.0083905,0.0210895,9.905603,0.744855,0.1288635,0.0856232,0.0213013,0.0173679,0.0019891,0.2467332,0.0537071,0.1094298,0.0488278,0.9138361,0.0373361,0.7043083,0.2561031,0.037606,0.0019826,218.6919,214.7818,215.6828,216.1624,216.063,217.7467,216.3581,214.0056,213.7567,212.1393,213.8422,214.4116,214.219,213.3191,215.1225,214.6683,213.8591,215.2033,215.3458,215.513,213.7529,215.2582,213.1565,211.506,213.3087,213.7666,211.3606,212.8621,213.6412,211.5958,211.8214,213.4442,212.0608,213.6008,214.0146,213.0394,212.2731,213.9668,213.2769,212.9577,214.274,213.0816,210.8615,212.4751,213.1198,211.1325,211.3036,213.0374,210.8324,211.2566,212.7159,211.2539,211.7315,211.7685,213.3015,211.8952,212.2903,210.4874,210.8295,212.4075,210.9059,210.7044,211.3733,210.4333,28
