FIPS,year,profmean,pct,sepct,semean,diff,profmean_stnd,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,score_m1,score_m2,score_m3,score_m4,score_m5,score_m6,score_m7,score_m8,score_m9,score_m10,score_m11,score_m12,score_m13,score_m14,score_m15,score_m16,score_m17,score_m18,score_m19,score_m20,score_m21,score_m22,score_m23,score_m24,score_m25,score_m26,score_m27,score_m28,score_m29,score_m30,score_m31,score_m32,score_m33,score_m34,score_m35,score_m36,score_m37,score_m38,score_m39,score_m40,score_m41,score_m42,score_m43,score_m44,score_m45,score_m46,score_m47,score_m48,score_m49,score_m50,score_m51,score_m52,score_m53,score_m54,score_m55,score_m56,score_m57,score_m58,score_m59,score_m60,score_m61,score_m62,score_m63,score_m64,score_m65,score_m65_r
"Alabama",2015,258.754,0.001,0.00074,29.69300,-1.23e-08,-.160364,.4977915,.0116469,.0935284,14.11228,.6056104,.3172846,.0498963,.0107691,.0024692,.0139705,.4969856,.0608235,0,.4908228,.5082221,.0009551,258.7538,257.5107,259.5742,256.6869,257.6046,260.0083,255.6587,258.6723,257.5653,256.3347,258.4981,256.8516,257.8875,258.4251,260.5436,257.6732,255.8544,257.9592,254.9763,258.5291,254.7189,256.7826,258.6277,257.3801,259.4382,258.0445,256.4351,258.5499,256.9937,257.0848,255.8603,257.7909,257.0015,258.8752,256.9611,259.1066,256.6154,258.4751,256.8164,254.1798,256.106,255.5704,257.396,259.402,258.0871,257.956,256.9274,258.7662,257.1987,256.0231,257.93,256.5725,257.7192,256.0495,257.7756,257.2019,255.0511,257.9912,257.0076,258.8161,257.4695,256.7477,256.6582,257.5672,262.3608,257.5883
"Alabama",2017,257.687,,,,,,,,,,,,,,,,,,,,,,257.6865,256.4435,258.507,255.6197,256.5374,258.941,254.5914,257.605,256.4981,255.2675,257.4309,255.7844,256.8202,257.3579,259.4764,256.6059,254.7871,256.892,253.9091,257.4618,253.6517,255.7154,257.5605,256.3129,258.371,256.9772,255.3678,257.4827,255.9264,256.0176,254.7931,256.7236,255.9343,257.808,255.8939,258.0393,255.5482,257.4079,255.7492,253.1126,255.0387,254.5032,256.3287,258.3348,257.0199,256.8887,255.8601,257.699,256.1315,254.9559,256.8628,255.5052,256.652,254.9823,256.7083,256.1347,253.9839,256.924,255.9404,257.7489,256.4023,255.6805,255.5909,256.5,,
"Alaska",2003,256.410,0.000,0.00012,16.44209,1.34e-09,-.149578,.4880283,.1275198,.1291653,14.04318,.5789813,.040593,.0411426,.0628148,.2544554,.01816,.1891348,.0623601,.0707297,,,,256.4096,255.4359,254.0245,259.5814,257.5641,256.9832,256.4096,254.2647,258.1818,256.4401,255.8915,255.4359,256.7352,255.3141,254.5879,254.0245,260.2862,260.2159,259.5814,257.9176,257.5641,256.9832,256.8527,255.4109,254.7669,254.2647,258.6857,258.6316,258.1818,256.7214,256.4401,255.8915,257.625,257.405,256.7352,255.6474,255.3141,254.5879,260.7121,260.2862,260.2159,257.9176,257.5277,257.3767,256.8527,255.7192,255.4109,254.7669,258.9885,258.6857,258.6316,256.7214,258.0548,257.625,257.405,255.6474,260.7121,257.8732,257.5277,257.3767,255.7192,258.9885,258.0548,257.8732,,
"Alaska",2005,258.721,0.000,0.00011,14.91610,-2.67e-10,-.0512997,.4975642,.1406103,.1065733,14.07806,.5735525,.0490771,.0375589,.0700679,.2523887,.0173548,.2694637,.0447215,.0163536,,,,258.7213,257.5161,257.0658,262.3889,259.2062,259.504,258.7213,256.8984,260.7828,257.8886,258.1814,257.5161,260.0891,257.6551,257.7449,257.0658,262.4044,263.2462,262.3889,259.7335,259.2062,259.504,259.913,257.3484,257.5164,256.8984,260.5983,261.4408,260.7828,258.3451,257.8886,258.1814,260.2677,260.8901,260.0891,258.0877,257.6551,257.7449,263.025,262.4044,263.2462,259.7335,259.8505,260.5567,259.913,257.7611,257.3484,257.5164,261.0829,260.5983,261.4408,258.3451,260.8155,260.2677,260.8901,258.0877,263.025,260.3088,259.8505,260.5567,257.7611,261.0829,260.8155,260.3088,,
"Alaska",2007,258.798,0.000,0.00011,15.28173,9.35e-10,-.0682546,.4911802,.1684941,.1041542,14.07638,.5477965,.0460187,.0426183,.0741565,.2572041,.032206,.3205326,.0520447,.0037134,,,,258.7985,257.537,258.0266,263.4481,259.3314,259.5489,258.7985,257.5407,261.6559,257.9624,258.164,257.537,261.7157,258.5813,258.6482,258.0266,263.3907,264.2845,263.4481,259.8341,259.3314,259.5489,261.2798,257.9521,258.0802,257.5407,261.3811,262.2744,261.6559,258.3896,257.9624,258.164,261.7761,262.4728,261.7157,258.9768,258.5813,258.6482,263.9997,263.3907,264.2845,259.8341,261.0616,261.8487,261.2798,258.3118,257.9521,258.0802,261.8411,261.3811,262.2744,258.3896,262.2979,261.7761,262.4728,258.9768,263.9997,261.4728,261.0616,261.8487,258.3118,261.8411,262.2979,261.4728,,
"Alaska",2009,259.449,0.000,0.00011,13.90294,9.67e-10,-.0879272,.4827552,.0949504,.1128163,14.05659,.5294648,.0377499,.0572133,.0853994,.2238757,.0662969,.3124135,.0543074,.0121546,,,,259.4494,257.6409,258.0406,261.2485,260.111,259.9099,259.4494,257.3378,259.4875,258.27,258.015,257.6409,259.5889,258.7712,258.4575,258.0406,261.6546,261.7482,261.2485,260.4057,260.111,259.9099,259.0381,257.9905,257.6859,257.3378,259.7822,259.8575,259.4875,258.509,258.27,258.015,260.0915,260.0728,259.5889,259.025,258.7712,258.4575,261.9972,261.6546,261.7482,260.4057,259.3853,259.4007,259.0381,258.2091,257.9905,257.6859,260.0367,259.7822,259.8575,258.509,260.4072,260.0915,260.0728,259.025,261.9972,259.629,259.3853,259.4007,258.2091,260.0367,260.4072,259.629,,
"Alaska",2011,261.285,0.000,0.00011,14.93072,-5.27e-10,-.0719768,.4877146,.1030253,.1167033,14.05668,.5185938,.041626,.0584055,.0959237,.2183926,.0670584,.3607701,.0534463,.0032288,,,,261.2852,258.9851,259.7033,263.3168,261.9605,261.8114,261.2852,258.7011,261.1377,259.6518,259.4292,258.9851,261.4533,260.4518,260.1767,259.7033,263.7078,263.8875,263.3168,262.3006,261.9605,261.8114,260.6795,259.3797,259.1067,258.7011,261.4177,261.577,261.1377,259.939,259.6518,259.4292,261.9471,262.0023,261.4533,260.7425,260.4518,260.1767,264.1027,263.7078,263.8875,262.3006,261.006,261.102,260.6795,259.6373,259.3797,259.1067,261.723,261.4177,261.577,259.939,262.3084,261.9471,262.0023,260.7425,264.1027,261.2928,261.006,261.102,259.6373,261.723,262.3084,261.2928,,
"Alaska",2013,261.256,0.000,0.00010,33.99429,4.77e-10,-.1506351,.485788,.1063572,.1359731,14.05274,.4746593,.0362683,.0726492,.0956028,.2457209,.0750994,.4312424,.0211311,.0023636,,,,261.2561,259.6678,260.5374,263.5676,262.2552,261.8336,261.2561,259.7613,261.9517,260.6217,260.1534,259.6678,262.4038,261.5404,261.0214,260.5374,264.2296,264.1951,263.5676,262.6179,262.2552,261.8336,261.8215,260.6868,260.174,259.7613,262.4839,262.4321,261.9517,260.9263,260.6217,260.1534,263.1268,262.9673,262.4038,261.8301,261.5404,261.0214,264.6526,264.2296,264.1951,262.6179,262.3713,262.2516,261.8215,260.9407,260.6868,260.174,262.8076,262.4839,262.4321,260.9263,263.4893,263.1268,262.9673,261.8301,264.6526,262.6551,262.3713,262.2516,260.9407,262.8076,263.4893,262.6551,,
"Alaska",2015,260.317,0.000,0.00013,32.69821,6.38e-10,-.1125243,.4761915,.1102906,.1290931,14.02102,.4624169,.0332033,.0643042,.1031984,.2489701,.087907,.4568012,.0124782,.0061426,,,,260.317,258.1778,259.401,262.309,260.6288,260.5482,260.317,258.3042,260.3377,258.4861,258.3138,258.1778,261.0431,259.7772,259.6103,259.401,262.3629,262.5739,262.309,260.7776,260.6288,260.5482,260.2491,258.6031,258.4088,258.3042,260.2748,260.4698,260.3377,258.5697,258.4861,258.3138,261.1939,261.3084,261.0431,259.9043,259.7772,259.6103,262.5522,262.3629,262.5739,260.7776,260.2171,260.3669,260.2491,258.6653,258.6031,258.4088,260.3732,260.2748,260.4698,258.5697,261.3718,261.1939,261.3084,259.9043,262.5522,260.3018,260.2171,260.3669,258.6653,260.3732,261.3718,260.3018,294.2249,289.4525
"Alaska",2017,257.668,,,,,,,,,,,,,,,,,,,,,,257.6675,255.5283,256.7515,259.6595,257.9793,257.8987,257.6675,255.6547,257.6882,255.8365,255.6643,255.5283,258.3936,257.1277,256.9608,256.7515,259.7134,259.9244,259.6595,258.1281,257.9793,257.8987,257.5996,255.9536,255.7593,255.6547,257.6253,257.8203,257.6882,255.9202,255.8365,255.6643,258.5444,258.6589,258.3936,257.2548,257.1277,256.9608,259.9027,259.7134,259.9244,258.1281,257.5676,257.7174,257.5996,256.0157,255.9536,255.7593,257.7237,257.6253,257.8203,255.9202,258.7223,258.5444,258.6589,257.2548,259.9027,257.6523,257.5676,257.7174,256.0157,257.7237,258.7223,257.6523,,
"Arizona",1992,267.667,0.000,0.00000,827.80341,3.565381,.382397,.4730236,.0220134,.0149337,13.87884,.77961,.0325055,.1534606,.019638,.01119,.0035959,,,,.0447046,.9452901,.0100053,267.6671,265.204,,267.2622,266.9364,267.6848,266.916,,264.7248,264.4954,265.2428,264.9385,,,,,266.6236,267.2753,266.8513,266.9789,266.2409,266.8904,,,,,264.1284,264.7643,264.5757,264.5526,264.2825,264.9541,,,,,,,266.6637,266.2195,266.8252,266.2526,,,,,,,264.1838,264.0091,264.5919,264.3211,,,,,266.2313,,,,,264.0463,,,,
"Arizona",1994,252.665,0.006,0.00606,14.93136,-4.54e-07,-.0418563,.4800194,.0283808,.0530359,13.82294,.664537,.0572712,.2296376,.0354516,.0131025,0,,,,.0657048,.877329,.0569662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arizona",1998,258.196,0.001,0.00112,13.64101,4.09e-08,-.1144314,.4984567,.0738962,.0480525,14.05672,.5326027,.0447758,.2955163,.0208249,.1054946,.0007856,.3042468,.0524704,.1379661,.0702778,.8753869,.0543353,258.1956,260.5143,259.8346,259.862,257.7541,258.7678,259.3954,260.9673,260.8649,259.903,261.0852,260.5027,260.9293,259.3419,260.2668,260.3351,259.2466,260.4758,260.3206,258.1724,258.9383,260.0873,261.2422,260.3631,261.4564,260.9167,260.2241,261.4336,260.8218,260.3337,259.8894,261.0907,260.3171,261.4176,261.0157,259.6451,259.8731,260.8743,259.7209,259.7573,261.0213,259.4571,260.6178,261.7385,261.1713,260.7231,260.3152,261.4235,260.6646,260.1831,261.4075,260.3349,260.6786,260.4729,261.58,260.2589,260.3011,260.993,260.552,261.6844,260.6896,260.6378,260.8912,260.9406,,
"Arizona",2002,256.735,0.001,0.00099,13.33641,-2.18e-08,-.1672364,.4856158,.1088309,.0774852,14.01916,.561169,.0427302,.3073609,.0240521,.0611044,.0035835,.2717799,.078291,.0949162,.353094,.6405854,.0063207,256.7349,258.8459,257.2058,259.1836,256.228,257.0353,257.4424,258.5163,259.6556,258.2178,259.2047,258.5203,259.0375,256.7351,257.4627,257.4668,258.4126,259.526,259.2166,256.4589,256.9617,257.8341,259.2764,257.9883,258.88,258.2434,258.923,260.012,259.3631,258.4987,257.9389,258.8857,258.3523,259.3583,258.9193,256.921,257.0491,257.8097,258.6978,258.5121,259.6182,257.2653,258.6455,259.649,259.0323,258.2587,257.7514,258.61,259.214,258.6683,259.726,258.2242,258.6006,258.3064,259.2927,257.2987,258.8425,258.9333,258.4305,259.4068,258.0241,258.9634,258.593,258.7198,,
"Arizona",2003,255.320,0.001,0.00081,14.31462,8.44e-08,-.1826812,.4931398,.1409902,.0825856,13.99645,.5120596,.0483678,.3583604,.0199602,.0608793,.0003727,.3180965,.0656243,.0811279,.3630647,.6298908,.0070445,255.3201,258.4529,256.5476,259.0461,254.5612,255.3698,256.4931,258.3076,259.9363,257.5465,258.5882,258.1563,259.2821,255.7965,256.5785,257.0054,257.8847,259.1453,259.2077,254.6272,255.7539,256.6577,259.661,257.5,258.4646,258.0475,258.8271,260.0688,259.6428,257.6806,257.2959,258.3085,258.2128,259.3858,259.1927,255.8411,256.3184,257.1457,258.0124,258.1262,259.3841,255.9054,258.6648,259.8281,259.409,257.6368,257.2772,258.2168,258.973,258.575,259.7919,257.4407,258.3255,258.2141,259.3683,256.4382,258.3092,258.821,258.446,259.5875,257.422,258.7314,258.3753,258.6095,258.5246,258.5246
"Arizona",2005,254.788,0.001,0.00087,14.01365,7.40e-08,-.1711755,.4930384,.117947,.0843856,14.01491,.4938332,.0557165,.3716051,.0190979,.058863,.0008844,.3366174,.0760231,.1528133,.3966124,.5977746,.005613,254.7879,258.1037,256.5647,257.5231,254.3615,254.8626,256.2086,258.2575,258.7929,257.5172,258.2587,258.0781,258.4455,256.1487,256.655,257.2355,256.7934,257.6354,258.0453,254.4312,255.7436,256.3828,258.8589,257.7803,258.4657,258.2664,258.1199,258.9463,258.7862,257.6518,257.4832,258.2367,257.8065,258.5905,258.6437,256.2221,256.8288,257.4186,256.9099,257.347,258.2281,255.8898,258.3028,259.0732,258.8874,257.9412,257.7746,258.475,258.2613,258.1008,258.9431,257.6214,257.9313,258.0478,258.8521,256.9683,257.5158,258.4756,258.3134,259.1015,257.9372,258.2456,258.2174,258.4875,258.9641,258.4164
"Arizona",2007,254.829,0.001,0.00080,14.59366,-1.00e-07,-.1905515,.4962944,.0852147,.0733103,14.01968,.4670784,.0490975,.3886607,.0227357,.0716842,.0007434,.3594185,.0776949,.0270152,.4379056,.5584211,.0036734,254.8288,258.3505,255.6785,256.0518,254.0948,254.9435,256.2935,257.8661,257.7505,257.4456,258.5387,258.1411,256.5286,254.9378,255.7532,256.3073,255.2144,256.1862,256.6484,254.2052,255.5836,256.5446,257.3623,257.0647,258.0733,257.6645,256.9868,257.9391,257.5758,257.6172,257.2841,258.3535,255.71,256.6301,256.5977,255.0112,255.6472,256.5175,255.3521,255.9249,256.9028,255.7962,256.6764,257.5687,257.1842,257.2362,256.9057,257.8929,257.1579,256.8506,257.7886,257.4717,255.8115,255.9216,256.818,255.814,256.1478,256.8486,256.5345,257.4122,257.0913,257.0379,256.1027,256.7213,257.4899,256.5604
"Arizona",2009,257.595,0.001,0.00078,14.12369,4.33e-08,-.1452477,.4967174,.0561776,.0923472,14.01757,.4451206,.0532476,.4179515,.0296727,.0540076,0,.3841034,.0857162,.0201805,.435345,.5622261,.0024289,257.5953,261.3116,258.6459,257.799,257.416,257.6182,259.4221,260.8875,259.8521,260.9622,261.4231,261.3385,258.6863,258.3973,258.637,259.5182,257.6059,257.8253,258.7679,257.4395,259.2236,259.5771,259.5996,260.6039,261.0209,260.8912,259.7601,259.9659,259.8957,261.056,260.9961,261.4684,258.4429,258.6779,258.9724,258.3993,259.3224,259.6447,257.6343,258.6711,258.9215,259.3441,259.5387,259.7265,259.6076,260.7062,260.6158,261.0428,259.8466,259.8072,260.0278,261.1031,258.4463,258.864,259.0946,259.4159,258.789,259.6308,259.5539,259.7535,260.7311,259.9073,258.9543,259.6597,260.9183,259.5384
"Arizona",2011,260.148,0.001,0.00091,14.06268,3.09e-08,-.107454,.4956632,.0171584,.0956411,13.98803,.4458784,.0589199,.4097638,.0302239,.0515587,.0036554,.4539404,.0576714,.0339302,.4416537,.5557224,.0026239,260.148,263.2448,261.4013,258.6464,259.9581,259.9045,261.4707,263.1466,260.6057,262.8918,263.0676,263.0841,260.0887,261.1581,261.1844,261.9484,258.6482,258.3751,259.492,259.7957,261.2813,261.3372,260.7544,262.8467,263.0188,262.9858,260.7051,260.4334,260.5478,262.7808,262.7546,262.9373,260.0232,259.8239,260.2736,261.0217,261.7605,261.8403,258.4515,259.5892,259.3497,261.1937,260.8588,260.6102,260.6698,262.7685,262.7074,262.8842,260.5759,260.6526,260.4061,262.6636,259.8423,260.3375,260.1385,261.6928,259.4796,260.7527,260.7826,260.5544,262.6462,260.5448,260.2399,260.6962,262.8394,260.5786
"Arizona",2013,260.448,0.001,0.00089,32.06292,4.75e-08,-.1761826,.4874572,.0132827,.1073816,14.00128,.4143627,.0485768,.429052,.0322988,.0655262,.0101836,.4944774,.0636297,.0238126,.4824156,.5154631,.0021214,260.4483,263.9518,262.2376,258.9301,260.2729,260.4488,261.9416,264.0938,261.1872,263.605,264.0254,263.8137,260.8572,261.952,262.1916,262.8471,258.9476,258.9112,259.8809,260.2805,261.759,262.0691,261.57,263.7558,264.1598,263.9411,261.3133,261.2652,261.156,263.6718,263.4853,263.9123,260.7598,260.7725,261.0757,261.9305,262.617,262.9219,258.933,259.996,260.0012,261.859,261.6594,261.621,261.4995,263.8133,263.6223,264.0296,261.364,261.2819,261.2591,263.5694,260.7048,261.1132,261.1273,262.6762,260.079,261.6921,261.5941,261.5753,263.6951,261.3512,261.1481,261.6445,264.5539,261.5927
"Arizona",2015,262.769,0.001,0.00108,30.38571,3.52e-08,-.0374754,.4892116,.0351152,.1021835,13.98948,.3924204,.0511731,.4715019,.0271197,.0447958,.0129891,.5159894,.0507882,.069685,.4746493,.5221554,.0030627,262.7694,266.5757,264.5506,261.6682,261.9758,262.6469,263.8305,266.6066,264.035,265.6162,266.5356,265.9221,263.4817,263.7278,264.4308,264.7151,261.054,261.5273,262.0918,261.9228,263.1609,263.8608,264.2909,265.7278,266.6048,265.9727,263.5399,263.9992,263.483,265.628,265.1077,265.9292,262.8296,263.3265,263.202,263.6745,264.0659,264.7375,260.9814,261.6996,262.1155,263.2126,263.8276,264.2747,263.7321,265.7571,265.2288,266.0102,263.5363,263.1084,263.4944,265.1469,262.747,262.7994,263.2033,264.1035,261.7363,263.8338,263.3856,263.7575,265.2807,263.1335,262.8158,263.4167,268.0944,263.322
"Arizona",2017,262.957,,,,,,,,,,,,,,,,,,,,,,262.9575,266.7638,264.7387,261.8562,262.1639,262.835,264.0186,266.7946,264.2231,265.8043,266.7236,266.1102,263.6698,263.9158,264.6189,264.9032,261.2421,261.7153,262.2799,262.1109,263.3489,264.0489,264.4789,265.9159,266.7929,266.1608,263.728,264.1873,263.6711,265.8161,265.2957,266.1173,263.0176,263.5146,263.39,263.8625,264.254,264.9256,261.1695,261.8876,262.3036,263.4007,264.0157,264.4628,263.9202,265.9452,265.4168,266.1982,263.7244,263.2965,263.6825,265.3349,262.9351,262.9875,263.3914,264.2916,261.9243,264.0219,263.5737,263.9456,265.4688,263.3216,263.0039,263.6048,,
