year,FIPS,profmean,pct,sepct,semean,diff,profmean_stnd,female,lep,sped,age,white,black,hispanic,asian,amind,race_mult,freelunch,redlunch,misslunch,lang_nr,lang_st,lang_mt,lang_om,score_st_m1,score_m1,score_st_m2,score_m2,score_st_m3,score_m3,score_st_m4,score_m4,score_st_m5,score_m5,score_st_m6,score_m6,score_st_m7,score_m7,score_st_m8,score_m8,score_st_m9,score_m9,score_st_m10,score_m10,score_st_m11,score_m11,score_st_m12,score_m12,score_st_m13,score_m13,score_st_m14,score_m14,score_st_m15,score_m15,score_st_m16,score_m16,score_st_m17,score_m17,score_st_m18,score_m18,score_st_m19,score_m19,score_st_m20,score_m20,score_st_m21,score_m21,score_st_m22,score_m22,score_st_m23,score_m23,score_st_m24,score_m24,score_st_m25,score_m25,score_st_m26,score_m26,score_st_m27,score_m27,score_st_m28,score_m28,score_st_m29,score_m29,score_st_m30,score_m30,score_st_m31,score_m31,score_st_m32,score_m32,score_st_m33,score_m33,score_st_m34,score_m34,score_st_m35,score_m35,score_st_m36,score_m36,score_st_m37,score_m37,score_st_m38,score_m38,score_st_m39,score_m39,score_st_m40,score_m40,score_st_m41,score_m41,score_st_m42,score_m42,score_st_m43,score_m43,score_st_m44,score_m44,score_st_m45,score_m45,score_st_m46,score_m46,score_st_m47,score_m47,score_st_m48,score_m48,score_st_m49,score_m49,score_st_m50,score_m50,score_st_m51,score_m51,score_st_m52,score_m52,score_st_m53,score_m53,score_st_m54,score_m54,score_st_m55,score_m55,score_st_m56,score_m56,score_st_m57,score_m57,score_st_m58,score_m58,score_st_m59,score_m59,score_st_m60,score_m60,score_st_m61,score_m61,score_st_m62,score_m62,score_st_m63,score_m63,score_st_m64,score_m64,score_st_m65,score_m65,score_st_m66,score_m66,score_st_m67,score_m67,score_st_m68,score_m68,score_st_m69,score_m69,score_st_m70,score_m70,score_st_m71,score_m71,score_st_m72,score_m72,score_st_m73,score_m73,score_st_m74,score_m74,score_st_m75,score_m75,score_st_m76,score_m76,score_st_m77,score_m77,score_st_m78,score_m78,score_st_m79,score_m79,score_st_m80,score_m80,score_st_m81,score_m81,score_st_m82,score_m82,score_st_m83,score_m83,score_st_m84,score_m84,score_st_m85,score_m85,score_st_m86,score_m86,score_st_m87,score_m87,score_st_m88,score_m88,score_st_m89,score_m89,score_st_m90,score_m90,score_st_m91,score_m91,score_st_m92,score_m92,score_st_m93,score_m93,score_st_m94,score_m94,score_st_m95,score_m95,score_st_m96,score_m96,score_st_m97,score_m97,score_st_m98,score_m98,score_st_m99,score_m99,score_st_m100,score_m100,score_st_m101,score_m101,score_st_m102,score_m102,score_st_m103,score_m103,score_st_m104,score_m104,score_st_m105,score_m105,score_st_m106,score_m106,score_st_m107,score_m107,score_st_m108,score_m108,score_st_m109,score_m109,score_st_m110,score_m110,score_st_m111,score_m111,score_st_m112,score_m112,score_st_m113,score_m113,score_st_m114,score_m114,score_st_m115,score_m115,score_st_m116,score_m116,score_st_m117,score_m117,score_st_m118,score_m118,score_st_m119,score_m119,score_st_m120,score_m120,score_st_m121,score_m121,score_st_m122,score_m122,score_st_m123,score_m123,score_st_m124,score_m124,score_st_m125,score_m125,score_st_m126,score_m126,score_st_m127,score_m127,score_st_m128,score_m128
1992,"Alabama",207.358,0.000,0.00000,871.85767,-.0009262,-.1887416,.4817995,.0007994,.0466492,10.09229,.6148672,.3127661,.048052,.0058448,.01847,0,,,,.8073974,.1656723,.0249876,.0019427,-.1887416,207.3585,-.1860632,207.4518,-.2137381,206.4882,,,-.2686309,204.5769,-.2382514,205.6347,-.1568098,208.4703,-.2613124,204.8317,-.2120417,206.5472,,,-.2659429,204.6705,-.2350007,205.7478,-.1561757,208.4924,-.2618368,204.8134,,,-.2375699,205.6584,-.263137,204.7682,-.1885393,207.3655,-.2233724,206.1527,,,,,,,,,-.3097085,203.1466,-.2366384,205.6908,-.2890007,203.8677,-.212674,206.5252,-.311896,203.0705,-.2328915,205.8213,,,-.2358343,205.7188,-.2605237,204.8592,-.1885807,207.3641,-.2237524,206.1395,,,,,,,,,-.3065394,203.257,-.2359842,205.7136,-.2893161,203.8567,-.2109916,206.5838,-.3109635,203.103,-.2348646,205.7526,,,,,,,,,-.2825474,204.0923,-.2124675,206.5324,-.2328171,205.8239,-.2431063,205.4656,-.2732413,204.4164,-.2003402,206.9547,,,,,,,,,,,,,-.2837178,204.0516,-.3346271,202.279,-.2608416,204.8481,-.2881437,203.8975,,,,,,,,,-.2799407,204.1831,-.2124649,206.5325,-.2331238,205.8132,-.2418813,205.5083,-.2721973,204.4527,-.2020733,206.8943,,,,,,,,,,,,,-.282112,204.1075,-.3336376,202.3135,-.2625946,204.7871,-.2884274,203.8876,,,,,,,,,,,,,-.2623401,204.7959,-.2796468,204.1933,-.2101068,206.6146,-.2544949,205.0691,,,,,,,,,-.3109439,203.1036,,,,,,,,,,,,,-.2611244,204.8383,-.2785968,204.2299,-.211747,206.5575,-.2545971,205.0655,,,,,,,,,-.3111563,203.0962,,,,,,,,,-.2609812,204.8432,,,,,,,,,,,-.2610658,204.8403,,,,,,
1994,"Alabama",209.849,0.001,0.00075,16.11114,-6.84e-09,-.0642021,.4929731,.0009024,.0538004,10.04855,.6331959,.2786163,.0574479,.0088356,.0217132,0,,,,.8198178,.1502454,.0288757,.0008084,-.0642021,209.8495,-.0639345,209.8588,-.1093512,208.2775,,,-.1439932,207.0713,-.1064385,208.3789,-.0461131,210.4793,-.1358588,207.3545,-.1101638,208.2492,,,-.1437138,207.081,-.1051785,208.4228,-.0468698,210.453,-.1390147,207.2446,,,-.1351879,207.3779,-.1515347,206.8087,-.0963165,208.7313,-.1176953,207.987,,,,,,,,,-.1782066,205.8801,-.1259547,207.6994,-.1634549,206.3937,-.091231,208.9084,-.1793513,205.8402,-.1220416,207.8356,,,-.1359375,207.3518,-.1510266,206.8264,-.0978671,208.6773,-.120778,207.8796,,,,,,,,,-.1770645,205.9198,-.1266884,207.6738,-.166331,206.2935,-.0908443,208.9218,-.1806166,205.7961,-.125598,207.7118,,,,,,,,,-.1730841,206.0584,-.1221673,207.8312,-.1287539,207.6019,-.1404079,207.1961,-.1606077,206.4928,-.1071174,208.3553,,,,,,,,,,,,,-.1629361,206.4117,-.2023351,205.0399,-.1496429,206.8746,-.1667768,206.278,,,,,,,,,-.1725955,206.0754,-.1236584,207.7793,-.131696,207.4995,-.1406001,207.1894,-.161824,206.4505,-.1105488,208.2358,,,,,,,,,,,,,-.1626482,206.4218,-.203504,204.9993,-.1529367,206.7599,-.1685344,206.2168,,,,,,,,,,,,,-.1618908,206.4481,-.1687504,206.2093,-.1182645,207.9671,-.1510546,206.8254,,,,,,,,,-.1897823,205.477,,,,,,,,,,,,,-.1621004,206.4408,-.1699295,206.1682,-.1215593,207.8524,-.1527255,206.7673,,,,,,,,,-.1914404,205.4193,,,,,,,,,-.1592312,206.5407,,,,,,,,,,,-.160861,206.484,,,,,,
1998,"Alabama",210.921,0.001,0.00090,14.85648,-7.20e-09,-.1141423,.4862577,.0015884,.0567566,10.07555,.6109959,.3001672,.0580841,.0103327,.02042,0,.3870426,.099002,.0297885,.8101166,.1516699,.0369687,.0012449,-.1141423,210.9208,-.1124258,210.9805,-.1411328,209.981,-.0742712,212.309,-.1932792,208.1654,-.153372,209.5549,-.0875082,211.8481,-.1816369,208.5707,-.1404097,210.0062,-.0723157,212.3771,-.1915523,208.2255,-.1511006,209.6339,-.0874414,211.8504,-.1831882,208.5167,-.100837,211.384,-.1666436,209.0928,-.1803583,208.6152,-.1204783,210.7002,-.1480074,209.7417,-.1330675,210.2618,-.1123991,210.9815,-.0563291,212.9337,-.1058633,211.209,-.2246988,207.0714,-.1666252,209.0934,-.210684,207.5594,-.1321426,210.294,-.2221842,207.159,-.1587248,209.3685,-.0999444,211.4151,-.16587,209.1197,-.1787587,208.6709,-.121116,210.6779,-.1494614,209.691,-.1309904,210.3342,-.1097624,211.0733,-.0560744,212.9426,-.1072898,211.1594,-.2225264,207.147,-.1665374,209.0965,-.2119889,207.5139,-.1311354,210.3291,-.222301,207.1549,-.1613258,209.2779,-.1248424,210.5482,-.1403014,210.01,-.0860048,211.9005,-.1015615,211.3588,-.2017437,207.8706,-.1460522,209.8097,-.1597785,209.3318,-.1639981,209.1849,-.1879923,208.3494,-.129638,210.3812,-.164833,209.1558,-.115259,210.8819,-.1327799,210.2718,-.0997247,211.4228,-.1468637,209.7815,-.0920516,211.6899,-.2032015,207.8199,-.2466246,206.308,-.1879248,208.3518,-.2030484,207.8252,-.1238545,210.5826,-.1384452,210.0746,-.0864424,211.8852,-.1029108,211.3118,-.2001579,207.9259,-.1466382,209.7893,-.1611208,209.2851,-.1634922,209.2025,-.1880372,208.3479,-.1320633,210.2968,-.1622378,209.2462,-.1147975,210.8979,-.1338863,210.2333,-.098409,211.4686,-.1467721,209.7847,-.0944833,211.6053,-.2022819,207.8519,-.2466604,206.3067,-.1902807,208.2698,-.2040702,207.7896,-.1605757,209.304,-.1099086,211.0682,-.1149072,210.8941,-.1293828,210.3901,-.1421813,209.9445,-.0889521,211.7979,-.1852555,208.4447,-.1968961,208.0394,-.1416285,209.9637,-.1730311,208.8704,-.1518028,209.6095,-.1695302,208.9923,-.1189536,210.7533,-.1362996,210.1493,-.2275361,206.9726,-.1587161,209.3688,-.1102265,211.0571,-.1161027,210.8525,-.1286139,210.4169,-.1420541,209.9489,-.0912285,211.7186,-.1847638,208.4619,-.1969152,208.0388,-.1439334,209.8835,-.1739258,208.8392,-.150461,209.6562,-.1693064,209.0001,-.1210488,210.6803,-.137099,210.1215,-.2284679,206.9402,-.1493319,209.6955,-.1527624,209.5761,-.1022585,211.3345,-.1325247,210.2807,-.1819937,208.5583,-.1588045,209.3657,-.148541,209.7231,-.1525852,209.5823,-.1043667,211.2611,-.1332295,210.2562,-.1828547,208.5283,-.1594494,209.3433,-.1429258,209.9186,-.1435674,209.8962
2002,"Alabama",206.880,0.001,0.00054,15.09143,-2.10e-09,-.2912578,.5051248,.0097963,.1120602,10.13859,.5275733,.3063326,.1079655,.0103673,.0472523,0,.4565817,.0899338,.1078818,.7280505,.1995365,.066512,.0059009,-.2912578,206.88,-.293612,206.7981,-.2636233,207.8422,-.179958,210.7553,-.3625671,204.3972,-.274239,207.4726,-.2446725,208.502,-.3411123,205.1442,-.266884,207.7287,-.18169,210.695,-.3649084,204.3156,-.2764316,207.3963,-.2493389,208.3396,-.3459754,204.9749,-.1876167,210.4886,-.2917596,206.8626,-.248431,208.3712,-.2249303,209.1894,-.269067,207.6527,-.2418112,208.6017,-.1681403,211.1667,-.1492001,211.8262,-.2077441,209.7878,-.3414069,205.1339,-.315782,206.0261,-.3732247,204.0261,-.241441,208.6146,-.3258032,205.6772,-.2960671,206.7126,-.190342,210.3937,-.2949332,206.7521,-.2513222,208.2705,-.2303006,209.0024,-.2738602,207.4858,-.2433939,208.5466,-.1698314,211.1079,-.1534854,211.677,-.2121532,209.6343,-.3437704,205.0516,-.3204197,205.8647,-.3777299,203.8692,-.2450852,208.4877,-.3299228,205.5338,-.302804,206.478,-.2182407,209.4223,-.1771986,210.8514,-.1593861,211.4716,-.1900564,210.4037,-.2746189,207.4594,-.2532369,208.2038,-.2861959,207.0563,-.221864,209.2962,-.2551057,208.1388,-.2318032,208.9501,-.2250307,209.1859,-.2105496,209.6901,-.241559,208.6104,-.1489327,211.8355,-.1986201,210.1055,-.1795436,210.7697,-.3079263,206.2997,-.355675,204.6371,-.3286961,205.5765,-.2933458,206.8073,-.2208118,209.3328,-.1796246,210.7669,-.1643228,211.2997,-.1944162,210.2519,-.2775518,207.3573,-.2585132,208.0201,-.2907708,206.897,-.2261189,209.148,-.2591576,207.9977,-.2383937,208.7207,-.2267819,209.125,-.2145706,209.5501,-.2455105,208.4729,-.1523432,211.7168,-.2023395,209.976,-.1858975,210.5485,-.3117281,206.1673,-.3596259,204.4996,-.3350514,205.3552,-.2986626,206.6222,-.2049629,209.8847,-.1896547,210.4177,-.2111025,209.6709,-.1592928,211.4748,-.180997,210.7191,-.1634042,211.3317,-.247819,208.3925,-.2710579,207.5834,-.2494366,208.3362,-.2292386,209.0394,-.2048941,209.8871,-.229079,209.045,-.2132149,209.5973,-.1803381,210.7421,-.3233136,205.7639,-.2073813,209.8005,-.1943902,210.2528,-.2151798,209.5289,-.1632214,211.338,-.1846626,210.5915,-.1696152,211.1154,-.2521133,208.243,-.2750176,207.4455,-.2557866,208.1151,-.2344653,208.8574,-.2082658,209.7697,-.2325625,208.9237,-.2190676,209.3936,-.1853994,210.5658,-.3284436,205.5853,-.1864566,210.529,-.1999507,210.0592,-.1843444,210.6026,-.1638558,211.3159,-.2452917,208.4805,-.2104411,209.6939,-.1903365,210.3939,-.2034819,209.9362,-.1902379,210.3974,-.1687987,211.1438,-.250414,208.3021,-.2152231,209.5274,-.1824914,210.6671,-.1872697,210.5007
2003,"Alabama",207.084,0.001,0.00053,15.28505,1.84e-07,-.2691742,.4836109,.0064639,.0995703,10.1411,.4811414,.2821481,.1442229,.0131281,.0240625,.055297,.456939,.0876539,.0007484,.6964029,.2232399,.0739376,.0064196,-.2691742,207.0838,-.2668866,207.1635,-.2438607,207.9652,-.1814709,210.1375,-.3436615,204.4903,-.2648586,207.2341,-.2217951,208.7335,-.3152085,205.481,-.2417357,208.0392,-.1788102,210.2302,-.3413647,204.5703,-.263251,207.2901,-.2223603,208.7138,-.3149005,205.4917,-.1870527,209.9432,-.2799673,206.7081,-.2396949,208.1103,-.2034503,209.3722,-.2510223,207.7159,-.2420208,208.0293,-.18044,210.1734,-.150518,211.2152,-.2060493,209.2817,-.3342755,204.8171,-.296084,206.1469,-.3531605,204.1596,-.2308443,208.4184,-.3121444,205.5877,-.2688281,207.0959,-.1847322,210.024,-.2777795,206.7842,-.2381867,208.1628,-.2040555,209.3512,-.2503134,207.7405,-.2392386,208.1261,-.178405,210.2443,-.1507407,211.2075,-.2055788,209.2981,-.3327749,204.8694,-.2966281,206.1279,-.352594,204.1793,-.2310834,208.4101,-.3119898,205.5931,-.2710062,207.0201,-.2210604,208.7591,-.1858354,209.9855,-.1576816,210.9658,-.1896483,209.8528,-.2726191,206.9639,-.2397171,208.1095,-.2754787,206.8643,-.2114103,209.0951,-.2478368,207.8268,-.2119153,209.0775,-.2357805,208.2466,-.2105291,209.1258,-.2419871,208.0304,-.160756,210.8588,-.2072166,209.2411,-.1770138,210.2927,-.2995517,206.0262,-.3467355,204.3833,-.3072698,205.7574,-.2780349,206.7753,-.2186139,208.8443,-.1840669,210.0471,-.1580351,210.9535,-.1888276,209.8814,-.2711369,207.0155,-.2402513,208.0909,-.2746152,206.8944,-.2116984,209.0851,-.2473781,207.8427,-.2136309,209.0178,-.2337918,208.3158,-.210536,209.1255,-.2411397,208.06,-.1606702,210.8618,-.206814,209.2551,-.1789062,210.2268,-.2998956,206.0142,-.3464719,204.3925,-.3091602,205.6916,-.2795247,206.7235,-.2163437,208.9233,-.1913426,209.7938,-.2145576,208.9855,-.1668828,210.6454,-.18963,209.8534,-.1616916,210.8262,-.2441012,207.9568,-.2699177,207.058,-.2368439,208.2095,-.2201495,208.7908,-.2150934,208.9668,-.2392324,208.1264,-.2128098,209.0464,-.1880194,209.9095,-.3127226,205.5676,-.2145695,208.9851,-.1915306,209.7872,-.2135096,209.022,-.166927,210.6439,-.1889901,209.8757,-.1632005,210.7737,-.244416,207.9459,-.2694018,207.0759,-.2383791,208.1561,-.2213036,208.7506,-.2149775,208.9709,-.2386472,208.1467,-.2142869,208.9949,-.189248,209.8667,-.3140841,205.5202,-.1967692,209.6049,-.211731,209.0839,-.1864989,209.9624,-.1713231,210.4908,-.2423309,208.0185,-.2196616,208.8078,-.1967759,209.6046,-.2109912,209.1097,-.1877488,209.9189,-.1722811,210.4575,-.2434146,207.9807,-.2206713,208.7726,-.1930975,209.7327,-.1939302,209.7037
2005,"Alabama",207.752,0.001,0.00064,15.13966,-2.19e-08,-.2826277,.4755881,.0149065,.1009498,10.1396,.4641895,.2991224,.1417904,.0124256,.0262308,.0562413,.4621713,.1022169,.011202,.7222437,.2071854,.068674,.0018969,-.2826277,207.752,-.2786091,207.892,-.2433649,209.1191,-.1807829,211.2981,-.3490637,205.4388,-.276909,207.9512,-.2357232,209.3852,-.3349522,205.9302,-.2394215,209.2564,-.1762457,211.4561,-.3450387,205.579,-.2740381,208.0511,-.2347166,209.4202,-.3330865,205.9951,-.1806001,211.3044,-.2723361,208.1104,-.2379187,209.3087,-.2037466,210.4985,-.2536424,208.7612,-.2372312,209.3327,-.1789575,211.3616,-.1503931,212.3562,-.209992,210.2811,-.338926,205.7918,-.3019448,207.0795,-.363311,204.9428,-.2433086,209.121,-.3301836,206.0962,-.2894295,207.5152,-.1763881,211.4511,-.2683596,208.2488,-.2350588,209.4083,-.2026572,210.5365,-.2513695,208.8404,-.2325922,209.4942,-.1754891,211.4824,-.1488239,212.4108,-.2078934,210.3541,-.336125,205.8894,-.3009225,207.115,-.3612965,205.0129,-.2423749,209.1536,-.3288836,206.1415,-.2901676,207.4895,-.2095702,210.2958,-.1784805,211.3783,-.1519137,212.3033,-.1855166,211.1333,-.2644299,208.3856,-.2328918,209.4837,-.269712,208.2017,-.2102511,210.272,-.2488915,208.9267,-.2156476,210.0842,-.2305781,209.5643,-.2062559,210.4112,-.2398425,209.2417,-.1596581,212.0336,-.2101796,210.2745,-.1819661,211.2569,-.3045838,206.9876,-.3561486,205.1922,-.3183457,206.5084,-.2968006,207.2586,-.2052698,210.4455,-.1752677,211.4901,-.1504543,212.3541,-.1830826,211.218,-.2615826,208.4848,-.2317577,209.5232,-.2673752,208.2831,-.2092525,210.3068,-.2472746,208.983,-.2158789,210.0761,-.2271477,209.6837,-.204505,210.4721,-.2374672,209.3244,-.1581741,212.0853,-.2085317,210.3319,-.1822666,211.2464,-.3037247,207.0175,-.3547876,205.2396,-.3188927,206.4893,-.2972089,207.2443,-.2045034,210.4722,-.1804996,211.3079,-.2041316,210.4851,-.1600009,212.0217,-.1843651,211.1734,-.1585609,212.0718,-.2365176,209.3575,-.2635106,208.4176,-.2322439,209.5063,-.2220697,209.8605,-.2102496,210.2721,-.236798,209.3477,-.2116536,210.2232,-.1916831,210.9185,-.3228708,206.3508,-.2012868,210.5842,-.1789196,211.363,-.2015601,210.5746,-.158632,212.0693,-.1824989,211.2383,-.158491,212.0742,-.2355347,209.3917,-.2618711,208.4747,-.2323742,209.5018,-.222102,209.8594,-.2087407,210.3246,-.2350182,209.4097,-.2116404,210.2237,-.1916719,210.9189,-.3231961,206.3395,-.1853719,211.1383,-.2009166,210.5971,-.1770603,211.4277,-.1667527,211.7866,-.2367963,209.3478,-.2179048,210.0056,-.1839764,211.1869,-.1989918,210.6641,-.1768211,211.436,-.1664881,211.7958,-.2367909,209.348,-.2177309,210.0116,-.1829567,211.2224,-.1826125,211.2344
2007,"Alabama",216.389,0.001,0.00053,14.14701,-5.62e-10,-.097,.4853927,.0250956,.0930671,10.10828,.4722055,.3017533,.13273,.0152953,.0237367,.0542792,.4538278,.0970356,.0003107,.6975288,.2262682,.0722513,.0039517,-.097,216.389,-.0950969,216.4552,-.0628858,217.5768,-.0072541,219.5137,-.1537191,214.4141,-.0992988,216.3089,-.0600062,217.677,-.145964,214.6841,-.0611791,217.6362,-.0050097,219.5919,-.1518091,214.4806,-.0978136,216.3606,-.060343,217.6653,-.1460218,214.6821,-.0076793,219.4989,-.0825573,216.8918,-.065197,217.4963,-.032366,218.6394,-.0723804,217.2462,-.0556565,217.8285,-.0124823,219.3317,.0163131,220.3343,-.0342224,218.5748,-.151848,214.4792,-.1165667,215.7077,-.1678394,213.9225,-.0724533,217.2436,-.1490784,214.5757,-.1104127,215.922,-.0058156,219.5638,-.0808206,216.9523,-.0638344,217.5437,-.0327309,218.6267,-.0720181,217.2588,-.0533156,217.91,-.0105867,219.3977,.0163465,220.3355,-.0341398,218.5776,-.1504391,214.5283,-.1168877,215.6965,-.1677418,213.9259,-.0724447,217.2439,-.1490404,214.577,-.1123453,215.8547,-.0285711,218.7715,-.0125546,219.3292,.0140219,220.2545,-.0123784,219.3353,-.0829308,216.8788,-.0521785,217.9496,-.0811367,216.9413,-.0435839,218.2488,-.0751932,217.1482,-.043183,218.2628,-.0565188,217.7984,-.0317223,218.6618,-.0583033,217.7363,.0027012,219.8604,-.0412937,218.3285,-.0129758,219.3145,-.1244286,215.4339,-.1687851,213.8895,-.1327258,215.1451,-.122636,215.4964,-.0266337,218.839,-.0109618,219.3846,.0138991,220.2503,-.0119336,219.3508,-.0815794,216.9259,-.0525044,217.9382,-.0807214,216.9557,-.0436098,218.2479,-.0748399,217.1605,-.0446152,218.2129,-.0546591,217.8632,-.0315184,218.6689,-.0579632,217.7481,.003077,219.8735,-.0410207,218.3381,-.0146033,219.2579,-.1244961,215.4316,-.1686842,213.8931,-.1344726,215.0842,-.1238658,215.4535,-.0311208,218.6828,-.0065682,219.5376,-.0243956,218.9169,.001643,219.8235,-.0180189,219.1389,.0078812,220.0407,-.0611177,217.6383,-.0829349,216.8787,-.0523759,217.9427,-.0542771,217.8765,-.0405847,218.3532,-.0625408,217.5888,-.0369408,218.4801,-.027026,218.8253,-.1424273,214.8073,-.0295248,218.7383,-.0065908,219.5368,-.023842,218.9362,.0018641,219.8312,-.0175079,219.1567,.0066486,219.9978,-.0611573,217.6369,-.0825638,216.8916,-.0537248,217.8957,-.0551426,217.8464,-.0401856,218.3671,-.0621467,217.6025,-.0382817,218.4334,-.0279639,218.7927,-.1435767,214.7672,-.0164047,219.1951,-.028506,218.7738,-.0040428,219.6255,-.0045575,219.6076,-.0621081,217.6038,-.0479733,218.096,-.0161619,219.2036,-.0279501,218.7932,-.0051407,219.5873,-.0052236,219.5844,-.0629432,217.5748,-.048764,218.0685,-.0147637,219.2523,-.0153681,219.2312
2009,"Alabama",216.273,0.001,0.00057,14.01787,-3.76e-08,-.0994484,.4834836,.0219654,.0867861,10.09035,.50218,.272357,.144254,.0133123,.0291552,.0387414,.4474535,.0972854,0,.7098275,.2033643,.0826007,.0042075,-.0994484,216.2734,-.0971333,216.354,-.0813417,216.9038,-.015094,219.2104,-.1591525,214.1946,-.1081354,215.9709,-.0681302,217.3638,-.1432394,214.7486,-.0793511,216.9731,-.0124406,219.3028,-.1568306,214.2754,-.106181,216.0389,-.0677868,217.3757,-.1430368,214.7557,-.0232695,218.9258,-.1053659,216.0673,-.0903727,216.5894,-.0557502,217.7948,-.0861383,216.7368,-.0649747,217.4737,-.026112,218.8268,.0045966,219.896,-.0382443,218.4044,-.1631037,214.057,-.127729,215.2887,-.1689938,213.8519,-.0850675,216.7741,-.1530805,214.406,-.1137551,215.7752,-.0211067,219.0011,-.1033378,216.1379,-.0886141,216.6506,-.05555,217.8018,-.0856694,216.7531,-.0622237,217.5694,-.0237291,218.9098,.0053473,219.9221,-.0379113,218.416,-.1612219,214.1225,-.1273703,215.3012,-.1686156,213.8651,-.0844416,216.7959,-.1526663,214.4204,-.1151337,215.7272,-.0478501,218.0699,-.0346997,218.5278,-.0055652,219.5422,-.0244642,218.8842,-.111754,215.8449,-.0798727,216.9549,-.099998,216.2542,-.0719232,217.2317,-.0960152,216.3929,-.0620467,217.5756,-.0713058,217.2532,-.0451552,218.1637,-.0647183,217.4826,-.0132089,219.2761,-.0513858,217.9468,-.0210926,219.0016,-.1396039,214.8752,-.1759888,213.6084,-.1398067,214.8681,-.1307563,215.1833,-.0456004,218.1482,-.0326813,218.5981,-.0050696,219.5594,-.0239087,218.9035,-.1100084,215.9057,-.07963,216.9634,-.0994429,216.2735,-.0713945,217.2501,-.0953908,216.4146,-.0630745,217.5398,-.0689583,217.335,-.0442356,218.1958,-.0641073,217.5039,-.0121559,219.3127,-.050738,217.9694,-.0221594,218.9644,-.1390477,214.8946,-.1755079,213.6251,-.1409931,214.8268,-.1314453,215.1593,-.056366,217.7734,-.0299808,218.6921,-.0407334,218.3177,-.0228664,218.9398,-.0369462,218.4496,-.0083065,219.4467,-.0931521,216.4926,-.1080436,215.9741,-.076208,217.0825,-.0784004,217.0062,-.0578991,217.72,-.0745688,217.1396,-.047511,218.0817,-.0396047,218.357,-.1537274,214.3835,-.0543441,217.8438,-.0293737,218.7132,-.0400297,218.3422,-.0220268,218.969,-.0361499,218.4773,-.0091032,219.419,-.0926375,216.5105,-.1073925,215.9967,-.0771322,217.0504,-.0788267,216.9914,-.0568235,217.7575,-.0737942,217.1666,-.0482793,218.055,-.0399787,218.344,-.1543371,214.3622,-.0441766,218.1978,-.0509936,217.9605,-.0245227,218.8821,-.0259353,218.8329,-.0904958,216.5851,-.0625893,217.5567,-.0433135,218.2279,-.0501384,217.9902,-.0251538,218.8602,-.0261212,218.8265,-.0908862,216.5715,-.0628136,217.5489,-.0397916,218.3505,-.0399037,218.3466
2011,"Alabama",220.273,0.001,0.00054,13.87238,-1.88e-08,.0073173,.4941203,.0229099,.0779827,10.08186,.4988885,.265264,.1427029,.0167132,.0312222,.0452092,.5111712,.063875,0,.7245086,.1912781,.0775637,.0066496,.0073173,220.2734,.0073374,220.2741,.0208409,220.7443,.1290997,224.5137,-.0514861,218.226,-.0103236,219.6592,.0359493,221.2703,-.0366763,218.7416,.0205027,220.7325,.1295643,224.5298,-.0514571,218.227,-.0098661,219.6751,.0343913,221.2161,-.0390653,218.6585,.1083952,223.7928,-.0027185,219.924,.0031507,220.1283,.0441809,221.5569,.0177315,220.636,.0754862,222.6469,.1083915,223.7926,.1456224,225.0889,.1050528,223.6764,-.0639602,217.7917,-.0227681,219.2259,-.0600523,217.9277,.0112567,220.4106,-.0558917,218.0726,-.0102677,219.6611,.1083702,223.7919,-.0030023,219.9141,.0033658,220.1358,.042415,221.4955,.0156198,220.5625,.076069,222.6672,.1093597,223.8263,.1446159,225.0539,.1028867,223.601,-.0635995,217.8042,-.0243072,219.1723,-.0622119,217.8525,.0105919,220.3874,-.0572108,218.0267,-.0138036,219.538,.0805708,222.824,.0871978,223.0547,.1229311,224.2989,.108515,223.7969,-.0174238,219.412,.0205362,220.7337,.0054172,220.2073,.0204121,220.7294,-.0012622,219.9747,.0392968,221.3869,.060111,222.1116,.0918958,223.2183,.077346,222.7117,.119593,224.1826,.0817108,222.8636,.1184688,224.1435,-.0419897,218.5566,-.0761966,217.3656,-.0339072,218.838,-.0353311,218.7885,.0806652,222.8273,.0878027,223.0758,.1216677,224.2549,.106604,223.7304,-.0172288,219.4188,.0188274,220.6742,.0034346,220.1382,.0195839,220.7005,-.002374,219.936,.0360828,221.275,.0610362,222.1438,.0910912,223.1903,.0755243,222.6483,.1194614,224.1781,.0807033,222.8286,.1153825,224.036,-.0427435,218.5304,-.077427,217.3228,-.0372045,218.7233,-.0375197,218.7123,.0629305,222.2098,.09516,223.3319,.0905125,223.1701,.0973106,223.4068,.0858036,223.0062,.121171,224.2376,-.0000215,220.0179,-.0115251,219.6174,.0267117,220.9487,.0149842,220.5404,.0715934,222.5114,.0577619,222.0298,.0907677,223.179,.0913885,223.2006,-.055695,218.0794,.0635404,222.231,.0940441,223.2931,.0888106,223.1109,.0969655,223.3948,.0849721,222.9772,.1183695,224.14,-.0008693,219.9884,-.0125949,219.5801,.0236381,220.8417,.0130284,220.4723,.0714889,222.5078,.0569109,222.0002,.088042,223.0841,.0896211,223.1391,-.0577835,218.0067,.0732771,222.57,.0705354,222.4745,.1031931,223.6116,.0948738,223.322,.0046583,220.1808,.0675599,222.371,.0729634,222.5591,.0697877,222.4485,.1006135,223.5218,.0933096,223.2675,.0027525,220.1145,.0659728,222.3157,.0797369,222.7949,.0782723,222.7439
