year,FIPS,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,lang_nr,lang_st,lang_mt,lang_om,score_st_m1,score_m1,score_st_m2,score_m2,score_st_m3,score_m3,score_st_m4,score_m4,score_st_m5,score_m5,score_st_m6,score_m6,score_st_m7,score_m7,score_st_m8,score_m8,score_st_m9,score_m9,score_st_m10,score_m10,score_st_m11,score_m11,score_st_m12,score_m12,score_st_m13,score_m13,score_st_m14,score_m14,score_st_m15,score_m15,score_st_m16,score_m16,score_st_m17,score_m17,score_st_m18,score_m18,score_st_m19,score_m19,score_st_m20,score_m20,score_st_m21,score_m21,score_st_m22,score_m22,score_st_m23,score_m23,score_st_m24,score_m24,score_st_m25,score_m25,score_st_m26,score_m26,score_st_m27,score_m27,score_st_m28,score_m28,score_st_m29,score_m29,score_st_m30,score_m30,score_st_m31,score_m31,score_st_m32,score_m32,score_st_m33,score_m33,score_st_m34,score_m34,score_st_m35,score_m35,score_st_m36,score_m36,score_st_m37,score_m37,score_st_m38,score_m38,score_st_m39,score_m39,score_st_m40,score_m40,score_st_m41,score_m41,score_st_m42,score_m42,score_st_m43,score_m43,score_st_m44,score_m44,score_st_m45,score_m45,score_st_m46,score_m46,score_st_m47,score_m47,score_st_m48,score_m48,score_st_m49,score_m49,score_st_m50,score_m50,score_st_m51,score_m51,score_st_m52,score_m52,score_st_m53,score_m53,score_st_m54,score_m54,score_st_m55,score_m55,score_st_m56,score_m56,score_st_m57,score_m57,score_st_m58,score_m58,score_st_m59,score_m59,score_st_m60,score_m60,score_st_m61,score_m61,score_st_m62,score_m62,score_st_m63,score_m63,score_st_m64,score_m64
2013,New Jersey,0.5055367,0.0325448,0.1524508,9.92496,0.5270113,0.1694821,0.2084035,0.0852958,0.0015898,0.0082175,0.3591129,0.0592357,0.008827,0.3190346,0.674446,0.0065194,0.4655621,0.2887411,0.2404958,0.005201,0.2019298,246.8709,0.2033815,246.9107,0.1889344,246.5149,0.1513308,245.4849,0.2349481,247.7753,0.1815376,246.3123,0.2275935,247.5739,0.1880167,246.4898,0.1528176,245.5256,0.2380999,247.8617,0.1878531,246.4853,0.208082,247.0394,0.157957,245.6664,0.2190449,247.3397,0.1754657,246.146,0.1998125,246.8129,0.1854731,246.4201,0.1301563,244.9049,0.1703908,246.007,0.2185822,247.327,0.2608897,248.4859,0.2074535,247.0222,0.1458902,245.3359,0.2214954,247.4068,0.1765354,246.1753,0.1910665,246.5733,0.1916043,246.5881,0.138221,245.1258,0.1575555,245.6554,0.2259595,247.5291,0.2422403,247.9751,0.1928828,246.6231,0.1891105,246.5198,0.1428059,245.2514,0.1617559,245.7705,0.209794,247.0863,0.230886,247.6641,0.1870398,246.463,0.1678411,245.9371,0.2063642,246.9924,0.1505071,245.4623,0.2442608,248.0304,0.1828246,246.3476,0.1345611,245.0256,0.1485282,245.4081,0.2133045,247.1825,0.2241916,247.4807,0.1798982,246.2674,0.1796817,246.2615,0.1959528,246.7072,0.1433042,245.265,0.2303255,247.6487,0.1781465,246.2194,0.1949834,246.6806,0.1481797,245.3986,0.2216877,247.4121,0.1893774,246.5271,0.1743905,246.1165,0.1852659,246.4145,0.1375699,245.108,0.2161837,247.2614,0.1842766,246.3874,0.184827,246.4024,0.1770657,246.1898
2015,New Jersey,,,,,,,,,,,,,,,,,,,,,-1.668976,245,-1.667526,245.0398,-1.681976,244.644,-1.719574,243.614,-1.635956,245.9044,-1.689377,244.4414,-1.643311,245.703,-1.682892,244.6189,-1.718094,243.6547,-1.632813,245.9908,-1.68306,244.6144,-1.662827,245.1685,-1.712952,243.7955,-1.651871,245.4688,-1.69545,244.2751,-1.671097,244.942,-1.68544,244.5492,-1.740753,243.034,-1.700516,244.1361,-1.652328,245.4561,-1.610016,246.615,-1.663452,245.1513,-1.725021,243.465,-1.649414,245.5359,-1.694382,244.3044,-1.67984,244.7024,-1.679306,244.7172,-1.732697,243.2549,-1.713348,243.7845,-1.644958,245.6582,-1.628677,246.1042,-1.678024,244.7522,-1.681793,244.6488,-1.728104,243.3805,-1.709152,243.8996,-1.661118,245.2154,-1.64003,245.7932,-1.683868,244.5921,-1.703064,244.0662,-1.664551,245.1215,-1.720398,243.5914,-1.626648,246.1595,-1.68808,244.4767,-1.736343,243.1546,-1.722382,243.5372,-1.657608,245.3116,-1.646713,245.6098,-1.69101,244.3965,-1.691223,244.3906,-1.674957,244.8363,-1.7276,243.3941,-1.640579,245.7778,-1.692764,244.3485,-1.675934,244.8097,-1.722733,243.5277,-1.649216,245.5412,-1.681534,244.6562,-1.696518,244.2456,-1.685638,244.5435,-1.733337,243.2371,-1.654724,245.3904,-1.68663,244.5164,-1.686081,244.5315,-1.693848,244.3189
1992,New Mexico,0.5328256,0.0231456,0.0619364,10.05926,0.4393446,0.0360712,0.4666127,0.013278,0.042388,0.0023056,,,,0.0670308,0.8729465,0.0600228,0.3707545,0.5147657,0.1097761,0.0047038,-0.1297098,213.2991,-0.023248,216.2153,,,-0.1880157,211.702,-0.170296,212.1873,-0.1114029,213.8006,-0.1605231,212.455,,,-0.1371424,213.0955,-0.061599,215.1648,-0.004723,216.7227,-0.0673059,215.0085,,,,,,,,,-0.2238137,210.7214,-0.1697178,212.2032,-0.2093719,211.117,-0.1549301,212.6083,-0.1973766,211.4456,-0.1395173,213.0304,,,,,,,,,-0.1616102,212.4253,-0.1176851,213.6285,-0.1671774,212.2728,-0.0472726,215.5572,-0.1019563,214.0593,-0.0482443,215.5306,,,,,,,,,,,,,-0.2081485,211.1505,-0.241213,210.2448,-0.1883494,211.6928,-0.1798946,211.9244,,,,,,,,,,,,,-0.1471553,212.8212,-0.1894817,211.6618,-0.1473002,212.8172,-0.0874323,214.4572,,,,,,,,,-0.2236792,210.7251,,,,,,,,,-0.1748396,212.0629,,,,
1996,New Mexico,0.515739,0.0552753,0.0575697,10.01253,0.4138196,0.028606,0.4226408,0.0154138,0.1176694,0.0018504,0.4228312,0.0767511,0.0954568,0.0774961,0.8498824,0.0726215,0.3426768,0.5239238,0.1189219,0.0144775,-0.3016335,213.4378,-0.1861579,216.6009,-0.2273516,215.4725,-0.3335946,212.5623,-0.3457707,212.2288,-0.2967936,213.5703,-0.3191569,212.9578,-0.1828283,216.6921,-0.2756113,214.1506,-0.2310369,215.3716,-0.1811347,216.7385,-0.2213806,215.636,-0.2538451,214.7468,-0.2696198,214.3147,-0.2253917,215.5262,-0.2444216,215.0049,-0.3741347,211.4518,-0.3288705,212.6917,-0.3477412,212.1748,-0.339652,212.3964,-0.3603773,211.8287,-0.3119043,213.1564,-0.2584828,214.6198,-0.2250024,215.5368,-0.1786685,216.806,-0.2082338,215.9962,-0.3089888,213.2363,-0.2696482,214.3139,-0.2984685,213.5245,-0.2253871,215.5263,-0.2633188,214.4873,-0.2155466,215.7959,-0.2937464,213.6538,-0.2524297,214.7856,-0.2683789,214.3487,-0.2668476,214.3906,-0.2845299,213.9063,-0.2412954,215.0905,-0.3679596,211.621,-0.3852078,211.1485,-0.3404522,212.3745,-0.3524879,212.0448,-0.2911001,213.7263,-0.2541739,214.7378,-0.2745941,214.1784,-0.2209367,215.6482,-0.2484683,214.8941,-0.203877,216.1155,-0.3031925,213.3951,-0.3302872,212.6529,-0.2918136,213.7068,-0.2572719,214.6529,-0.2911097,213.726,-0.3056038,213.329,-0.265467,214.4285,-0.280984,214.0034,-0.3773112,211.3648,-0.2871782,213.8337,-0.3062491,213.3113,-0.2700576,214.3027,-0.2443465,215.007,-0.3241045,212.8223,-0.3021162,213.4246,-0.3022249,213.4216
2000,New Mexico,0.4978769,0.1626419,0.0656062,10.03096,0.3637103,0.0260932,0.4880242,0.01156,0.1087157,0.0018966,0.466161,0.0698626,0.0891991,0.0899907,0.8110854,0.0989239,0.3218152,0.5259462,0.1476013,0.0046373,-0.3607057,213.8683,-0.2023502,218.2059,-0.2529037,216.8212,-0.3046313,215.4043,-0.3983078,212.8383,-0.350555,214.1463,-0.3759286,213.4513,-0.1920757,218.4874,-0.2375903,217.2407,-0.239884,217.1778,-0.1920802,218.4873,-0.2449508,217.039,-0.2267962,217.5363,-0.2905255,215.7907,-0.2482985,216.9473,-0.274671,216.225,-0.3434342,214.3414,-0.2938795,215.6988,-0.3319379,214.6563,-0.3888585,213.0971,-0.4093085,212.537,-0.3625711,213.8172,-0.2224319,217.6559,-0.2279013,217.5061,-0.1842724,218.7011,-0.2247068,217.5936,-0.2697892,216.3587,-0.2271308,217.5272,-0.2695864,216.3642,-0.2311087,217.4182,-0.2786002,216.1173,-0.2338644,217.3427,-0.2650315,216.489,-0.2212206,217.6891,-0.2502017,216.8952,-0.2863339,215.9055,-0.3087972,215.2902,-0.2683541,216.398,-0.3330198,214.6267,-0.3670519,213.6945,-0.3187662,215.0171,-0.3975449,212.8592,-0.2538036,216.7966,-0.2145995,217.8704,-0.2467638,216.9894,-0.2218566,217.6716,-0.2577038,216.6897,-0.2167047,217.8128,-0.2610132,216.5991,-0.2992156,215.5526,-0.2584363,216.6696,-0.269463,216.3676,-0.2598298,216.6315,-0.2853507,215.9324,-0.2434177,217.081,-0.303501,215.4352,-0.3550234,214.024,-0.2477482,216.9624,-0.2762805,216.1809,-0.2387464,217.209,-0.2516276,216.8562,-0.290102,215.8023,-0.2794689,216.0935,-0.27018,216.348
2003,New Mexico,0.4913558,0.274217,0.157029,10.04947,0.3140973,0.0267377,0.5281228,0.0112519,0.1106634,0.0085566,0.5486326,0.1034901,0.0319269,0.4037261,0.5773481,0.0189258,0.2977588,0.4155228,0.2685585,0.0181599,-0.4174518,222.518,-0.2241276,227.8135,-0.2333804,227.5601,-0.269891,226.56,-0.3807105,223.5244,-0.4019669,222.9422,-0.3683552,223.8629,-0.1740126,229.1863,-0.1978503,228.5333,-0.1876774,228.812,-0.2087871,228.2337,-0.231124,227.6219,-0.1558598,229.6835,-0.2071298,228.2791,-0.2273343,227.7257,-0.2208922,227.9021,-0.2423373,227.3147,-0.2530639,227.0209,-0.2635538,226.7336,-0.3720877,223.7606,-0.3303162,224.9048,-0.3491662,224.3885,-0.1546713,229.7161,-0.1436468,230.0181,-0.1642574,229.4535,-0.1789751,229.0503,-0.1657209,229.4134,-0.1831525,228.9359,-0.2021323,228.416,-0.1793053,229.0413,-0.1950134,228.611,-0.2156474,228.0458,-0.1344223,230.2707,-0.1474386,229.9142,-0.1571377,229.6485,-0.2044739,228.3519,-0.1927155,228.674,-0.2123297,228.1367,-0.2320483,227.5966,-0.2345555,227.5279,-0.2447406,227.2489,-0.3190101,225.2145,-0.1273902,230.4633,-0.1450084,229.9807,-0.1569152,229.6546,-0.1388367,230.1498,-0.1489944,229.8716,-0.1692089,229.3179,-0.1574739,229.6393,-0.1706171,229.2793,-0.1873451,228.8211,-0.1865049,228.8441,-0.1300176,230.3914,-0.1346232,230.2652,-0.1475642,229.9107,-0.1885009,228.7894,-0.2228178,227.8494,-0.1224573,230.5985,-0.1303185,230.3831,-0.1472849,229.9184,-0.1441456,230.0044,-0.1622544,229.5083,-0.1294596,230.4067,-0.1253656,230.5188
2005,New Mexico,0.4852526,0.2451599,0.1287114,10.04841,0.2955569,0.0227959,0.5642436,0.0120257,0.1046675,0.0007105,0.5697899,0.115756,0.0318831,0.3984502,0.5937278,0.0078221,0.3059577,0.4173013,0.2691369,0.0076041,-0.4780159,224.0272,-0.266638,229.8173,-0.2688707,229.7561,-0.3542805,227.4166,-0.464302,224.4029,-0.462837,224.443,-0.4390061,225.0958,-0.2065219,231.4639,-0.26735,229.7978,-0.252441,230.2061,-0.2511834,230.2406,-0.2839864,229.3421,-0.208418,231.412,-0.2642013,229.884,-0.2635767,229.9011,-0.2660729,229.8327,-0.3475114,227.602,-0.3379293,227.8645,-0.3547902,227.4026,-0.454477,224.672,-0.4226581,225.5436,-0.4199973,225.6165,-0.2104844,231.3554,-0.1976215,231.7077,-0.1970524,231.7233,-0.2207856,231.0732,-0.2536508,230.173,-0.252224,230.2121,-0.2801272,229.4478,-0.2428537,230.4688,-0.2686542,229.762,-0.2683764,229.7696,-0.2071594,231.4465,-0.2012335,231.6088,-0.2179367,231.1513,-0.2611865,229.9666,-0.2584288,230.0421,-0.2583265,230.0449,-0.3361514,227.9131,-0.3451131,227.6677,-0.3361023,227.9145,-0.4100705,225.8884,-0.2014473,231.603,-0.2010536,231.6137,-0.2206893,231.0759,-0.1922004,231.8562,-0.2109976,231.3414,-0.2113421,231.3319,-0.2441412,230.4335,-0.2658154,229.8398,-0.2649009,229.8648,-0.2589943,230.0266,-0.2026592,231.5698,-0.2142187,231.2531,-0.2093935,231.3853,-0.2539051,230.166,-0.3321383,228.0231,-0.1959565,231.7534,-0.2112253,231.3351,-0.2113102,231.3328,-0.2056074,231.489,-0.2562504,230.1018,-0.2088988,231.3988,-0.2057725,231.4845
2007,New Mexico,0.4835794,0.2138999,0.1057298,10.04111,0.2864212,0.0287374,0.5803753,0.0192592,0.0849883,0.0002185,0.6618465,0.006538,0.001738,0.4190646,0.5733786,0.0075568,0.2952493,0.4466798,0.2517927,0.0062782,-0.3979358,228.0643,-0.1824945,233.9657,-0.1699196,234.3101,-0.2998322,230.7516,-0.4029101,227.9281,-0.3848591,228.4225,-0.3676464,228.894,-0.1141642,235.8374,-0.2065281,233.3073,-0.1857465,233.8766,-0.1681505,234.3586,-0.2071744,233.2896,-0.1280544,235.4569,-0.1826237,233.9621,-0.1672421,234.3835,-0.1733685,234.2156,-0.3096087,230.4838,-0.2858038,231.1358,-0.3039973,230.6375,-0.3934124,228.1882,-0.3693457,228.8474,-0.3506689,229.359,-0.1396426,235.1395,-0.122169,235.6181,-0.1067184,236.0413,-0.1343188,235.2853,-0.2070465,233.2931,-0.1922148,233.6994,-0.2244728,232.8158,-0.1760072,234.1434,-0.208498,233.2534,-0.1925271,233.6908,-0.142775,235.0536,-0.1241332,235.5643,-0.1416462,235.0846,-0.1805318,234.0194,-0.1826732,233.9608,-0.1683632,234.3527,-0.2988016,230.7798,-0.3101515,230.4689,-0.2872762,231.0955,-0.3570431,229.1844,-0.1446319,235.0028,-0.1321769,235.3439,-0.1541196,234.7429,-0.117358,235.7499,-0.140802,235.1077,-0.1268471,235.4899,-0.197336,233.5591,-0.2238396,232.8331,-0.2099288,233.2142,-0.1986309,233.5237,-0.1396472,235.1393,-0.1531712,234.7689,-0.1361184,235.236,-0.179183,234.0564,-0.2975237,230.8148,-0.1398181,235.1346,-0.1582197,234.6306,-0.1466362,234.9479,-0.1360175,235.2388,-0.2140176,233.1022,-0.149123,234.8798,-0.153423,234.762
2009,New Mexico,0.4879735,0.161455,0.1088078,10.0431,0.2815717,0.0275501,0.5785453,0.0182875,0.093681,0.0003643,0.678421,0.0038219,0.0019643,0.4331294,0.5613925,0.0054781,0.2934017,0.4482549,0.2521154,0.006228,-0.3271813,230.0296,-0.1082888,236.0255,-0.0857306,236.6434,-0.2720801,231.5389,-0.3296527,229.9619,-0.3135327,230.4035,-0.296818,230.8613,-0.0319372,238.1169,-0.1662648,234.4374,-0.1094129,235.9947,-0.0936463,236.4266,-0.1331361,235.3448,-0.0721441,237.0155,-0.0966758,236.3436,-0.0830091,236.7179,-0.0897519,236.5332,-0.277263,231.3969,-0.2577623,231.9311,-0.2714014,231.5575,-0.319907,230.2289,-0.2959938,230.8839,-0.2792195,231.3434,-0.0866312,236.6187,-0.0385389,237.9361,-0.024627,238.3171,-0.05245,237.555,-0.1610669,234.5798,-0.1512613,234.8484,-0.1832404,233.9724,-0.0995833,236.2639,-0.132321,235.3672,-0.1181798,235.7545,-0.0835958,236.7019,-0.0688961,237.1045,-0.0851901,236.6582,-0.0946236,236.3998,-0.0973048,236.3263,-0.084725,236.6709,-0.2665594,231.6901,-0.272419,231.5296,-0.2539626,232.0352,-0.2834094,231.2286,-0.0871063,236.6057,-0.0792348,236.8213,-0.1007428,236.2322,-0.0338615,238.0642,-0.0574988,237.4167,-0.0451011,237.7563,-0.1511913,234.8503,-0.1769381,234.145,-0.1679912,234.3901,-0.1223564,235.6401,-0.0810373,236.7719,-0.0929031,236.4469,-0.0799755,236.801,-0.0938708,236.4204,-0.2596204,231.8802,-0.0825091,236.7316,-0.1003241,236.2436,-0.0932915,236.4363,-0.0528414,237.5443,-0.1669363,234.419,-0.0892217,236.5477,-0.0957202,236.3698
2011,New Mexico,0.4962377,0.1610358,0.1157497,10.04132,0.2715861,0.0195758,0.5974042,0.013176,0.0887178,0.0095402,0.6612608,0.0497834,0.0013468,0.4281999,0.5664346,0.0053655,0.3068003,0.4285688,0.2598688,0.0047621,-0.2612326,232.8404,-0.0358095,239.0151,-0.0118251,239.6721,-0.2064751,234.3403,-0.2580589,232.9273,-0.2480947,233.2002,-0.2289359,233.725,0.0442945,241.2093,-0.0977994,237.3171,-0.0309692,239.1477,-0.0213584,239.411,-0.0594069,238.3688,0.0012057,240.0291,-0.0180336,239.502,-0.0094173,239.7381,-0.0150633,239.5834,-0.2062461,234.3466,-0.1926814,234.7181,-0.2042857,234.4003,-0.2490197,233.1749,-0.2226262,233.8979,-0.2120062,234.1888,-0.0135355,239.6253,0.043014,241.1743,0.051542,241.4079,0.0248149,240.6758,-0.0864441,237.6282,-0.0829362,237.7242,-0.1134422,236.8886,-0.0215726,239.4051,-0.0528692,238.5478,-0.0448203,238.7683,-0.0055815,239.8431,0.0041051,240.1085,-0.0110741,239.6927,-0.0163487,239.5482,-0.0180094,239.5027,-0.0104621,239.7094,-0.1962898,234.6193,-0.1999924,234.5179,-0.1875102,234.8598,-0.2108789,234.2197,-0.0085249,239.7625,-0.0061945,239.8263,-0.026557,239.2686,0.0474589,241.296,0.0248869,240.6777,0.031969,240.8717,-0.0769884,237.8872,-0.1012065,237.2238,-0.0985064,237.2977,-0.0434446,238.806,-0.0034474,239.9016,-0.0142539,239.6056,-0.0063035,239.8234,-0.0150242,239.5845,-0.1880432,234.8452,-0.0041729,239.8817,-0.0208431,239.4251,-0.0192895,239.4677,0.0292387,240.7969,-0.0917292,237.4834,-0.0110545,239.6932,-0.0165559,239.5425
2013,New Mexico,0.4940509,0.1791387,0.1270058,10.02257,0.2396285,0.018855,0.6286731,0.0121951,0.0882563,0.012392,0.667942,0.0716744,0.0012649,0.4496236,0.5465194,0.003857,0.3137046,0.4179812,0.2653182,0.002996,-0.2980222,232.7814,-0.0483962,239.6192,-0.0315433,240.0808,-0.2284211,234.6879,-0.2856953,233.1191,-0.2902879,232.9933,-0.2651089,233.683,0.0349362,241.9018,-0.1063907,238.0306,-0.0341546,240.0093,-0.0384595,239.8913,-0.0733413,238.9359,-0.0104457,240.6587,-0.0301794,240.1181,-0.0330431,240.0397,-0.0354359,239.9742,-0.2202055,234.913,-0.2200445,234.9174,-0.2277595,234.7061,-0.2810176,233.2472,-0.2496519,234.1064,-0.253819,233.9922,-0.0194871,240.411,0.0422029,242.1008,0.038687,242.0045,0.01453,241.3428,-0.0864473,238.5769,-0.0959903,238.3155,-0.1229423,237.5772,-0.0282521,240.1709,-0.0575046,239.3697,-0.0633653,239.2091,-0.0102663,240.6636,-0.0115078,240.6296,-0.023449,240.3025,-0.0311347,240.092,-0.0308255,240.1004,-0.0349481,239.9875,-0.2147091,235.0635,-0.2156038,235.039,-0.2166272,235.011,-0.2425497,234.3009,-0.0065773,240.7647,-0.0156328,240.5166,-0.0330344,240.0399,0.0442135,242.1559,0.0230394,241.5759,0.018086,241.4402,-0.0804643,238.7408,-0.1022571,238.1438,-0.1125723,237.8613,-0.0516399,239.5303,-0.0109475,240.6449,-0.0198855,240.4001,-0.0228004,240.3203,-0.0307051,240.1038,-0.2083143,235.2387,-0.0046877,240.8164,-0.0195719,240.4087,-0.0293526,240.1408,0.0248928,241.6267,-0.096318,238.3065,-0.0196244,240.4073,-0.0178044,240.4571
2015,New Mexico,,,,,,,,,,,,,,,,,,,,,-2.079453,231,-1.829834,237.8377,-1.812973,238.2994,-2.009857,232.9065,-2.067123,231.3376,-2.071716,231.2119,-2.046539,231.9016,-1.74649,240.1204,-1.887817,236.2491,-1.815582,238.2278,-1.819885,238.1099,-1.854767,237.1544,-1.791885,238.8773,-1.811615,238.3367,-1.814484,238.2583,-1.816864,238.1927,-2.001633,233.1315,-2.00148,233.136,-2.009186,232.9246,-2.062454,231.4658,-2.031082,232.325,-2.035248,232.2108,-1.800919,238.6296,-1.739227,240.3194,-1.742752,240.2231,-1.766907,239.5614,-1.867874,236.7954,-1.877426,236.534,-1.904373,235.7958,-1.809692,238.3895,-1.838943,237.5882,-1.844803,237.4277,-1.791702,238.8822,-1.792938,238.8482,-1.804886,238.5211,-1.812561,238.3105,-1.812256,238.319,-1.816376,238.2061,-1.99614,233.2821,-1.99704,233.2576,-1.998062,233.2296,-2.023987,232.5195,-1.78801,238.9832,-1.797073,238.7352,-1.814468,238.2585,-1.737213,240.3745,-1.758392,239.7945,-1.763351,239.6588,-1.861893,236.9593,-1.883698,236.3624,-1.894012,236.0798,-1.833069,237.7489,-1.792374,238.8635,-1.801315,238.6187,-1.80423,238.5388,-1.812134,238.3223,-1.989746,233.4573,-1.786118,239.035,-1.80101,238.6273,-1.810791,238.3594,-1.756546,239.8452,-1.877747,236.5251,-1.801056,238.6258,-1.79924,238.6757
1992,New York,0.4834305,0.0312677,0.0358652,9.849881,0.5931582,0.1287463,0.2169158,0.036127,0.0211755,0.0038771,,,,0.0605413,0.8748555,0.0646033,0.5199787,0.3788543,0.1002364,0.0009306,0.0382114,218.4455,0.0244168,218.0677,,,-0.0134348,217.0309,-0.0235755,216.7531,-0.0038148,217.2944,0.0007118,217.4184,,,-0.0238191,216.7464,-0.0366362,216.3953,-0.0122973,217.062,0.0010546,217.4277,,,,,,,,,-0.0698326,215.486,-0.0567123,215.8454,-0.0327459,216.5019,-0.0493125,216.0481,-0.059276,215.7752,-0.0428449,216.2253,,,,,,,,,-0.0771779,215.2848,-0.059167,215.7782,-0.0404323,216.2913,-0.0580132,215.8098,-0.0573733,215.8273,-0.0348535,216.4442,,,,,,,,,,,,,-0.0972799,214.7342,-0.0878495,214.9925,-0.0759846,215.3175,-0.0866536,215.0253,,,,,,,,,,,,,-0.0982741,214.7069,-0.0920218,214.8782,-0.0750573,215.3429,-0.0784102,215.2511,,,,,,,,,-0.1156201,214.2318,,,,,,,,,-0.1127713,214.3098,,,,
1996,New York,0.4849873,0.0457391,0.0412841,9.786946,0.5958228,0.165917,0.1750156,0.0425625,0.019641,0.0010412,0.36115,0.0590785,0.0683139,0.0505693,0.8978494,0.0515813,0.5368102,0.3542133,0.098549,0.0104274,0.0184425,222.9516,0.0059302,222.6089,0.0220256,223.0498,-0.0213379,221.862,-0.0389378,221.3799,-0.0417184,221.3037,-0.0103033,222.1642,0.0115225,222.7621,-0.023362,221.8065,-0.051241,221.0428,-0.0474266,221.1473,-0.0062441,222.2754,-0.0035183,222.3501,-0.0295458,221.6371,-0.0178966,221.9562,0.009442,222.7051,-0.0741324,220.4158,-0.0830559,220.1714,-0.0322445,221.5632,-0.0776929,220.3183,-0.0674031,220.6001,-0.073114,220.4437,-0.0136376,222.0729,-0.0422567,221.2889,-0.0295639,221.6366,0.0036755,222.5471,-0.075047,220.3907,-0.0752119,220.3862,-0.0302481,221.6179,-0.0839236,220.1476,-0.0621932,220.7428,-0.0587753,220.8365,-0.0525731,221.0063,-0.04674,221.1661,-0.0068887,222.2577,-0.0516657,221.0312,-0.0426707,221.2776,-0.0326765,221.5514,-0.1151563,219.2921,-0.0853997,220.1072,-0.0946655,219.8534,-0.1087956,219.4663,-0.0629364,220.7225,-0.0544614,220.9546,-0.0174014,221.9698,-0.0652239,220.6598,-0.049381,221.0938,-0.0370451,221.4317,-0.1073955,219.5047,-0.0813808,220.2173,-0.0813528,220.218,-0.0944782,219.8585,-0.0778377,220.3143,-0.0564018,220.9015,-0.0503084,221.0684,-0.0668465,220.6154,-0.1273054,218.9593,-0.0863136,220.0821,-0.0664428,220.6264,-0.057779,220.8638,-0.0722271,220.468,-0.1133213,219.3423,-0.0821083,220.1973,-0.0896,219.9921
2000,New York,0.5150726,0.0290778,0.0221551,9.766196,0.4949417,0.1838511,0.2567875,0.0430295,0.018104,0.0032862,0.4255999,0.0610679,0.0186276,0.0630139,0.8307691,0.106217,0.4969728,0.3670493,0.1167538,0.0192241,0.0708517,226.5591,0.1391264,228.4292,0.120445,227.9175,0.0174099,225.0952,-0.002084,224.5612,0.0047117,224.7474,0.0581835,226.2121,0.1481583,228.6766,0.0788187,226.7773,0.0673483,226.4631,0.0809446,226.8355,0.1302231,228.1853,0.0823618,226.8743,0.0532245,226.0762,0.075062,226.6744,0.1157627,227.7893,-0.0495496,223.261,-0.0505086,223.2348,0.019062,225.1404,-0.0440843,223.4108,-0.014969,224.2083,-0.0104121,224.3331,0.0963573,227.2577,0.080559,226.825,0.1028769,227.4363,0.1442657,228.57,0.016476,225.0696,0.0226129,225.2377,0.0773419,226.7368,0.0321933,225.5001,0.0590271,226.2352,0.0727801,226.6119,0.0186838,225.1301,0.0329977,225.5222,0.0851856,226.9517,0.0284025,225.3963,0.0477271,225.9256,0.0683171,226.4896,-0.0940916,222.041,-0.0482539,223.2965,-0.0490683,223.2742,-0.0594717,222.9893,0.0365699,225.62,0.0514193,226.0268,0.0980587,227.3043,0.0555511,226.14,0.0767463,226.7205,0.0992473,227.3369,-0.0182566,224.1182,0.0147351,225.0219,0.0217858,225.2151,0.0242353,225.2822,-0.0098377,224.3488,0.0212612,225.2007,0.0361236,225.6078,0.0208652,225.1898,-0.093353,222.0612,0.0110492,224.921,0.0377787,225.6531,0.0534918,226.0835,0.0518127,226.0376,-0.0196183,224.0809,-0.0074387,224.4145,0.0124542,224.9594
2003,New York,0.499452,0.0458174,0.1109683,9.792289,0.5412133,0.1890125,0.1967072,0.0625525,0.0054206,0.0041496,0.4452637,0.0557837,0.0249631,0.242163,0.7541462,0.0036908,0.4250263,0.334015,0.2361915,0.0047672,0.0721846,235.9301,0.0879911,236.363,0.1381811,237.7378,0.0324685,234.8422,0.0714701,235.9105,0.0135632,234.3243,0.0953109,236.5636,0.124459,237.362,0.051753,235.3704,0.0881376,236.3671,0.0370722,234.9683,0.0892017,236.3962,0.1073191,236.8925,0.1351626,237.6552,0.0974313,236.6216,0.1427159,237.8621,0.0338192,234.8792,-0.0276768,233.1947,0.0462582,235.2199,0.0303093,234.783,0.0958952,236.5796,0.0361693,234.9435,0.0913216,236.4543,0.1219395,237.293,0.0835815,236.2423,0.1228983,237.3192,0.0558167,235.4817,0.0023693,234.0177,0.0518064,235.3719,0.0541479,235.436,0.0899596,236.417,0.039597,235.0374,0.1060556,236.8579,0.0630795,235.6807,0.1058493,236.8522,0.1107165,236.9855,0.1413458,237.8245,0.1018703,236.7432,-0.0097536,233.6856,0.0503061,235.3308,-0.0124422,233.612,0.0533856,235.4151,0.0924655,236.4856,0.0507236,235.3422,0.0888057,236.3854,0.0972256,236.616,0.1211667,237.2718,0.0830613,236.228,0.0221934,234.5607,0.0566539,235.5047,0.0037296,234.055,0.0567338,235.5069,0.0780623,236.0911,0.1073714,236.8939,0.063482,235.6917,0.1159425,237.1287,0.0071825,234.1496,0.0672882,235.796,0.0908753,236.442,0.0493468,235.3045,0.0969831,236.6094,0.0238212,234.6053,0.0801203,236.1474,0.0663316,235.7697
