year,FIPS,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,lang_nr,lang_st,lang_mt,lang_om,score_st_m1,score_m1,score_st_m2,score_m2,score_st_m3,score_m3,score_st_m4,score_m4,score_st_m5,score_m5,score_st_m6,score_m6,score_st_m7,score_m7,score_st_m8,score_m8,score_st_m9,score_m9,score_st_m10,score_m10,score_st_m11,score_m11,score_st_m12,score_m12,score_st_m13,score_m13,score_st_m14,score_m14,score_st_m15,score_m15,score_st_m16,score_m16,score_st_m17,score_m17,score_st_m18,score_m18,score_st_m19,score_m19,score_st_m20,score_m20,score_st_m21,score_m21,score_st_m22,score_m22,score_st_m23,score_m23,score_st_m24,score_m24,score_st_m25,score_m25,score_st_m26,score_m26,score_st_m27,score_m27,score_st_m28,score_m28,score_st_m29,score_m29,score_st_m30,score_m30,score_st_m31,score_m31,score_st_m32,score_m32,score_st_m33,score_m33,score_st_m34,score_m34,score_st_m35,score_m35,score_st_m36,score_m36,score_st_m37,score_m37,score_st_m38,score_m38,score_st_m39,score_m39,score_st_m40,score_m40,score_st_m41,score_m41,score_st_m42,score_m42,score_st_m43,score_m43,score_st_m44,score_m44,score_st_m45,score_m45,score_st_m46,score_m46,score_st_m47,score_m47,score_st_m48,score_m48,score_st_m49,score_m49,score_st_m50,score_m50,score_st_m51,score_m51,score_st_m52,score_m52,score_st_m53,score_m53,score_st_m54,score_m54,score_st_m55,score_m55,score_st_m56,score_m56,score_st_m57,score_m57,score_st_m58,score_m58,score_st_m59,score_m59,score_st_m60,score_m60,score_st_m61,score_m61,score_st_m62,score_m62,score_st_m63,score_m63,score_st_m64,score_m64
2003,Georgia,0.4897752,0.0374753,0.1094976,10.09192,0.5022386,0.3923773,0.0650656,0.0217749,0.0029884,0.0155363,0.3987636,0.0826344,0.0427606,0.3970552,0.5995787,0.0033661,0.6081479,0.2575329,0.1303831,0.0039361,-0.1349971,230.255,-0.0158111,233.5197,-0.0923043,231.4244,-0.1815534,228.9797,-0.1369075,230.2026,-0.1072792,231.0142,-0.1561536,229.6755,-0.0121648,233.6196,-0.0195982,233.416,-0.0208101,233.3828,0.0037982,234.0568,-0.0149677,233.5428,-0.1252888,230.5209,-0.0955634,231.3351,-0.0747016,231.9066,-0.1014929,231.1727,-0.1809952,228.995,-0.1535629,229.7464,-0.1851147,228.8822,-0.1173071,230.7395,-0.1588658,229.6012,-0.1287628,230.4258,-0.0154885,233.5285,-0.0171129,233.4841,0.0029166,234.0327,-0.0115332,233.6369,-0.0239848,233.2958,-0.000372,233.9426,-0.0185075,233.4458,-0.0074673,233.7483,-0.0199854,233.4054,0.0041811,234.0673,-0.1266715,230.483,-0.107358,231.0121,-0.1246364,230.5388,-0.0848316,231.6291,-0.1061606,231.0449,-0.084723,231.6321,-0.160798,229.5482,-0.1856543,228.8674,-0.157793,229.6306,-0.1390192,230.1448,-0.0199154,233.4073,-0.0004753,233.9398,-0.0146364,233.5519,-0.0077801,233.7397,-0.0165015,233.5008,0.0032295,234.0413,-0.0107464,233.6584,-0.0229405,233.3244,0.0002723,233.9603,-0.0069178,233.7633,-0.1152429,230.7961,-0.1273911,230.4633,-0.1077146,231.0023,-0.0955226,231.3363,-0.1656752,229.4146,-0.0104508,233.6665,-0.0191046,233.4295,0.0000359,233.9538,-0.0073346,233.7519,-0.0099818,233.6794,-0.1164134,230.764,-0.0098368,233.6833
2005,Georgia,0.4943899,0.0227225,0.1243882,10.07949,0.4816161,0.389415,0.0770916,0.0285602,0.0004879,0.0228293,0.456228,0.0756448,0.0021162,0.3952191,0.6016182,0.0031626,0.618725,0.2463364,0.1316895,0.0032492,-0.1267229,233.6357,-0.0016836,237.0608,-0.0465546,235.8317,-0.1853757,232.0291,-0.1165245,233.9151,-0.1025857,234.2969,-0.1479273,233.0549,0.0240835,237.7666,-0.018851,236.5905,0.0058437,237.267,0.0153711,237.528,-0.0012298,237.0732,-0.0904271,234.6299,-0.040323,236.0024,-0.032584,236.2144,-0.0569894,235.5459,-0.1726273,232.3783,-0.1611253,232.6934,-0.1872289,231.9784,-0.1001863,234.3626,-0.1387172,233.3072,-0.1243775,233.7,0.0078523,237.322,0.0292547,237.9083,0.0359176,238.0908,0.0241551,237.7686,-0.00977,236.8393,-0.0019667,237.053,-0.0171952,236.6359,0.0168403,237.5682,0.0060113,237.2716,0.015239,237.5243,-0.0819288,234.8627,-0.0766466,235.0074,-0.0896055,234.6525,-0.0321375,236.2266,-0.05238,235.6721,-0.0441827,235.8967,-0.1559637,232.8348,-0.1756088,232.2967,-0.1637008,232.6228,-0.1224044,233.754,0.0146081,237.5071,0.0196636,237.6455,0.0089533,237.3522,0.0362471,238.0998,0.0291205,237.9046,0.0355687,238.0812,0.001173,237.1391,-0.0084767,236.8747,-0.0008852,237.0827,0.0166592,237.5632,-0.0735623,235.0919,-0.0825864,234.8447,-0.0768673,235.0014,-0.0445815,235.8857,-0.1592348,232.7452,0.0216604,237.7002,0.0154299,237.5296,0.0203374,237.664,0.035886,238.0899,0.0021167,237.1649,-0.0747183,235.0602,0.0222402,237.7161
2007,Georgia,0.4978875,0.0316987,0.1039862,10.07046,0.4624304,0.381321,0.0919084,0.0355136,0.0011043,0.0277223,0.4505466,0.0726128,0.0107449,0.4042034,0.5925936,0.003203,0.6030373,0.2505237,0.1422043,0.0042347,-0.1394686,235.209,-0.0099787,238.756,-0.0637499,237.2831,-0.1907614,233.804,-0.1458608,235.0339,-0.1179355,235.7988,-0.1553658,234.7736,0.0096938,239.2949,-0.0261857,238.3121,-0.0183984,238.5254,0.0053978,239.1772,-0.0089879,238.7831,-0.1026213,236.2183,-0.0722348,237.0507,-0.0513567,237.6226,-0.071629,237.0673,-0.1942433,233.7086,-0.1691201,234.3968,-0.1906281,233.8077,-0.1303318,235.4593,-0.1625941,234.5756,-0.1342849,235.351,-0.0053567,238.8826,0.0004238,239.0409,0.0205422,239.592,0.0104246,239.3149,-0.0325098,238.1388,-0.0109543,238.7293,-0.0240207,238.3714,-0.0077054,238.8183,-0.017561,238.5483,0.005835,239.1892,-0.1087942,236.0493,-0.0903955,236.5532,-0.1010287,236.262,-0.064446,237.264,-0.0814998,236.7969,-0.0602035,237.3802,-0.1783611,234.1437,-0.1950472,233.6866,-0.1695665,234.3846,-0.1469851,235.0031,-0.0126967,238.6815,0.0054711,239.1792,-0.0036465,238.9294,0.0073458,239.2305,0.0010317,239.0576,0.0208725,239.6011,-0.0218717,238.4302,-0.0306051,238.191,-0.0093325,238.7737,-0.0072058,238.8319,-0.1007738,236.2689,-0.1083685,236.0609,-0.0896681,236.5732,-0.0739856,237.0027,-0.1793704,234.116,-0.0057111,238.8729,-0.0111926,238.7227,0.0067749,239.2149,0.0077341,239.2412,-0.0203058,238.4731,-0.1007597,236.2693,-0.0044425,238.9076
2009,Georgia,0.497607,0.0402193,0.094767,10.08042,0.4652824,0.361396,0.1113485,0.0267252,0.0007433,0.0345045,0.4773107,0.0777466,0.0007276,0.4148823,0.5807738,0.0043438,0.5956188,0.2489269,0.1517887,0.0036655,-0.1105946,236.0296,0.0170842,239.5269,-0.0109276,238.7596,-0.1549009,234.8159,-0.1244837,235.6491,-0.0861918,236.698,-0.1230494,235.6884,0.0531911,240.516,0.0026516,239.1316,0.0014064,239.0975,0.0351489,240.0218,0.0188344,239.5749,-0.0474,237.7606,-0.0270176,238.3189,0.0027471,239.1342,-0.0184996,238.5522,-0.1659044,234.5145,-0.1302808,235.4903,-0.1539937,234.8408,-0.1064761,236.1424,-0.1376175,235.2894,-0.0988535,236.3512,0.0386511,240.1177,0.0359797,240.0445,0.0653472,240.849,0.0540292,240.5389,-0.0108289,238.7623,0.0204917,239.6203,0.005204,239.2015,0.0142649,239.4497,0.0030903,239.1436,0.0363072,240.0535,-0.0611443,237.3841,-0.0337465,238.1346,-0.0461473,237.7949,-0.0181702,238.5612,-0.0358062,238.0782,-0.0056691,238.9037,-0.1473567,235.0226,-0.1657531,234.5187,-0.1298449,235.5023,-0.119294,235.7913,0.0235747,239.7047,0.0507789,240.4499,0.0402851,240.1625,0.0439855,240.2638,0.0368255,240.0677,0.0657794,240.8608,0.0019519,239.1124,-0.0084275,238.8281,0.0224676,239.6744,0.0155849,239.4859,-0.0518888,237.6376,-0.0608682,237.3917,-0.0333234,238.1462,-0.02712,238.3161,-0.1473183,235.0236,0.0316625,239.9263,0.0251425,239.7477,0.0519988,240.4833,0.0446059,240.2808,0.0039876,239.1682,-0.0519995,237.6346,0.0329846,239.9625
2011,Georgia,0.4895657,0.0486382,0.1036772,10.04931,0.4501998,0.3592617,0.1251402,0.042127,0.0010774,0.0221939,0.4928086,0.0628744,0.0029991,0.4062351,0.5927328,0.001032,0.5872627,0.2455908,0.165772,0.0013745,-0.0627022,238.3665,0.0687465,241.9672,0.0437639,241.2829,-0.1001054,237.342,-0.0693457,238.1846,-0.0472626,238.7895,-0.071555,238.1241,0.1058191,242.9827,0.0544731,241.5762,0.0607276,241.7475,0.0795623,242.2634,0.0691729,241.9789,0.0109563,240.3842,0.0339399,241.0137,0.0512465,241.4878,0.0365697,241.0858,-0.1045387,237.2206,-0.0845926,237.7669,-0.0989584,237.3734,-0.0580843,238.493,-0.0786175,237.9306,-0.0564319,238.5383,0.0912007,242.5822,0.0956677,242.7046,0.1122886,243.1599,0.1052759,242.9678,0.0483242,241.4078,0.0652205,241.8706,0.0556476,241.6084,0.0683563,241.9565,0.0611941,241.7603,0.0794986,242.2617,0.0031414,240.1701,0.0181001,240.5799,0.0110412,240.3865,0.0388194,241.1474,0.0258755,240.7928,0.0432019,241.2675,-0.0930221,237.536,-0.1037774,237.2414,-0.0838436,237.7874,-0.0672977,238.2407,0.0829614,242.3565,0.0976706,242.7595,0.0914212,242.5883,0.0999646,242.8223,0.0952474,242.6931,0.1114099,243.1358,0.0559196,241.6158,0.0494684,241.4391,0.0659169,241.8897,0.0685102,241.9607,0.0080113,240.3035,0.0025992,240.1553,0.0175312,240.5643,0.0304351,240.9178,-0.0924138,237.5527,0.0872836,242.4749,0.0832362,242.3641,0.0975573,242.7563,0.0993473,242.8054,0.056752,241.6386,0.0071307,240.2794,0.0873538,242.4769
2013,Georgia,0.4973681,0.0464137,0.1120334,10.06057,0.4383593,0.3369327,0.1565381,0.0403773,0.0017674,0.0260251,0.552098,0.0612614,0.000512,0.4201297,0.5768203,0.0030501,0.5675871,0.2449572,0.1847564,0.0026993,-0.0402018,240.0472,0.0954709,243.7636,0.1176233,244.3704,-0.079429,238.9727,-0.0400502,240.0514,-0.0215187,240.559,-0.039858,240.0567,0.1640474,245.642,0.0721038,243.1235,0.0946311,243.7406,0.109703,244.1534,0.0982158,243.8388,0.0792783,243.32,0.1120268,244.2171,0.1259955,244.5997,0.1128209,244.2388,-0.0772756,239.0317,-0.0606159,239.4881,-0.0728845,239.152,-0.0269272,240.4109,-0.0401718,240.0481,-0.0210791,240.571,0.1397872,244.9775,0.158317,245.485,0.1717356,245.8526,0.1648005,245.6626,0.0738277,243.1707,0.0862997,243.5124,0.0755218,243.2171,0.1041723,244.0019,0.0971079,243.8084,0.1118968,244.2135,0.0759023,243.2276,0.0872296,243.5378,0.0807468,243.3602,0.1172834,244.3611,0.1063891,244.0626,0.1205342,244.4501,-0.0638216,239.4003,-0.0708368,239.2081,-0.0541186,239.666,-0.0266656,240.418,0.1368661,244.8975,0.1474914,245.1885,0.1413853,245.0213,0.1631919,245.6186,0.1590083,245.504,0.17214,245.8637,0.0833404,243.4313,0.0769567,243.2564,0.0891867,243.5914,0.1063175,244.0607,0.0810907,243.3697,0.0769654,243.2567,0.0882653,243.5662,0.1114527,244.2013,-0.0572804,239.5794,0.1417479,245.0312,0.1383512,244.9381,0.1487488,245.2229,0.1636871,245.6321,0.0861408,243.508,0.0819541,243.3933,0.1430327,245.0664
2015,Georgia,,,,,,,,,,,,,,,,,,,,,-4.087448,236,-3.951767,239.7163,-3.929611,240.3231,-4.126663,234.9255,-4.087296,236.0042,-4.068756,236.5118,-4.087097,236.0094,-3.883194,241.5948,-3.975143,239.0763,-3.952606,239.6933,-3.937546,240.1062,-3.94902,239.7915,-3.967957,239.2728,-3.935211,240.1698,-3.921249,240.5525,-3.934418,240.1916,-4.124512,234.9845,-4.107864,235.4408,-4.120132,235.1048,-4.074173,236.3636,-4.087418,236.0008,-4.068314,236.5238,-3.907455,240.9302,-3.888931,241.4378,-3.875504,241.8054,-3.882446,241.6154,-3.973419,239.1235,-3.960938,239.4651,-3.971725,239.1699,-3.943069,239.9547,-3.950134,239.7612,-3.935349,240.1663,-3.971344,239.1803,-3.960007,239.4906,-3.966492,239.313,-3.929962,240.3138,-3.940857,240.0154,-3.926712,240.4029,-4.111069,235.353,-4.118073,235.1608,-4.101364,235.6188,-4.073914,236.3708,-3.91037,240.8502,-3.89975,241.1413,-3.905853,240.974,-3.884048,241.5713,-3.888229,241.4567,-3.875107,241.8164,-3.963898,239.384,-3.970291,239.2092,-3.958054,239.5442,-3.940918,240.0134,-3.966156,239.3224,-3.970276,239.2094,-3.958969,239.519,-3.935791,240.1541,-4.104523,235.5322,-3.905487,240.9839,-3.90889,240.8909,-3.898499,241.1757,-3.88356,241.5849,-3.961105,239.4608,-3.965286,239.3461,-3.904205,241.0191
1992,Hawaii,0.5075036,0.0278692,0.0558694,9.705223,0.2070378,0.0427632,0.1074787,0.6055078,0.022001,0.0152116,,,,0.0727609,0.8597846,0.0674545,0.3816152,0.5098283,0.1055321,0.0030243,-0.1049911,214.0567,-0.3542008,207.2303,,,-0.1594239,212.5656,-0.150511,212.8098,-0.1887006,211.7637,-0.1391758,213.1203,,,-0.4569593,204.4156,-0.3811801,206.4913,-0.4005668,205.9603,-0.4201205,205.4247,,,,,,,,,-0.2001346,211.4505,-0.2452938,210.2135,-0.1833319,211.9108,-0.2065482,211.2748,-0.1808695,211.9782,-0.2239365,210.7985,,,,,,,,,-0.4717214,204.0112,-0.5011089,203.2063,-0.5007762,203.2154,-0.4107427,205.6815,-0.4430772,204.7959,-0.4656589,204.1773,,,,,,,,,,,,,-0.2594412,209.826,-0.2201447,210.9024,-0.2675286,209.6045,-0.239027,210.3852,,,,,,,,,,,,,-0.5008098,203.2144,-0.5139574,202.8543,-0.5443431,202.022,-0.4723703,203.9935,,,,,,,,,-0.2790681,209.2884,,,,,,,,,-0.5427861,202.0646,,,,
1996,Hawaii,0.4737471,0.0377695,0.0538807,9.687582,0.1812904,0.0387645,0.2137147,0.5251659,0.0233945,0.0176701,0.2925183,0.1071552,0.0101591,0.0700224,0.8728589,0.0571187,0.39351,0.497796,0.10376,0.0049341,-0.2502338,214.9656,-0.4092528,210.6097,-0.2978138,213.6623,-0.2965489,213.6969,-0.2973709,213.6744,-0.3390266,212.5334,-0.2832038,214.0625,-0.4489774,209.5216,-0.5209844,207.5492,-0.4393312,209.7858,-0.4629574,209.1387,-0.4731627,208.8591,-0.3227902,212.9781,-0.3383939,212.5507,-0.355772,212.0747,-0.3195562,213.0667,-0.3392206,212.528,-0.3875549,211.2041,-0.3192923,213.0739,-0.3568816,212.0443,-0.3269411,212.8644,-0.3734501,211.5904,-0.54089,207.0039,-0.4741354,208.8325,-0.4885219,208.4384,-0.4929142,208.3181,-0.5377488,207.09,-0.5722074,206.1461,-0.5619388,206.4274,-0.4736329,208.8462,-0.4996333,208.134,-0.5262066,207.4061,-0.3611231,211.9281,-0.3852303,211.2678,-0.3421383,212.4481,-0.3717978,211.6357,-0.3573985,212.0301,-0.3784546,211.4534,-0.4021067,210.8055,-0.358637,211.9962,-0.4089667,210.6176,-0.3889052,211.1671,-0.5552917,206.6095,-0.5800297,205.9318,-0.5675119,206.2747,-0.497213,208.2003,-0.5161943,207.6804,-0.5328803,207.2233,-0.5715168,206.165,-0.5776032,205.9983,-0.6127498,205.0356,-0.5337682,207.199,-0.3990397,210.8895,-0.3772618,211.486,-0.4028531,210.785,-0.392601,211.0659,-0.4213846,210.2774,-0.5789684,205.9609,-0.5818504,205.882,-0.6069713,205.1938,-0.5396692,207.0374,-0.6112099,205.0777,-0.4146915,210.4608,-0.6057665,205.2269
2000,Hawaii,0.512262,0.0484725,0.0569913,9.671971,0.1711991,0.0414627,0.1201299,0.6383976,0.0189462,0.0098644,0.3575403,0.0999813,0.0122714,0.0815574,0.8202646,0.098178,0.3861547,0.4930978,0.116426,0.0043215,-0.2934256,215.8468,-0.5415321,209.0507,-0.2862239,216.0441,-0.3309647,214.8185,-0.3380332,214.6249,-0.3867165,213.2914,-0.3216917,215.0725,-0.5256647,209.4853,-0.6383262,206.3993,-0.5663692,208.3704,-0.5947312,207.5935,-0.6061609,207.2804,-0.3103848,215.3823,-0.3265217,214.9402,-0.3485262,214.3375,-0.3081592,215.4432,-0.3716687,213.7036,-0.4265047,212.2015,-0.3523501,214.2327,-0.4008614,212.9039,-0.3628294,213.9457,-0.416445,212.4771,-0.608395,207.2192,-0.5499542,208.82,-0.567279,208.3454,-0.5713253,208.2346,-0.6516786,206.0336,-0.6892298,205.005,-0.6804278,205.2461,-0.6006017,207.4327,-0.627385,206.699,-0.6586697,205.8421,-0.3484861,214.3386,-0.3774363,213.5456,-0.3300036,214.8449,-0.3625543,213.9532,-0.3456806,214.4154,-0.3715567,213.7066,-0.4379665,211.8876,-0.3895899,213.2127,-0.4465219,211.6532,-0.4281992,212.1551,-0.6229489,206.8205,-0.6496148,206.0901,-0.6366151,206.4462,-0.5743196,208.1526,-0.5936219,207.6239,-0.6133224,207.0842,-0.6854107,205.1096,-0.6926475,204.9114,-0.7308934,203.8637,-0.66143,205.7665,-0.3893366,213.2196,-0.3648716,213.8898,-0.395326,213.0556,-0.3837001,213.374,-0.4557649,211.4,-0.6479074,206.1369,-0.6510243,206.0515,-0.6781211,205.3093,-0.6183689,206.946,-0.7262012,203.9923,-0.4052689,212.7832,-0.6762065,205.3617
2003,Hawaii,0.5043144,0.0511372,0.0987657,9.683519,0.1634025,0.0252028,0.0255448,0.6676393,0.0056399,0.1125707,0.355376,0.1306007,0,0.3712404,0.6231841,0.0055755,0.3463921,0.3768511,0.271248,0.0055088,-0.259865,226.8346,-0.5832345,217.9769,-0.2420686,227.3221,-0.2952191,225.8662,-0.2705024,226.5432,-0.3498282,224.3703,-0.221736,227.879,-0.5375201,219.2291,-0.6604668,215.8614,-0.5726021,218.2681,-0.6308827,216.6717,-0.611626,217.1992,-0.2655334,226.6793,-0.2523057,227.0417,-0.302353,225.6708,-0.2314325,227.6134,-0.3035738,225.6373,-0.3873454,223.3427,-0.2765546,226.3774,-0.3330825,224.829,-0.2300573,227.6511,-0.3121325,225.4029,-0.6052462,217.374,-0.530856,219.4117,-0.576085,218.1727,-0.5579699,218.669,-0.6419038,216.3698,-0.7061702,214.6095,-0.6766703,215.4175,-0.6049458,217.3822,-0.599986,217.5181,-0.6588067,215.9068,-0.2742639,226.4402,-0.3304156,224.9021,-0.2683905,226.6011,-0.2882536,226.057,-0.2385482,227.4185,-0.2911925,225.9765,-0.3696061,223.8286,-0.2806304,226.2658,-0.3663294,223.9184,-0.2944327,225.8877,-0.5914819,217.751,-0.6434656,216.3271,-0.6161703,217.0747,-0.5545022,218.7639,-0.5508811,218.8631,-0.5966154,217.6104,-0.6738028,215.4961,-0.6583177,215.9202,-0.7220357,214.1749,-0.6321462,216.6371,-0.3150193,225.3238,-0.2724599,226.4896,-0.3301671,224.9089,-0.2755115,226.406,-0.3458764,224.4786,-0.6156721,217.0884,-0.6029143,217.4378,-0.6543699,216.0284,-0.5746619,218.2117,-0.6900233,215.0518,-0.3119217,225.4087,-0.6271054,216.7752
2005,Hawaii,0.4922062,0.0720377,0.0997106,9.705421,0.1679994,0.0280369,0.0284648,0.6626595,0.0054751,0.1073643,0.3352223,0.1291085,0.0025732,0.372061,0.6246738,0.0032653,0.358645,0.3822602,0.2537651,0.0053297,-0.2561057,230.0969,-0.57529,221.3538,-0.2563747,230.0895,-0.2743225,229.5979,-0.2659747,229.8265,-0.339758,227.8055,-0.2254632,230.9362,-0.5424693,222.2528,-0.6389578,219.6098,-0.5641075,221.6601,-0.6176825,220.1926,-0.60653,220.4981,-0.2675051,229.7846,-0.2652629,229.846,-0.3120046,228.5657,-0.2484242,230.3073,-0.2828203,229.3651,-0.3598856,227.2542,-0.2617428,229.9425,-0.3241661,228.2326,-0.2330456,230.7285,-0.3095385,228.6333,-0.597946,220.7332,-0.534365,222.4748,-0.5764178,221.3229,-0.564599,221.6467,-0.6213354,220.0925,-0.6796791,218.4944,-0.657567,219.1001,-0.5929718,220.8695,-0.59422,220.8353,-0.64856,219.3468,-0.2755912,229.5631,-0.3271097,228.1519,-0.2718041,229.6669,-0.2984563,228.9368,-0.2543393,230.1453,-0.303573,228.7967,-0.3440981,227.6866,-0.2664287,229.8141,-0.3452782,227.6543,-0.2929296,229.0882,-0.5841123,221.1122,-0.6315997,219.8114,-0.6101828,220.398,-0.5552625,221.9024,-0.5560492,221.8809,-0.5987459,220.7113,-0.6498144,219.3125,-0.6401135,219.5782,-0.6980649,217.9908,-0.6229687,220.0478,-0.3130286,228.5376,-0.2757559,229.5586,-0.3286814,228.1089,-0.2884764,229.2102,-0.3270788,228.1528,-0.6054786,220.5269,-0.5968987,220.7619,-0.6439541,219.473,-0.5771452,221.303,-0.6684734,218.8013,-0.3120792,228.5637,-0.6183454,220.1745
2007,Hawaii,0.4861934,0.0929547,0.0972354,9.711448,0.1665286,0.0297655,0.0377499,0.6311955,0.0074684,0.1272921,0.2881892,0.1281327,0.0016662,0.3655149,0.6281817,0.0063034,0.3598167,0.3799599,0.2542436,0.0059799,-0.1728549,234.2861,-0.4727039,226.0727,-0.2157326,233.1116,-0.1739206,234.2569,-0.1847367,233.9607,-0.2547708,232.0423,-0.1413616,235.1488,-0.4716091,226.1027,-0.5215624,224.7344,-0.4642706,226.3037,-0.514734,224.9214,-0.5017392,225.2774,-0.212427,233.2022,-0.2248754,232.8612,-0.2691843,231.6475,-0.2054414,233.3935,-0.1852201,233.9474,-0.2575927,231.965,-0.1624732,234.5705,-0.2415837,232.4035,-0.1510525,234.8833,-0.2236701,232.8942,-0.512648,224.9786,-0.4637779,226.3172,-0.5039015,225.2181,-0.4915028,225.5578,-0.5081812,225.1009,-0.562103,223.6239,-0.5389627,224.2578,-0.4927523,225.5235,-0.4922915,225.5362,-0.5434172,224.1357,-0.2215526,232.9522,-0.2693414,231.6432,-0.2159279,233.1063,-0.2567464,231.9882,-0.2115838,233.2253,-0.2582061,231.9482,-0.24494,232.3116,-0.1702583,234.3573,-0.2442911,232.3294,-0.2095307,233.2815,-0.5006386,225.3075,-0.5446863,224.101,-0.5235421,224.6801,-0.4836604,225.7726,-0.4833553,225.7809,-0.5239858,224.668,-0.5363139,224.3303,-0.5257817,224.6188,-0.5792856,223.1532,-0.5206583,224.7591,-0.257239,231.9747,-0.2211003,232.9646,-0.2701995,231.6197,-0.2442259,232.3311,-0.2294416,232.7361,-0.5209347,224.7516,-0.5121354,224.9926,-0.5557034,223.7992,-0.5034238,225.2312,-0.5537984,223.8514,-0.2556986,232.0169,-0.5325121,224.4344
2009,Hawaii,0.4778752,0.101075,0.0951102,9.71785,0.1402951,0.0238237,0.0324744,0.6528019,0.0044816,0.1461233,0.3177942,0.1327273,0.0010098,0.3747088,0.6210752,0.004216,0.3750783,0.3706791,0.2483867,0.0058559,-0.1232213,235.6798,-0.4327248,227.2019,-0.1375594,235.287,-0.1176288,235.833,-0.1368313,235.307,-0.2032923,233.4865,-0.0942195,236.4742,-0.4119534,227.7709,-0.4782846,225.9539,-0.4249763,227.4141,-0.4717343,226.1334,-0.4629515,226.3739,-0.1324528,235.4269,-0.1492952,234.9656,-0.1904562,233.8381,-0.1289619,235.5225,-0.1309206,235.4689,-0.1993709,233.5939,-0.1077123,236.1046,-0.1922752,233.7883,-0.1058253,236.1563,-0.1748487,234.2656,-0.4513604,226.6914,-0.4061779,227.9291,-0.4427665,226.9268,-0.4325716,227.2061,-0.4659176,226.2927,-0.5159091,224.9233,-0.4959959,225.4688,-0.451407,226.6902,-0.4543149,226.6105,-0.5018457,225.3085,-0.1442137,235.1048,-0.1887296,233.8854,-0.1358951,235.3326,-0.1807342,234.1044,-0.1380175,235.2745,-0.1814617,234.0845,-0.1891096,233.875,-0.117874,235.8262,-0.1878796,233.9087,-0.1629729,234.5909,-0.4415157,226.9611,-0.4819304,225.8541,-0.4621165,226.3968,-0.4250875,227.4111,-0.4266211,227.3691,-0.4637836,226.3511,-0.492024,225.5776,-0.4840549,225.7959,-0.5336463,224.4375,-0.4807777,225.8856,-0.1793811,234.1415,-0.1441816,235.1056,-0.1898511,233.8547,-0.1703784,234.3881,-0.1756891,234.2426,-0.4608195,226.4323,-0.4531106,226.6435,-0.4930234,225.5502,-0.4458357,226.8428,-0.5101955,225.0798,-0.1784419,234.1672,-0.4726176,226.1092
2011,Hawaii,0.4960533,0.1102875,0.0819587,9.740587,0.1478087,0.031752,0.0514719,0.6929497,0.0039734,0.0720443,0.3582641,0.1239773,0.0053986,0.3974071,0.5994061,0.0031868,0.3728196,0.351675,0.2711449,0.0043605,-0.0463423,238.8219,-0.3579275,230.287,-0.0279978,239.3244,-0.0331959,239.182,-0.0706468,238.1562,-0.1198613,236.8081,-0.0091988,239.8394,-0.3187478,231.3602,-0.4058253,228.975,-0.3602349,230.2238,-0.3902997,229.4003,-0.3876906,229.4718,-0.0209747,239.5168,-0.0505087,238.7078,-0.0773316,237.9731,-0.0170595,239.624,-0.057094,238.5274,-0.1081945,237.1277,-0.0196197,239.5539,-0.1208271,236.7816,-0.0314227,239.2306,-0.0829212,237.82,-0.3613271,230.1939,-0.3236884,231.2249,-0.3452803,230.6335,-0.3395099,230.7915,-0.4028539,229.0564,-0.4369298,228.123,-0.4232259,228.4984,-0.3817213,229.6353,-0.3889818,229.4364,-0.4201085,228.5838,-0.043382,238.903,-0.0734032,238.0807,-0.0235247,239.4469,-0.0793948,237.9165,-0.0367379,239.085,-0.0657755,238.2896,-0.1096859,237.0868,-0.0401746,238.9909,-0.0929248,237.5459,-0.0829197,237.82,-0.3615048,230.189,-0.3876309,229.4734,-0.3722416,229.8949,-0.3396088,230.7888,-0.34412,230.6652,-0.3665382,230.0512,-0.4240534,228.4757,-0.4205528,228.5716,-0.454509,227.6415,-0.4106044,228.8441,-0.0756454,238.0193,-0.0421984,238.9354,-0.0735924,238.0755,-0.0663174,238.2748,-0.0922663,237.564,-0.377782,229.7432,-0.3731078,229.8712,-0.3989831,229.1624,-0.3604024,230.2192,-0.4418914,227.9871,-0.0735119,238.0777,-0.3896544,229.418
