year,FIPS,profmean,pct,sepct,semean,diff,profmean_stnd,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,lang_nr,lang_st,lang_mt,lang_om,score_st_m1,score_m1,score_st_m2,score_m2,score_st_m3,score_m3,score_st_m4,score_m4,score_st_m5,score_m5,score_st_m6,score_m6,score_st_m7,score_m7,score_st_m8,score_m8,score_st_m9,score_m9,score_st_m10,score_m10,score_st_m11,score_m11,score_st_m12,score_m12,score_st_m13,score_m13,score_st_m14,score_m14,score_st_m15,score_m15,score_st_m16,score_m16,score_st_m17,score_m17,score_st_m18,score_m18,score_st_m19,score_m19,score_st_m20,score_m20,score_st_m21,score_m21,score_st_m22,score_m22,score_st_m23,score_m23,score_st_m24,score_m24,score_st_m25,score_m25,score_st_m26,score_m26,score_st_m27,score_m27,score_st_m28,score_m28,score_st_m29,score_m29,score_st_m30,score_m30,score_st_m31,score_m31,score_st_m32,score_m32,score_st_m33,score_m33,score_st_m34,score_m34,score_st_m35,score_m35,score_st_m36,score_m36,score_st_m37,score_m37,score_st_m38,score_m38,score_st_m39,score_m39,score_st_m40,score_m40,score_st_m41,score_m41,score_st_m42,score_m42,score_st_m43,score_m43,score_st_m44,score_m44,score_st_m45,score_m45,score_st_m46,score_m46,score_st_m47,score_m47,score_st_m48,score_m48,score_st_m49,score_m49,score_st_m50,score_m50,score_st_m51,score_m51,score_st_m52,score_m52,score_st_m53,score_m53,score_st_m54,score_m54,score_st_m55,score_m55,score_st_m56,score_m56,score_st_m57,score_m57,score_st_m58,score_m58,score_st_m59,score_m59,score_st_m60,score_m60,score_st_m61,score_m61,score_st_m62,score_m62,score_st_m63,score_m63,score_st_m64,score_m64
2015,"Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,-3.405396,283.149,-3.255859,288.3797,-3.34787,285.1609,-3.435455,282.0976,-3.395813,283.4846,-3.458069,281.3061,-3.406555,283.1083,-3.252655,288.4915,-3.273804,287.7517,-3.248047,288.6524,-3.308014,286.5552,-3.256805,288.3458,-3.374268,284.2379,-3.343658,285.3079,-3.392975,283.5832,-3.351868,285.0218,-3.42276,282.5411,-3.488678,280.2363,-3.433655,282.1608,-3.434937,282.1155,-3.396393,283.4642,-3.461182,281.1975,-3.269348,287.908,-3.246124,288.7199,-3.29895,286.8726,-3.254242,288.4359,-3.263306,288.1185,-3.324585,285.9753,-3.27478,287.7172,-3.286987,287.2905,-3.248291,288.6445,-3.308502,286.5384,-3.36673,284.5012,-3.421173,282.5966,-3.376129,284.1725,-3.376007,284.1768,-3.347107,285.1877,-3.398438,283.3927,-3.463379,281.1211,-3.419952,282.6397,-3.487335,280.2831,-3.437836,282.0146,-3.260254,288.2255,-3.315063,286.3087,-3.270996,287.85,-3.280151,287.5299,-3.246948,288.6916,-3.30014,286.8308,-3.301849,286.7711,-3.263489,288.1124,-3.325104,285.9573,-3.287018,287.2894,-3.401215,283.2954,-3.367737,284.4658,-3.422913,282.5362,-3.381134,283.9977,-3.461487,281.1874,-3.294403,287.0316,-3.261078,288.197,-3.316254,286.2672,-3.280823,287.5065,-3.301788,286.7724,-3.402557,283.2484,-3.294983,287.0108
1992,"Massachusetts",272.783,0.000,0.00000,368.20831,-.3214721,.2075935,.4980003,.0153842,.0877451,13.90316,.8326336,.0535784,.0844892,.0220818,.0050281,.002189,,,,.0346805,.925784,.0395355,.6880161,.2060571,.1015683,.0043585,.2075935,272.7832,.0336771,266.7,,,.166831,271.3574,.181532,271.8716,.1755403,271.662,.1817671,271.8799,,,.0185201,266.1698,.0109126,265.9037,.0011252,265.5614,.0344144,266.7258,,,,,,,,,.1469842,270.6632,.1343707,270.222,.155686,270.9676,.1592878,271.0936,.1574082,271.0278,.1464661,270.6451,,,,,,,,,-.0007933,265.4943,-.0131041,265.0637,.0186864,266.1757,-.0120353,265.1011,.0128597,265.9718,.0017681,265.5839,,,,,,,,,,,,,.1237072,269.849,.1362271,270.287,.12108,269.7571,.1322463,270.1477,,,,,,,,,,,,,-.0234803,264.7007,.0006626,265.5452,-.0130201,265.0666,-.0102974,265.1619,,,,,,,,,.1110153,269.4051,,,,,,,,,-.0222171,264.7449,,,,
1996,"Massachusetts",278.067,0.001,0.00104,10.24743,-1.14e-08,.2130814,.4723456,.0022043,.0819762,13.96497,.8146819,.0623687,.06993,.0441963,.0064759,.0023471,.1311872,.0316036,.0556874,.0345398,.9326562,.032804,.6770889,.2038817,.1051983,.0138311,.2130814,278.067,.0352522,271.8469,.0649882,272.887,.158474,276.157,.1806525,276.9327,.2029003,277.7109,.199423,277.5892,-.0134179,270.1445,.0089184,270.9258,.0074386,270.8741,.0250506,271.4901,.0444833,272.1698,.0392356,271.9862,.0467266,272.2483,.0617528,272.7738,.0686453,273.0149,.1342415,275.3094,.1479996,275.7906,.1593783,276.1886,.1747729,276.7271,.1669032,276.4518,.1865687,277.1396,-.0330486,269.4579,-.0332617,269.4504,-.018696,269.9599,-.0044097,270.4596,-.0133718,270.1461,-.0006127,270.5924,.0174805,271.2253,.0012578,270.6579,.0161338,271.1782,.0336469,271.7908,.0249329,271.486,.0353918,271.8518,.0455009,272.2054,.0451544,272.1933,.0494805,272.3446,.0639529,272.8508,.1276918,275.0802,.1341653,275.3067,.1470736,275.7582,.1589794,276.1746,-.0489618,268.9013,-.038123,269.2804,-.0252695,269.73,-.0362886,269.3446,-.0247844,269.7469,-.0101697,270.2581,-.0193815,269.9359,-.0051395,270.4341,.00736,270.8713,.009484,270.9456,.0227713,271.4104,.0305654,271.683,.0407324,272.0386,.0468717,272.2533,.1262054,275.0283,-.0520213,268.7943,-.0414162,269.1652,-.0307741,269.5374,-.0281546,269.6291,-.0115962,270.2083,.0277148,271.5833,-.0447965,269.047
2000,"Massachusetts",283.123,0.001,0.00114,10.35143,-9.14e-11,.2842679,.4915673,.0116385,.0721616,13.94018,.76425,.0770159,.0980331,.0473768,.0100108,.0033134,.1581003,.0402964,.0228689,.0433074,.9204846,.0362079,.6517595,.2275907,.1065576,.0140922,.2842679,283.1232,.1460896,278.2901,.1535595,278.5513,.2395708,281.5598,.2410061,281.61,.2653149,282.4603,.2735968,282.75,.0972257,276.5809,.1211784,277.4187,.1070502,276.9246,.1278645,277.6526,.1525136,278.5148,.1331844,277.8387,.1233092,277.4933,.1419715,278.146,.1574665,278.688,.2038866,280.3117,.2202959,280.8857,.24095,281.6081,.2292207,281.1978,.2303545,281.2375,.252165,282.0004,.0785076,275.9262,.0659178,275.4858,.0843078,276.1291,.1041834,276.8243,.0878764,276.2539,.1037617,276.8095,.1280119,277.6577,.0954874,276.5201,.1131238,277.137,.1338323,277.8613,.106569,276.9077,.1208583,277.4075,.138942,278.0401,.116263,277.2468,.1265001,277.6049,.1446343,278.2392,.1913536,279.8733,.2044071,280.3299,.2201032,280.8789,.2165684,280.7552,.0513687,274.9769,.0658574,275.4837,.0851673,276.1591,.0577945,275.2017,.0724039,275.7127,.090889,276.3593,.0765209,275.8567,.0943458,276.4802,.1101558,277.0332,.101196,276.7198,.0987825,276.6354,.111862,277.0929,.1260205,277.5881,.1184718,277.3241,.1905823,279.8463,.0432021,274.6913,.05768,275.1977,.0721901,275.7052,.0639934,275.4185,.0826407,276.0708,.1035463,276.802,.0492567,274.9031
2003,"Massachusetts",286.521,0.001,0.00077,10.54330,1.26e-08,.2974862,.4919632,.0195426,.1458232,13.92981,.7746597,.0757638,.101877,.0427056,.0018687,.0028273,.1854173,.0466051,.0317036,.2264064,.7687594,.0048341,.5923864,.260922,.1387259,.0079656,.2974862,286.5207,.1562946,281.5821,.1967266,282.9963,.2610919,285.2477,.3355284,287.8513,.2748652,285.7295,.2969441,286.5017,.1282825,280.6023,.138646,280.9648,.196002,282.971,.1343749,280.8154,.1617396,281.7726,.1796842,282.4002,.2384617,284.4561,.1814667,282.4626,.2000622,283.113,.3014967,286.661,.2381535,284.4454,.2641107,285.3533,.3170588,287.2053,.3350814,287.8357,.2734399,285.6796,.1146265,280.1247,.1693619,282.0392,.1110094,279.9981,.1320398,280.7337,.1797061,282.401,.1174819,280.2245,.1416151,281.0687,.1778591,282.3364,.2012177,283.1534,.1403725,281.0252,.2223271,283.8918,.1636486,281.8394,.1803723,282.4243,.2258987,284.0167,.2422284,284.5879,.1850139,282.5867,.2821126,285.983,.3053632,286.7962,.2412193,284.5526,.3154814,287.1501,.156574,281.5919,.0976218,279.5299,.1158941,280.169,.1550632,281.539,.1731457,282.1715,.1153741,280.1508,.1618096,281.775,.183035,282.5174,.1210453,280.3492,.1834399,282.5316,.2087663,283.4174,.2242607,283.9594,.1652249,281.8945,.2295415,284.1441,.285714,286.1089,.1422195,281.0898,.1583865,281.6553,.0995542,279.5975,.1592467,281.6854,.1655265,281.905,.2111739,283.5017,.144471,281.1685
2005,"Massachusetts",291.514,0.001,0.00078,11.23137,-4.29e-09,.4004987,.5050281,.0213064,.1237491,13.98488,.764491,.082835,.1027949,.0458919,.0029233,.001064,.2351276,.0502111,.0197865,.2374913,.7565834,.0059253,.5509184,.2880479,.1496157,.011418,.4004987,291.5135,.2669499,286.8423,.3412464,289.441,.3659572,290.3054,.4141766,291.9919,.3973642,291.4039,.4110633,291.8831,.2638226,286.7329,.250145,286.2545,.2831188,287.4078,.2640655,286.7414,.2760633,287.1611,.321935,288.7656,.3575906,290.0127,.3401982,289.4044,.3483864,289.6908,.3830429,290.903,.3626626,290.1901,.3759986,290.6566,.4112046,291.888,.424518,292.3537,.4084834,291.7928,.2490538,286.2163,.2792916,287.274,.2612213,286.6419,.2697573,286.9405,.2684731,286.8956,.2476149,286.166,.2557405,286.4502,.2801964,287.3056,.2916401,287.7059,.2738829,287.0848,.3402924,289.4077,.3204699,288.7143,.3249575,288.8713,.3561851,289.9636,.3651089,290.2757,.34845,289.693,.3796504,290.7843,.3939906,291.2859,.3737913,290.5794,.4218812,292.2614,.2664463,286.8247,.2465931,286.1302,.25188,286.3152,.2767536,287.1852,.2850579,287.4757,.2679787,286.8783,.2656591,286.7971,.2742114,287.0963,.2539803,286.3886,.2892611,287.6227,.3384113,289.3419,.3448025,289.5654,.3249591,288.8713,.3644579,290.2529,.3913264,291.1927,.2638816,286.735,.2697178,286.9391,.2502872,286.2595,.2831222,287.408,.2719642,287.0177,.3439276,289.5348,.2677734,286.8711
2007,"Massachusetts",297.923,0.001,0.00073,10.68781,1.61e-09,.5118362,.5112453,.0295196,.0911183,13.96516,.7507905,.0793575,.1020682,.0516127,.0031623,.0130087,.2108228,.046655,.0005985,.2293366,.7648982,.0057652,.5589154,.2788891,.1478936,.014302,.5118362,297.9233,.3775854,293.2275,.4233283,294.8275,.4859222,297.0169,.4894979,297.142,.5017223,297.5696,.5241119,298.3527,.355212,292.445,.3667503,292.8485,.3592418,292.5859,.3686163,292.9138,.3888275,293.6208,.4124668,294.4476,.4085041,294.309,.4170964,294.6096,.434002,295.2009,.4678347,296.3843,.4756285,296.6569,.4971335,297.4091,.4831722,296.9207,.5014972,297.5617,.5139993,297.999,.3467867,292.1503,.3397938,291.9057,.3481554,292.1982,.3638556,292.7473,.3509571,292.2961,.358154,292.5479,.3745833,293.1225,.353509,292.3854,.369765,292.954,.3803422,293.324,.3995389,293.9954,.4058399,294.2158,.4181851,294.6476,.4046566,294.1744,.4193205,294.6873,.4286953,295.0153,.4610891,296.1483,.4794728,296.7914,.4874093,297.0689,.495108,297.3382,.3332901,291.6782,.3398621,291.9081,.3522919,292.3428,.3352865,291.748,.3480171,292.1933,.3574187,292.5222,.3453201,292.099,.358701,292.567,.3665306,292.8409,.3644046,292.7665,.3952913,293.8469,.4064448,294.237,.4128199,294.46,.4160787,294.5739,.4730578,296.567,.3287613,291.5198,.3389478,291.8761,.3460307,292.1238,.3439636,292.0515,.3534573,292.3836,.4030139,294.117,.3348873,291.7341
2009,"Massachusetts",298.854,0.001,0.00074,10.74139,5.19e-09,.4894165,.5012884,.0234414,.141486,14.01206,.7312867,.0820765,.112403,.0586113,.0018588,.0137637,.2391945,.0535387,.0012415,.2624813,.7325743,.0049444,.5494345,.2824156,.1578025,.0103474,.4894165,298.8543,.3651081,294.5063,.429433,296.7563,.4571177,297.7246,.5226715,300.0175,.495898,299.0811,.5018681,299.2899,.3575886,294.2433,.3461797,293.8442,.4006401,295.7491,.3729076,294.7791,.3730714,294.7849,.4116988,296.136,.4631072,297.9341,.4357598,296.9775,.4371188,297.0251,.4924958,298.9621,.463522,297.9486,.467448,298.0859,.5257955,300.1268,.5348362,300.443,.5093874,299.5529,.3410524,293.6649,.3914809,295.4288,.3641492,294.4728,.3627993,294.4256,.3834465,295.1478,.354154,294.1232,.3510629,294.015,.4046682,295.89,.4079783,296.0058,.381319,295.0733,.446628,297.3577,.4178501,296.3511,.4141794,296.2227,.4662635,298.0445,.4713265,298.2216,.4449264,297.2982,.4953916,299.0634,.503993,299.3642,.4752072,298.3573,.538741,300.5796,.3765349,294.906,.3476822,293.8968,.3434653,293.7493,.394861,295.547,.396461,295.603,.3699573,294.6759,.3875388,295.2909,.3884111,295.3214,.3595549,294.3121,.4123874,296.16,.4495525,297.46,.4508722,297.5061,.4219505,296.4945,.4755705,298.3701,.5078788,299.5001,.3798996,295.0237,.3793033,295.0028,.3507289,294.0034,.4003032,295.7374,.3929071,295.4787,.4549724,297.6496,.3831401,295.137
2011,"Massachusetts",298.512,0.001,0.00076,10.49061,4.46e-09,.4524415,.4925292,.033355,.15799,14.01789,.7306969,.0765889,.1328413,.0425397,.0012175,.0161157,.2725299,.0571824,.0008712,.3097557,.6883507,.0018936,.5821557,.2604477,.1516814,.0057152,.4524415,298.5124,.3408921,294.6107,.423366,297.4954,.4305565,297.7469,.5039128,300.3128,.4609875,298.8113,.4549986,298.6019,.3510073,294.9645,.3282214,294.1675,.3929877,296.4329,.3501222,294.9335,.3440637,294.7216,.4103139,297.0389,.4713961,299.1754,.4304128,297.7419,.4240304,297.5187,.4819625,299.545,.4390821,298.0451,.4325699,297.8174,.5076574,300.4438,.506832,300.4149,.4641705,298.9227,.3387519,294.5358,.3984752,296.6248,.3576677,295.1974,.3519868,294.9987,.3803385,295.9904,.3374871,294.4916,.3290628,294.1969,.3972636,296.5824,.396246,296.5468,.3534634,295.0504,.458528,298.7253,.4172995,297.2832,.4083551,296.9704,.4744878,299.2836,.4729396,299.2294,.4318385,297.7918,.4855851,299.6717,.4853872,299.6648,.4418448,298.1418,.5109866,300.5602,.3866385,296.2108,.345447,294.77,.3377729,294.5016,.4013657,296.7259,.3998674,296.6735,.3589431,295.2421,.3846506,296.1413,.3818185,296.0422,.3385542,294.5289,.4006645,296.7014,.4614698,298.8282,.4581433,298.7119,.4161459,297.2429,.4765709,299.3564,.4895304,299.8097,.3895173,296.3115,.3864864,296.2055,.3447892,294.747,.4029725,296.7821,.3862911,296.1986,.46168,298.8356,.3895874,296.3139
2013,"Massachusetts",300.568,0.001,0.00071,24.83561,-1.77e-09,.4870641,.4989842,.0500768,.1609936,14.017,.6708258,.0943234,.1575515,.055731,.001484,.0200844,.3247094,.0556811,.0022915,.315582,.6793312,.0050868,.5465605,.2620985,.179355,.011986,.4870641,300.5682,.4135351,297.9963,.5033738,301.1387,.4827445,300.4171,.5418506,302.4845,.4952929,300.856,.5090635,301.3377,.4409456,298.9551,.4080657,297.8051,.4687665,299.9282,.4236445,298.35,.4237734,298.3545,.4987666,300.9776,.5512818,302.8144,.5088109,301.3289,.5128557,301.4704,.535199,302.2519,.4910197,300.7066,.4956304,300.8679,.5451996,302.6017,.5629428,303.2223,.5185439,301.6693,.4338107,298.7055,.4893556,300.6484,.4472678,299.1762,.4475369,299.1857,.4619881,299.6911,.4180661,298.1548,.4145247,298.031,.4735389,300.0952,.4779131,300.2482,.4339158,298.7092,.5457548,302.6211,.504266,301.1699,.5020853,301.0937,.5532304,302.8826,.5610875,303.1574,.5195706,301.7053,.5385773,302.3701,.5490856,302.7376,.5051225,301.1999,.5672212,303.3719,.4817581,300.3826,.4401303,298.9266,.4374609,298.8332,.4919603,300.7395,.4954246,300.8607,.4541044,299.4154,.466759,299.858,.4681741,299.9075,.4246373,298.3847,.4827867,300.4186,.5476696,302.6881,.5504518,302.7854,.5087926,301.3282,.5639532,303.2577,.5533588,302.8871,.4843572,300.4735,.4854766,300.5127,.4440537,299.0638,.4982449,300.9593,.4730678,300.0787,.5532537,302.8834,.4882942,300.6113
2015,"Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,-3.172607,296.9086,-3.246124,294.3367,-3.156281,297.479,-3.17691,296.7575,-3.117828,298.8249,-3.164368,297.1964,-3.150604,297.6781,-3.218719,295.2954,-3.251617,294.1454,-3.190887,296.2686,-3.236023,294.6903,-3.235901,294.6948,-3.160889,297.3179,-3.108398,299.1548,-3.150848,297.6692,-3.14682,297.8107,-3.124481,298.5922,-3.16864,297.0469,-3.164032,297.2082,-3.114471,298.942,-3.09671,299.5626,-3.141113,298.0097,-3.225861,295.0459,-3.170319,296.9887,-3.212402,295.5166,-3.212128,295.526,-3.197693,296.0315,-3.241608,294.4952,-3.245148,294.3713,-3.186127,296.4355,-3.181763,296.5885,-3.225739,295.0496,-3.113922,298.9614,-3.155396,297.5103,-3.157593,297.434,-3.106445,299.2229,-3.098572,299.4977,-3.140106,298.0456,-3.121094,298.7104,-3.110596,299.0779,-3.154541,297.5402,-3.092438,299.7123,-3.177917,296.723,-3.219543,295.2669,-3.222198,295.1736,-3.167694,297.0798,-3.164246,297.201,-3.205566,295.7557,-3.192902,296.1983,-3.191498,296.2478,-3.235016,294.725,-3.17688,296.7589,-3.112,299.0284,-3.109222,299.1257,-3.150879,297.6686,-3.095703,299.598,-3.106323,299.2274,-3.175323,296.8139,-3.174194,296.853,-3.215607,295.4041,-3.161438,297.2997,-3.186615,296.419,-3.106415,299.2237,-3.171387,296.9516
1990,"Michigan",264.095,0.000,0.00000,333.34122,.1157795,.0939589,.475784,.002795,.038672,13.99169,.773872,.1316954,.0506225,.0187007,.0225235,.0025859,,,,.025672,.9416917,.0326363,.7395335,.1953676,.0552527,.0083476,.0939589,264.0947,-.0183777,260.1654,,,.0399721,262.2063,.013733,261.2885,.0932341,264.0693,.051351,262.6043,,,-.0385875,259.4585,-.0956087,257.464,-.022258,260.0297,-.0201281,260.1042,,,,,,,,,-.0296476,259.7712,.0390291,262.1733,.023281,261.6225,.0171403,261.4077,-.0272296,259.8558,.0468705,262.4476,,,,,,,,,-.1093297,256.9841,-.0420334,259.338,-.0377938,259.4863,-.0947016,257.4958,-.0960867,257.4473,-.0249706,259.9348,,,,,,,,,,,,,-.0266006,259.8778,-.0477021,259.1397,.019129,261.4773,-.0264699,259.8824,,,,,,,,,,,,,-.1083518,257.0183,-.1077986,257.0376,-.0422125,259.3317,-.0959622,257.4517,,,,,,,,,-.0469575,259.1657,,,,,,,,,-.1076004,257.0446,,,,
1992,"Michigan",267.353,0.000,0.00000,381.61182,.0376569,.0515493,.5183157,.0017015,.0342873,14.00984,.7326103,.1841897,.0485268,.0110663,.0188273,.0047795,,,,.0291667,.9412737,.0295596,.729158,.2193917,.045501,.0059492,.0515493,267.3532,-.0113164,265.1543,,,-.0035862,265.4247,-.0335162,264.3778,.0572453,267.5524,.0040479,265.6917,,,-.0309123,264.4689,-.0942226,262.2544,-.0098991,265.2039,-.0175538,264.9361,,,,,,,,,-.077657,262.8338,.0019365,265.6179,-.02381,264.7173,-.025159,264.6701,-.0788307,262.7928,.0064851,265.7769,,,,,,,,,-.1072038,261.8004,-.0291788,264.5295,-.0338691,264.3654,-.0891223,262.4328,-.0985666,262.1025,-.0168447,264.9609,,,,,,,,,,,,,-.0695204,263.1184,-.0989314,262.0897,-.021133,264.8109,-.0726651,263.0085,,,,,,,,,,,,,-.1020724,261.9798,-.1089661,261.7387,-.0328715,264.4003,-.0940777,262.2595,,,,,,,,,-.0927735,262.3051,,,,,,,,,-.1044495,261.8967,,,,
1996,"Michigan",277.963,0.002,0.00192,10.22255,-3.14e-08,.2100702,.5025898,.0076775,.030758,14.03155,.7512764,.1498964,.0524743,.0224608,.0139183,.009974,.1426136,.0369724,.0788335,.0315801,.9367669,.031653,.7448191,.1821209,.0613642,.0116958,.2100702,277.9634,.1138876,274.5992,.0821471,273.4889,.1612123,276.2545,.1211093,274.8517,.2234501,278.4314,.1727856,276.6593,.0619472,272.7824,.0974379,274.0238,.0286201,271.6167,.1241212,274.9571,.1159536,274.6714,.0588226,272.6731,.0116774,271.024,.0978607,274.0386,.0745779,273.2242,.0826999,273.5083,.1745028,276.7193,.1481997,275.7993,.135297,275.348,.0849342,273.5864,.1827233,277.0069,.0515171,272.4176,-.0114505,270.2151,.0751199,273.2431,.0661323,272.9288,.0183539,271.2576,.1077532,274.3846,.1014742,274.1649,.0403524,272.027,.0314442,271.7155,.1248164,274.9814,-.0063458,270.3936,.0745157,273.222,.0615985,272.7702,.0257209,271.5153,.0029994,270.7205,.0873485,273.6709,.0969025,274.005,.0678471,272.9888,.1582517,276.1509,.0969775,274.0077,-.017655,269.9981,.0646493,272.8769,.0567361,272.6001,.0011971,270.6575,-.0069156,270.3737,.0780555,273.3458,.0300458,271.6665,.0226995,271.4096,.1104296,274.4782,.0421512,272.09,.0079659,270.8942,-.0056568,270.4178,.0743743,273.2171,.0152585,271.1493,.0798928,273.4101,-.004986,270.4412,-.0122894,270.1858,.068622,273.0159,.0048374,270.7848,.0333701,271.7828,.0067159,270.8505,-.0005309,270.597
2000,"Michigan",278.453,0.003,0.00258,10.30408,-2.07e-10,.1508891,.5057637,.0025672,.041582,13.95062,.764531,.140086,.0561459,.0199627,.013791,.0054834,.1641504,.0494192,.0549935,.0397951,.9197899,.0404151,.7290152,.2135656,.046887,.0105321,.1508891,278.4527,.0466782,274.8076,.0404308,274.5891,.096663,276.556,.0738751,275.7589,.1356309,277.919,.1086904,276.9767,.008406,273.4689,.0256454,274.0719,-.0270305,272.2294,.0289523,274.1876,.0445028,274.7315,.0118186,273.5883,-.0211154,272.4363,.0319447,274.2923,.0290095,274.1896,.0301168,274.2283,.0810739,276.0107,.081101,276.0116,.0664586,275.4995,.0328322,274.3233,.0892357,276.2962,-.0072187,272.9224,-.0562982,271.2057,-.0040501,273.0332,.0088938,273.486,-.0415786,271.7206,.0086495,273.4774,.0268136,274.1128,-.0365295,271.8972,-.0283554,272.1831,.0260033,274.0844,-.0440166,271.6353,.0025175,273.263,.0125402,273.6135,-.0246894,272.3113,-.0336837,271.9967,.0170665,273.7719,.0220126,273.9449,.0126492,273.6173,.0621576,275.349,.0222349,273.9526,-.0671314,270.8268,-.0194357,272.4951,-.0044427,273.0195,-.062701,270.9818,-.0554244,271.2363,-.0043753,273.0219,-.0509142,271.394,-.0402058,271.7686,.0090094,273.49,-.0385111,271.8279,-.0483046,271.4853,-.0455697,271.581,.0005163,273.193,-.0397433,271.7848,.002022,273.2456,-.0735673,270.6017,-.0643569,270.9238,-.0174479,272.5646,-.0624674,270.9899,-.0501984,271.4191,-.0518549,271.3611,-.071409,270.6772
2003,"Michigan",276.442,0.001,0.00139,10.76324,1.04e-08,.0093369,.5055633,.019063,.0876126,13.9168,.7044518,.2211119,.0339268,.019622,.0171747,.0037127,.2115052,.0492227,.0707833,.2412238,.7537301,.0050461,.6675983,.258499,.0640926,.0098101,.0093369,276.4419,-.0307241,275.0406,-.0546737,274.2029,-.0275612,275.1512,-.0168708,275.5252,-.0178899,275.4895,-.0221486,275.3406,-.0529527,274.2631,-.0336009,274.94,-.0566828,274.1326,-.0613751,273.9685,-.0316583,275.0079,-.0750352,273.4907,-.0728829,273.566,-.0738896,273.5308,-.0650368,273.8404,-.0480074,274.4361,-.0551429,274.1865,-.0399269,274.7187,-.0355658,274.8713,-.0477731,274.4443,-.0525991,274.2755,-.0535622,274.2418,-.0738817,273.5311,-.0773257,273.4106,-.0531975,274.2545,-.0580334,274.0854,-.0635789,273.8914,-.0338348,274.9318,-.0780695,273.3846,-.057169,274.1156,-.062041,273.9452,-.0899943,272.9675,-.0952061,272.7852,-.075987,273.4574,-.0858539,273.1123,-.0841513,273.1718,-.0868662,273.0769,-.0675928,273.751,-.061811,273.9533,-.0698238,273.673,-.0692361,273.6935,-.0736785,273.5382,-.0777034,273.3974,-.0534398,274.2461,-.0907889,272.9397,-.073814,273.5334,-.0773954,273.4081,-.0792316,273.3439,-.0579914,274.0869,-.0635739,273.8916,-.0784538,273.3711,-.1040061,272.4774,-.0927782,272.8701,-.0979134,272.6905,-.0992078,272.6452,-.0833134,273.2011,-.0906272,272.9453,-.0733314,273.5503,-.0773816,273.4086,-.0906658,272.944,-.0790876,273.349,-.1081762,272.3315,-.0901945,272.9605
2005,"Michigan",277.347,0.002,0.00158,11.48438,1.74e-08,-.0049513,.5008695,.0247738,.1007838,13.95235,.7319235,.1953288,.0372505,.0188916,.0046981,.0119075,.2169534,.0579598,.004264,.2834106,.7100966,.0064928,.6584858,.2638924,.0581355,.0194863,-.0049513,277.3467,-.0732294,274.9585,-.0812019,274.6796,-.0358504,276.2659,-.0166213,276.9385,-.0195973,276.8344,-.0275861,276.555,-.0954605,274.1809,-.0709395,275.0385,-.0840108,274.5814,-.091003,274.3368,-.0663073,275.2006,-.0965356,274.1433,-.0871618,274.4711,-.0913769,274.3237,-.0828708,274.6212,-.0432297,276.0078,-.0507308,275.7454,-.0401223,276.1165,-.026797,276.5826,-.0408213,276.092,-.0453302,275.9343,-.0922585,274.2929,-.1036543,273.8943,-.1100486,273.6706,-.0881874,274.4353,-.0816698,274.6632,-.0883926,274.4281,-.0636595,275.2932,-.0966211,274.1403,-.0787087,274.7668,-.0842177,274.5741,-.1002945,274.0118,-.1073074,273.7665,-.0895462,274.3877,-.0941782,274.2257,-.0915291,274.3184,-.0955195,274.1788,-.053993,275.6313,-.0509344,275.7383,-.0575226,275.5078,-.053417,275.6515,-.1007048,273.9974,-.106736,273.7865,-.0848346,274.5526,-.1139534,273.534,-.0979957,274.0922,-.1028986,273.9207,-.094187,274.2254,-.0760396,274.8602,-.0812635,274.6775,-.091385,274.3234,-.1079651,273.7435,-.0968843,274.1311,-.102252,273.9433,-.1003542,274.0097,-.0635547,275.2968,-.1110247,273.6365,-.0948886,274.2009,-.0994228,274.0423,-.1083538,273.7299,-.0886237,274.42,-.1059126,273.8153,-.1052524,273.8384
