year,FIPS,profmean,pct,sepct,semean,diff,profmean_stnd,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,lang_nr,lang_st,lang_mt,lang_om,score_st_m1,score_m1,score_st_m2,score_m2,score_st_m3,score_m3,score_st_m4,score_m4,score_st_m5,score_m5,score_st_m6,score_m6,score_st_m7,score_m7,score_st_m8,score_m8,score_st_m9,score_m9,score_st_m10,score_m10,score_st_m11,score_m11,score_st_m12,score_m12,score_st_m13,score_m13,score_st_m14,score_m14,score_st_m15,score_m15,score_st_m16,score_m16,score_st_m17,score_m17,score_st_m18,score_m18,score_st_m19,score_m19,score_st_m20,score_m20,score_st_m21,score_m21,score_st_m22,score_m22,score_st_m23,score_m23,score_st_m24,score_m24,score_st_m25,score_m25,score_st_m26,score_m26,score_st_m27,score_m27,score_st_m28,score_m28,score_st_m29,score_m29,score_st_m30,score_m30,score_st_m31,score_m31,score_st_m32,score_m32,score_st_m33,score_m33,score_st_m34,score_m34,score_st_m35,score_m35,score_st_m36,score_m36,score_st_m37,score_m37,score_st_m38,score_m38,score_st_m39,score_m39,score_st_m40,score_m40,score_st_m41,score_m41,score_st_m42,score_m42,score_st_m43,score_m43,score_st_m44,score_m44,score_st_m45,score_m45,score_st_m46,score_m46,score_st_m47,score_m47,score_st_m48,score_m48,score_st_m49,score_m49,score_st_m50,score_m50,score_st_m51,score_m51,score_st_m52,score_m52,score_st_m53,score_m53,score_st_m54,score_m54,score_st_m55,score_m55,score_st_m56,score_m56,score_st_m57,score_m57,score_st_m58,score_m58,score_st_m59,score_m59,score_st_m60,score_m60,score_st_m61,score_m61,score_st_m62,score_m62,score_st_m63,score_m63,score_st_m64,score_m64
2011,"Florida",277.837,0.002,0.00168,11.40307,-7.16e-08,-.1401609,.4912103,.04669,.1290235,14.14171,.4506803,.2205644,.2730024,.0272664,.0009276,.0275589,.4669018,.0828371,.0006875,.443477,.5543485,.0021745,.4817202,.2924194,.222591,.0032694,-.1401609,277.837,.0098627,283.0845,.0138439,283.2238,-.1480382,277.5615,-.1206614,278.5191,-.0878001,279.6685,-.1063733,279.0189,.0691484,285.1582,-.0190875,282.0719,.025665,283.6373,.061897,284.9046,.0101621,283.095,-.0048728,282.5691,.0198209,283.4329,.0507244,284.5138,.017764,283.3609,-.1286128,278.241,-.0953054,279.406,-.1323821,278.1091,-.0831912,279.8297,-.0854769,279.7498,-.0491648,281.0199,.0392179,284.1113,.0761767,285.4041,.1097751,286.5793,.0658286,285.0421,.0009197,282.7717,.0323998,283.8728,-.0212109,281.9977,.0633537,284.9555,.0274309,283.699,.0622054,284.9154,.0033691,282.8574,.0326817,283.8827,-.0094445,282.4092,.0458819,284.3444,.0266834,283.6729,.057886,284.7643,-.0901075,279.5878,-.1086047,278.9408,-.075637,280.0939,-.0437267,281.2101,.0509713,284.5224,.0797021,285.5274,.0341806,283.9351,.105513,286.4302,.0747227,285.3532,.1066836,286.4711,.0384313,284.0838,.0007861,282.7671,.0303812,283.8022,.0651831,285.0195,.0303273,283.8004,.003438,282.8598,.0307301,283.8144,.0554501,284.6791,-.0668173,280.4024,.0803402,285.5497,.0481694,284.4244,.0749028,285.3595,.104249,286.386,.0383832,284.0821,.0324404,283.8743,.0777034,285.4575
2013,"Florida",280.856,0.002,0.00170,25.60670,-2.05e-08,-.0792715,.4949402,.0453643,.1214729,14.13681,.4380037,.2075168,.2894707,.0293481,.0035414,.0321193,.4770871,.0821049,.0022166,.4771349,.5209788,.0018863,.4775556,.2786345,.2364114,.0073985,-.0792715,280.8558,.0740221,286.2177,.0837738,286.5588,-.0885414,280.5316,-.068106,281.2464,-.0286459,282.6266,-.0359303,282.3718,.137,288.4205,.0399381,285.0255,.0816342,286.484,.124991,288.0005,.0794278,286.4068,.0633128,285.8431,.0815882,286.4824,.1190105,287.7913,.0933811,286.8949,-.0768508,280.9405,-.0375627,282.3147,-.0659003,281.3235,-.0315,282.5268,-.0240571,282.7871,.0194822,284.31,.1023111,287.2072,.135854,288.3805,.1764894,289.8018,.1381004,288.459,.0529433,285.4804,.0904719,286.7931,.0424131,285.1121,.1189357,287.7887,.0878182,286.7003,.1301377,288.1805,.0638806,285.863,.0991418,287.0963,.0628512,285.827,.1068056,287.3644,.0937117,286.9064,.1318961,288.242,-.039244,282.2559,-.0501655,281.8739,-.0108904,283.2477,.0168206,284.2169,.1069574,287.3697,.141706,288.5851,.1012648,287.1706,.1646996,289.3894,.1382395,288.4639,.177623,289.8415,.0900935,286.7798,.0568422,285.6168,.0928028,286.8746,.1250158,288.0014,.089924,286.7739,.067939,286.0049,.101405,287.1755,.1216694,287.8843,-.0092542,283.3049,.1358285,288.3796,.1076724,287.3947,.1407171,288.5506,.1671539,289.4753,.0939172,286.9136,.0960925,286.9897,.1365921,288.4063
2015,"Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,-5.611298,275.3238,-5.457977,280.6857,-5.448242,281.0268,-5.620544,274.9996,-5.600128,275.7144,-5.560669,277.0946,-5.567932,276.8398,-5.39502,282.8885,-5.492065,279.4935,-5.450378,280.952,-5.407013,282.4685,-5.452576,280.8748,-5.468689,280.3111,-5.450439,280.9503,-5.412994,282.2593,-5.438629,281.3629,-5.608856,275.4085,-5.56958,276.7827,-5.5979,275.7915,-5.563507,276.9948,-5.556061,277.2551,-5.512543,278.778,-5.429688,281.6752,-5.396149,282.8484,-5.35553,284.2698,-5.393921,282.927,-5.479065,279.9484,-5.441528,281.2611,-5.489594,279.5801,-5.413086,282.2567,-5.444183,281.1683,-5.401886,282.6485,-5.46814,280.331,-5.432861,281.5643,-5.469147,280.295,-5.425201,281.8324,-5.438293,281.3744,-5.400116,282.71,-5.571259,276.7239,-5.582184,276.3419,-5.542908,277.7156,-5.515198,278.6849,-5.425049,281.8377,-5.39032,283.0531,-5.430756,281.6386,-5.36731,283.8574,-5.393768,282.9319,-5.354401,284.3094,-5.441925,281.2478,-5.475159,280.0848,-5.439209,281.3426,-5.406982,282.4694,-5.442078,281.2419,-5.464081,280.4729,-5.430603,281.6435,-5.410339,282.3523,-5.54126,277.7729,-5.396179,282.8476,-5.424347,281.8627,-5.391296,283.0186,-5.364868,283.9432,-5.43811,281.3816,-5.435913,281.4577,-5.395416,282.8743
1990,"Georgia",258.346,0.000,0.00000,365.41379,.0726816,-.0866106,.4861422,.0015502,.0341116,14.28106,.5942514,.33221,.056079,.0117478,.0052152,.0004966,,,,.0596721,.8951458,.0451821,.7772546,.1755441,.0389938,.0066732,-.0866106,258.346,-.0060592,261.1635,,,-.141905,256.4119,-.17187,255.3638,.0150605,261.9022,-.1400217,256.4778,,,-.0264245,260.4512,-.0907505,258.2012,.0874319,264.4336,-.0138156,260.8922,,,,,,,,,-.2161408,253.8153,-.0396692,259.9879,-.1647794,255.6118,-.0930669,258.1202,-.2232485,253.5667,-.0393049,260.0006,,,,,,,,,-.1043006,257.7272,.0655268,263.6674,-.0295816,260.3407,-.0175066,260.7631,-.0964299,258.0025,.0772142,264.0762,,,,,,,,,,,,,-.1354543,256.6375,-.2406874,252.9567,-.0650826,259.099,-.1434612,256.3575,,,,,,,,,,,,,-.0315984,260.2702,-.1063129,257.6569,.0599335,263.4718,-.024878,260.5053,,,,,,,,,-.1608082,255.7507,,,,,,,,,-.0353144,260.1402,,,,
1992,"Georgia",259.359,0.000,0.00000,398.91870,-.2257961,-.1781704,.519689,.0041134,.0300395,14.22255,.5863814,.3496079,.0404901,.0173911,.0044334,.0016962,,,,.052291,.901373,.046336,.7679359,.1844583,.0397238,.0078819,-.1781704,259.3594,-.0935574,262.319,,,-.2307723,257.5195,-.2679245,256.22,-.0972057,262.1914,-.2291002,257.578,,,-.1092791,261.7691,-.1823105,259.2146,-.0202214,264.8842,-.0998905,262.0975,,,,,,,,,-.3095901,254.7627,-.1493916,260.3661,-.2521598,256.7715,-.204097,258.4526,-.3169952,254.5036,-.149653,260.3569,,,,,,,,,-.1918299,258.8817,-.0371554,264.2918,-.1116111,261.6875,-.1237656,261.2624,-.1867523,259.0593,-.0286546,264.5892,,,,,,,,,,,,,-.2442992,257.0464,-.3327776,253.9516,-.173483,259.5234,-.2528927,256.7458,,,,,,,,,,,,,-.1337256,260.914,-.193122,258.8365,-.0415719,264.1374,-.1296724,261.0558,,,,,,,,,-.2686026,256.1963,,,,,,,,,-.1364931,260.8172,,,,
1996,"Georgia",264.105,0.001,0.00132,10.69755,6.83e-08,-.1928015,.5023413,.0043743,.0318996,14.1299,.5903898,.3375545,.0448124,.0200545,.0059317,.0012571,.2501006,.0546144,.113279,.0595947,.902291,.0381143,.7751407,.1522555,.0563425,.0162613,-.1928015,264.105,-.1160736,266.7887,-.206611,263.6219,-.2451293,262.2747,-.2805024,261.0374,-.1446207,265.7902,-.2297432,262.8128,-.1343618,266.1491,-.1328957,266.2003,-.2026735,263.7597,-.0742769,268.2507,-.1115825,266.9458,-.2418761,262.3885,-.2831286,260.9455,-.1654665,265.0611,-.2164296,263.2785,-.3220334,259.5847,-.1967838,263.9657,-.2555204,261.9112,-.2408361,262.4248,-.3172731,259.7512,-.1846366,264.3906,-.1470035,265.7069,-.212276,263.4238,-.095215,267.5183,-.1281309,266.367,-.2131961,263.3916,-.0916517,267.643,-.1260207,266.4408,-.1675462,264.9883,-.1979432,263.9251,-.0720649,268.3281,-.3113338,259.959,-.200268,263.8438,-.2363904,262.5803,-.2507054,262.0796,-.2952158,260.5227,-.1791428,264.5827,-.2816242,260.9981,-.3353913,259.1175,-.210728,263.4779,-.278908,261.0931,-.2201718,263.1476,-.1081217,267.0669,-.1390935,265.9836,-.1804995,264.5353,-.206116,263.6393,-.0910179,267.6651,-.1783056,264.612,-.2065826,263.6229,-.0870198,267.805,-.1644111,265.098,-.2779761,261.1258,-.3095318,260.022,-.1990405,263.8867,-.2648513,261.5848,-.2969897,260.4607,-.1883291,264.2614,-.2126258,263.4116,-.1022674,267.2717,-.1757261,264.7022,-.1732842,264.7876,-.2788112,261.0965,-.1822181,264.4752
2000,"Georgia",266.332,0.002,0.00159,11.11208,-1.28e-10,-.1952425,.5137989,.0026781,.034148,14.08198,.5570433,.3670613,.0427919,.0231308,.0066394,.0033333,.2287147,.0614792,.135891,.0711602,.8859038,.0429361,.740801,.1869842,.0580801,.0141347,-.1952425,266.3321,-.0899785,270.0139,-.2170276,265.57,-.2493521,264.4394,-.2804618,263.3513,-.1640199,267.4241,-.230771,265.0893,-.1206936,268.9396,-.1084237,269.3688,-.1745646,267.0553,-.0647517,270.8963,-.0886755,270.0595,-.2527406,264.3209,-.2901719,263.0116,-.1888239,266.5565,-.2276798,265.1974,-.3236911,261.8392,-.2181022,265.5325,-.2598063,264.0737,-.2533629,264.2991,-.3154249,262.1283,-.2024223,266.0809,-.1336078,268.4879,-.1946913,266.3513,-.0946405,269.8509,-.1173252,269.0574,-.18652,266.6371,-.0833845,270.2446,-.1045587,269.504,-.1517834,267.8521,-.1726015,267.124,-.0650485,270.886,-.3188735,262.0077,-.2244505,265.3104,-.2493722,264.4387,-.2671133,263.8182,-.30253,262.5794,-.2028768,266.065,-.2962429,262.7993,-.3364517,261.3929,-.2315305,265.0628,-.2897606,263.026,-.2029476,266.0625,-.1076956,269.3943,-.1285542,268.6647,-.1726257,267.1231,-.1910301,266.4794,-.092743,269.9173,-.163863,267.4296,-.1825312,266.7767,-.0811062,270.3243,-.1509735,267.8805,-.2953535,262.8304,-.3184334,262.0231,-.2245497,265.3069,-.281396,263.3186,-.3107701,262.2911,-.1808404,266.8358,-.1979027,266.239,-.1041249,269.5191,-.1699868,267.2154,-.1610262,267.5289,-.2971139,262.7688,-.1768483,266.9754
2003,"Georgia",269.677,0.001,0.00109,10.95660,2.39e-07,-.1840671,.5020546,.0182038,.0976147,14.13144,.5281767,.3916229,.0427069,.0253708,.0021618,.0099402,.3472095,.0808111,.0128383,.3553683,.6403785,.0042532,.6978613,.2180495,.0707086,.0133806,-.1840671,269.677,-.0554174,274.1769,-.1319696,271.4993,-.2218677,268.3548,-.199235,269.1465,-.1353406,271.3813,-.2121562,268.6945,-.0422428,274.6377,-.0608455,273.987,-.0724595,273.5808,-.0130421,275.6591,-.0541445,274.2214,-.1629404,270.416,-.1500184,270.868,-.0946439,272.8048,-.1431902,271.1068,-.2317402,268.0095,-.172915,270.0671,-.2307018,268.0458,-.1627297,270.4233,-.2276122,268.1539,-.1646961,270.3546,-.0481126,274.4324,-.0604902,273.9995,-.0067024,275.8808,-.0405304,274.6976,-.0762938,273.4467,-.019235,275.4425,-.058361,274.0739,-.0403047,274.7055,-.0712158,273.6243,-.0130276,275.6596,-.1763526,269.9468,-.1251737,271.737,-.1614318,270.4688,-.1226726,271.8245,-.1630314,270.4128,-.1083893,272.3241,-.1944903,269.3124,-.2427563,267.6242,-.1836556,269.6914,-.191259,269.4254,-.0647659,273.8499,-.0128568,275.6656,-.0452922,274.5311,-.0338157,274.9325,-.0588748,274.056,-.0060724,275.9029,-.0443889,274.5627,-.0740519,273.5251,-.0179821,275.4863,-.0398871,274.7201,-.1482786,270.9288,-.1777878,269.8966,-.126571,271.6881,-.1369301,271.3258,-.2063669,268.897,-.0380322,274.785,-.0622173,273.9391,-.0111511,275.7252,-.0329001,274.9645,-.042975,274.6121,-.151406,270.8194,-.0362264,274.8481
2005,"Georgia",272.192,0.001,0.00114,11.77653,-2.34e-08,-.1524887,.494664,.0183995,.0967639,14.12147,.5107212,.3726712,.0638085,.0340649,.0017437,.0169905,.3752663,.0749868,.0220159,.347948,.6476008,.0044511,.6795784,.2080592,.0938572,.0185053,-.1524887,272.1916,-.0243566,276.6733,-.0758116,274.8736,-.1900837,270.8766,-.1685957,271.6282,-.1072925,273.7724,-.1654553,271.738,.0025265,277.6136,-.035226,276.2932,-.0418986,276.0598,.0158777,278.0807,-.0163525,276.9533,-.1087246,273.7224,-.0961578,274.1619,-.0418855,276.0602,-.0794023,274.748,-.2008711,270.4993,-.1446877,272.4644,-.188777,270.9223,-.1346352,272.816,-.1828355,271.1301,-.1213407,273.2811,-.0090065,277.2103,-.0175934,276.9099,.0354985,278.7669,.0096828,277.864,-.0502443,275.7679,.0043826,277.6786,-.0269793,276.5816,-.011302,277.13,-.0349112,276.3042,.0224144,278.3093,-.1241063,273.1843,-.0744931,274.9197,-.102232,273.9494,-.0711439,275.0368,-.1020037,273.9574,-.0477538,275.8549,-.1662395,271.7106,-.201971,270.4608,-.1449881,272.4539,-.148887,272.3175,-.0265295,276.5974,.0237494,278.356,-.0014633,277.4741,.0072856,277.7801,-.0113109,277.1297,.041448,278.975,-.0198585,276.8307,-.0429987,276.0213,.0112152,277.9176,-.0052525,277.3416,-.0985169,274.0794,-.120543,273.309,-.0705456,275.0577,-.0780766,274.7943,-.1679926,271.6493,-.0016031,277.4692,-.0198627,276.8305,.0300729,278.5772,.0128032,277.9731,-.013544,277.0515,-.0964115,274.153,.0042639,277.6744
2007,"Georgia",274.779,0.001,0.00131,11.58702,3.17e-08,-.1554142,.4953163,.0216494,.0474827,14.079,.4588942,.4338822,.0704615,.0202001,.000393,.016169,.3931216,.0811501,.0006105,.3777113,.6200923,.0021964,.6503234,.2392326,.0958014,.0146427,-.1554142,274.7787,.0390178,281.5795,-.0668848,277.8752,-.1895954,273.5831,-.2259152,272.3127,-.125244,275.834,-.169163,274.2978,.0590959,282.2818,.0313126,281.31,-.0327486,279.0692,.0632448,282.4269,.0425845,281.7042,-.0984701,276.7704,-.1381014,275.3842,-.0459394,278.6078,-.0735964,277.6405,-.2523572,271.3878,-.1593277,274.6418,-.1908363,273.5397,-.2003115,273.2083,-.2393673,271.8422,-.1398249,275.3239,.050589,281.9842,-.0121877,279.7884,.078168,282.9489,.0619869,282.3829,-.036276,278.9459,.0551833,282.1449,.0349461,281.437,-.011333,279.8183,-.0286759,279.2117,.0660678,282.5256,-.1632781,274.5036,-.077562,277.5018,-.0958422,276.8624,-.1202968,276.007,-.1457843,275.1155,-.054591,278.3052,-.22627,272.3003,-.2547515,271.3041,-.1616549,274.5604,-.2137188,272.7393,-.0168598,279.625,.0695506,282.6474,.053679,282.0923,.0046745,280.3782,-.008831,279.9058,.0804665,283.0293,-.0150213,279.6893,-.0322643,279.0862,.0581048,282.2471,-.0077741,279.9428,-.145188,275.1364,-.1622401,274.5399,-.0768367,277.5271,-.1289718,275.7036,-.2290811,272.202,.0000367,280.216,-.0133759,279.7469,.0720423,282.7346,.007627,280.4815,-.0115195,279.8118,-.1453199,275.1317,.0030913,280.3228
2009,"Georgia",277.561,0.001,0.00119,11.24712,-4.52e-08,-.1171889,.4984184,.0193517,.0891799,14.12884,.4694621,.370967,.0966443,.0329207,.0002943,.0297115,.3968995,.0947955,.0116358,.3991893,.5975069,.0033038,.6401759,.2274509,.122639,.0097342,-.1171889,277.5612,.0389934,283.0241,-.0149099,281.1387,-.1537837,276.2812,-.1416667,276.705,-.0693841,279.2333,-.1257513,277.2617,.0742668,284.2579,.0220349,282.4309,.0128311,282.109,.0826027,284.5495,.0408793,283.0901,-.0492517,279.9375,-.045055,280.0843,.0201251,282.3641,-.0220089,280.8904,-.1726261,275.6221,-.1057551,277.9611,-.154099,276.2702,-.1053806,277.9742,-.1495967,276.4276,-.0775128,278.949,.0567588,283.6455,.0446162,283.2208,.1094301,285.4878,.0748975,284.28,-.0002383,281.6519,.0650572,283.9358,.0236896,282.4888,.0463438,283.2812,.0154887,282.202,.0835404,284.5823,-.0739332,279.0742,-.0139084,281.1737,-.0497154,279.9213,-.0188558,281.0007,-.0522269,279.8334,.0120331,282.0811,-.1355855,276.9177,-.1727353,275.6183,-.106189,277.946,-.1122212,277.735,.0310201,282.7452,.0917326,284.8688,.0573806,283.6673,.0714881,284.1607,.0461107,283.2731,.1093301,285.4843,.0330658,282.8168,.0022284,281.7382,.0658227,283.9626,.0483696,283.3521,-.047122,280.012,-.0746371,279.0496,-.015641,281.1131,-.026244,280.7422,-.1353285,276.9267,.0579369,283.6867,.0325314,282.7981,.0916156,284.8647,.0724996,284.1961,.0349107,282.8813,-.048456,279.9653,.058932,283.7215
2011,"Georgia",278.484,0.001,0.00120,11.37406,3.55e-08,-.1216284,.4954985,.0183502,.0779539,14.09559,.4605273,.3899279,.0925712,.0353879,.0020433,.0195424,.4887284,.0663772,.0089728,.4105073,.5847014,.0047914,.6337649,.2447411,.1144032,.0070908,-.1216284,278.4836,.0478875,284.4129,.0458426,284.3414,-.1592752,277.1668,-.1584969,277.194,-.0855893,279.7442,-.1352905,278.0057,.1219763,287.0044,.0307342,283.8129,.0096038,283.0738,.0796735,285.5247,.0454829,284.3288,.0050626,282.915,-.000031,282.7368,.0692985,285.1618,.0321668,283.863,-.1897389,276.1013,-.123107,278.4319,-.163329,277.025,-.1302374,278.1825,-.1708252,276.7628,-.0990465,279.2735,.101433,286.2858,.0762541,285.4051,.1442692,287.7841,.1179864,286.8648,-.0031398,282.6281,.0621767,284.9127,.0288794,283.748,.0349698,283.9611,.0086729,283.0413,.0766855,285.4202,-.0340026,281.5486,.0283683,283.7302,.000955,282.7713,.0185437,283.3865,-.0133832,282.2698,.0540358,284.628,-.1609678,277.1076,-.1931811,275.9809,-.1272664,278.2864,-.1418205,277.7773,.0606727,284.8601,.1236801,287.064,.0984901,286.1829,.094406,286.04,.0738306,285.3203,.1398071,287.6281,.0220846,283.5104,-.0036632,282.6098,.0597704,284.8286,.0336144,283.9137,-.015311,282.2024,-.0382593,281.3997,.0228092,283.5357,.0043983,282.8918,-.1641555,276.9961,.0788447,285.4957,.0591187,284.8058,.1202642,286.9445,.0916282,285.9429,.0211421,283.4774,-.0204422,282.0229,.0769215,285.4285
2013,"Georgia",279.179,0.001,0.00126,26.18410,-2.72e-08,-.1274438,.4874312,.0187704,.1060767,14.10881,.4469273,.3837479,.1052896,.0364521,.0020943,.0254888,.5187958,.0688461,.0005429,.4380617,.5579904,.0039479,.6398411,.2334515,.1189035,.0078039,-.1274438,279.1791,.0480225,285.3165,.0648849,285.9063,-.1646492,277.8777,-.1332717,278.9753,-.0867275,280.6033,-.1393128,278.7639,.1360856,288.3968,.0282854,284.6262,.0395962,285.0218,.0848513,286.6047,.046349,285.258,.0222738,284.4159,.0452391,285.2192,.091173,286.8258,.0514708,285.4372,-.1657381,277.8397,-.1237661,279.3077,-.167475,277.7789,-.1031038,280.0305,-.1443985,278.5861,-.0983455,280.1969,.1122088,287.5616,.1167959,287.7221,.1616757,289.2919,.1326469,288.2765,.0234989,284.4588,.0647138,285.9004,.0274023,284.5953,.0672301,285.9884,.0388965,284.9973,.082314,286.516,.0088423,283.9461,.0484556,285.3317,.0187797,284.2937,.0647777,285.9026,.0317801,284.7484,.076018,286.2958,-.1350145,278.9143,-.1682113,277.7531,-.126747,279.2035,-.1134509,279.6685,.0975351,287.0484,.1377487,288.455,.1101342,287.4891,.1362571,288.4028,.1145157,287.6423,.1575205,289.1465,.0509912,285.4204,.023492,284.4585,.0630047,285.8406,.0659338,285.943,.0284882,284.6333,.004826,283.8056,.0433165,285.1519,.0504285,285.4007,-.1372415,278.8364,.1170138,287.7297,.0964382,287.01,.1349574,288.3573,.1334683,288.3052,.0503949,285.3995,.0235026,284.4589,.1153952,287.6731
2015,"Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,-.5947571,278.7118,-.419281,284.8492,-.4024353,285.439,-.631958,277.4104,-.6005859,278.5079,-.5540466,280.136,-.6066284,278.2966,-.3312378,287.9295,-.4390259,284.1588,-.4277344,284.5545,-.3824768,286.1374,-.4209595,284.7907,-.4450378,283.9486,-.4220886,284.7519,-.3761292,286.3585,-.4158325,284.9698,-.6330566,277.3723,-.591095,278.8404,-.6347961,277.3116,-.5704346,279.5631,-.6117249,278.1187,-.5656738,279.7296,-.3551025,287.0943,-.3505249,287.2548,-.3056335,288.8246,-.3346558,287.8092,-.4438171,283.9915,-.4025879,285.433,-.4399109,284.128,-.4000854,285.5211,-.4284058,284.53,-.3850098,286.0487,-.4584656,283.4788,-.4188538,284.8644,-.4485474,283.8264,-.4025269,285.4353,-.4355469,284.2811,-.3912964,285.8285,-.6023254,278.447,-.6355286,277.2858,-.5940552,278.7362,-.58078,279.2012,-.3697815,286.5811,-.3295593,287.9876,-.3571777,287.0218,-.3310547,287.9355,-.3528137,287.175,-.3097839,288.6792,-.4163208,284.9531,-.4438171,283.9912,-.4042969,285.3733,-.4013672,285.4757,-.4388123,284.166,-.4624939,283.3383,-.4240112,284.6846,-.4169006,284.9334,-.6045532,278.3691,-.3503113,287.2624,-.3708801,286.5427,-.3323669,287.89,-.3338623,287.8379,-.4169312,284.9322,-.4438171,283.9916,-.3519287,287.2058
1990,"Hawaii",250.704,0.000,0.00000,362.67297,-.0991311,-.326649,.4736721,.0184438,.0366546,13.75132,.1775897,.0204953,.103746,.6749013,.0101883,.0130793,,,,.0475901,.9027734,.0496364,.4112122,.426707,.1551702,.004823,-.326649,250.704,-.5640852,242.399,,,-.3641975,249.3907,-.4091015,247.82,-.4124317,247.7035,-.3088959,251.325,,,-.6651796,238.863,-.6082955,240.8527,-.6057488,240.9417,-.6071919,240.8913,,,,,,,,,-.4378882,246.8131,-.4507883,246.3619,-.3532549,249.7734,-.4680091,245.7596,-.3888305,248.5291,-.39394,248.3503,,,,,,,,,-.6907046,237.9702,-.7042183,237.4975,-.6840168,238.2041,-.63693,239.8511,-.6496583,239.4059,-.6498873,239.3979,,,,,,,,,,,,,-.4988628,244.6804,-.4231467,247.3288,-.4368041,246.851,-.4483355,246.4477,,,,,,,,,,,,,-.7186261,236.9935,-.7116494,237.2375,-.7244399,236.7902,-.6792452,238.371,,,,,,,,,-.4827573,245.2437,,,,,,,,,-.7405856,236.2254,,,,
1992,"Hawaii",257.411,0.000,0.00000,419.62424,.0429126,-.2341665,.4814698,.0311609,.0542613,13.74408,.1718308,.0278448,.1139555,.6600928,.0127173,.0135587,,,,.0517937,.8878024,.0604039,.4003049,.453739,.143408,.0025481,-.2341665,257.4109,-.4530669,249.7542,,,-.2583563,256.5648,-.2971857,255.2066,-.3225103,254.3208,-.2217857,257.8439,,,-.5438389,246.5792,-.4797411,248.8212,-.4981042,248.1789,-.5008156,248.0841,,,,,,,,,-.3152163,254.5759,-.3474753,253.4476,-.2528203,256.7584,-.358927,253.047,-.2821256,255.7334,-.3092095,254.786,,,,,,,,,-.55426,246.2147,-.5863644,245.0918,-.5667086,245.7793,-.5117266,247.7024,-.5254878,247.2211,-.5465367,246.4849,,,,,,,,,,,,,-.3789949,252.3451,-.3059381,254.9005,-.3388489,253.7493,-.344439,253.5538,,,,,,,,,,,,,-.5855492,245.1203,-.5791091,245.3456,-.6102999,244.2546,-.558189,246.0773,,,,,,,,,-.3683527,252.7173,,,,,,,,,-.6111863,244.2236,,,,
1996,"Hawaii",262.130,0.000,0.00022,12.55247,-2.93e-09,-.2502125,.4793889,.0235588,.0489781,13.76132,.1520437,.0278436,.1760337,.6071768,.0163156,.0205865,.2284228,.0735655,.0460758,.0542504,.8919476,.053802,.4141971,.4196044,.1556982,.0105002,-.2502125,262.1301,-.4100012,256.541,-.2950744,260.5609,-.2823879,261.0047,-.319063,259.7218,-.3324581,259.2533,-.2264033,262.9629,-.4662532,254.5734,-.5137537,252.912,-.4462553,255.2729,-.4513701,255.094,-.4486001,255.1909,-.3137401,259.908,-.3541848,258.4933,-.3598652,258.2947,-.2863515,260.866,-.3438241,258.8557,-.3653933,258.1013,-.2664278,261.5629,-.3760425,257.7288,-.2940672,260.5961,-.3080644,260.1065,-.5534255,251.5244,-.4937469,253.6118,-.4983835,253.4496,-.4894331,253.7627,-.5311984,252.3018,-.5524568,251.5582,-.528161,252.4081,-.4750609,254.2654,-.48415,253.9475,-.491316,253.6968,-.3685217,257.9919,-.3807485,257.5642,-.313485,259.917,-.3980112,256.9604,-.3434394,258.8692,-.3489757,258.6756,-.4027702,256.7939,-.3252282,259.5062,-.3466785,258.7559,-.3516812,258.5809,-.5655264,251.1011,-.5845699,250.435,-.5575442,251.3803,-.5160391,252.832,-.5181649,252.7577,-.5237093,252.5638,-.559275,251.3197,-.5486726,251.6906,-.5685534,250.9952,-.5140904,252.9002,-.4148436,256.3716,-.364504,258.1324,-.3763762,257.7172,-.3865399,257.3616,-.3829429,257.4875,-.587988,250.3154,-.573724,250.8144,-.5908239,250.2162,-.5420549,251.9221,-.577943,250.6668,-.4085439,256.592,-.5976565,249.9772
