year,FIPS,profmean,pct,sepct,semean,diff,profmean_stnd,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,lang_nr,lang_st,lang_mt,lang_om,score_st_m1,score_m1,score_st_m2,score_m2,score_st_m3,score_m3,score_st_m4,score_m4,score_st_m5,score_m5,score_st_m6,score_m6,score_st_m7,score_m7,score_st_m8,score_m8,score_st_m9,score_m9,score_st_m10,score_m10,score_st_m11,score_m11,score_st_m12,score_m12,score_st_m13,score_m13,score_st_m14,score_m14,score_st_m15,score_m15,score_st_m16,score_m16,score_st_m17,score_m17,score_st_m18,score_m18,score_st_m19,score_m19,score_st_m20,score_m20,score_st_m21,score_m21,score_st_m22,score_m22,score_st_m23,score_m23,score_st_m24,score_m24,score_st_m25,score_m25,score_st_m26,score_m26,score_st_m27,score_m27,score_st_m28,score_m28,score_st_m29,score_m29,score_st_m30,score_m30,score_st_m31,score_m31,score_st_m32,score_m32,score_st_m33,score_m33,score_st_m34,score_m34,score_st_m35,score_m35,score_st_m36,score_m36,score_st_m37,score_m37,score_st_m38,score_m38,score_st_m39,score_m39,score_st_m40,score_m40,score_st_m41,score_m41,score_st_m42,score_m42,score_st_m43,score_m43,score_st_m44,score_m44,score_st_m45,score_m45,score_st_m46,score_m46,score_st_m47,score_m47,score_st_m48,score_m48,score_st_m49,score_m49,score_st_m50,score_m50,score_st_m51,score_m51,score_st_m52,score_m52,score_st_m53,score_m53,score_st_m54,score_m54,score_st_m55,score_m55,score_st_m56,score_m56,score_st_m57,score_m57,score_st_m58,score_m58,score_st_m59,score_m59,score_st_m60,score_m60,score_st_m61,score_m61,score_st_m62,score_m62,score_st_m63,score_m63,score_st_m64,score_m64
2007,"Illinois",262.827,0.001,0.00142,13.46310,4.94e-09,.0558444,.5080113,.024604,.1034522,14.0336,.59656,.1697633,.1735767,.044534,.0026837,.0128823,.3772244,.0129717,0,.3304413,.6654853,.0040734,.575748,.2441516,.1726569,.0074436,.0558444,262.8266,.0662882,263.1703,.0971666,264.1866,.0235506,261.7638,.0588293,262.9249,.0700099,263.2928,.0688937,263.2561,.0900115,263.9511,.03506,262.1425,.0694424,263.2742,.0811241,263.6586,.0697387,263.2839,.0675603,263.2122,.0971759,264.187,.1064138,264.491,.1001478,264.2848,.0302375,261.9838,.0378027,262.2328,.0331216,262.0788,.0686103,263.2468,.0727961,263.3845,.0841135,263.757,.0593852,262.9431,.0904463,263.9655,.1004296,264.294,.0907811,263.9765,.0432261,262.4113,.0499071,262.6312,.0373049,262.2164,.0798393,263.6164,.0737284,263.4152,.0841847,263.7594,.0713515,263.337,.0766319,263.5108,.0681258,263.2308,.1033243,264.3893,.1017486,264.3374,.1102235,264.6164,.0402444,262.3132,.0418316,262.3654,.0483136,262.5788,.083584,263.7396,.0648206,263.122,.0697305,263.2837,.0592273,262.938,.0976527,264.2026,.0924219,264.0305,.1010496,264.3144,.0536043,262.7529,.0464815,262.5185,.0517684,262.6925,.0838756,263.7492,.0774878,263.539,.0743336,263.4352,.0780284,263.5568,.1086078,264.5632,.0525956,262.7197,.0719414,263.3564,.0659808,263.1602,.0694206,263.2734,.0995263,264.2643,.0565887,262.8511,.0810705,263.6569,.0729801,263.3906
2009,"Illinois",264.514,0.001,0.00143,13.03769,-6.35e-08,.0686424,.4953151,.0252122,.110523,14.03107,.5791938,.1833332,.1802028,.0358894,.0006736,.0207072,.3813626,.0061172,.0005172,.334772,.6614391,.0037889,.5731525,.2515485,.1684663,.0068328,.0686424,264.514,.0958143,265.4083,.1104476,265.8899,.037109,263.4762,.080452,264.9027,.0819453,264.9518,.0793102,264.8651,.1155596,266.0582,.0647038,264.3844,.1069159,265.7737,.1093026,265.8522,.0970686,265.4496,.081338,264.9319,.1187756,266.164,.1189917,266.1711,.111614,265.9283,.0520046,263.9664,.0504778,263.9162,.0448133,263.7297,.0892665,265.1928,.0919673,265.2817,.0936965,265.3386,.0853304,265.0632,.1242773,266.3451,.1250892,266.3718,.1145497,266.0249,.0804278,264.9019,.0782069,264.8288,.0651205,264.3981,.116023,266.0734,.1090725,265.8447,.1102615,265.8838,.0930393,265.317,.0896744,265.2062,.0805214,264.905,.1241897,266.3422,.1214765,266.2529,.1209835,266.2367,.0609769,264.2617,.0616545,264.284,.0591707,264.2023,.1017639,265.6041,.0986432,265.5014,.0947796,265.3742,.0836658,265.0085,.1305801,266.5525,.1244834,266.3519,.1239851,266.3355,.0894922,265.2002,.0818729,264.9495,.0783335,264.8329,.117989,266.1381,.0983643,265.4922,.0945254,265.3659,.0897112,265.2074,.1275685,266.4534,.0714044,264.6049,.1048302,265.705,.0982711,265.4892,.0930216,265.3164,.1307187,266.5571,.0907303,265.241,.100461,265.5612,.1043777,265.6901
2011,"Illinois",265.644,0.001,0.00141,13.62283,5.99e-08,.0639886,.4901114,.0351582,.1271516,14.0226,.5113765,.1819962,.2317257,.0473843,.0032711,.0242463,.4727494,.0084815,.000586,.3881168,.6107539,.0011293,.5499095,.2514781,.1932216,.0053908,.0639886,265.6437,.1352112,267.9879,.1817065,269.5181,.0448893,265.0151,.0965512,266.7155,.0744085,265.9867,.0849112,266.3323,.1913876,269.8368,.100348,266.8404,.1662899,269.0107,.1474188,268.3896,.1337753,267.9406,.1537726,268.5988,.2036006,270.2387,.1854286,269.6406,.182593,269.5473,.0778107,266.0986,.0554326,265.3621,.0560931,265.3839,.1024958,266.9111,.1180146,267.4218,.0970564,266.7321,.1546762,268.6285,.2147362,270.6052,.1972518,270.0298,.1868335,269.6869,.1357387,268.0052,.1125803,267.243,.098723,266.7869,.17365,269.253,.1658889,268.9975,.1455785,268.3291,.178327,269.4069,.1570087,268.7053,.151159,268.5127,.2053733,270.2971,.2064575,270.3327,.187337,269.7034,.0838693,266.2981,.0915464,266.5507,.0682151,265.7828,.1252838,267.6611,.1830809,269.5634,.1603782,268.8162,.1503855,268.4873,.2179901,270.7123,.2117444,270.5067,.1925199,269.874,.1429958,268.244,.1352002,267.9875,.1105558,267.1764,.1729701,269.2306,.1796294,269.4498,.1786556,269.4177,.1555873,268.6585,.2088964,270.413,.0987358,266.7874,.1860408,269.6608,.1802829,269.4713,.1559251,268.6696,.2148451,270.6088,.1421678,268.2168,.1807196,269.4857,.1830959,269.5638
2013,"Illinois",266.899,0.001,0.00131,32.10154,4.46e-08,.0278176,.4884039,.0451742,.1236722,14.00788,.5169309,.1663444,.23796,.0481206,.0028887,.0277553,.4541295,.0054307,.0001747,.3995468,.5976622,.0027911,.5551815,.254688,.1831557,.0069748,.0278176,266.8987,.0920952,269.0143,.1288258,270.2231,.0212401,266.6823,.0560379,267.8275,.0332216,267.0766,.0463583,267.5089,.1388128,270.5518,.0659201,268.1528,.1192031,269.9065,.099657,269.2632,.0901398,268.9499,.1124472,269.6841,.1479853,270.8537,.1290692,270.2312,.130261,270.2704,.0485729,267.5818,.0267506,266.8636,.03051,266.9873,.0586544,267.9136,.0748429,268.4464,.0530602,267.7295,.110775,269.6291,.1595723,271.2351,.1413057,270.6339,.134634,270.4143,.0960896,269.1457,.0735047,268.4024,.0644253,268.1036,.1234325,270.0457,.1180739,269.8693,.097222,269.183,.1329042,270.3574,.1122815,269.6786,.1105674,269.6222,.1475326,270.8388,.1509256,270.9505,.1312451,270.3028,.051253,267.67,.0597643,267.9502,.0371993,267.2075,.0783978,268.5634,.1352757,270.4354,.1131216,269.7063,.1073679,269.5169,.1605793,271.2682,.1566133,271.1377,.1368269,270.4865,.1002182,269.2816,.0953651,269.1219,.0715337,268.3375,.1219595,269.9972,.1320078,270.3279,.1332794,270.3697,.1112975,269.6462,.150894,270.9495,.063256,268.0651,.1360073,270.4595,.1329439,270.3587,.1094307,269.5848,.1573793,271.1629,.0991453,269.2463,.132922,270.358,.1334458,270.3752
2015,"Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,-.0641479,266.8067,.0001221,268.9223,.0368347,270.1312,-.0707397,266.5903,-.0359497,267.7355,-.0587463,266.9846,-.0456238,267.417,.0468445,270.4599,-.026062,268.0608,.0272217,269.8145,.0076904,269.1712,-.0018311,268.8579,.0204773,269.5921,.0559998,270.7617,.0370789,270.1392,.038269,270.1784,-.043396,267.4898,-.0652161,266.7716,-.0614624,266.8954,-.0333252,267.8217,-.0171509,268.3545,-.0389099,267.6375,.0187988,269.5371,.0675964,271.1431,.0493164,270.5419,.0426636,270.3224,.0041199,269.0537,-.0184631,268.3104,-.0275574,268.0116,.0314636,269.9537,.0260925,269.7773,.005249,269.091,.0409241,270.2654,.0202942,269.5867,.0185852,269.5302,.055542,270.7469,.05896,270.8586,.0392761,270.2108,-.040741,267.5781,-.0322266,267.8582,-.0547791,267.1155,-.0135803,268.4715,.0433044,270.3434,.0211487,269.6143,.0153809,269.4249,.0686035,271.1763,.0646362,271.0457,.0448608,270.3945,.0082397,269.1896,.0033875,269.0299,-.0204468,268.2455,.0299683,269.9052,.0400391,270.2359,.0412903,270.2777,.0193176,269.5543,.0588989,270.8575,-.028717,267.9731,.0440369,270.3676,.0409546,270.2667,.0174561,269.4928,.0653992,271.071,.0071716,269.1543,.0409546,270.266,.0414734,270.2832
1992,"Indiana",257.264,0.000,0.00000,844.85260,.9456893,.0832327,.4789543,.0030244,.008245,13.94568,.8896419,.0841783,.0130912,.0046904,.0083982,0,,,,.042769,.8863797,.0708514,.7811671,.1874191,.0287514,.0026624,.0832327,257.2641,-.1147939,250.7465,,,.0217511,255.2406,-.0307012,253.5142,.0695773,256.8146,.0081422,254.7926,,,-.12595,250.3793,-.2240409,247.1509,-.1321781,250.1743,-.1244425,250.429,,,,,,,,,-.0780242,251.9567,.0068265,254.7493,-.0156896,254.0083,-.0355581,253.3544,-.099438,251.2519,-.0107188,254.1719,,,,,,,,,-.2282658,247.0119,-.1432675,249.8094,-.1323604,250.1684,-.231795,246.8957,-.2288136,246.9938,-.1424728,249.8355,,,,,,,,,,,,,-.0840455,251.7585,-.1144657,250.7573,-.0347844,253.3798,-.108218,250.9629,,,,,,,,,,,,,-.2361839,246.7513,-.2307593,246.9298,-.1503254,249.5771,-.2373117,246.7141,,,,,,,,,-.1236831,250.4539,,,,,,,,,-.2394055,246.6452,,,,
1994,"Indiana",248.991,0.008,0.00817,15.29101,1.16e-08,-.145665,.4393659,0,.1111427,13.88169,.9097377,.0174435,.0378047,.0170597,.0179544,0,,,,.0713431,.8740296,.0546273,.7938144,.1373021,.0564795,.012404,-.145665,248.9915,-.3535673,242.1489,,,-.2087181,246.9162,-.1505342,248.8312,-.199406,247.2227,-.204314,247.0612,,,-.3750685,241.4412,-.3565087,242.0521,-.4097746,240.299,-.3540685,242.1324,,,,,,,,,-.2057233,247.0148,-.2651633,245.0585,-.2347443,246.0597,-.1879067,247.6012,-.2065882,246.9863,-.2646592,245.0751,,,,,,,,,-.3743209,241.4658,-.4310848,239.5976,-.3733218,241.4987,-.3962764,240.7432,-.3553652,242.0897,-.4106891,240.2689,,,,,,,,,,,,,-.2467716,245.6638,-.2326444,246.1288,-.2956571,244.0549,-.249951,245.5592,,,,,,,,,,,,,-.4149005,240.1303,-.3713758,241.5628,-.4297475,239.6416,-.3957379,240.761,,,,,,,,,-.2776206,244.6485,,,,,,,,,-.4125018,240.2092,,,,
2002,"Indiana",264.888,0.001,0.00099,13.28373,4.48e-10,.0906643,.4779519,.0107637,.1027726,14.26507,.8627869,.0967182,.0200899,.008946,.0013031,.0101559,.1680871,.079569,.0189726,.2553587,.7403224,.0043189,.7077361,.2374258,.0273225,.0275157,.0906643,264.8881,-.0865228,259.0565,-.0048359,261.745,.0410676,263.2558,.0928011,264.9585,.1836911,267.9499,.0604368,263.8932,-.0951926,258.7711,-.09067,258.92,-.0823763,259.1929,.0029165,262.0001,-.0676159,259.6787,-.0324339,260.8366,.0037317,262.0269,.072609,264.2939,-.0058652,261.7111,.0490354,263.518,.1367434,266.4047,.0396656,263.2096,.1577528,267.0962,.0586972,263.836,.1521443,266.9116,-.0981075,258.6752,-.0907412,258.9176,-.0174467,261.3299,-.0759519,259.4044,-.0860315,259.0726,-.0014706,261.8557,-.0705511,259.5821,-.0190739,261.2764,-.0680882,259.6632,.0186761,262.5188,-.020696,261.223,.049255,263.5252,-.0177397,261.3203,.0549518,263.7127,-.0028929,261.8089,.0699893,264.2076,.1179865,265.7874,.0409212,263.2509,.1319721,266.2477,.1248284,266.0125,-.0933613,258.8314,-.0195015,261.2623,-.077871,259.3412,-.0370052,260.6862,-.0759842,259.4033,-.0008243,261.877,-.0216764,261.1907,-.0705167,259.5833,.015502,262.4143,-.006456,261.6917,.0354162,263.0698,-.013154,261.4712,.0600932,263.882,.0490569,263.5187,.1088597,265.487,-.0378678,260.6578,-.0775871,259.3506,-.0020236,261.8375,-.0235879,261.1278,-.0079316,261.6431,.0414932,263.2698,-.0236187,261.1268
2003,"Indiana",264.833,0.001,0.00082,14.46739,-2.25e-08,.10634,.5093409,.0177474,.1103516,14.30048,.8158172,.1216333,.032464,.0101084,.0030763,.0169008,.2174245,.0713836,0,.277748,.7189963,.0032557,.7081347,.2412639,.0436449,.0069566,.10634,264.8325,-.0373626,260.1029,.042695,262.7378,.0654742,263.4875,.1179357,265.2142,.2114285,268.2913,.0535574,263.0953,-.0343827,260.201,-.0378636,260.0864,-.0245072,260.526,.0641243,263.4431,-.043911,259.8874,.0184452,261.9397,.0573377,263.2197,.1283597,265.5573,.0167906,261.8852,.0812898,264.0081,.1737493,267.0511,.0391503,262.6212,.1909309,267.6166,.0666742,263.527,.1589694,266.5647,-.0349749,260.1815,-.0232912,260.566,.0525859,263.0634,-.0402033,260.0094,-.0255242,260.4926,.0633441,263.4174,-.0426614,259.9285,.0469801,262.8788,-.0302769,260.3361,.0549955,263.1427,.0355784,262.5036,.1089672,264.919,.0079635,261.5947,.1138285,265.079,.0310504,262.3546,.1019141,264.6869,.1589941,266.5655,.0536164,263.0973,.1452881,266.1144,.1420126,266.0066,-.0242422,260.5347,.0529723,263.0761,-.0392229,260.0417,.0366069,262.5374,-.0284146,260.3974,.0446071,262.8008,.0471753,262.8853,-.029843,260.3504,.055963,263.1745,.0397707,262.6416,.0976005,264.5449,.0229414,262.0877,.0953716,264.4715,.0889745,264.261,.1310955,265.6473,.0376401,262.5714,-.0280661,260.4089,.0464175,262.8603,.0303241,262.3307,.0413111,262.6923,.0839344,264.0951,.0324611,262.401
2005,"Indiana",261.014,0.001,0.00087,14.33553,-5.71e-09,.0185658,.4892804,.0137338,.1124147,14.29533,.8096769,.1276866,.0296519,.0080381,.0018242,.0231223,.2675281,.0892465,.0088481,.3211859,.6721766,.0066375,.7281275,.221226,.0371451,.0135014,.0185658,261.0137,-.121704,256.3971,.0061744,260.6059,-.0273177,259.5035,.0327363,261.4801,.1218995,264.4147,-.0293413,259.437,-.0851562,257.5999,-.1255351,256.271,-.1063569,256.9022,-.0221503,259.6736,-.1200897,256.4502,-.0276768,259.4917,.0192474,261.0361,.0889312,263.3296,-.0167425,259.8516,-.0084776,260.1236,.0790763,263.0052,-.0464353,258.8744,.1043987,263.8387,-.0154695,259.8935,.0734409,262.8198,-.0915288,257.3902,-.075974,257.9021,-.0020097,260.3365,-.0839081,257.641,-.1102699,256.7734,-.0262497,259.5387,-.1219255,256.3898,-.0363461,259.2064,-.1056405,256.9258,-.023653,259.6241,-.0108216,260.0465,.0595021,262.361,-.0315411,259.3645,.073855,262.8334,-.0057657,260.2129,.0643354,262.5201,.0677183,262.6314,-.0308765,259.3864,.0570427,262.2801,.0579412,262.3096,-.0816797,257.7144,-.0074828,260.1564,-.0881572,257.5012,-.0186589,259.7885,-.0754195,257.9204,-.003353,260.2923,-.0390938,259.116,-.1078181,256.8541,-.0257584,259.5549,-.0373906,259.172,.0488963,262.0119,-.018844,259.7824,.0516213,262.1016,.0494946,262.0316,.0445896,261.8702,-.0225269,259.6612,-.0793104,257.7923,-.0068425,260.1774,-.0195339,259.7597,-.0385091,259.1352,.039246,261.6943,-.0217745,259.686
2007,"Indiana",264.096,0.001,0.00084,13.90534,2.08e-08,.0949501,.4999364,.0182115,.112131,14.28209,.7877908,.1246729,.0464173,.0115777,.0014291,.0281123,.2789434,.0729371,.00035,.3089023,.6850041,.0060935,.6963553,.2373244,.0551351,.0111852,.0949501,264.0959,-.0328604,259.8894,.0824692,263.6852,.0546646,262.7701,.1087665,264.5507,.193774,267.3485,.0539929,262.748,-.0005901,260.9515,-.0366452,259.7648,-.0177971,260.3852,.062777,263.037,-.0331651,259.8794,.0529649,262.7141,.0953313,264.1085,.1614257,266.2838,.0617533,263.0034,.0724992,263.3571,.1564612,266.1205,.0372468,262.1968,.1772904,266.806,.0680318,263.21,.1530285,266.0075,-.0066358,260.7525,.0089756,261.2663,.0792718,263.58,-.001542,260.9202,-.0216582,260.2581,.0587346,262.904,-.0356001,259.7992,.0494461,262.5983,-.0184736,260.3629,.0597991,262.9391,.0690626,263.2439,.1362128,265.454,.0475743,262.5367,.1474187,265.8228,.0733913,263.3864,.1398604,265.5741,.1454118,265.7568,.0529155,262.7125,.1369516,265.4783,.1387364,265.5371,.0035275,261.087,.0740906,263.4094,-.00607,260.7711,.0640007,263.0773,.0078595,261.2296,.0761344,263.4767,.0467035,262.5081,-.0211621,260.2744,.0571054,262.8504,.0472868,262.5273,.1260877,265.1208,.0608158,262.9725,.1276907,265.1735,.1265904,265.1373,.1255966,265.1046,.0603172,262.9561,.003699,261.0927,.0723364,263.3517,.0617057,263.0018,.0456144,262.4722,.1167393,264.8131,.0591303,262.9171
2009,"Indiana",265.691,0.001,0.00084,13.24351,-2.08e-09,.1050364,.495365,.026224,.0933503,14.24645,.762211,.1242495,.0644575,.0143548,.0007691,.0339582,.2801533,.0891788,0,.3117359,.6851136,.0031505,.6731088,.2455155,.0669183,.0144574,.1050364,265.6913,-.0071574,261.9987,.1006599,265.5472,.0747679,264.695,.0954138,265.3745,.1917177,268.5441,.0756688,264.7247,.0256529,263.0785,-.0074743,261.9883,-.0149677,261.7416,.076908,264.7655,-.0031805,262.1295,.0780959,264.8046,.0907933,265.2225,.1696211,267.8169,.0871264,265.1018,.0693535,264.5168,.1641216,267.6359,.0643292,264.3515,.1564132,267.3822,.0659194,264.4038,.1625531,267.5843,.0228032,262.9847,.0128847,262.6583,.09548,265.3767,.0286341,263.1767,-.0148685,261.7449,.0763596,264.7474,-.0026849,262.1459,.0450224,263.716,-.0116925,261.8494,.0784383,264.8158,.0715212,264.5882,.1508884,267.2003,.0772116,264.7755,.1369637,266.7421,.0758815,264.7317,.1553705,267.3479,.134366,266.6566,.0566623,264.0991,.1518137,267.2308,.1289344,266.4778,.0110267,262.5971,.0934013,265.3083,.0268678,263.1185,.0617297,264.2659,.0154023,262.7411,.0964807,265.4096,.0461459,263.753,-.0108986,261.8755,.078702,264.8245,.04694,263.7791,.1221735,266.2553,.067862,264.4677,.1472466,267.0805,.1230954,266.2856,.1214867,266.2327,.061476,264.2576,.0144544,262.71,.0953642,265.3729,.063179,264.3136,.0486633,263.8358,.1175514,266.1031,.0636709,264.3298
2011,"Indiana",264.730,0.001,0.00086,13.47510,5.12e-08,.0354793,.501504,.029015,.1271903,14.20013,.7293931,.1375435,.0767232,.0146375,.0030109,.0386918,.3531148,.0853606,.0003576,.3619705,.6346072,.0034223,.7080271,.2228202,.0649001,.0042526,.0354793,264.7299,-.0530949,261.8146,.0892577,266.4998,.0087001,263.8485,.0680903,265.8032,.106381,267.0634,-.0123269,263.1564,.0116708,263.9462,-.0538439,261.79,-.0201625,262.8985,.0153046,264.0659,-.0634371,261.4743,.0628868,265.6319,.1143776,267.3266,.1436468,268.2899,.0572198,265.4454,.0425895,264.9639,.0817618,266.2531,-.0176521,262.9812,.1163187,267.3905,.0219089,264.2832,.0581284,265.4753,.0057005,263.7498,.0341358,264.6856,.0657055,265.7247,.000539,263.5799,-.0223216,262.8275,.0143681,264.035,-.0617553,261.5296,.0269999,264.4508,-.0291165,262.6039,.002774,263.6534,.0903334,266.5352,.1200752,267.5141,.0477692,265.1343,.1497365,268.4903,.0826887,266.2836,.1098262,267.1768,.0939071,266.6529,.0155884,264.0752,.0533051,265.3165,.0711261,265.9031,.0282207,264.4909,.0603085,265.547,-.0026381,263.4753,.0708104,265.8927,.0246515,264.3735,.0527388,265.2979,.0256294,264.4057,-.029246,262.5996,.0042654,263.7025,.0167193,264.1124,.1288815,267.804,.0735996,265.9845,.1017303,266.9103,.1179161,267.4431,.0662292,265.7419,.0660424,265.7357,.0210326,264.2544,.0500516,265.2094,.0602191,265.5441,.0173108,264.1319,.110617,267.2028,.0576367,265.4591
2013,"Indiana",267.273,0.001,0.00087,31.44753,5.30e-08,.0396537,.4918308,.031964,.1316633,14.20469,.742931,.1137966,.0875343,.0168417,.0026857,.0362107,.4285633,.028871,.0003902,.3823037,.6154256,.0022707,.7149576,.2071881,.0713644,.0064899,.0396537,267.273,-.0603137,263.9828,.1301763,270.2523,.0165611,266.5129,.0778471,268.53,.1121071,269.6576,-.0028901,265.8727,.0313278,266.999,-.0606633,263.9713,-.0216449,265.2555,.0102119,266.304,-.0664813,263.7798,.1022845,269.3343,.1589069,271.1979,.1845428,272.0417,.1000463,269.2607,.0552582,267.7866,.0912765,268.972,-.0058014,265.7769,.1269306,270.1455,.03615,267.1577,.068947,268.2371,.0231206,266.7288,.0570615,267.8459,.0852287,268.773,.0232599,266.7334,-.0237378,265.1866,.0096682,266.2861,-.0646566,263.8399,.0267856,266.8495,-.0271637,265.0739,.0015077,266.0175,.1333863,270.3579,.1594094,271.2144,.0896975,268.92,.1941349,272.3573,.1285774,270.1997,.1522691,270.9794,.1075432,269.5074,.0316614,267.0099,.0665575,268.1584,.0861479,268.8032,.0491417,267.5852,.0775793,268.5212,.017892,266.5567,.0935298,269.0462,.0501271,267.6177,.0750757,268.4388,.0255035,266.8073,-.0273972,265.0662,.0031367,266.0711,.0197321,266.6173,.1717508,271.6206,.1185987,269.8712,.1432512,270.6826,.1634368,271.347,.0831274,268.7038,.0867247,268.8222,.0445669,267.4347,.0701818,268.2777,.0853311,268.7763,.0202355,266.6339,.1552114,271.0763,.0807728,268.6263
2015,"Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,1.020142,268.2535,.9201965,264.9633,1.110687,271.2328,.9970703,267.4934,1.05835,269.5105,1.092621,270.6381,.9776001,266.8532,1.011841,267.9795,.9198303,264.9518,.9588623,266.236,.9907227,267.2845,.914032,264.7603,1.082794,270.3148,1.139404,272.1784,1.165039,273.0222,1.080536,270.2411,1.035767,268.7671,1.071777,269.9525,.9747009,266.7574,1.107422,271.126,1.016663,268.1382,1.049438,269.2176,1.003632,267.7093,1.037567,268.8264,1.065735,269.7535,1.003754,267.7139,.9567566,266.1671,.9901733,267.2666,.9158325,264.8204,1.007294,267.83,.9533386,266.0544,.9819946,266.998,1.113892,271.3384,1.139923,272.1949,1.07019,269.9005,1.174622,273.3378,1.10907,271.1802,1.132782,271.9599,1.088043,270.4879,1.012146,267.9904,1.047058,269.1389,1.06665,269.7837,1.029633,268.5657,1.058075,269.5017,.9983826,267.5372,1.074036,270.0267,1.03064,268.5982,1.055573,269.4193,1.006012,267.7878,.9530945,266.0467,.9836426,267.0516,1.000244,267.5978,1.152252,272.6011,1.099091,270.8517,1.123749,271.6631,1.143921,272.3275,1.063629,269.6843,1.06723,269.8027,1.025055,268.4152,1.05069,269.2582,1.065826,269.7568,1.000732,267.6144,1.135712,272.0568,1.061279,269.6068
1992,"Iowa",259.320,0.000,0.00000,859.08557,.8913966,.1423651,.5498509,0,0,13.83084,.9164169,.0383825,.0262308,.0189698,0,0,,,,.0456854,.9288903,.0254243,.8145655,.1854344,0,0,.1423651,259.3203,-.0951009,251.5047,,,.079312,257.2451,.016238,255.1692,.1068185,258.1504,.0522093,256.3531,,,-.1069237,251.1156,-.214078,247.5889,-.1328479,250.2624,-.1133722,250.9034,,,,,,,,,-.0317429,253.59,.0417035,256.0073,.0317805,255.6807,-.0034222,254.5221,-.0662447,252.4544,.0104573,254.9789,,,,,,,,,-.2184065,247.4464,-.1445468,249.8773,-.1198049,250.6916,-.2358757,246.8715,-.2262662,247.1877,-.151338,249.6538,,,,,,,,,,,,,-.0536608,252.8686,-.0777927,252.0744,-.0103617,254.2937,-.0910265,251.6388,,,,,,,,,,,,,-.2406085,246.7157,-.2265917,247.177,-.1576517,249.446,-.2486409,246.4513,,,,,,,,,-.1034586,251.2296,,,,,,,,,-.2493213,246.4289,,,,
1994,"Iowa",266.526,0.009,0.00741,15.13656,2.84e-08,.3498264,.5022986,0,.012081,13.80486,.9782728,.0050837,.0166435,0,0,0,,,,.0062772,.9458207,.0479021,.7958732,.1927568,.01137,0,.3498264,266.5256,.0929805,258.0722,,,.2867733,264.4504,.2464212,263.1223,.2752056,264.0697,.2716392,263.9523,,,.080635,257.6659,-.0049089,254.8504,.0155671,255.5243,.0777586,257.5712,,,,,,,,,.1970897,261.4987,.2087113,261.8812,.2452934,263.0852,.198507,261.5453,.1750878,260.7746,.1908299,261.2927,,,,,,,,,-.0106558,254.6613,.003456,255.1257,.0686999,257.2731,-.0557432,253.1773,-.0150261,254.5174,.001833,255.0723,,,,,,,,,,,,,.1448292,259.7787,.1573373,260.1903,.1637807,260.4024,.1211962,259.0009,,,,,,,,,,,,,-.0624004,252.9582,-.0184415,254.405,-.0069945,254.7818,-.0653471,252.8613,,,,,,,,,.1016068,258.3561,,,,,,,,,-.0695802,252.7219,,,,
2003,"Iowa",267.505,0.000,0.00038,14.21096,-1.51e-09,.187534,.5106394,.0198718,.1128285,14.04738,.9052017,.0343196,.0372792,.0156241,.0043628,.0032127,.169894,.0799572,.0135621,.218898,.7772217,.0038803,.7434248,.2057028,.0425687,.0083037,.187534,267.5048,-.0260902,260.4739,.0922824,264.3699,.1493241,266.2473,.2022209,267.9882,.2063958,268.1256,.1331304,265.7143,-.0251846,260.5037,-.0255894,260.4904,-.0088357,261.0418,-.0093063,261.0263,-.0286488,260.3897,.073532,263.7527,.1123408,265.03,.1101542,264.9581,.0692362,263.6114,.167728,266.853,.1683626,266.8738,.1231039,265.3843,.2148035,268.4023,.1489692,266.2356,.1487965,266.2299,-.0246635,260.5209,-.0095042,261.0198,-.0110731,260.9682,-.0268625,260.4485,-.0092212,261.0291,-.0088526,261.0413,-.0263218,260.4663,.0023522,261.41,-.0111725,260.9649,-.0130711,260.9024,.0951536,264.4644,.0920621,264.3626,.0660713,263.5072,.1235808,265.4,.0883233,264.2396,.0841356,264.1017,.1806405,267.278,.1395406,265.9252,.1388468,265.9024,.1595454,266.5836,-.0097128,261.0129,-.0103894,260.9907,-.0247207,260.519,-.0002672,261.3238,-.0110369,260.9694,-.0138347,260.8773,.0021547,261.4035,-.010011,261.0031,-.0107923,260.9774,-.0007827,261.3069,.1071575,264.8594,.0848578,264.1255,.0813475,264.01,.0978944,264.5546,.150331,266.2804,-.0001707,261.327,-.0098788,261.0075,-.0115543,260.9523,-.0025007,261.2503,.0005509,261.3507,.094897,264.4559,-.0010692,261.2974
