FIPS,year,profmean,profmean_stnd,female,sped,age,hispanic,asian,amind,free_lunch,red_lunch,miss_lunch,combo_pct_free_lunch,combo_pct_red_lunch,combo_pct_miss_lunch,admin_survey,wtdn,white,black,paid_lunch,lang_nr,lang_st,lang_mt,lang_om,score_oldway,score_m1,score_m2,score_m3,score_m4,score_m5,score_m6,score_m7,score_m8,score_m9,score_m10,score_m11,score_m12,score_m13,score_m14,score_m15,score_m16,score_m17,score_m18,score_m19,score_m20,score_m21,score_m22,score_m23,score_m24,score_m25,score_m26,score_m27,score_m28,score_m29,score_m30,score_m31,score_m32,score_m33,score_m34,score_m35,score_m36,score_m37,score_m38,score_m39,score_m40,score_m41,score_m42,score_m43,score_m44,score_m45,score_m46,score_m47,score_m48,score_m49,score_m50,score_m51,score_m52,score_m53,score_m54,score_m55,score_m56,score_m57,score_m58,score_m59,score_m60,score_m61,score_m62,score_m63,score_m64,score_m65,score_m66,score_m67,score_m68,score_m69,score_m70,score_m71,score_m72,score_m73,score_m74,score_m75,score_m76,score_m77,score_m78,score_m79,score_m80,score_m81,score_m82,score_m83,score_m84,score_m85,score_m86,score_m87,score_m88,score_m89,score_m90,score_m91,score_m92,score_m93,score_m94,score_m95,score_m96
"Alabama",2019,256.379,,,,,,,,,,,,,,,,,,,,,,,,256.3792,256.0441,259.5646,254.3838,255.2299,257.6458,256.3792,258.5117,255.9456,254.8417,257.0532,256.0441,257.6669,258.248,260.4662,259.5646,253.5425,255.6695,254.3838,256.1627,255.2299,257.6458,258.2151,257.0414,259.2054,258.5117,254.8154,256.952,255.9456,255.6083,254.8417,257.0532,256.6473,258.5771,257.6669,258.8897,258.248,260.4662,254.5146,253.5425,255.6695,256.1627,256.8539,258.9149,258.2151,257.5734,257.0414,259.2054,255.5949,254.8154,256.952,255.6083,257.3165,256.6473,258.5771,258.8897,254.5146,257.4012,256.8539,258.9149,257.5734,255.5949,257.3165,257.4012,257.9008,257.4015,256.1901,256.7032,258.8575,257.9008,257.2001,256.0641,258.1731,257.4015,255.2607,257.1636,256.1901,257.3777,256.7032,258.8575,255.9507,257.9792,257.2001,256.6454,256.0641,258.1731,255.9702,255.2607,257.1636,257.3777,256.5499,255.9507,257.9792,256.6454,255.9702,256.5499
"Alaska",2003,256.410,-.149578,.4880283,.1291653,14.04318,.0411426,.0628148,.2544554,.1891348,.0623601,.0707297,.1891348,.0623601,.0707297,,3.97,.5789813,.040593,.6489033,,,,,,256.4096,255.4359,254.0245,259.5814,257.5641,256.9832,256.4096,254.2647,258.1818,256.4401,255.8915,255.4359,256.7352,255.3141,254.5879,254.0245,260.2862,260.2159,259.5814,257.9176,257.5641,256.9832,256.8527,255.4109,254.7669,254.2647,258.6857,258.6316,258.1818,256.7214,256.4401,255.8915,257.625,257.405,256.7352,255.6474,255.3141,254.5879,260.7121,260.2862,260.2159,257.9176,257.5277,257.3767,256.8527,255.7192,255.4109,254.7669,258.9885,258.6857,258.6316,256.7214,258.0548,257.625,257.405,255.6474,260.7121,257.8732,257.5277,257.3767,255.7192,258.9885,258.0548,257.8732,254.0245,254.2647,256.7352,255.3141,254.5879,254.0245,256.8527,255.4109,254.7669,254.2647,257.625,257.405,256.7352,255.6474,255.3141,254.5879,257.5277,257.3767,256.8527,255.7192,255.4109,254.7669,258.0548,257.625,257.405,255.6474,257.8732,257.5277,257.3767,255.7192,258.0548,257.8732
"Alaska",2005,258.721,-.0512997,.4975642,.1065733,14.07806,.0375589,.0700679,.2523887,.2694637,.0447215,.0163536,.2502246,.0472866,.0259764,,3.90,.5735525,.0490771,.6626289,,,,,,258.7213,257.5161,257.0658,262.3889,259.2062,259.504,258.7213,256.8984,260.7828,257.8886,258.1814,257.5161,260.0891,257.6551,257.7449,257.0658,262.4044,263.2462,262.3889,259.7335,259.2062,259.504,259.913,257.3484,257.5164,256.8984,260.5983,261.4408,260.7828,258.3451,257.8886,258.1814,260.2677,260.8901,260.0891,258.0877,257.6551,257.7449,263.025,262.4044,263.2462,259.7335,259.8505,260.5567,259.913,257.7611,257.3484,257.5164,261.0829,260.5983,261.4408,258.3451,260.8155,260.2677,260.8901,258.0877,263.025,260.3088,259.8505,260.5567,257.7611,261.0829,260.8155,260.3088,256.8699,256.767,259.9142,257.4758,257.5577,256.8699,259.7925,257.235,257.3963,256.767,260.106,260.7251,259.9142,257.9137,257.4758,257.5577,259.7456,260.4479,259.7925,257.655,257.235,257.3963,260.6602,260.106,260.7251,257.9137,260.2115,259.7456,260.4479,257.655,260.6602,260.2115
"Alaska",2007,258.798,-.0682546,.4911802,.1041542,14.07638,.0426183,.0741565,.2572041,.3205326,.0520447,.0037134,.3173181,.0559546,.0046335,,3.63,.5477965,.0460187,.6237093,,,,,,258.7985,257.537,258.0266,263.4481,259.3314,259.5489,258.7985,257.5407,261.6559,257.9624,258.164,257.537,261.7157,258.5813,258.6482,258.0266,263.3907,264.2845,263.4481,259.8341,259.3314,259.5489,261.2798,257.9521,258.0802,257.5407,261.3811,262.2744,261.6559,258.3896,257.9624,258.164,261.7761,262.4728,261.7157,258.9768,258.5813,258.6482,263.9997,263.3907,264.2845,259.8341,261.0616,261.8487,261.2798,258.3118,257.9521,258.0802,261.8411,261.3811,262.2744,258.3896,262.2979,261.7761,262.4728,258.9768,263.9997,261.4728,261.0616,261.8487,258.3118,261.8411,262.2979,261.4728,258.1696,257.6378,261.8441,258.7089,258.7845,258.1696,261.3696,258.0329,258.1687,257.6378,261.8917,262.5937,261.8441,259.1005,258.7089,258.7845,261.1369,261.9297,261.3696,258.3872,258.0329,258.1687,262.4088,261.8917,262.5937,259.1005,261.5425,261.1369,261.9297,258.3872,262.4088,261.5425
"Alaska",2009,259.449,-.0879272,.4827552,.1128163,14.05659,.0572133,.0853994,.2238757,.3124135,.0543074,.0121546,.2635239,.0543074,.0644798,,3.63,.5294648,.0377499,.6159643,,,,,,259.4494,257.6409,258.0406,261.2485,260.111,259.9099,259.4494,257.3378,259.4875,258.27,258.015,257.6409,259.5889,258.7712,258.4575,258.0406,261.6546,261.7482,261.2485,260.4057,260.111,259.9099,259.0381,257.9905,257.6859,257.3378,259.7822,259.8575,259.4875,258.509,258.27,258.015,260.0915,260.0728,259.5889,259.025,258.7712,258.4575,261.9972,261.6546,261.7482,260.4057,259.3853,259.4007,259.0381,258.2091,257.9905,257.6859,260.0367,259.7822,259.8575,258.509,260.4072,260.0915,260.0728,259.025,261.9972,259.629,259.3853,259.4007,258.2091,260.0367,260.4072,259.629,257.3876,256.8899,258.9951,258.2059,257.8558,257.3876,258.6241,257.6334,257.2975,256.8899,259.5742,259.535,258.9951,258.491,258.2059,257.8558,259.0528,259.047,258.6241,257.8901,257.6334,257.2975,259.9258,259.5742,259.535,258.491,259.3361,259.0528,259.047,257.8901,259.9258,259.3361
"Alaska",2011,261.285,-.0719768,.4877146,.1167033,14.05668,.0584055,.0959237,.2183926,.3607701,.0534463,.0032288,.3289768,.0524761,.0444775,,3.64,.5185938,.041626,.5825548,,,,,,261.2852,258.9851,259.7033,263.3168,261.9605,261.8114,261.2852,258.7011,261.1377,259.6518,259.4292,258.9851,261.4533,260.4518,260.1767,259.7033,263.7078,263.8875,263.3168,262.3006,261.9605,261.8114,260.6795,259.3797,259.1067,258.7011,261.4177,261.577,261.1377,259.939,259.6518,259.4292,261.9471,262.0023,261.4533,260.7425,260.4518,260.1767,264.1027,263.7078,263.8875,262.3006,261.006,261.102,260.6795,259.6373,259.3797,259.1067,261.723,261.4177,261.577,259.939,262.3084,261.9471,262.0023,260.7425,264.1027,261.2928,261.006,261.102,259.6373,261.723,262.3084,261.2928,259.4429,258.5184,261.2118,260.24,259.9464,259.4429,260.5091,259.2461,258.9572,258.5184,261.7498,261.7934,261.2118,260.5492,260.24,259.9464,260.8807,260.9653,260.5091,259.525,259.2461,258.9572,262.132,261.7498,261.7934,260.5492,261.1897,260.8807,260.9653,259.525,262.132,261.1897
"Alaska",2013,261.256,-.1506351,.485788,.1359731,14.05274,.0726492,.0956028,.2457209,.4312424,.0211311,.0023636,.3326576,.0211311,.1168171,,3.56,.4746593,.0362683,.5452629,,,,,,261.2561,259.6678,260.5374,263.5676,262.2552,261.8336,261.2561,259.7613,261.9517,260.6217,260.1534,259.6678,262.4038,261.5404,261.0214,260.5374,264.2296,264.1951,263.5676,262.6179,262.2552,261.8336,261.8215,260.6868,260.174,259.7613,262.4839,262.4321,261.9517,260.9263,260.6217,260.1534,263.1268,262.9673,262.4038,261.8301,261.5404,261.0214,264.6526,264.2296,264.1951,262.6179,262.3713,262.2516,261.8215,260.9407,260.6868,260.174,262.8076,262.4839,262.4321,260.9263,263.4893,263.1268,262.9673,261.8301,264.6526,262.6551,262.3713,262.2516,260.9407,262.8076,263.4893,262.6551,259.1018,258.7744,261.0956,260.3053,259.7044,259.1018,260.9084,259.9066,259.3237,258.7744,261.9945,261.7885,261.0956,260.6674,260.3053,259.7044,261.6445,261.4772,260.9084,260.248,259.9066,259.3237,262.4399,261.9945,261.7885,260.6674,262.0194,261.6445,261.4772,260.248,262.4399,262.0194
"Alaska",2015,260.317,-.1125243,.4761915,.1290931,14.02102,.0643042,.1031984,.2489701,.4568012,.0124782,.0061426,.4459671,.0171756,.0061426,,4.56,.4624169,.0332033,.5241231,,,,,,260.317,258.1778,259.401,262.309,260.6288,260.5482,260.317,258.3042,260.3377,258.4861,258.3138,258.1778,261.0431,259.7772,259.6103,259.401,262.3629,262.5739,262.309,260.7776,260.6288,260.5482,260.2491,258.6031,258.4088,258.3042,260.2748,260.4698,260.3377,258.5697,258.4861,258.3138,261.1939,261.3084,261.0431,259.9043,259.7772,259.6103,262.5522,262.3629,262.5739,260.7776,260.2171,260.3669,260.2491,258.6653,258.6031,258.4088,260.3732,260.2748,260.4698,258.5697,261.3718,261.1939,261.3084,259.9043,262.5522,260.3018,260.2171,260.3669,258.6653,260.3732,261.3718,260.3018,259.6331,258.4634,261.2539,259.9786,259.8255,259.6331,260.3965,258.7305,258.5482,258.4634,261.378,261.5007,261.2539,260.0955,259.9786,259.8255,260.3358,260.4942,260.3965,258.7799,258.7305,258.5482,261.5441,261.378,261.5007,260.0955,260.4073,260.3358,260.4942,258.7799,261.5441,260.4073
"Alaska",2017,257.668,-.229067,.484465,.1274872,14.00359,.0663512,.0998537,.2315623,.4691395,.0024703,.0022471,.4847279,.0098533,.0022471,,4.22,.4717491,.0314549,.5253377,0,0,0,0,,257.6675,255.2579,257.6115,259.6883,257.6925,257.9059,257.6675,256.0428,257.5256,255.2964,255.3956,255.2579,259.1798,257.6587,257.7963,257.6115,259.469,259.9609,259.6883,257.8581,257.6925,257.9059,258.0291,256.0026,256.1008,256.0428,257.1877,257.6591,257.5256,255.3925,255.2964,255.3956,259.0247,259.4171,259.1798,257.78,257.6587,257.7963,259.6771,259.469,259.9609,257.8581,257.6651,258.1001,258.0291,256.0442,256.0026,256.1008,257.2996,257.1877,257.6591,255.3925,259.1949,259.0247,259.4171,257.78,259.6771,257.7292,257.6651,258.1001,256.0442,257.2996,259.1949,257.7292,258.4788,256.6279,259.956,258.4442,258.6241,258.4788,258.567,256.4995,256.6347,256.6279,259.7341,260.1489,259.956,258.5419,258.4442,258.6241,258.1261,258.586,258.567,256.5087,256.4995,256.6347,259.8761,259.7341,260.1489,258.5419,258.1563,258.1261,258.586,256.5087,259.8761,258.1563
"Alaska",2019,256.500,,,,,,,,,,,,,,,,,,,,,,,,256.5003,254.0907,256.4443,258.5211,256.5253,256.7387,256.5003,254.8757,256.3585,254.1292,254.2284,254.0907,258.0127,256.4915,256.6291,256.4443,258.3018,258.7937,258.5211,256.6909,256.5253,256.7387,256.8619,254.8354,254.9337,254.8757,256.0205,256.492,256.3585,254.2253,254.1292,254.2284,257.8575,258.2499,258.0127,256.6128,256.4915,256.6291,258.5099,258.3018,258.7937,256.6909,256.4979,256.9329,256.8619,254.877,254.8354,254.9337,256.1324,256.0205,256.492,254.2253,258.0277,257.8575,258.2499,256.6128,258.5099,256.562,256.4979,256.9329,254.877,256.1324,258.0277,256.562,257.3116,255.4607,258.7888,257.277,257.4569,257.3116,257.3998,255.3323,255.4676,255.4607,258.5669,258.9817,258.7888,257.3747,257.277,257.4569,256.959,257.4188,257.3998,255.3416,255.3323,255.4676,258.709,258.5669,258.9817,257.3747,256.9892,256.959,257.4188,255.3416,258.709,256.9892
"Arizona",1998,260.800,.0087466,.4969926,.0422492,14.0577,.3071521,.0219113,.057249,.2816199,.0542539,.1229491,.2816199,.0542539,.1229491,1,26.90,.5692375,.0435686,.530638,.5070577,.3367356,.1460514,.0101553,,260.8002,262.1085,261.6066,262.4551,259.9867,261.267,261.65,262.2438,262.4946,261.1989,262.6157,261.9957,262.7784,260.85,261.9965,261.9808,261.4911,262.9595,262.7246,260.3465,260.8341,262.2114,262.5758,261.4095,262.7133,262.1497,261.5635,262.9998,262.3941,261.597,261.096,262.5122,261.9035,263.2236,262.8268,261.1335,261.249,262.4567,261.903,261.7998,263.2943,261.2749,261.7215,263.0528,262.4947,261.764,261.3207,262.6263,261.9712,261.4686,262.9084,261.5025,262.2451,262.0008,263.3283,261.6005,262.2649,262.0917,261.6422,262.9779,261.6819,261.8843,262.3857,262.0183,261.6066,262.2438,262.7784,260.85,261.9965,261.9808,262.5758,261.4095,262.7133,262.1497,261.9035,263.2236,262.8268,261.1335,261.249,262.4567,261.7215,263.0528,262.4947,261.764,261.3207,262.6263,262.2451,262.0008,263.3283,261.6005,262.0917,261.6422,262.9779,261.6819,262.3857,262.0183
"Arizona",2002,256.735,-.1672364,.4856158,.0774852,14.01916,.3073609,.0240521,.0611044,.2717799,.078291,.0949162,.2717799,.078291,.0949162,1,29.80,.561169,.0427302,.5173354,.4597344,.3402914,.1530138,.0469603,,256.7349,258.8459,257.2058,259.1836,256.228,257.0353,257.4424,258.5163,259.6556,258.2178,259.2047,258.5203,259.0375,256.7351,257.4627,257.4668,258.4126,259.526,259.2166,256.4589,256.9617,257.8341,259.2764,257.9883,258.88,258.2434,258.923,260.012,259.3631,258.4987,257.9389,258.8857,258.3523,259.3583,258.9193,256.921,257.0491,257.8097,258.6978,258.5121,259.6182,257.2653,258.6455,259.649,259.0323,258.2587,257.7514,258.61,259.214,258.6683,259.726,258.2242,258.6006,258.3064,259.2927,257.2987,258.8425,258.9333,258.4305,259.4068,258.0241,258.9634,258.593,258.7198,257.2058,258.5163,259.0375,256.7351,257.4627,257.4668,259.2764,257.9883,258.88,258.2434,258.3523,259.3583,258.9193,256.921,257.0491,257.8097,258.6455,259.649,259.0323,258.2587,257.7514,258.61,258.6006,258.3064,259.2927,257.2987,258.9333,258.4305,259.4068,258.0241,258.593,258.7198
