grade,subject,year,FIPS,white,black,hispanic,asian,amind,multirace_unclass,free_lunch,red_lunch,miss_lunch,no_freelunch,combo_pct_free_lunch,combo_pct_red_lunch,combo_pct_miss_lunch,lep,sped,testage,nonEnglish_neverathome,nonEnglish_sometimesathome,nonEnglish_alwaysathome,nonEnglish_miss,unadj_score,adj_race_03,adj_lunch_03,adj_LEP_03,adj_SPED_03,adj_age_03,adj_Enlang_03,adj_racelunch_03,adj_raceLEP_03,adj_raceSPED_03,adj_raceage_03,adj_raceEnlang_03,adj_lunchLEP_03,adj_lunchSPED_03,adj_lunchage_03,adj_lunchEnlang_03,adj_LEPSPED_03,adj_LEPage_03,adj_LEPEnlang_03,adj_SPEDage_03,adj_SPEDEnlang_03,adj_ageEnlang_03,adj_racelunchLEP_03,adj_racelunchSPED_03,adj_racelunchage_03,adj_racelunchEnlang_03,adj_raceLEPSPED_03,adj_raceLEPage_03,adj_raceLEPEnlang_03,adj_raceSPEDage_03,adj_raceSPEDEnlang_03,adj_raceageEnlang_03,adj_lunchLEPSPED_03,adj_lunchLEPage_03,adj_lunchLEPEnlang_03,adj_lunchSPEDage_03,adj_lunchSPEDEnlang_03,adj_lunchageEnlang_03,adj_LEPSPEDage_03,adj_LEPSPEDEnlang_03,adj_LEPageEnlang_03,adj_SPEDageEnlang_03,adj_racelunchLEPSPED_03,adj_racelunchLEPage_03,adj_racelunchLEPEnlang_03,adj_racelunchSPEDage_03,adj_racelunchSPEDEnlang_03,adj_racelunchageEnlang_03,adj_raceLEPSPEDage_03,adj_raceLEPSPEDEnlang_03,adj_raceLEPageEnlang_03,adj_raceSPEDageEnlang_03,adj_lunchLEPSPEDage_03,adj_lunchLEPSPEDEnlang_03,adj_lunchLEPageEnlang_03,adj_lunchSPEDageEnlang_03,adj_LEPSPEDageEnlang_03,adj_racelunchLEPSPEDage_03,adj_racelunchLEPSPEDEnlang_03,adj_racelunchLEPageEnlang_03,adj_racelunchSPEDageEnlang_03,adj_raceLEPSPEDageEnlang_03,adj_lunchLEPSPEDageEnlang_03,adj_racelunchLEPSPEDageEnlang_03,adj_Clunch_03,adj_raceClunch_03,adj_ClunchLEP_03,adj_ClunchSPED_03,adj_Clunchage_03,adj_ClunchEnlang_03,adj_raceClunchLEP_03,adj_raceClunchSPED_03,adj_raceClunchage_03,adj_raceClunchEnlang_03,adj_ClunchLEPSPED_03,adj_ClunchLEPage_03,adj_ClunchLEPEnlang_03,adj_ClunchSPEDage_03,adj_ClunchSPEDEnlang_03,adj_ClunchageEnlang_03,adj_raceClunchLEPSPED_03,adj_raceClunchLEPage_03,adj_raceClunchLEPEnlang_03,adj_raceClunchSPEDage_03,adj_raceClunchSPEDEnlang_03,adj_raceClunchageEnlang_03,adj_ClunchLEPSPEDage_03,adj_ClunchLEPSPEDEnlang_03,adj_ClunchLEPageEnlang_03,adj_ClunchSPEDageEnlang_03,adj_raceClunchLEPSPEDage_03,adj_raceClunchLEPSPEDEnlang_03,adj_raceClunchLEPageEnlang_03,adj_raceClunchSPEDageEnlang_03,adj_ClunchLEPSPEDageEnlang_03,adj_raceCluncLEPSPEDageEnlang_03,adj_race,adj_lunch,adj_LEP,adj_SPED,adj_age,adj_Enlang,adj_racelunch,adj_raceLEP,adj_raceSPED,adj_raceage,adj_raceEnlang,adj_lunchLEP,adj_lunchSPED,adj_lunchage,adj_lunchEnlang,adj_LEPSPED,adj_LEPage,adj_LEPEnlang,adj_SPEDage,adj_SPEDEnlang,adj_ageEnlang,adj_racelunchLEP,adj_racelunchSPED,adj_racelunchage,adj_racelunchEnlang,adj_raceLEPSPED,adj_raceLEPage,adj_raceLEPEnlang,adj_raceSPEDage,adj_raceSPEDEnlang,adj_raceageEnlang,adj_lunchLEPSPED,adj_lunchLEPage,adj_lunchLEPEnlang,adj_lunchSPEDage,adj_lunchSPEDEnlang,adj_lunchageEnlang,adj_LEPSPEDage,adj_LEPSPEDEnlang,adj_LEPageEnlang,adj_SPEDageEnlang,adj_racelunchLEPSPED,adj_racelunchLEPage,adj_racelunchLEPEnlang,adj_racelunchSPEDage,adj_racelunchSPEDEnlang,adj_racelunchageEnlang,adj_raceLEPSPEDage,adj_raceLEPSPEDEnlang,adj_raceLEPageEnlang,adj_raceSPEDageEnlang,adj_lunchLEPSPEDage,adj_lunchLEPSPEDEnlang,adj_lunchLEPageEnlang,adj_lunchSPEDageEnlang,adj_LEPSPEDageEnlang,adj_racelunchLEPSPEDage,adj_racelunchLEPSPEDEnlang,adj_racelunchLEPageEnlang,adj_racelunchSPEDageEnlang,adj_raceLEPSPEDageEnlang,adj_lunchLEPSPEDageEnlang,adj_racelunchLEPSPEDageEnlang,adj_Clunch,adj_raceClunch,adj_ClunchLEP,adj_ClunchSPED,adj_Clunchage,adj_ClunchEnlang,adj_raceClunchLEP,adj_raceClunchSPED,adj_raceClunchage,adj_raceClunchEnlang,adj_ClunchLEPSPED,adj_ClunchLEPage,adj_ClunchLEPEnlang,adj_ClunchSPEDage,adj_ClunchSPEDEnlang,adj_ClunchageEnlang,adj_raceClunchLEPSPED,adj_raceClunchLEPage,adj_raceClunchLEPEnlang,adj_raceClunchSPEDage,adj_raceClunchSPEDEnlang,adj_raceClunchageEnlang,adj_ClunchLEPSPEDage,adj_ClunchLEPSPEDEnlang,adj_ClunchLEPageEnlang,adj_ClunchSPEDageEnlang,adj_raceClunchLEPSPEDage,adj_raceClunchLEPSPEDEnlang,adj_raceClunchLEPageEnlang,adj_raceClunchSPEDageEnlang,adj_ClunchLEPSPEDageEnlang,adj_raceCluncLEPSPEDageEnlang
4th grade,reading,2019,CALIFORNIA,,,,,,,,,,,,,,,,,,,,,224.12659,236.79535,215.10001,227.46638,220.01866,221.89035,212.98373,223.07722,227.51515,229.23758,226.94128,224.65733,227.22591,214.23917,221.97258,219.66602,231.62492,221.6377,214.42477,228.88806,224.09706,212.78958,237.64029,222.55167,226.55478,237.95909,231.62807,212.89977,230.24652,231.19565,235.26942,225.87448,227.50284,230.77916,232.16528,221.83176,224.84097,219.41241,225.78282,211.06718,228.9321,207.30492,238.9705,218.83278,230.2986,218.77005,230.25372,224.18564,231.43201,222.22366,225.99277,224.63208,215.56854,221.86717,216.83942,227.40453,223.85637,216.76025,231.64,214.62233,220.29506,225.57524,229.0573,216.48143,220.40884,233.54001,216.82039,216.04875,226.70996,232.63788,227.51738,225.54839,227.41211,237.63496,219.10435,233.95358,223.12976,211.26727,215.37807,211.47775,227.70526,226.62932,230.70439,225.34756,232.5507,225.60582,232.90338,237.37228,223.10393,229.42274,228.25114,233.86151,227.22089,236.32016,219.48083,216.76196,229.01552,210.93581,212.84784,205.7401,212.37067,223.48834,221.34402,222.28784,229.40685,226.70868,232.58157,227.96327,220.41104,209.95088,231.91074,214.21208,222.97839,221.74892,213.36806,218.48108,213.16586,223.13095,227.37111,215.8904,226.13997,214.65038,229.09317,222.44608,214.02821,217.75583,233.20639,233.11871,230.4733,217.97406,225.28139,222.41728,221.42233,226.37498,210.08009,216.31503,220.39313,214.32358,218.62622,227.18738,231.50095,211.17641,214.1151,229.99617,218.46053,230.42615,231.39743,221.90189,227.30875,230.99182,226.96016,209.19725,226.22964,222.01762,224.52966,212.50851,216.629,217.90225,217.88097,211.01111,231.9567,225.2298,212.64801,220.58865,215.96117,230.29666,234.10873,215.71657,234.61047,227.48529,215.4274,231.98196,229.96988,208.47536,221.0013,214.97932,233.90359,227.19232,213.60269,212.26498,232.46906,217.27875,222.17397,223.11359,215.00565,215.69464,224.01978,220.73744,229.60413,222.16003,217.32019
4th grade,reading,1998,COLORADO,96.1%,23.3%,9.2%,12.7%,2.2%,15.1%,0.0%,17.6%,27.5%,78.8%,43.3%,8.1%,10.7%,0.0%,0.0%,10.18044,43.30%,52.20%,0.00%,24.80%,232.94913,208.74127,213.78268,220.54195,211.23616,217.05661,207.68707,222.69975,225.18274,229.6411,228.61821,208.48486,227.02985,209.07761,213.16162,221.67999,229.46169,209.37881,222.03281,214.72931,215.31512,207.81097,214.18144,216.39726,204.98949,214.14734,222.80444,211.18816,211.07971,209.17389,218.1255,220.73825,219.23431,209.55023,221.88359,214.96765,222.31992,204.62862,222.63069,225.4621,223.58977,224.31006,213.05096,224.52731,211.5125,213.94031,218.12355,225.8029,209.15536,223.67387,225.9446,219.61041,217.74261,217.48317,223.17305,222.11246,213.63608,220.13522,207.09514,225.58153,212.85295,211.00034,205.02681,217.45178,210.91737,206.8093,206.87035,217.24948,218.09473,213.44841,221.46025,223.96487,219.18517,211.14386,226.9334,217.86691,216.67781,216.68822,224.25784,211.00259,215.06311,216.23122,224.69923,225.92699,223.11867,216.62054,208.27487,205.98271,208.31052,225.9915,218.32095,219.20464,214.25787,205.28894,211.86967,219.81548,216.41176,223.89673,212.60065,216.63428,212.5224,225.35666,217.77229,217.69023,230.26862,217.97211,216.47644,224.84621,218.76884,207.82016,227.85835,227.39699,213.52731,216.93846,214.69539,210.78772,222.35252,213.31693,215.15572,223.44452,219.49101,207.78075,231.39456,213.3564,209.45236,217.23164,219.72762,217.06532,211.78391,219.63382,223.8847,212.00072,215.27068,209.64839,230.54315,229.82664,222.63631,217.25369,212.05785,206.51079,220.17073,229.13467,220.84055,222.82736,225.57707,217.48808,208.12704,210.77899,227.627,210.84702,226.77962,233.02512,225.28458,219.3576,219.9191,220.28506,229.07407,215.62802,221.26353,218.14372,210.6868,221.57918,226.30913,229.89421,211.35399,224.69943,213.00934,206.25208,217.95062,211.28166,214.51183,227.25645,214.84782,213.13004,211.96609,211.30621,228.9413,213.82344,217.94283,209.04889,216.39246,210.8468,224.06616,212.61449,215.48514,225.37808,226.21518,228.22621,222.46359,220.88521,208.8504
4th grade,reading,2003,COLORADO,51.4%,6.7%,9.1%,29.9%,0.0%,10.7%,34.0%,1.9%,0.0%,74.3%,10.3%,5.4%,8.9%,0.0%,36.6%,10.136633,51.80%,49.70%,0.00%,8.70%,219.37764,214.10364,229.39272,223.79172,228.10316,215.46544,221.40741,214.72018,210.71043,228.50648,219.0141,224.14201,226.63412,228.92357,217.91103,208.27356,227.44263,222.58507,215.24556,212.97021,220.44496,216.05031,212.95226,230.28796,225.54802,226.226,230.63806,217.23376,215.17912,229.4005,211.93378,222.71574,209.48558,217.0183,216.53525,211.69279,217.78926,213.07491,226.30643,223.85229,217.67738,219.06364,226.91409,215.06795,224.80632,223.55281,214.28688,211.79697,216.13213,227.24947,219.89366,221.80566,223.31731,208.54623,208.49605,210.01622,219.1196,227.20769,230.32332,209.43463,216.6134,225.14969,222.76018,226.69536,217.01369,216.09755,228.46689,215.97122,218.10159,213.68443,218.85481,209.10811,224.77287,213.62534,216.13942,211.94623,208.52861,217.26033,214.66087,223.71391,228.09236,219.14299,218.97763,211.03067,214.04308,209.55753,223.10452,227.92378,221.04359,214.2131,222.23248,228.84218,214.12267,212.56508,209.84294,210.08,228.20566,224.64246,232.98595,218.3595,217.68964,222.621,223.49321,226.99466,215.11499,229.82135,208.8783,208.93269,221.07222,217.25763,220.59483,234.39992,231.45341,218.84021,222.11165,216.52203,212.20018,212.11197,208.97284,220.07135,208.92047,221.14758,231.49573,220.02371,224.57285,232.08354,231.21951,226.94934,227.39728,227.09924,230.04932,231.67683,226.10464,233.03305,214.81522,223.54819,211.90315,229.14023,208.16289,208.06496,224.6839,214.80476,221.56903,224.98499,208.51628,229.37857,209.407,219.88184,230.27548,212.9351,209.31818,231.85988,218.60039,208.19531,213.2132,217.15086,227.96432,217.43483,225.16933,223.9124,230.98631,222.80922,221.63486,210.60666,211.55531,219.0715,229.09789,225.07147,212.85568,222.72583,218.91815,208.57095,226.07954,218.99767,214.45824,214.18932,220.83476,230.5433,225.04352,207.93079,211.22301,211.12363,216.0968,225.22449,221.45346,229.70105,221.96825,229.34613,208.71626,231.29312,218.61394
4th grade,reading,2005,COLORADO,35.0%,23.6%,10.1%,5.9%,0.0%,6.8%,55.2%,3.2%,0.0%,78.3%,23.4%,30.1%,5.0%,1.2%,23.2%,9.8056107,67.60%,37.40%,0.90%,0.00%,233.13879,216.50888,213.92212,220.20634,214.97575,224.5799,219.69029,217.98315,220.42764,224.78603,222.96243,225.38545,216.42146,220.81926,212.24832,231.16438,213.32329,213.78867,221.07854,232.93082,232.26808,214.34555,213.07668,232.89246,223.82314,218.59192,215.70357,222.32474,221.3298,232.74905,219.26459,214.94249,210.84306,218.80556,215.84056,209.92413,216.02609,211.97226,235.89944,224.28964,212.65652,214.74725,228.95959,229.52817,215.58673,210.87547,224.82982,226.59468,225.01587,219.2435,225.08618,222.8165,231.78537,219.58153,231.4066,225.24998,226.20219,220.48112,223.38757,215.54805,232.56209,220.71165,210.10387,209.12582,222.07014,213.47896,216.83206,215.03375,214.66237,221.25148,208.85443,225.01276,215.65549,230.75757,216.5491,211.04614,221.40546,212.71504,213.5298,222.97121,218.59651,210.51778,216.31902,227.49463,218.59303,211.74615,231.31918,211.57178,220.67793,218.27022,210.81281,218.48843,214.07672,230.07491,210.25339,230.00766,221.26584,231.91428,214.73276,225.41095,212.16789,215.67104,217.55475,219.37843,233.90851,214.18143,224.62733,210.93097,221.37042,225.80733,222.51563,217.20648,213.32666,220.15898,227.92592,226.47018,220.43831,216.14409,227.48538,231.35701,217.06001,217.63823,228.40976,218.55444,223.83026,211.25998,229.16748,228.93565,213.00337,214.52133,220.05864,210.90363,226.41727,215.3139,231.39464,232.10379,218.55289,210.3912,210.29144,217.11734,224.07689,227.211,222.8868,228.09164,219.42932,213.80913,227.34319,212.73546,225.87238,224.87366,228.83981,234.78052,230.51501,210.93394,225.94963,219.24319,216.32346,213.38707,222.93521,212.23627,214.69234,223.22258,210.8419,228.24287,209.17238,232.23642,213.07776,223.71327,227.59721,228.32353,230.13658,231.59367,228.55269,218.64075,231.07338,216.5047,210.758,228.70314,217.93597,212.15533,224.67604,221.01624,210.92574,213.74991,210.68144,231.19931,223.74965,230.40759,222.47455,231.95023,215.95963
4th grade,reading,2007,COLORADO,36.4%,6.5%,0.0%,0.0%,0.0%,0.0%,48.9%,0.0%,2.9%,58.1%,43.4%,0.0%,0.0%,41.5%,24.3%,10.210022,29.00%,13.10%,0.00%,0.00%,230.68874,229.69257,228.58163,231.40686,216.37488,221.9774,224.93903,224.34396,217.57057,224.42513,221.54846,214.17096,222.72476,219.42241,219.88327,219.57143,227.52937,228.00917,235.0069,232.8985,222.26057,214.101,233.1051,225.93472,220.47972,220.90553,212.09041,219.54329,227.89763,225.78854,216.54611,230.51591,225.11221,218.95114,220.65784,232.24995,230.53416,222.06291,228.59109,232.68016,217.06206,232.30351,233.94479,230.37187,227.12184,231.31581,218.04236,221.76537,217.52274,226.3923,227.12561,219.9325,234.58502,222.87653,230.53583,225.82224,233.56035,225.10991,214.93896,230.81737,233.17639,219.2541,213.23688,227.77821,218.51089,230.19894,225.56335,212.93163,226.33809,230.10959,218.79669,221.11708,229.0815,221.72252,223.34866,229.06262,215.49458,222.27368,216.34201,230.69397,220.45116,221.26762,221.08456,228.80135,215.62018,217.19548,217.71457,211.68292,221.08463,214.88081,225.80977,217.46156,232.105,231.53065,229.1076,213.15804,220.9079,226.509,218.68231,234.03909,229.06075,224.73474,224.68997,229.64496,211.2146,211.56148,223.1058,229.26637,209.66779,229.82381,212.03999,219.18181,218.5945,217.81909,226.9162,219.33997,234.37914,230.42223,230.72165,230.62978,228.18622,220.23402,228.48047,231.87753,213.51254,210.49413,232.45013,216.81921,221.56046,217.12628,230.66013,219.31079,230.45052,220.62766,225.47638,216.45027,233.56145,218.21725,220.52948,212.55394,227.75835,224.17638,224.8078,225.30898,231.22099,232.76849,229.68938,222.60837,214.95512,227.38499,231.32767,214.99599,221.78748,218.86215,229.58659,221.1024,223.64009,227.11217,214.74701,211.39674,219.61417,211.9481,227.87601,223.61307,218.43253,214.02773,217.91537,229.40146,215.05,234.03918,225.62329,219.94765,211.22974,231.91805,219.63545,212.1004,229.6004,209.85513,215.06497,216.72382,214.45959,229.92484,215.15135,225.657,232.91415,218.01578,220.32684,233.44139,211.84831,210.76903,217.8494
4th grade,reading,2009,COLORADO,90.1%,0.0%,12.1%,18.3%,4.9%,0.0%,14.3%,0.0%,3.0%,75.0%,38.9%,23.5%,0.0%,0.0%,28.3%,10.177109,58.30%,18.90%,9.40%,15.40%,218.03731,228.3228,232.59229,225.25618,231.66742,234.45526,221.19055,229.7993,217.52951,235.91977,218.1658,234.01828,215.07281,231.48323,212.51091,234.70006,218.45302,234.02585,235.15288,220.20999,220.07747,218.12027,230.10005,221.0569,234.69443,211.94667,220.60324,226.27513,214.84187,227.07489,235.35751,233.18167,224.13811,221.48663,233.28694,222.23576,224.07822,235.65121,218.26073,214.42644,236.84973,233.99045,230.13141,226.30463,225.36443,232.48715,222.35422,214.66324,219.31429,215.61317,215.3176,224.38858,215.59474,235.35326,224.29672,224.66885,227.03346,219.07523,229.19884,214.14322,214.16537,234.20107,219.67772,222.627,221.101,212.01813,223.87694,227.99394,233.75926,230.1665,234.73924,221.00169,220.49388,231.54303,222.37285,218.28299,227.44438,218.24396,231.68172,227.66759,217.56413,228.18036,219.27496,213.71494,219.18323,224.89137,231.48007,229.29015,214.73956,224.80675,217.03548,229.16609,227.0667,220.64723,226.27321,227.64371,233.27908,221.08589,221.65526,220.18126,232.02222,216.06639,218.48007,226.10268,212.23601,225.06851,220.05162,216.66949,234.04001,212.3531,229.00139,236.42639,223.00676,220.25797,218.74808,225.30298,213.31516,229.23943,228.56636,230.88538,229.95847,213.60191,216.69334,215.60046,228.94991,220.97119,232.50079,210.92363,221.89349,215.17786,225.41286,220.2112,226.21674,232.27298,223.90001,225.5737,233.39204,222.00211,232.36322,227.49608,213.19962,212.72173,221.90108,234.74553,214.29692,219.01483,225.88451,225.02986,216.78424,224.84718,211.14342,234.98634,225.02614,211.22824,215.2505,216.65268,231.4357,220.86171,220.98969,215.61983,229.32785,218.19891,218.7207,224.87381,219.24974,225.77614,225.62032,217.98929,217.24139,219.54124,224.1369,223.32632,232.43182,233.70631,211.82651,219.00455,223.5479,211.87405,232.90331,230.94611,217.03354,225.04129,212.04662,233.65289,219.25401,227.51306,231.55809,224.52625,211.55478,227.55154,232.39772
4th grade,reading,2011,COLORADO,83.0%,0.0%,19.9%,0.0%,25.6%,0.0%,63.4%,0.0%,0.0%,74.4%,11.4%,0.0%,29.8%,10.8%,11.0%,10.280997,59.40%,62.50%,21.90%,0.00%,233.61894,226.54393,225.55586,219.4559,226.37456,227.9456,234.55223,223.47595,235.20729,233.32391,212.9863,227.91287,218.57974,214.18422,224.74068,225.66536,219.38876,237.15497,222.91179,227.02496,231.51959,221.15126,229.89481,213.92912,229.14766,227.37526,222.75436,230.47716,212.02612,231.35075,213.09087,227.16464,237.14423,235.48561,221.96716,234.13455,223.96515,213.65591,230.20432,233.21364,228.24948,219.45793,231.64708,229.39729,224.68556,221.69911,215.37619,218.53189,231.55783,216.47792,223.7364,231.20731,214.28531,234.74248,214.57094,216.92587,232.93443,227.60004,216.03767,226.07843,220.54527,229.97083,232.59201,227.7567,229.28714,216.62804,235.91063,212.60542,225.24608,225.37866,214.04527,220.86319,211.8895,221.50105,226.48758,221.74358,220.91701,213.09761,230.0441,228.77682,215.38441,229.57019,220.43108,235.24258,229.67566,227.77406,222.50342,214.1992,225.08488,224.63364,226.27412,215.12204,231.49371,215.32077,235.34895,223.44066,212.77916,220.57732,215.54861,224.28214,234.99965,215.23112,232.85208,215.60538,231.75298,221.17172,229.7278,211.94191,231.53366,222.78461,212.34044,230.04861,222.37608,220.20842,234.51059,215.62083,233.55835,219.31435,231.45471,225.65742,210.17674,230.48073,226.33583,214.08443,232.94878,232.97501,223.61606,217.69989,231.25935,227.56566,228.02559,230.18437,224.17583,219.42299,223.10068,217.32936,221.43585,227.61308,229.64767,212.66861,227.43623,220.18124,209.65331,224.35342,212.52222,216.5675,232.78043,225.31183,217.78067,226.08455,210.21048,235.30423,214.67847,231.55136,230.82581,209.7126,211.79906,221.8082,226.10065,212.71947,217.23232,224.16949,220.88631,229.96956,218.48393,217.58946,225.53455,212.93442,217.51498,221.42049,216.75073,220.4465,221.17506,221.48413,212.19315,220.4279,223.37032,220.48979,223.55276,213.1071,209.45975,214.68324,221.75839,234.40939,230.74152,219.38275,232.67833,212.17499,223.68187,211.57491,220.32666
4th grade,reading,2013,COLORADO,55.1%,28.1%,55.4%,2.1%,0.0%,0.0%,28.5%,26.6%,10.8%,62.8%,54.8%,0.0%,0.8%,0.0%,0.0%,9.951025,75.70%,38.90%,32.10%,0.00%,236.62154,222.31921,219.47737,234.39763,229.49391,230.25237,229.72763,234.79352,222.39783,223.61618,216.60884,232.54141,225.17683,222.03554,217.51949,238.11613,220.99591,230.04218,223.72714,234.65688,229.45482,233.90794,225.62621,221.69911,236.3544,227.34889,220.84041,214.61824,215.56921,219.86523,237.66321,231.20175,234.28108,215.71277,228.43507,228.61894,220.53619,226.20428,239.18549,231.77907,225.99841,226.98347,219.49704,235.21056,230.63026,217.66112,236.00174,234.71547,229.81985,216.24461,232.04213,231.79024,219.82729,215.57198,229.42381,224.02391,236.12212,236.84996,236.96814,236.12047,221.75058,222.59146,235.16643,217.27527,218.83855,222.99898,225.31218,217.0235,215.10356,225.86748,228.12427,221.8524,231.76163,232.8121,222.10664,230.4817,223.74623,234.68871,225.64807,228.54286,231.53372,223.34981,234.30969,228.39995,214.0163,233.09232,222.76497,232.70403,226.92305,234.29294,227.56387,231.35594,222.93233,225.26875,236.59477,227.6718,222.20065,223.03474,233.95622,237.39566,224.83577,221.13052,216.85106,223.59802,212.23109,214.63499,220.37999,230.90298,213.22478,230.19569,211.56706,216.93193,218.31705,230.65167,214.27512,214.97977,221.8279,213.30003,218.99873,232.47932,215.22885,227.39085,214.95496,236.91515,216.39687,234.78612,219.51602,230.18532,233.44991,234.24184,213.62842,232.48372,214.31335,218.30974,217.45387,238.10628,213.44881,222.86819,233.4998,231.78137,219.78419,227.47562,226.58086,225.12582,221.51672,232.82755,234.78702,235.22287,234.16197,221.59966,211.06267,223.31277,219.94217,214.00253,222.81148,228.19037,213.66409,216.06801,215.40005,228.52919,220.83127,236.2005,217.03667,225.95064,219.99358,224.16827,222.9879,223.51994,231.87012,226.67148,227.59415,221.63893,229.76424,219.69498,219.33304,226.6813,217.28711,235.06921,228.96248,210.8313,219.46317,226.02174,213.48283,213.85535,222.41426,222.7749,219.12567,231.0352,222.33434,228.71535,232.41249
4th grade,reading,2015,COLORADO,73.0%,24.5%,52.6%,0.0%,0.0%,26.4%,63.4%,23.6%,2.8%,54.9%,44.7%,0.0%,0.0%,29.2%,0.0%,9.7194595,42.40%,54.70%,25.20%,0.00%,212.35603,215.68555,226.30678,221.92105,234.2961,230.63712,220.34143,215.26247,232.18777,223.30649,233.53461,220.5127,232.6692,227.72176,221.07991,217.45523,232.88863,213.46413,224.94063,216.5965,229.28337,218.1873,235.43402,226.64163,219.34143,223.2491,230.23738,232.53116,235.24591,225.22414,232.14085,231.83488,214.56628,215.54781,228.44647,234.93976,230.52538,227.6474,222.94051,222.03293,235.65669,233.61038,229.43123,229.12799,212.80191,214.62399,237.09674,216.38203,234.15402,215.68707,225.23564,235.32701,228.79688,218.6976,219.29234,218.47801,214.44106,229.42307,226.91713,213.0304,219.08051,216.8504,236.20183,225.99947,230.45641,217.88173,227.78491,223.29953,225.49867,214.88795,222.88228,221.41368,218.07448,235.15877,230.53123,226.69452,229.7032,232.47031,221.29097,217.21962,234.96243,218.98709,216.02942,234.3007,221.11946,214.69388,231.00299,217.04514,215.44017,222.5518,230.47795,234.2437,219.77702,227.4727,224.64276,235.1765,230.32648,228.07356,230.37685,218.20369,221.30841,232.5302,211.16971,235.10156,223.07497,214.01279,223.60635,226.31801,225.42018,223.27194,216.13283,225.1801,229.96591,232.7159,226.18669,233.76971,222.03429,216.11842,220.05664,227.53204,228.16666,218.22549,216.95149,218.25443,225.01884,226.63174,226.59157,223.16017,221.4902,232.34247,213.36908,227.5406,230.97423,217.62529,229.30998,229.69513,216.8286,208.93962,216.0943,209.41229,228.28726,219.87126,224.86954,217.50746,214.80827,215.81743,227.86897,210.42401,220.19737,214.01729,226.91803,212.703,226.2666,209.61479,230.70073,230.02258,217.73064,222.31281,225.17015,218.16924,226.34169,219.6422,220.67897,217.52481,215.24812,226.2061,222.34047,219.03432,217.58325,221.98022,234.13811,228.24724,211.34528,210.30359,228.36429,219.16365,216.13147,231.59268,228.95609,218.49345,222.40213,211.24236,227.98665,219.02748,232.32111,221.07201,232.31104,221.20479,210.4758,231.86111,224.54428
4th grade,reading,2017,COLORADO,64.1%,10.3%,34.5%,0.0%,11.6%,8.9%,16.4%,24.6%,5.4%,38.6%,20.9%,0.0%,34.6%,0.0%,36.7%,9.82232,14.90%,18.90%,28.10%,11.20%,228.74194,229.21585,226.54503,237.73502,219.09113,231.17476,230.09109,234.62477,237.02251,237.67595,217.69652,232.68332,225.15306,223.70662,225.04604,214.7303,223.65288,238.33894,228.95631,213.70889,226.26794,235.39503,226.05206,213.92807,213.70612,218.62299,217.70576,215.6507,224.90582,231.79645,234.72144,234.94987,227.17268,229.99657,225.39955,216.81586,223.05165,235.00235,229.16904,233.83026,229.94966,229.18507,222.2419,223.07365,233.72884,217.70602,235.3587,220.10927,218.3868,234.19945,218.15089,216.4081,225.89743,236.39001,227.74762,218.59711,233.72736,220.90948,232.89844,234.47787,224.11629,236.21617,214.71161,216.82091,224.25145,225.65958,236.52884,226.12166,228.20619,226.5159,229.20924,236.0912,213.73198,214.54985,221.22173,216.61392,235.25647,220.20888,229.61014,217.8577,231.04039,216.59369,216.65714,229.09798,222.89268,221.10388,223.63623,220.7058,215.71371,234.26241,221.34512,223.37946,235.60928,236.11215,226.67258,226.3508,229.70683,214.53761,234.45935,232.23607,219.8989,214.67883,228.1084,227.96165,218.28957,222.82863,224.28964,217.79022,210.59531,214.59883,230.66287,230.71585,226.30951,230.52623,224.68916,228.18243,234.40596,219.45293,229.6819,224.93327,210.09892,219.97832,225.12433,224.36646,211.45282,226.57973,230.72784,211.17917,212.25424,213.32513,213.58978,218.93341,223.7283,215.53613,235.65456,225.01842,233.70215,216.34676,220.96957,225.31842,212.23293,231.78093,218.25505,223.77464,233.70172,231.19203,226.43495,211.35472,211.66336,216.4109,208.72195,218.66098,227.16629,226.24207,210.47311,222.46275,221.36372,233.45273,210.53358,229.56741,211.06897,211.78612,221.67145,220.68166,216.90616,232.88489,229.9838,213.25156,218.41707,228.57692,211.14426,217.2012,230.64438,229.76027,210.85204,223.78778,222.16104,213.26514,230.69464,220.91721,229.41393,221.09512,215.09711,212.38226,216.65916,226.09052,222.5407,233.87888,225.86971,226.18709,223.95943
