FIPS,year,profmean,profmean_stnd,female,sped,age,hispanic,asian,amind,free_lunch,red_lunch,miss_lunch,combo_pct_free_lunch,combo_pct_red_lunch,combo_pct_miss_lunch,admin_survey,wtdn,white,black,paid_lunch,lang_nr,lang_st,lang_mt,lang_om,score_oldway,score_m1,score_m2,score_m3,score_m4,score_m5,score_m6,score_m7,score_m8,score_m9,score_m10,score_m11,score_m12,score_m13,score_m14,score_m15,score_m16,score_m17,score_m18,score_m19,score_m20,score_m21,score_m22,score_m23,score_m24,score_m25,score_m26,score_m27,score_m28,score_m29,score_m30,score_m31,score_m32,score_m33,score_m34,score_m35,score_m36,score_m37,score_m38,score_m39,score_m40,score_m41,score_m42,score_m43,score_m44,score_m45,score_m46,score_m47,score_m48,score_m49,score_m50,score_m51,score_m52,score_m53,score_m54,score_m55,score_m56,score_m57,score_m58,score_m59,score_m60,score_m61,score_m62,score_m63,score_m64,score_m65,score_m66,score_m67,score_m68,score_m69,score_m70,score_m71,score_m72,score_m73,score_m74,score_m75,score_m76,score_m77,score_m78,score_m79,score_m80,score_m81,score_m82,score_m83,score_m84,score_m85,score_m86,score_m87,score_m88,score_m89,score_m90,score_m91,score_m92,score_m93,score_m94,score_m95,score_m96
"Nebraska",2017,245.591,.2125075,.4826863,.1577756,10.03213,.198499,.033516,.0085593,.3780105,.0944766,.005483,.3756229,.0949637,.005483,1,9.99,.6538097,.0666392,.5220299,0,0,0,0,,245.5907,241.7652,243.3339,244.8829,246.1398,246.052,245.5907,241.5536,241.8073,242.2885,242.1662,241.7652,243.0907,243.9074,243.7022,243.3339,245.4439,245.3493,244.8829,246.4303,246.1398,246.052,241.6182,242.0579,241.8789,241.5536,242.3048,242.199,241.8073,242.5293,242.2885,242.1662,243.6651,243.4772,243.0907,244.1078,243.9074,243.7022,245.7429,245.4439,245.3493,246.4303,242.0991,241.9418,241.6182,242.2369,242.0579,241.8789,242.5435,242.3048,242.199,242.5293,243.8851,243.6651,243.4772,244.1078,245.7429,242.2809,242.0991,241.9418,242.2369,242.5435,243.8851,242.2809,243.5881,241.7246,243.322,244.1523,243.9465,243.5881,241.7758,242.2169,242.039,241.7246,243.8886,243.6974,243.322,244.3471,244.1523,243.9465,242.2464,242.0885,241.7758,242.3897,242.2169,242.039,244.1019,243.8886,243.6974,244.3471,242.4219,242.2464,242.0885,242.3897,244.1019,242.4219
"Nebraska",2019,243.771,,,,,,,,,,,,,,,,,,,,,,,,243.771,239.9455,241.5142,243.0633,244.3201,244.2323,243.771,239.7339,239.9876,240.4688,240.3465,239.9455,241.271,242.0878,241.8825,241.5142,243.6242,243.5296,243.0633,244.6106,244.3201,244.2323,239.7986,240.2382,240.0592,239.7339,240.4851,240.3793,239.9876,240.7096,240.4688,240.3465,241.8454,241.6575,241.271,242.2881,242.0878,241.8825,243.9232,243.6242,243.5296,244.6106,240.2794,240.1221,239.7986,240.4172,240.2382,240.0592,240.7238,240.4851,240.3793,240.7096,242.0654,241.8454,241.6575,242.2881,243.9232,240.4612,240.2794,240.1221,240.4172,240.7238,242.0654,240.4612,241.7684,239.905,241.5023,242.3326,242.1268,241.7684,239.9561,240.3973,240.2193,239.905,242.0689,241.8778,241.5023,242.5274,242.3326,242.1268,240.4267,240.2688,239.9561,240.57,240.3973,240.2193,242.2822,242.0689,241.8778,242.5274,240.6022,240.4267,240.2688,240.57,242.2822,240.6022
"Nevada",1996,218.215,-.1409267,.4935445,.0432345,9.916121,.2198881,.0415954,.0458092,.1108358,.0309338,.5774473,.1108358,.0309338,.5774473,1,9.35,.608181,.0805675,.2721677,.5728115,.3342014,.0811109,.0118762,,218.2146,218.1494,216.755,218.1537,218.0165,217.8915,218.7477,216.9478,217.6429,217.9663,217.8983,218.214,216.8405,216.6359,216.6739,217.1806,217.9675,217.8233,218.5222,217.8016,218.5392,218.454,216.6398,216.8495,216.8945,217.1378,217.5221,217.4033,217.7422,217.8082,218.0138,217.9887,216.7194,216.7562,217.1559,216.5916,217.0481,217.1291,217.7414,218.3384,218.2306,218.3418,216.5781,216.5875,216.8487,216.8208,217.0066,217.0994,217.3664,217.6017,217.5275,217.8733,216.6712,217.0287,217.1028,217.0213,218.1382,216.5481,216.7534,216.8114,216.988,217.4637,217.0002,216.734,216.755,216.9478,216.8405,216.6359,216.6739,217.1806,216.6398,216.8495,216.8945,217.1378,216.7194,216.7562,217.1559,216.5916,217.0481,217.1291,216.5781,216.5875,216.8487,216.8208,217.0066,217.0994,216.6712,217.0287,217.1028,217.0213,216.5481,216.7534,216.8114,216.988,217.0002,216.734
"Nevada",2000,220.275,-.1428463,.4923947,.0433103,9.9012,.2739502,.0575256,.0316701,.2497914,.0894475,.021619,.2497914,.0894475,.021619,1,11.10,.5383703,.0963298,.6003496,.5358445,.3519292,.1081432,.0040832,,220.2749,220.1486,218.3873,220.392,220.1417,219.9387,220.5515,218.7557,219.6321,220.0606,219.9136,219.9834,218.6247,218.336,218.2072,218.503,220.2587,220.0494,220.4392,219.9136,220.4487,220.2339,218.4056,218.7749,218.6346,218.6434,219.6036,219.4082,219.5057,219.9083,219.9135,219.7593,218.5615,218.4388,218.5484,218.2294,218.4936,218.3508,220.0202,220.3487,220.1236,220.2274,218.4621,218.2859,218.3112,218.7007,218.6751,218.5287,219.4536,219.4911,219.2923,219.7671,218.4464,218.5357,218.3927,218.3991,220.1246,218.3858,218.3783,218.1984,218.6041,219.3473,218.4364,218.3058,218.3873,218.7557,218.6247,218.336,218.2072,218.503,218.4056,218.7749,218.6346,218.6434,218.5615,218.4388,218.5484,218.2294,218.4936,218.3508,218.4621,218.2859,218.3112,218.7007,218.6751,218.5287,218.4464,218.5357,218.3927,218.3991,218.3858,218.3783,218.1984,218.6041,218.4364,218.3058
"Nevada",2003,227.514,-.235077,.4838552,.1084276,9.931265,.2963574,.0535041,.0226541,.3406072,.0825643,.0262904,.3406072,.0825643,.0262904,1,9.37,.5306417,.0968428,.5217953,.4425794,.3028127,.2511714,.0034365,,227.5136,227.9145,227.1508,228.7651,227.4374,227.0048,228.2882,227.3413,228.0802,227.8831,227.5274,227.9495,227.9708,227.0957,226.8219,227.4391,228.6282,228.254,228.9792,227.0845,228.2402,227.7991,227.5162,227.3532,227.0695,227.3528,228.0321,227.6995,228.0833,227.6263,227.9247,227.5712,227.8721,227.641,227.9664,226.8996,227.4303,227.14,228.2681,228.884,228.4908,227.892,227.5088,227.2453,227.5002,227.1878,227.372,227.0885,227.7771,228.0446,227.7115,227.6728,227.6672,227.9169,227.666,227.2442,228.5341,227.3414,227.5026,227.2372,227.2104,227.7947,227.7263,227.3394,227.1508,227.3413,227.9708,227.0957,226.8219,227.4391,227.5162,227.3532,227.0695,227.3528,227.8721,227.641,227.9664,226.8996,227.4303,227.14,227.5088,227.2453,227.5002,227.1878,227.372,227.0885,227.6672,227.9169,227.666,227.2442,227.3414,227.5026,227.2372,227.2104,227.7263,227.3394
"Nevada",2005,229.872,-.2643421,.4873843,.1010518,9.923026,.333788,.0760528,.0143233,.4236517,.0264199,.0046106,.3828875,.0310035,.0323841,1,10.35,.4550173,.1208186,.5428969,.4335442,.2956193,.2672285,.0036079,,229.8716,231.2758,230.1077,231.3004,229.5401,229.2119,230.8123,230.7024,231.3528,231.0186,230.7793,231.3053,230.9785,229.8027,229.6534,230.4562,230.9105,230.6365,231.5938,229.0968,230.5074,230.1696,230.7857,230.5034,230.3354,230.7192,231.0977,230.8662,231.3683,230.7004,231.0522,230.815,230.6324,230.5162,231.0045,229.5404,230.1984,230.03,230.457,231.2462,230.9525,230.0658,230.5842,230.4203,230.7889,230.288,230.5244,230.3572,230.782,231.1181,230.8879,230.7372,230.3544,230.7108,230.5739,229.943,230.802,230.3658,230.5927,230.4292,230.3112,230.8058,230.4473,230.3772,229.6412,230.3868,230.5524,229.3533,229.2024,230.0082,230.4922,230.2101,230.0375,230.4115,230.2208,230.1077,230.5854,229.0997,229.7682,229.5995,230.3099,230.1444,230.5014,230.0046,230.2381,230.0671,229.9534,230.3067,230.1731,229.523,230.1016,230.3236,230.1591,230.0347,230.0543,230.1182
"Nevada",2007,231.782,-.263459,.4963525,.1131553,9.920071,.4007724,.0733609,.0130896,.3835178,.0699155,.0317253,.3468998,.0778235,.0422474,1,8.08,.4275868,.0837052,.5146506,.3632173,.3178773,.3145634,.0043421,,231.7816,233.4997,231.8192,234.2281,231.7949,231.1842,233.207,232.6562,234.0302,233.6001,233.0754,233.5838,233.3596,231.8299,231.4249,232.3572,234.1156,233.6347,234.6228,231.3742,233.262,232.6562,233.1581,232.8102,232.3705,232.7088,234.0691,233.6089,234.0489,233.3118,233.687,233.1724,233.2857,232.9783,233.3865,231.5919,232.4406,232.0203,233.6943,234.5748,234.0712,232.8629,233.2528,232.8727,233.157,232.6311,232.8671,232.4341,233.7821,234.0969,233.6406,233.4065,233.0472,233.388,233.0534,232.2273,234.1754,233.0725,233.261,232.8828,232.6941,233.8177,233.1742,233.087,231.282,232.2981,232.8695,231.3121,230.9029,231.8402,232.8245,232.4779,232.0302,232.3579,232.8121,232.5057,232.9021,231.0825,231.9442,231.5208,232.9415,232.5569,232.8283,232.3087,232.5411,232.1009,232.584,232.9212,232.5874,231.741,232.7713,232.954,232.5716,232.378,232.7185,232.7901
"Nevada",2009,235.152,-.1422632,.5007344,.0988319,9.931689,.3884181,.0830804,.0100786,.3386654,.0736875,.0110046,.333386,.0728357,.0134662,1,10.72,.4177108,.1007121,.5766425,.3880686,.2937769,.3133721,.0047824,,235.1523,236.805,233.4331,237.387,234.776,234.6441,236.5263,234.8265,237.3058,236.5176,236.4555,236.9528,234.9897,233.158,233.1374,234.0526,236.913,236.8834,237.8189,234.442,236.1805,236.0564,235.371,234.7013,234.6449,234.9581,236.9758,236.958,237.3875,236.2991,236.6643,236.6104,234.6353,234.714,235.092,232.9901,233.842,233.8143,236.5812,237.3956,237.3481,235.8655,235.191,235.1891,235.4407,234.5957,234.8314,234.7832,236.7579,237.0623,237.0471,236.45,234.476,234.8062,234.8603,233.7019,237.0811,235.0853,235.2651,235.2655,234.7296,236.8488,234.67,235.1631,233.5453,234.9026,235.0919,233.266,233.245,234.1588,235.4411,234.7721,234.716,235.031,234.7341,234.8111,235.1909,233.0956,233.9441,233.9156,235.2567,235.2542,235.5081,234.6636,234.8994,234.8512,234.5716,234.9017,234.954,233.8011,235.1481,235.3283,235.3281,234.7948,234.7623,235.2236
"Nevada",2011,237.032,-.1106506,.4895099,.0875925,9.915604,.4233631,.0709162,.0145848,.4944804,.0749094,.0015466,.4875383,.0762703,.0015466,1,9.46,.362623,.0971709,.4288675,.370349,.3013954,.3245904,.0036651,,237.0319,239.4756,237.9299,240.5687,236.4008,236.4464,238.4035,239.0309,240.8887,238.932,239.0502,239.5731,240.0873,237.3306,237.5199,238.4248,239.7845,239.9949,240.8268,236.0281,237.8102,237.858,240.2565,238.5565,238.7248,239.0912,240.2141,240.4559,240.8991,238.6759,239.0349,239.1561,239.3829,239.705,240.099,237.106,237.8906,238.0629,239.4231,240.086,240.2779,237.4571,239.6652,239.9491,240.2545,238.388,238.6234,238.7928,239.957,240.2358,240.4749,238.7835,239.1712,239.4487,239.7483,237.6863,239.7363,239.4976,239.6739,239.9544,238.4589,239.9832,239.2519,239.5101,238.1195,239.1618,240.2607,237.5131,237.7019,238.6031,240.3779,238.6783,238.8472,239.2156,239.5503,239.87,240.2655,237.2843,238.0618,238.233,239.7789,240.0622,240.3703,238.5051,238.7395,238.9091,239.3335,239.6093,239.9063,237.8527,239.6065,239.7827,240.0623,238.5704,239.4073,239.6142
"Nevada",2013,236.263,-.1744855,.489807,.1168821,9.921364,.4072026,.0685371,.0087332,.6047472,.0081428,.0006949,.5893176,.0098725,.0102488,1,10.67,.3614454,.0974772,.3864151,.3767985,.3177854,.2992096,.0062065,,236.2629,238.2188,238.5086,238.8855,236.0598,235.8041,237.3142,238.8351,239.1359,238.0985,237.9032,238.2225,239.962,238.2456,238.1415,238.8089,238.5572,238.4349,239.0666,235.7498,237.1465,236.8932,239.5581,238.6776,238.5571,238.8102,238.9211,238.8164,239.0925,237.894,238.1072,237.9158,239.6251,239.6076,239.9191,238.0343,238.5992,238.4773,238.2537,238.7814,238.6432,236.8551,239.3277,239.2799,239.5063,238.5147,238.6598,238.5396,238.7163,238.8859,238.7817,237.9079,239.4151,239.6286,239.5925,238.4008,238.492,239.1643,239.2842,239.2353,238.5006,238.6861,239.4317,239.1247,238.5524,238.866,240.0022,238.2878,238.1833,238.8453,239.5867,238.7065,238.5857,238.8361,239.6639,239.6454,239.953,238.0753,238.6341,238.5117,239.3546,239.3062,239.5303,238.5422,238.6841,238.5635,239.4525,239.6614,239.6243,238.4346,239.1898,239.3069,239.2573,238.5237,239.4632,239.1462
"Nevada",2015,233.827,-.2122605,.5025374,.094187,9.925473,.4494554,.0627637,.0095626,.5922647,.0044918,.0119086,.5808876,.0087214,.0119086,1,15.13,.3186924,.1056591,.3913348,.3604135,.3109026,.3233081,.0053757,,233.827,236.7216,235.3331,236.7963,232.9593,233.5,235.0398,236.5461,237.7334,235.941,236.5137,236.6586,237.0684,234.5007,235.0733,235.6564,235.8151,236.4826,236.9855,232.7828,234.2183,234.7614,237.3985,235.8299,236.387,236.4431,236.8749,237.5182,237.6022,235.8422,235.8941,236.4575,236.1592,236.8356,236.9527,234.3755,234.8946,235.4472,235.6551,236.06,236.7035,234.0718,236.6137,237.2383,237.2477,235.7596,235.7436,236.2908,236.7746,236.7634,237.3938,235.7986,236.0512,236.1099,236.7541,234.7945,235.9178,236.5447,236.4821,237.0939,235.6764,236.6664,236.0191,236.416,235.5703,236.7076,237.2852,234.7293,235.3022,235.8885,237.5486,235.9801,236.5391,236.6034,236.3686,237.043,237.1699,234.5993,235.1176,235.6698,236.7541,237.3791,237.3973,235.9045,235.8929,236.4416,236.2549,236.3193,236.9612,235.0119,236.6797,236.6223,237.2341,235.8203,236.2225,236.5507
"Nevada",2017,231.685,-.2472192,.4929753,.1110419,9.919662,.4393049,.064062,.0120652,.6191616,.0511655,.0133999,.5613617,.0622077,.0133999,1,15.51,.3188105,.0998798,.316273,0,0,0,0,,231.6852,234.0476,234.7614,233.0538,231.1933,231.2588,231.6852,235.1355,233.9362,233.633,233.7502,234.0476,235.3644,234.208,234.4048,234.7614,232.5137,232.6277,233.0538,230.9239,231.1933,231.2588,234.977,234.6702,234.8605,235.1355,233.5504,233.6465,233.9362,233.4557,233.633,233.7502,234.79,234.9995,235.3644,234.0139,234.208,234.4048,232.2424,232.5137,232.6277,230.9239,234.5442,234.7038,234.977,234.5204,234.6702,234.8605,233.3748,233.5504,233.6465,233.4557,234.5837,234.79,234.9995,234.0139,232.2424,234.3917,234.5442,234.7038,234.5204,233.3748,234.5837,234.3917,233.8109,234.5041,234.4959,233.2918,233.4751,233.8109,234.3841,234.085,234.255,234.5041,233.9506,234.1552,234.4959,233.1089,233.2918,233.4751,233.9917,234.1365,234.3841,233.9491,234.085,234.255,233.7583,233.9506,234.1552,233.1089,233.8535,233.9917,234.1365,233.9491,233.7583,233.8535
"Nevada",2019,235.626,,,,,,,,,,,,,,,,,,,,,,,,235.6263,237.9887,238.7025,236.9949,235.1344,235.1999,235.6263,239.0766,237.8773,237.5741,237.6913,237.9887,239.3055,238.1491,238.3459,238.7025,236.4548,236.5688,236.9949,234.865,235.1344,235.1999,238.9181,238.6113,238.8016,239.0766,237.4915,237.5876,237.8773,237.3968,237.5741,237.6913,238.7311,238.9406,239.3055,237.955,238.1491,238.3459,236.1835,236.4548,236.5688,234.865,238.4853,238.6449,238.9181,238.4615,238.6113,238.8016,237.3159,237.4915,237.5876,237.3968,238.5248,238.7311,238.9406,237.955,236.1835,238.3328,238.4853,238.6449,238.4615,237.3159,238.5248,238.3328,237.752,238.4452,238.437,237.2329,237.4162,237.752,238.3252,238.0261,238.1961,238.4452,237.8917,238.0963,238.437,237.05,237.2329,237.4162,237.9328,238.0776,238.3252,237.8902,238.0261,238.1961,237.6994,237.8917,238.0963,237.05,237.7946,237.9328,238.0776,237.8902,237.6994,237.7946
"New Hampshire",2003,243.110,.3343084,.479671,.1605193,9.958106,.0260992,.0129013,.003117,.1232645,.0507325,.0632911,.1232645,.0507325,.0632911,1,5.10,.9396049,.016197,.7324528,.6439394,.2934197,.0573396,.0053012,,243.1101,235.3647,237.2546,241.4552,244.1943,242.8132,241.7278,233.9608,235.2921,236.4075,235.0986,235.2933,236.7038,238.4415,237.2033,236.9123,242.5759,241.1405,240.9595,243.9188,242.7803,241.3646,233.9824,235.033,233.8216,233.9431,236.3006,235.0327,235.25,236.1766,236.3258,235.0313,237.8951,236.6351,236.6651,238.3659,238.0529,236.8184,242.2721,242.0226,240.6002,242.451,235.0172,233.8439,233.9793,234.9094,235.0021,233.8051,236.0718,236.2472,234.9942,236.0977,237.7996,237.7957,236.5657,237.949,241.6873,234.8916,235.0004,233.8421,234.8794,236.0214,237.6827,234.8762,237.2546,233.9608,236.7038,238.4415,237.2033,236.9123,233.9824,235.033,233.8216,233.9431,237.8951,236.6351,236.6651,238.3659,238.0529,236.8184,235.0172,233.8439,233.9793,234.9094,235.0021,233.8051,237.7996,237.7957,236.5657,237.949,234.8916,235.0004,233.8421,234.8794,237.6827,234.8762
"New Hampshire",2005,245.626,.3116453,.4888207,.1826921,9.943486,.0243993,.0168302,.003656,.1458401,.0598957,.0196004,.1458401,.0598957,.0196004,1,5.69,.9370861,.0172216,.7705897,.6298775,.3067907,.0565527,.0067791,,245.6259,237.6492,239.6543,244.0008,247.1129,245.1278,244.2486,236.2705,237.6892,239.0862,237.2012,237.584,239.1351,241.206,239.4656,239.3209,245.505,243.4809,243.5038,246.6712,245.7008,243.6799,236.3861,237.7098,235.9854,236.2536,239.0636,237.2504,237.6449,238.7136,239.0047,237.1458,240.6816,238.9207,239.0965,241.0339,240.8255,239.0876,245.0267,244.9483,242.94,245.1979,237.7658,236.1022,236.3775,237.4842,237.6758,235.9741,238.6943,239.0037,237.2155,238.6389,240.4782,240.58,238.8544,240.6202,244.4375,237.537,237.7404,236.0994,237.4536,238.6413,240.3602,237.5159,239.9284,236.4551,239.3853,241.4701,239.731,239.5847,236.5579,237.8813,236.16,236.4342,240.9234,239.161,239.3435,241.2931,241.0789,239.3416,237.9262,236.264,236.5463,237.6501,237.8437,236.1447,240.7141,240.8181,239.091,240.8678,237.6917,237.8983,236.2585,237.616,240.592,237.6681
"New Hampshire",2007,248.572,.3439341,.4704406,.1682988,9.936563,.0361357,.0265566,.0031824,.1373772,.052265,.019525,.1373772,.052265,.019525,1,4.55,.9104698,.0209873,.7881527,.6022627,.3273614,.0625103,.0078655,,248.5715,240.8044,242.2753,246.7838,249.8132,248.1043,247.2173,239.13,240.6953,242.0013,240.3876,240.6972,241.6816,243.6187,242.1164,241.9549,248.0618,246.2944,246.2989,249.4083,248.4317,246.6881,239.1385,240.3667,238.883,239.0877,241.8556,240.2889,240.6179,241.6619,241.8857,240.2942,243.0284,241.4971,241.6314,243.4724,243.2594,241.7592,247.621,247.5279,245.7749,247.9727,240.3338,238.8928,239.1083,240.1716,240.3127,238.8488,241.5194,241.769,240.2246,241.5554,242.8527,242.9276,241.4266,243.0854,247.0609,240.1357,240.2918,238.8709,240.1226,241.4419,242.7397,240.0994,242.4491,239.2468,241.8403,243.7862,242.285,242.1218,239.2474,240.4752,238.9938,239.2018,243.1818,241.6498,241.7878,243.637,243.4196,241.9202,240.4355,238.9957,239.2152,240.2768,240.4188,238.9569,243.0025,243.0783,241.5768,243.2422,240.234,240.3918,238.9719,240.2253,242.8867,240.1959
"New Hampshire",2009,251.072,.4323963,.48232,.1667271,9.92671,.0352895,.027561,.003847,.1588713,.0632313,.0071475,.1588713,.0632313,.0071475,1,5.40,.9099329,.0221475,.7707499,.6384021,.2968009,.0599908,.0048061,,251.0717,243.1563,244.7945,249.3839,252.2078,250.5243,249.5585,241.5691,243.2086,244.2417,242.6604,243.0518,244.2639,246.0423,244.5809,244.4125,250.5559,248.8132,248.8167,251.7531,250.6616,248.9325,241.7105,242.696,241.2571,241.5276,244.2445,242.7229,243.1315,243.8552,244.1291,242.5648,245.5136,244.0225,244.205,245.8665,245.6121,244.1481,250.0635,249.9264,248.1959,250.1403,242.7852,241.3997,241.6807,242.4655,242.6431,241.2198,243.8612,244.1581,242.654,243.7482,245.3061,245.39,243.9312,245.3996,249.397,242.5514,242.7437,241.3745,242.415,243.7805,245.1628,242.5131,245.0306,241.7293,244.4795,246.2696,244.809,244.6378,241.8595,242.8449,241.4082,241.6828,245.7219,244.2292,244.4159,246.0894,245.8285,244.3646,242.9245,241.5398,241.8258,242.6093,242.7876,241.3661,245.509,245.5933,244.1328,245.6108,242.6856,242.8795,241.5108,242.5545,245.3604,242.6439
"New Hampshire",2011,251.779,.4191409,.4777257,.156551,9.917205,.0359718,.0291478,.001252,.2138661,.0556911,.0055462,.2138661,.0556911,.0055462,1,4.61,.9076111,.0180234,.7248966,.6436052,.2856951,.0634713,.0072284,,251.7788,243.5536,245.5909,249.7924,252.6837,251.206,250.2734,242.1431,243.4787,244.4077,243.0321,243.5363,244.8654,246.628,245.3594,245.2507,250.7588,249.1937,249.3094,252.2254,251.1312,249.6137,242.168,243.0415,241.8049,242.1777,244.3063,242.9694,243.4901,244.0159,244.3719,243.0212,245.9197,244.6,244.8839,246.4494,246.2247,244.9615,250.2602,250.1999,248.6557,250.6016,243.0343,241.8314,242.2159,242.8034,243.0556,241.8421,243.9181,244.2983,242.9866,243.9846,245.7055,245.8614,244.5826,246.0056,249.6615,242.7926,243.0615,241.8825,242.8193,243.9147,245.6256,242.8225,245.9309,242.3741,245.1761,246.9554,245.6879,245.5736,242.383,243.2562,242.0229,242.4003,246.2198,244.8979,245.1863,246.7704,246.5348,245.2717,243.2353,242.0336,242.4242,243.0108,243.263,242.0521,245.9978,246.1529,244.8718,246.3084,242.9862,243.2565,242.0782,243.0195,245.9091,243.0102
"New Hampshire",2013,252.994,.4191852,.4872944,.1514472,9.915729,.0442622,.0388783,.0034538,.2391578,.0452496,.0008935,.2391578,.0452496,.0008935,1,4.65,.8865121,.0165254,.7146991,.6420822,.2817261,.0691047,.0070869,,252.9935,244.6982,246.8397,251.1009,253.5604,252.4902,251.4534,243.3139,244.7028,245.2195,244.2442,244.6384,246.1689,247.5723,246.6516,246.4644,251.7394,250.5738,250.5692,253.1717,251.9803,250.8659,243.4019,243.9002,243.0245,243.3079,245.2025,244.2587,244.6704,244.8898,245.151,244.1899,246.9224,245.9513,246.1488,247.4314,247.1402,246.2202,251.315,251.1371,249.9872,251.5242,243.9594,243.1137,243.4087,243.7031,243.8823,243.0204,244.8757,245.1596,244.2312,244.8248,246.7516,246.8317,245.8944,246.9611,250.6732,243.7595,243.9537,243.1229,243.6864,244.8363,246.6388,243.7556,247.1705,243.5384,246.4712,247.8909,246.9712,246.7766,243.6106,244.1088,243.2362,243.5229,247.2143,246.2408,246.441,247.7437,247.44,246.5201,244.1546,243.3098,243.6096,243.9046,244.0825,243.223,247.0359,247.1134,246.1736,247.2537,243.9474,244.1418,243.3115,243.8795,246.9126,243.9366
"New Hampshire",2015,249.151,.3273702,.480466,.1720726,9.901196,.0507344,.0412624,.003578,.2387097,.0530423,.0203988,.2387097,.0530423,.0203988,1,6.18,.8706231,.0227537,.6869653,.6330052,.2881397,.0697211,.0091339,,249.1506,240.9623,242.7669,247.2892,250.0178,248.632,247.5788,239.4015,241.0255,241.7779,240.4911,240.8166,242.1383,243.7771,242.579,242.3341,248.2132,246.7467,246.7176,249.5998,248.4036,246.9753,239.5552,240.2747,239.1113,239.3054,241.8013,240.5639,240.9031,241.4217,241.6196,240.3521,243.161,241.9219,242.0535,243.6259,243.2872,242.0916,247.7581,247.5691,246.1195,247.9165,240.3833,239.2662,239.4683,240.0667,240.1635,239.0182,241.448,241.6653,240.4475,241.2677,242.9792,243.0039,241.8012,243.098,247.074,240.1725,240.281,239.1826,239.9573,241.3165,242.8007,240.0728,243.2228,239.7074,242.5542,244.2164,243.0206,242.7766,239.8397,240.5588,239.4008,239.6073,243.5629,242.3216,242.4676,244.0571,243.7121,242.5178,240.6489,239.5343,239.7505,240.3416,240.4442,239.3036,243.3714,243.4031,242.1982,243.5135,240.4288,240.5448,239.4485,240.2288,243.1895,240.3272
"New Hampshire",2017,245.320,.2035534,.4952232,.1723589,9.904101,.0579713,.0420695,.0024285,.2471351,.0434392,.0158498,.2443631,.0442296,.0158498,1,5.82,.8588464,.0237614,.693576,0,0,0,0,,245.3198,237.0283,239.2298,243.4687,246.1938,244.7706,245.3198,235.7028,237.1306,237.8484,236.5274,237.0283,238.5819,240.2355,239.0131,239.2298,244.3986,242.8951,243.4687,245.754,246.1938,244.7706,235.8738,236.5633,235.3781,235.7028,237.9064,236.6395,237.1306,237.4721,237.8484,236.5274,239.6013,238.3343,238.5819,240.067,240.2355,239.0131,243.9206,244.3986,242.8951,245.754,236.6876,235.5504,235.8738,236.3348,236.5633,235.3781,237.5332,237.9064,236.6395,237.4721,239.3998,239.6013,238.3343,240.067,243.9206,236.4561,236.6876,235.5504,236.3348,237.5332,239.3998,236.4561,239.4788,235.8705,238.8086,240.4754,239.2523,239.4788,236.0283,236.7192,235.5351,235.8705,239.8203,238.55,238.8086,240.3014,240.4754,239.2523,236.8322,235.6942,236.0283,236.4847,236.7192,235.5351,239.6122,239.8203,238.55,240.3014,236.5944,236.8322,235.6942,236.4847,239.6122,236.5944
"New Hampshire",2019,244.559,,,,,,,,,,,,,,,,,,,,,,,,244.5592,236.2676,238.4692,242.7081,245.4332,244.01,244.5592,234.9421,236.37,237.0877,235.7668,236.2676,237.8212,239.4749,238.2524,238.4692,243.638,242.1344,242.7081,244.9933,245.4332,244.01,235.1131,235.8026,234.6175,234.9421,237.1458,235.8788,236.37,236.7115,237.0877,235.7668,238.8406,237.5736,237.8212,239.3064,239.4749,238.2524,243.16,243.638,242.1344,244.9933,235.9269,234.7897,235.1131,235.5742,235.8026,234.6175,236.7726,237.1458,235.8788,236.7115,238.6392,238.8406,237.5736,239.3064,243.16,235.6954,235.9269,234.7897,235.5742,236.7726,238.6392,235.6954,238.7182,235.1099,238.048,239.7148,238.4917,238.7182,235.2676,235.9586,234.7744,235.1099,239.0596,237.7894,238.048,239.5407,239.7148,238.4917,236.0715,234.9335,235.2676,235.724,235.9586,234.7744,238.8516,239.0596,237.7894,239.5407,235.8338,236.0715,234.9335,235.724,238.8516,235.8338
"New Jersey",1996,227.989,.1879061,.5070245,.0405513,9.911056,.1311683,.0444109,.0151442,.2299584,.0519927,.033186,.2299584,.0519927,.033186,1,44.36,.6155123,.1880143,.6278424,.6286523,.2867979,.0827217,.0018281,,227.9887,228.3542,226.0083,227.2282,227.7308,227.6256,228.2805,226.9542,227.96,228.0982,228.0244,228.4387,225.695,225.8488,225.8045,226.2777,227.0208,226.8522,227.5145,227.4915,228.0202,227.93,226.6986,226.8175,226.7527,227.0628,227.757,227.642,228.0188,227.8912,228.1801,228.1349,225.5562,225.4697,225.8622,225.732,226.126,226.0951,226.763,227.3195,227.1678,227.7854,226.594,226.4987,226.7727,226.7002,226.9211,226.8813,227.5526,227.8165,227.7267,227.99,225.4194,225.7466,225.6697,226.0182,227.0799,226.4742,226.6674,226.5934,226.8159,227.6292,225.6281,226.5603,226.0083,226.9542,225.695,225.8488,225.8045,226.2777,226.6986,226.8175,226.7527,227.0628,225.5562,225.4697,225.8622,225.732,226.126,226.0951,226.594,226.4987,226.7727,226.7002,226.9211,226.8813,225.4194,225.7466,225.6697,226.0182,226.4742,226.6674,226.5934,226.8159,225.6281,226.5603
