grade,subject,year,FIPS,white,black,hispanic,asian,amind,multirace_unclass,free_lunch,red_lunch,miss_lunch,no_freelunch,combo_pct_free_lunch,combo_pct_red_lunch,combo_pct_miss_lunch,lep,sped,testage,nonEnglish_neverathome,nonEnglish_sometimesathome,nonEnglish_alwaysathome,nonEnglish_miss,unadj_score,adj_race_03,adj_lunch_03,adj_LEP_03,adj_SPED_03,adj_age_03,adj_Enlang_03,adj_racelunch_03,adj_raceLEP_03,adj_raceSPED_03,adj_raceage_03,adj_raceEnlang_03,adj_lunchLEP_03,adj_lunchSPED_03,adj_lunchage_03,adj_lunchEnlang_03,adj_LEPSPED_03,adj_LEPage_03,adj_LEPEnlang_03,adj_SPEDage_03,adj_SPEDEnlang_03,adj_ageEnlang_03,adj_racelunchLEP_03,adj_racelunchSPED_03,adj_racelunchage_03,adj_racelunchEnlang_03,adj_raceLEPSPED_03,adj_raceLEPage_03,adj_raceLEPEnlang_03,adj_raceSPEDage_03,adj_raceSPEDEnlang_03,adj_raceageEnlang_03,adj_lunchLEPSPED_03,adj_lunchLEPage_03,adj_lunchLEPEnlang_03,adj_lunchSPEDage_03,adj_lunchSPEDEnlang_03,adj_lunchageEnlang_03,adj_LEPSPEDage_03,adj_LEPSPEDEnlang_03,adj_LEPageEnlang_03,adj_SPEDageEnlang_03,adj_racelunchLEPSPED_03,adj_racelunchLEPage_03,adj_racelunchLEPEnlang_03,adj_racelunchSPEDage_03,adj_racelunchSPEDEnlang_03,adj_racelunchageEnlang_03,adj_raceLEPSPEDage_03,adj_raceLEPSPEDEnlang_03,adj_raceLEPageEnlang_03,adj_raceSPEDageEnlang_03,adj_lunchLEPSPEDage_03,adj_lunchLEPSPEDEnlang_03,adj_lunchLEPageEnlang_03,adj_lunchSPEDageEnlang_03,adj_LEPSPEDageEnlang_03,adj_racelunchLEPSPEDage_03,adj_racelunchLEPSPEDEnlang_03,adj_racelunchLEPageEnlang_03,adj_racelunchSPEDageEnlang_03,adj_raceLEPSPEDageEnlang_03,adj_lunchLEPSPEDageEnlang_03,adj_racelunchLEPSPEDageEnlang_03,adj_Clunch_03,adj_raceClunch_03,adj_ClunchLEP_03,adj_ClunchSPED_03,adj_Clunchage_03,adj_ClunchEnlang_03,adj_raceClunchLEP_03,adj_raceClunchSPED_03,adj_raceClunchage_03,adj_raceClunchEnlang_03,adj_ClunchLEPSPED_03,adj_ClunchLEPage_03,adj_ClunchLEPEnlang_03,adj_ClunchSPEDage_03,adj_ClunchSPEDEnlang_03,adj_ClunchageEnlang_03,adj_raceClunchLEPSPED_03,adj_raceClunchLEPage_03,adj_raceClunchLEPEnlang_03,adj_raceClunchSPEDage_03,adj_raceClunchSPEDEnlang_03,adj_raceClunchageEnlang_03,adj_ClunchLEPSPEDage_03,adj_ClunchLEPSPEDEnlang_03,adj_ClunchLEPageEnlang_03,adj_ClunchSPEDageEnlang_03,adj_raceClunchLEPSPEDage_03,adj_raceClunchLEPSPEDEnlang_03,adj_raceClunchLEPageEnlang_03,adj_raceClunchSPEDageEnlang_03,adj_ClunchLEPSPEDageEnlang_03,adj_raceCluncLEPSPEDageEnlang_03,adj_race,adj_lunch,adj_LEP,adj_SPED,adj_age,adj_Enlang,adj_racelunch,adj_raceLEP,adj_raceSPED,adj_raceage,adj_raceEnlang,adj_lunchLEP,adj_lunchSPED,adj_lunchage,adj_lunchEnlang,adj_LEPSPED,adj_LEPage,adj_LEPEnlang,adj_SPEDage,adj_SPEDEnlang,adj_ageEnlang,adj_racelunchLEP,adj_racelunchSPED,adj_racelunchage,adj_racelunchEnlang,adj_raceLEPSPED,adj_raceLEPage,adj_raceLEPEnlang,adj_raceSPEDage,adj_raceSPEDEnlang,adj_raceageEnlang,adj_lunchLEPSPED,adj_lunchLEPage,adj_lunchLEPEnlang,adj_lunchSPEDage,adj_lunchSPEDEnlang,adj_lunchageEnlang,adj_LEPSPEDage,adj_LEPSPEDEnlang,adj_LEPageEnlang,adj_SPEDageEnlang,adj_racelunchLEPSPED,adj_racelunchLEPage,adj_racelunchLEPEnlang,adj_racelunchSPEDage,adj_racelunchSPEDEnlang,adj_racelunchageEnlang,adj_raceLEPSPEDage,adj_raceLEPSPEDEnlang,adj_raceLEPageEnlang,adj_raceSPEDageEnlang,adj_lunchLEPSPEDage,adj_lunchLEPSPEDEnlang,adj_lunchLEPageEnlang,adj_lunchSPEDageEnlang,adj_LEPSPEDageEnlang,adj_racelunchLEPSPEDage,adj_racelunchLEPSPEDEnlang,adj_racelunchLEPageEnlang,adj_racelunchSPEDageEnlang,adj_raceLEPSPEDageEnlang,adj_lunchLEPSPEDageEnlang,adj_racelunchLEPSPEDageEnlang,adj_Clunch,adj_raceClunch,adj_ClunchLEP,adj_ClunchSPED,adj_Clunchage,adj_ClunchEnlang,adj_raceClunchLEP,adj_raceClunchSPED,adj_raceClunchage,adj_raceClunchEnlang,adj_ClunchLEPSPED,adj_ClunchLEPage,adj_ClunchLEPEnlang,adj_ClunchSPEDage,adj_ClunchSPEDEnlang,adj_ClunchageEnlang,adj_raceClunchLEPSPED,adj_raceClunchLEPage,adj_raceClunchLEPEnlang,adj_raceClunchSPEDage,adj_raceClunchSPEDEnlang,adj_raceClunchageEnlang,adj_ClunchLEPSPEDage,adj_ClunchLEPSPEDEnlang,adj_ClunchLEPageEnlang,adj_ClunchSPEDageEnlang,adj_raceClunchLEPSPEDage,adj_raceClunchLEPSPEDEnlang,adj_raceClunchLEPageEnlang,adj_raceClunchSPEDageEnlang,adj_ClunchLEPSPEDageEnlang,adj_raceCluncLEPSPEDageEnlang
8th grade,mathematics,2007,NEW MEXICO,3.6%,1.1%,53.0%,9.6%,0.0%,28.0%,38.8%,0.0%,0.0%,46.2%,69.3%,0.0%,0.0%,0.0%,0.0%,13.890098,4.4%,44.0%,16.8%,5.9%,274.76151,276.9039,281.50558,276.29102,255.9791,267.08398,260.44827,287.96939,287.01865,280.1297,264.71915,283.01379,269.35474,272.94724,280.78772,266.22626,279.71271,268.85513,263.97021,260.55615,260.81177,259.54947,279.39435,271.42331,267.66132,285.379,264.48779,286.46088,285.9751,271.22464,285.66592,286.93942,281.85681,277.15549,283.57187,265.41898,285.57285,265.87347,268.34512,265.81616,283.71002,265.8924,266.63669,274.89563,278.51987,266.27997,279.0148,286.82361,266.9162,272.16919,275.58398,274.12088,281.5914,280.70016,281.59274,287.11514,275.95166,265.96832,287.63315,283.50388,277.21054,276.43307,266.11435,277.82336,265.1937,270.54608,287.11227,278.71777,277.67688,272.57211,282.88556,283.33661,284.07669,280.67648,283.26294,274.82617,287.3446,272.96771,266.51431,280.18042,271.68716,267.46402,276.15585,279.20782,275.16956,271.3783,264.44177,277.7052,280.98911,278.97314,284.76254,270.18655,266.63602,282.42169,270.12671,268.40039,281.56546,284.10587,264.33514,256.47543,270.92972,274.81024,277.88553,270.67978,283.95844,275.5365,265.02295,275.05115,272.09024,273.5607,262.52567,259.43985,281.72397,277.06003,266.11581,281.04846,272.40826,267.72656,272.0318,283.28253,276.69669,267.92673,267.61911,269.07809,280.08649,262.62936,281.89047,281.66339,281.14423,269.89993,264.51898,277.28299,284.22067,261.20114,270.55017,260.82639,282.09528,275.33298,272.38095,279.59796,278.5798,279.63153,283.30365,281.04929,273.74677,286.96979,263.32584,267.49847,278.23032,287.49643,281.11322,263.19,280.11014,275.7681,279.20236,264.74789,276.30624,280.02271,287.01047,280.27481,272.76947,267.06577,262.86157,284.46375,270.02493,279.7356,264.70996,279.82266,280.08789,267.90094,281.13785,285.61124,267.17783,273.00626,272.90326,276.15347,278.22781,271.99991,280.67609,285.01575,285.62582,263.9632,279.34711,282.91946,280.9805,277.71527,270.15921,278.62454,270.18546,279.7851,275.9874
8th grade,mathematics,2009,NEW MEXICO,47.4%,28.2%,54.5%,0.1%,4.0%,0.0%,56.9%,0.0%,0.0%,54.6%,70.3%,0.0%,27.9%,0.0%,19.8%,13.964196,24.6%,73.1%,33.6%,0.0%,275.45248,268.89343,286.69135,270.16669,276.19205,266.60074,263.64392,282.60132,273.01022,281.16901,274.91183,288.39246,267.2594,276.33044,290.3186,277.99438,262.12045,268.63705,267.16168,263.75348,276.40366,273.90695,279.35538,269.04904,270.93872,274.77777,276.01569,283.45505,288.53317,287.10452,282.39233,270.27893,272.70505,290.59378,282.71802,285.80182,280.31186,273.04239,263.7713,268.59644,278.99127,282.93405,275.52597,277.97095,290.31015,274.90161,276.78641,284.56924,267.50177,283.26898,278.72577,281.83762,277.53287,290.46082,268.82022,283.34912,279.80972,268.87405,271.65988,275.88202,270.58047,287.17755,290.16504,283.29837,284.76617,280.36923,278.92322,286.50583,283.39133,284.35416,266.42661,288.38553,282.92371,279.36542,285.65759,285.44525,268.57806,285.83371,285.04883,267.3522,285.33057,289.88083,276.32803,270.06949,267.59482,281.24445,278.91342,276.27588,266.76028,288.0365,268.8754,287.39264,268.62625,288.39929,279.39423,288.2088,288.94559,279.34702,272.7847,278.74969,269.82843,273.76022,288.88196,271.85309,278.83423,285.21255,277.77924,275.96124,275.93253,276.9556,285.94806,270.84387,264.53918,281.68518,272.76791,260.4361,267.59546,267.37445,287.88779,282.71286,267.30334,274.47156,272.28812,287.5787,271.55121,282.10364,273.88101,266.2345,271.21191,285.30328,265.4397,265.91568,265.80902,269.08591,269.56686,267.40402,282.65338,288.26675,284.77869,285.07996,274.51535,290.04193,268.88916,270.93359,266.07144,285.92865,288.14536,274.71008,271.49612,265.91293,272.5202,274.43024,272.20605,277.41248,274.81259,279.49472,269.53729,277.87546,283.37094,276.84494,267.73322,281.31885,273.8793,269.61572,279.44519,266.8371,281.8494,270.80377,267.28787,279.74503,265.09683,278.45816,277.12042,274.3255,265.76724,279.45239,274.66678,284.65479,267.27164,288.1293,277.75372,278.74908,280.15823,285.53311,284.94656,285.57285,270.18338,275.73169,283.66574,264.54184,288.29211
8th grade,mathematics,2011,NEW MEXICO,40.5%,15.4%,52.2%,0.0%,0.0%,6.1%,71.9%,7.8%,3.0%,23.3%,45.7%,29.4%,14.0%,6.1%,16.3%,14.281589,7.2%,73.1%,49.0%,0.0%,284.7084,281.45837,282.82965,268.66254,265.72336,269.13367,284.1377,282.75031,283.77365,271.8374,281.90402,278.48755,283.01715,284.65668,280.0896,278.39362,283.10367,275.7009,275.9827,281.47833,267.23389,269.48563,279.62314,287.89478,287.88226,289.1236,286.48825,291.78381,275.15625,272.83493,278.02744,278.13599,289.01291,293.52368,292.26776,279.9024,275.21823,294.17868,282.74603,269.80453,290.23825,286.05341,284.02313,292.65799,278.57733,276.71002,282.99271,274.28531,293.01093,289.5614,286.647,277.74619,289.44464,293.74973,289.08578,275.92093,285.19437,283.13165,275.53134,295.93652,289.99179,289.46353,277.08664,274.6633,283.32288,277.78494,283.24203,275.72205,290.61945,281.11517,277.0434,293.89243,288.50208,276.12921,290.12823,274.61853,284.89984,286.7384,270.78458,281.9054,281.5448,278.81699,288.18655,278.9549,278.65094,275.58844,292.80869,290.08081,276.04434,284.5531,279.59534,294.24637,285.96704,276.73376,273.50793,283.78494,285.4335,286.17657,271.83908,263.19141,272.96075,272.20856,284.17746,292.16956,288.6239,287.54871,282.15344,271.19464,276.64944,268.76959,269.68738,276.67303,284.6348,271.70795,286.33746,267.42017,276.73557,278.80096,272.96652,278.52255,288.04703,286.5097,284.12228,270.84192,278.57654,270.61295,270.84576,288.66367,270.612,279.93121,289.11093,278.22702,269.74057,281.19473,279.53552,278.45352,266.98132,271.25647,288.02151,290.89636,284.25333,289.28174,288.6962,282.62796,283.60129,276.85614,270.74124,274.66483,274.32117,270.09518,288.46362,266.79318,288.37003,271.36191,274.02924,288.12628,287.94385,280.11801,284.69559,268.54922,271.98148,277.62451,278.59369,270.99194,277.52115,282.155,282.34558,276.75537,277.5069,288.23413,276.51175,269.73267,288.8703,279.54666,282.24652,289.17526,282.38449,281.86292,290.23392,273.24335,270.23633,290.35825,272.26382,281.39096,267.72757,269.62228,275.37582,274.94574,271.69586,271.13528,279.04675
8th grade,mathematics,2013,NEW MEXICO,46.4%,0.0%,79.7%,16.8%,0.0%,0.0%,81.9%,21.6%,9.8%,26.3%,26.7%,35.2%,10.7%,22.9%,19.4%,13.820952,49.0%,55.6%,25.8%,16.1%,261.49615,291.96024,292.29547,265.39069,269.40692,271.66745,284.72141,283.70859,283.64734,286.60193,286.04044,278.97562,282.08719,294.25281,281.18289,282.58466,269.22818,270.11856,280.14813,274.07623,281.74448,266.31952,284.80954,281.39389,275.22064,290.75897,291.66763,286.96594,289.16656,291.5481,280.63208,281.52695,282.76892,278.47073,281.49789,291.36938,291.78723,285.44666,284.92749,277.95218,266.1698,270.00076,290.92633,280.54834,289.63446,288.83255,273.27292,282.57614,273.7023,283.78873,273.57034,288.47781,273.91922,276.54193,282.5545,291.80963,286.07559,288.77069,284.49265,295.76505,283.29218,284.5611,289.43842,291.78625,283.03885,286.52057,286.41595,280.23987,287.89166,292.39233,280.62985,281.26263,274.81256,276.73618,290.14273,280.15891,271.53812,287.28055,272.4025,281.1275,277.61157,295.69418,283.13223,289.16336,295.59848,290.84531,294.12695,272.96158,289.93457,282.76956,289.10254,278.20294,284.35361,294.21179,288.11581,276.13498,273.78305,277.46167,280.65256,261.16937,280.00641,272.05713,278.86826,289.46408,288.92899,287.54303,285.99191,289.86346,266.91251,289.86234,274.26724,269.83282,274.28915,271.57501,268.15683,267.48734,276.76062,286.81665,284.68378,284.97495,274.75195,283.68735,291.86859,289.08218,282.05042,289.90997,292.01196,279.7944,271.82407,284.60852,290.58939,276.63458,272.00314,282.23746,274.31573,270.30533,266.28604,276.32889,287.27176,289.61133,279.25287,270.81876,280.26651,290.56381,290.66556,281.83066,276.86307,288.21198,285.55405,286.4313,289.26215,272.5679,290.7688,270.98639,286.52673,289.35431,272.6582,280.19876,291.85742,281.89789,279.83231,285.23645,278.50433,278.43475,275.80972,273.94101,284.65674,282.07935,284.91467,269.01569,271.20441,281.33923,284.02875,277.3598,267.96222,274.83624,286.25647,289.46091,286.86234,269.96469,284.99728,282.16467,270.0076,271.61835,286.62454,290.01462,276.91119,289.87619,273.80731,273.77969,286.66489
8th grade,mathematics,2015,NEW MEXICO,0.0%,13.8%,87.5%,0.0%,27.5%,16.7%,57.1%,19.0%,0.0%,4.0%,80.5%,29.2%,12.7%,40.1%,0.0%,13.949145,1.0%,48.8%,27.8%,3.6%,269.93466,273.64709,276.4295,272.55103,275.10785,281.20395,270.53384,282.17029,288.22183,281.341,285.21985,287.59155,277.94748,276.0491,276.27054,286.31143,282.27988,282.79419,278.45197,265.61523,271.36639,283.73535,288.32489,286.28595,284.47925,294.08075,289.09576,276.66187,281.36243,271.66437,291.36511,286.01767,290.20639,273.49506,282.16745,292.21948,287.64896,282.19489,263.96432,282.11819,272.58661,282.83902,273.62784,271.98929,278.96677,284.53964,295.61429,273.68378,284.52823,267.96866,292.20724,277.26175,283.1449,293.89316,291.31177,291.38022,285.95847,294.69943,274.85016,289.36234,294.78253,287.96829,281.30869,272.45874,285.32025,283.23889,281.1868,279.4176,286.62927,289.97086,283.52194,290.44531,290.21918,281.75946,277.04437,273.41098,272.07755,283.35785,272.40134,289.35178,280.35535,276.1651,285.62408,275.53909,271.55518,282.35303,290.77182,268.94461,282.42542,274.35275,275.75043,280.97571,284.02673,272.59134,287.72919,285.3252,268.83084,271.92963,283.31729,268.4548,283.05981,265.87012,282.66324,281.3656,271.52478,286.02942,275.46008,284.31647,275.35181,281.39008,287.31622,268.19556,263.23077,279.45749,270.27991,281.70963,277.37952,272.32642,278.12164,289.81018,284.77399,277.1282,279.71637,279.99609,268.27548,275.80154,267.96515,276.07367,288.6008,273.25726,283.47055,277.50952,265.55154,276.56094,266.48059,285.77261,265.79526,279.84497,270.43988,275.8002,289.61932,270.12759,268.93576,287.3833,285.97437,269.3927,289.90131,287.68643,272.73648,283.0943,270.70633,262.61133,289.63245,287.20584,269.92566,276.55725,269.30731,283.14755,283.44598,269.43707,279.92828,274.98233,269.71249,283.13107,266.39981,288.71344,287.58832,290.58105,280.5209,284.49353,277.86655,280.2912,277.45071,285.2222,278.97736,282.89163,288.6337,283.49545,278.07376,278.05817,286.32803,281.17029,288.11145,267.40323,282.09174,288.15115,266.51086,282.10559,274.53317,279.3414,277.1347
8th grade,mathematics,2017,NEW MEXICO,0.0%,21.3%,38.7%,0.0%,10.3%,22.2%,41.8%,0.0%,0.0%,0.0%,78.4%,0.0%,0.0%,0.0%,40.4%,13.926811,4.0%,0.0%,0.0%,0.0%,278.97205,284.23099,282.03619,268.59692,279.93085,271.72733,276.73947,281.86661,284.13757,274.88315,288.7399,268.3476,289.578,286.37411,283.73679,272.758,261.93872,263.01965,260.80237,273.12994,277.76276,262.56119,270.19522,287.01511,292.24338,289.90878,281.99948,286.49161,273.39993,277.49313,276.29404,269.38754,292.27634,285.26285,275.42368,270.81287,281.24591,280.99567,262.81458,275.72119,263.23196,264.85474,274.69177,278.63824,284.8533,278.42685,283.2984,283.88345,282.38013,277.29013,273.08664,284.3577,270.57175,270.77606,277.93225,283.38892,277.45108,285.66089,281.34988,292.46686,284.22845,285.10355,284.26807,285.022,268.07803,285.97723,281.64435,268.21326,278.93045,278.20361,277.88632,287.54004,271.15311,281.32434,274.7937,288.8363,267.173,285.05182,280.20697,279.39502,288.52203,270.90057,291.23856,282.75732,292.1785,276.01907,291.02881,273.70959,283.0864,272.27878,282.81519,273.53146,284.82898,281.56192,279.23859,273.51004,275.86227,277.99106,274.66251,276.77496,258.54239,273.10965,273.7514,282.3266,265.46375,269.24384,275.18726,286.63043,277.30807,271.05127,280.99011,264.49152,267.1174,272.74878,280.02887,262.54456,269.539,267.06787,279.54266,289.76254,277.37045,276.18802,279.95612,276.46033,268.92395,272.02444,285.26083,275.5018,281.07666,284.70004,278.02429,283.17679,270.46375,283.83566,272.51813,260.65973,269.5007,284.31503,281.63086,268.1882,274.66397,274.99652,284.6218,266.93106,268.34628,270.6575,286.49561,281.1293,281.60812,269.745,287.69388,260.56839,274.44641,277.31342,273.91614,279.04044,286.89117,285.79636,271.76062,268.02045,269.14325,274.85016,278.75412,270.61615,264.34988,283.547,279.12738,279.28082,269.50046,282.42133,273.05573,264.11813,275.47318,264.56247,263.31207,285.09103,266.68301,275.6416,283.34247,270.46533,270.61331,264.92749,279.37225,280.09537,274.21088,270.64886,268.22299,267.47726,267.99899,280.55273,280.1665
8th grade,mathematics,2019,NEW MEXICO,,,,,,,,,,,,,,,,,,,,,276.62021,272.01468,283.5882,278.51373,269.84296,273.02823,263.16342,274.98856,268.47464,291.29807,279.83444,272.80396,270.21411,269.69147,271.70349,271.31876,279.79019,274.03009,276.31799,262.05035,278.34445,262.40134,293.35312,293.11118,281.51123,286.008,281.02625,286.99783,286.78601,273.17355,266.36212,270.4006,275.27875,272.66611,270.07047,288.07089,283.099,283.59821,270.07971,261.27011,266.85608,255.10904,287.19766,291.80032,274.09552,291.0127,288.96863,278.25729,283.5397,275.67068,276.14136,276.95035,287.00586,276.46976,271.47974,277.52869,268.34009,273.20535,285.06161,273.50385,283.29852,270.40936,279.37292,287.21805,286.44568,278.18832,273.5217,283.65063,268.73111,282.965,289.61328,277.01437,275.51645,279.23196,270.48392,268.01514,278.98077,279.4339,265.09821,269.4425,286.64279,279.62537,268.29315,275.11594,284.33859,268.47031,271.22559,270.15649,276.92514,275.87494,270.93311,269.27158,271.11349,287.84729,267.92645,268.82526,280.18466,283.52783,267.86487,280.09198,267.77728,259.80695,290.59976,283.76862,264.9003,285.7388,266.07678,277.13751,270.65814,273.23221,264.44006,274.96359,271.16721,278.70926,264.59097,258.08987,265.53665,276.73834,269.48944,270.4122,276.54935,282.03012,265.54822,269.79593,267.64786,273.30203,281.87714,275.34549,287.96478,288.98959,288.59924,273.22556,271.85336,260.01169,281.75375,265.62048,261.62387,286.07971,290.02072,282.70374,289.64563,279.42532,286.14514,265.54364,273.79868,285.10034,278.04529,286.08224,271.30829,283.85776,276.07648,278.29855,278.75992,276.66772,273.25494,289.99408,281.19388,277.68155,285.97256,275.65103,280.96631,262.86621,276.00577,269.98489,282.86072,267.91519,271.15277,273.48062,267.53186,282.66562,285.30701,283.26929,271.00269,271.62787,271.91821,267.28598,285.58057,277.56326,280.87448,270.06265,266.55789,265.84546,279.04196,279.78391,263.76526,267.58841,287.19077,276.08466,275.04089,284.77234,270.73059
8th grade,mathematics,1996,NEW YORK,45.7%,20.6%,27.9%,14.3%,0.0%,0.0%,36.2%,7.2%,24.9%,56.8%,6.5%,26.6%,24.0%,26.4%,0.0%,13.860116,45.5%,47.9%,19.7%,19.7%,282.36423,260.15027,269.30817,259.8486,260.19778,273.7608,261.94397,281.12643,266.70499,273.99359,273.98846,270.91998,261.90738,270.90814,261.9957,260.64728,260.0502,273.94641,260.50623,271.92639,260.14737,276.25345,263.5173,276.69101,259.0665,268.24622,267.68976,280.93555,265.26755,263.582,269.54684,272.94376,269.09949,275.21097,258.88739,265.56488,262.039,262.36899,271.37607,268.25076,275.56732,265.54163,264.35309,261.30676,277.94247,279.08606,272.69553,269.55435,257.03458,276.82114,265.11829,261.90469,262.28271,272.65695,271.0011,268.59317,263.04816,278.5495,273.92795,268.29327,274.32004,272.84229,263.60013,261.59109,275.22424,272.05444,280.6954,280.617,270.24417,263.67752,276.61276,277.3681,262.30682,272.0665,271.50497,266.61255,279.19495,276.91879,275.87793,258.84067,263.96371,279.9646,271.92545,279.59253,273.40558,268.6105,266.99142,274.57678,263.14706,279.01285,264.57837,274.39725,267.14706,260.38864,272.80234,263.81238,265.46042,274.526,279.33508,276.98022,262.18784,262.96893,275.02795,272.63553,268.90738,264.91394,263.12784,265.7876,268.15967,271.6062,277.94794,268.19998,258.7193,260.66751,260.64474,280.76062,276.69727,272.00891,266.87491,260.66339,279.90927,263.16315,262.13995,273.74893,258.88116,279.24435,267.00467,274.54471,265.93521,262.66998,277.49368,264.78687,274.97327,276.24585,281.1557,261.84229,274.82968,281.56647,269.70474,277.32941,269.53403,266.29745,271.16345,281.11469,263.12579,269.76474,259.15686,274.15195,270.04141,280.4899,282.68118,264.45279,282.06818,269.58875,283.23532,264.83667,265.9248,267.30917,259.90244,270.14325,274.54279,261.47815,273.53256,265.12836,281.89722,261.85776,272.87497,273.83789,276.06549,274.47327,260.83124,269.23691,274.95197,282.90643,259.66821,280.16101,274.58585,281.2478,265.15756,264.78329,267.68484,267.14651,262.10101,279.60013,265.15732,262.39795,282.42728,272.11777,275.17245,266.65131,261.65662
8th grade,mathematics,2000,NEW YORK,74.3%,0.0%,4.6%,0.5%,29.2%,0.0%,6.6%,0.0%,18.7%,52.5%,41.4%,0.0%,0.0%,0.0%,0.0%,13.672417,62.6%,12.8%,10.8%,8.4%,264.69894,272.78546,275.70508,263.27707,270.78171,262.07996,274.10052,282.72238,284.41272,278.97467,272.14993,280.62357,275.11026,282.50436,264.51031,279.88385,281.57269,264.92542,279.21985,272.62579,262.80463,279.93283,271.95932,284.01086,279.42084,282.01932,273.85532,286.38751,280.29706,266.82858,276.46643,281.95163,273.2468,270.78348,280.62811,280.29117,281.57254,280.0545,266.32343,261.14847,262.7124,264.90872,282.51266,265.38635,269.96625,277.41019,272.01086,267.08237,282.41473,268.50629,286.54422,270.04773,273.19681,282.92111,281.97672,260.98456,278.30896,277.76334,269.17792,281.58963,263.21115,264.70047,262.19962,263.12286,268.87558,268.86493,279.84161,280.74539,284.71918,267.33264,270.41876,279.87787,264.87988,287.84753,263.10571,283.03223,285.57269,266.19022,284.01157,277.67987,285.91443,269.12543,276.46622,268.43799,264.60062,271.97073,280.58109,276.31952,276.05667,268.5007,268.7406,277.1171,271.98236,281.6673,274.34274,281.91293,272.14011,268.3212,274.98462,281.63214,285.93375,282.61212,291.0946,271.78934,279.38361,271.97189,274.89935,265.60538,268.33151,275.44824,270.12213,267.40186,282.82327,282.91403,270.80087,286.22144,280.6994,276.82974,270.74945,286.17496,275.63705,275.83649,277.29611,268.13547,268.6973,275.71521,281.40979,275.22302,286.33954,277.36572,272.56165,279.12299,267.90689,265.49951,269.65442,273.3743,267.27454,282.51526,285.62512,283.49609,271.21896,287.30005,273.81372,274.47754,267.19534,271.05475,264.54623,279.57257,273.4162,265.83997,267.45248,266.44183,278.95688,269.474,284.84,267.12091,282.13666,265.1998,285.94659,278.91846,272.06583,267.7551,286.99512,279.05643,282.16235,283.89441,286.29861,269.40771,267.63229,285.99765,279.28107,267.72058,276.57877,280.17657,267.45007,288.58041,284.8959,288.28729,277.96313,286.54529,275.93011,279.7977,273.32645,266.53659,268.79974,285.87933,285.7247,274.65707,279.86697,286.5228,284.17639
8th grade,mathematics,2003,NEW YORK,48.5%,27.7%,26.9%,22.5%,0.0%,11.3%,58.8%,0.0%,17.7%,27.2%,31.1%,0.0%,16.6%,0.0%,42.4%,13.689802,35.2%,17.9%,25.7%,5.8%,280.58258,272.47342,270.66367,286.70984,289.36517,281.68542,277.56326,292.16245,275.58005,282.59415,273.1127,276.23047,284.25671,274.12561,271.01196,285.19165,289.89441,267.31897,280.57758,288.55707,281.74695,284.37976,273.59363,289.95718,271.12665,282.41171,284.2066,280.67422,279.75131,273.66272,284.18314,274.2215,278.4295,277.74393,275.68005,279.52789,280.70486,272.36145,281.50302,288.22534,281.36539,284.89581,286.3699,269.82556,288.83701,272.63181,273.99826,278.13107,270.50711,276.46494,279.56155,288.67084,274.86642,289.79846,280.9086,281.64069,275.77304,278.81189,277.82104,275.24945,293.38745,273.78021,287.12738,270.14621,271.52011,291.13785,293.52164,270.96786,272.70895,286.41205,269.83017,280.86728,281.63968,275.95688,280.90005,286.65512,284.11343,292.28088,272.52585,281.87534,287.15906,290.29971,280.3378,292.05496,278.67618,278.23669,278.33942,274.19476,284.07953,271.84335,282.53674,279.20416,283.27908,292.02231,277.2626,282.96274,290.12177,287.22797,280.07663,281.758,280.42105,282.67694,288.01587,285.27628,283.89484,281.53354,292.59573,284.39423,273.78531,290.69461,278.50287,283.41983,266.505,288.6579,270.27634,272.30203,269.35077,271.97095,275.52524,281.59329,292.77887,289.97211,273.47406,287.1803,268.99146,284.50113,282.79105,281.53922,286.7605,280.0155,278.51285,271.68445,287.50342,283.96295,284.82315,283.6235,279.07352,276.12537,287.67151,281.60916,280.89023,291.06317,289.76685,289.59778,290.85083,286.31891,277.95276,274.69656,288.15002,284.13797,280.13348,280.66553,290.06943,286.05264,279.18765,292.57526,274.41574,292.02664,285.41962,291.25775,270.65897,278.28076,278.95248,289.51755,275.25931,269.89508,270.67639,286.87305,274.06958,275.83157,279.68591,281.86905,288.70413,274.056,274.15668,275.79767,278.23923,289.1138,284.59589,282.46463,276.87689,277.44778,292.41788,281.32819,287.70081,273.3396,282.1972,279.52536,280.67441,289.28937,285.99637
