grade,subject,year,FIPS,white,black,hispanic,asian,amind,multirace_unclass,free_lunch,red_lunch,miss_lunch,no_freelunch,combo_pct_free_lunch,combo_pct_red_lunch,combo_pct_miss_lunch,lep,sped,testage,nonEnglish_neverathome,nonEnglish_sometimesathome,nonEnglish_alwaysathome,nonEnglish_miss,unadj_score,adj_race_03,adj_lunch_03,adj_LEP_03,adj_SPED_03,adj_age_03,adj_Enlang_03,adj_racelunch_03,adj_raceLEP_03,adj_raceSPED_03,adj_raceage_03,adj_raceEnlang_03,adj_lunchLEP_03,adj_lunchSPED_03,adj_lunchage_03,adj_lunchEnlang_03,adj_LEPSPED_03,adj_LEPage_03,adj_LEPEnlang_03,adj_SPEDage_03,adj_SPEDEnlang_03,adj_ageEnlang_03,adj_racelunchLEP_03,adj_racelunchSPED_03,adj_racelunchage_03,adj_racelunchEnlang_03,adj_raceLEPSPED_03,adj_raceLEPage_03,adj_raceLEPEnlang_03,adj_raceSPEDage_03,adj_raceSPEDEnlang_03,adj_raceageEnlang_03,adj_lunchLEPSPED_03,adj_lunchLEPage_03,adj_lunchLEPEnlang_03,adj_lunchSPEDage_03,adj_lunchSPEDEnlang_03,adj_lunchageEnlang_03,adj_LEPSPEDage_03,adj_LEPSPEDEnlang_03,adj_LEPageEnlang_03,adj_SPEDageEnlang_03,adj_racelunchLEPSPED_03,adj_racelunchLEPage_03,adj_racelunchLEPEnlang_03,adj_racelunchSPEDage_03,adj_racelunchSPEDEnlang_03,adj_racelunchageEnlang_03,adj_raceLEPSPEDage_03,adj_raceLEPSPEDEnlang_03,adj_raceLEPageEnlang_03,adj_raceSPEDageEnlang_03,adj_lunchLEPSPEDage_03,adj_lunchLEPSPEDEnlang_03,adj_lunchLEPageEnlang_03,adj_lunchSPEDageEnlang_03,adj_LEPSPEDageEnlang_03,adj_racelunchLEPSPEDage_03,adj_racelunchLEPSPEDEnlang_03,adj_racelunchLEPageEnlang_03,adj_racelunchSPEDageEnlang_03,adj_raceLEPSPEDageEnlang_03,adj_lunchLEPSPEDageEnlang_03,adj_racelunchLEPSPEDageEnlang_03,adj_Clunch_03,adj_raceClunch_03,adj_ClunchLEP_03,adj_ClunchSPED_03,adj_Clunchage_03,adj_ClunchEnlang_03,adj_raceClunchLEP_03,adj_raceClunchSPED_03,adj_raceClunchage_03,adj_raceClunchEnlang_03,adj_ClunchLEPSPED_03,adj_ClunchLEPage_03,adj_ClunchLEPEnlang_03,adj_ClunchSPEDage_03,adj_ClunchSPEDEnlang_03,adj_ClunchageEnlang_03,adj_raceClunchLEPSPED_03,adj_raceClunchLEPage_03,adj_raceClunchLEPEnlang_03,adj_raceClunchSPEDage_03,adj_raceClunchSPEDEnlang_03,adj_raceClunchageEnlang_03,adj_ClunchLEPSPEDage_03,adj_ClunchLEPSPEDEnlang_03,adj_ClunchLEPageEnlang_03,adj_ClunchSPEDageEnlang_03,adj_raceClunchLEPSPEDage_03,adj_raceClunchLEPSPEDEnlang_03,adj_raceClunchLEPageEnlang_03,adj_raceClunchSPEDageEnlang_03,adj_ClunchLEPSPEDageEnlang_03,adj_raceCluncLEPSPEDageEnlang_03,adj_race,adj_lunch,adj_LEP,adj_SPED,adj_age,adj_Enlang,adj_racelunch,adj_raceLEP,adj_raceSPED,adj_raceage,adj_raceEnlang,adj_lunchLEP,adj_lunchSPED,adj_lunchage,adj_lunchEnlang,adj_LEPSPED,adj_LEPage,adj_LEPEnlang,adj_SPEDage,adj_SPEDEnlang,adj_ageEnlang,adj_racelunchLEP,adj_racelunchSPED,adj_racelunchage,adj_racelunchEnlang,adj_raceLEPSPED,adj_raceLEPage,adj_raceLEPEnlang,adj_raceSPEDage,adj_raceSPEDEnlang,adj_raceageEnlang,adj_lunchLEPSPED,adj_lunchLEPage,adj_lunchLEPEnlang,adj_lunchSPEDage,adj_lunchSPEDEnlang,adj_lunchageEnlang,adj_LEPSPEDage,adj_LEPSPEDEnlang,adj_LEPageEnlang,adj_SPEDageEnlang,adj_racelunchLEPSPED,adj_racelunchLEPage,adj_racelunchLEPEnlang,adj_racelunchSPEDage,adj_racelunchSPEDEnlang,adj_racelunchageEnlang,adj_raceLEPSPEDage,adj_raceLEPSPEDEnlang,adj_raceLEPageEnlang,adj_raceSPEDageEnlang,adj_lunchLEPSPEDage,adj_lunchLEPSPEDEnlang,adj_lunchLEPageEnlang,adj_lunchSPEDageEnlang,adj_LEPSPEDageEnlang,adj_racelunchLEPSPEDage,adj_racelunchLEPSPEDEnlang,adj_racelunchLEPageEnlang,adj_racelunchSPEDageEnlang,adj_raceLEPSPEDageEnlang,adj_lunchLEPSPEDageEnlang,adj_racelunchLEPSPEDageEnlang,adj_Clunch,adj_raceClunch,adj_ClunchLEP,adj_ClunchSPED,adj_Clunchage,adj_ClunchEnlang,adj_raceClunchLEP,adj_raceClunchSPED,adj_raceClunchage,adj_raceClunchEnlang,adj_ClunchLEPSPED,adj_ClunchLEPage,adj_ClunchLEPEnlang,adj_ClunchSPEDage,adj_ClunchSPEDEnlang,adj_ClunchageEnlang,adj_raceClunchLEPSPED,adj_raceClunchLEPage,adj_raceClunchLEPEnlang,adj_raceClunchSPEDage,adj_raceClunchSPEDEnlang,adj_raceClunchageEnlang,adj_ClunchLEPSPEDage,adj_ClunchLEPSPEDEnlang,adj_ClunchLEPageEnlang,adj_ClunchSPEDageEnlang,adj_raceClunchLEPSPEDage,adj_raceClunchLEPSPEDEnlang,adj_raceClunchLEPageEnlang,adj_raceClunchSPEDageEnlang,adj_ClunchLEPSPEDageEnlang,adj_raceCluncLEPSPEDageEnlang
8th grade,mathematics,2017,FLORIDA,37.7%,26.4%,17.7%,0.0%,0.0%,31.1%,80.0%,14.1%,0.0%,60.9%,45.5%,0.3%,2.5%,0.0%,43.0%,14.158533,0.0%,25.6%,1.7%,14.4%,290.72083,287.75476,275.64319,275.41345,284.99274,290.52563,269.64709,279.17401,281.72479,286.33572,286.93353,292.63986,292.25046,288.1785,287.9675,281.7756,284.42157,279.22623,276.93808,270.84363,274.38934,277.84195,282.92682,286.88589,277.60208,282.48834,277.79193,277.77634,288.38089,278.93146,282.78894,273.82022,277.48825,294.19327,283.76657,276.39673,274.28595,290.49469,271.95084,283.47397,267.41776,272.02078,286.62854,288.99649,276.06,290.85983,293.56589,286.71078,292.93228,278.16245,292.06781,277.27484,278.2587,290.49118,295.02383,288.72473,287.67944,288.00763,293.17786,276.98062,296.28076,278.72043,292.29645,295.52359,288.35306,290.97125,274.54965,274.7962,288.82523,275.10724,281.98221,293.58472,284.94189,278.48132,280.18317,276.75046,278.63455,292.96674,296.03973,295.72748,285.28528,292.49542,278.90732,293.36774,281.63217,280.88806,295.74393,288.3898,279.32349,273.76932,287.00143,282.51529,289.90128,298.92688,283.32162,297.27185,290.4209,291.75778,288.64133,288.2937,285.3381,281.27621,276.90106,272.10501,289.89777,286.93063,273.23288,275.63831,289.39459,286.53885,277.96594,278.07071,273.78973,274.79568,290.67279,276.07031,278.52509,284.96399,280.37561,279.29935,273.21759,275.58765,278.90738,280.39697,280.96875,274.88309,289.37616,286.77927,283.95859,286.819,274.12885,290.9975,279.13885,288.80237,278.74704,290.66354,285.11734,288.319,272.11511,287.33231,289.29486,284.34729,286.08139,290.19922,290.4556,274.15756,276.87814,277.31516,282.90591,293.00201,275.60242,272.32877,279.08542,285.08356,275.69299,288.38943,273.73083,277.99493,282.70435,270.72498,281.70151,291.47797,270.65903,289.31927,274.16162,280.93866,290.63351,273.79138,288.49844,271.16687,287.3605,282.78421,279.39484,279.60294,274.44397,279.95404,279.68127,293.51993,289.81433,273.74045,285.04724,284.17593,292.56921,279.15085,291.15921,279.77939,273.76688,292.95074,274.94696,285.58044,293.33112
8th grade,mathematics,2019,FLORIDA,,,,,,,,,,,,,,,,,,,,,289.03116,283.78546,296.23306,290.92725,276.55957,275.63962,271.84021,289.98318,281.94717,282.37851,276.95593,275.5791,280.18301,287.72284,275.33557,290.54486,276.88397,293.09985,285.92926,288.66702,268.34692,267.47028,293.75931,283.32083,290.9527,280.06766,278.21851,283.05334,284.02734,298.99988,277.52838,291.35541,295.08377,289.11142,293.3103,295.65967,291.93201,293.13809,275.41837,288.48373,271.72992,283.74176,288.30182,286.11664,296.16098,298.25912,282.92566,289.13501,278.94278,280.10678,289.42081,295.68988,280.80801,276.92746,292.48233,295.04269,275.57956,295.90076,297.12814,278.21979,284.85812,279.9624,280.79166,297.76779,287.8627,298.18231,294.35156,297.43497,297.05832,274.06183,289.47058,278.67319,281.23059,290.35336,290.85275,293.89651,293.85971,293.69492,293.11734,286.6972,287.94321,290.77304,285.60739,280.29388,300.1507,280.58603,296.83463,282.6275,280.48862,281.46112,285.27753,283.3118,293.55295,278.16077,296.56015,295.84286,275.46017,286.4523,279.55957,273.48267,284.46286,272.89493,275.52322,277.02032,290.88147,277.26129,290.4025,275.34821,281.53183,288.48892,271.85281,277.70142,283.79465,271.4787,284.70682,285.94,282.96594,272.1272,287.39313,282.8063,282.65039,287.40735,288.32138,283.07217,289.76581,272.23923,280.92743,288.54739,277.51736,284.96252,286.64148,291.56873,280.89865,276.51828,279.52747,275.82727,278.46179,288.41852,295.00046,278.13388,281.11002,287.08774,289.92853,272.70804,289.97952,273.97137,283.87286,292.90518,273.62808,284.31015,289.43832,284.07788,288.16824,278.29691,276.1153,280.06799,286.00479,280.39514,294.56149,291.24048,294.66788,288.73151,279.24213,294.85715,290.16772,289.16519,294.62894,289.88181,275.01239,279.93076,272.01364,285.11038,283.23975,274.76407,284.79037,277.59933,292.12372,273.55884,285.146,280.3028,295.70886,276.14484,282.04349,271.83655,294.08246,275.07687,295.17532,287.16641,274.79303,280.87613,278.08856
8th grade,mathematics,1996,GEORGIA,52.6%,16.5%,7.5%,14.0%,12.5%,0.0%,49.6%,14.0%,0.0%,27.1%,0.0%,0.0%,33.1%,0.0%,16.3%,13.860047,50.2%,35.0%,0.0%,17.8%,257.55508,256.10449,262.90497,254.64401,259.09109,268.35696,258.04169,269.13068,261.38269,275.33035,278.4884,258.7099,268.2695,260.24393,269.63553,267.04941,258.79172,259.18051,272.62997,259.15631,258.08572,271.43521,274.40344,263.99368,267.00357,268.33231,255.50612,278.84485,277.82608,260.02078,259.81268,266.07608,271.93564,271.85922,269.61432,268.44965,252.67375,260.31601,266.62393,251.92575,256.40085,269.64606,258.92477,273.00064,266.13339,255.09612,252.25327,276.20059,266.27713,255.64146,276.55954,254.86682,261.81677,252.9193,262.95309,254.01595,264.24475,264.08847,260.08722,260.66821,264.39639,268.35638,261.06253,271.22437,274.16656,268.34457,261.92789,260.06299,262.14893,266.17459,269.89093,258.19058,262.95023,263.81433,254.82379,254.3045,267.67584,267.39435,268.63455,258.33716,254.68942,262.04233,258.52252,254.16208,269.05875,271.819,263.48306,260.25824,254.22003,272.07162,262.83127,253.80789,263.89297,260.90796,267.53943,270.12247,267.5119,266.3894,254.61768,272.31384,270.75778,257.41318,277.94797,271.26675,265.46844,267.90909,260.45578,273.80774,274.42188,274.86057,270.6076,261.74551,271.00705,266.06241,269.13724,266.65744,260.20154,263.33176,262.7728,262.57916,266.86469,266.60754,271.03784,278.12375,259.30438,267.21411,266.51422,273.63351,263.83536,268.72229,268.80231,263.95508,257.44116,266.06363,272.37262,253.96069,256.35889,257.5043,257.29031,277.44092,261.87555,273.32269,278.75125,259.05399,257.96228,257.35287,268.65118,255.1216,274.90182,256.97836,276.48547,269.44479,265.96146,278.95673,266.73877,256.89111,274.49536,272.49017,272.56143,258.09293,256.96472,267.14151,258.98428,255.05829,275.48288,273.29141,270.41696,271.80884,265.52341,274.65259,263.06024,265.6525,263.05115,268.69269,277.65625,268.27768,260.62421,276.42551,267.29425,259.83905,260.70847,253.60481,275.04663,259.70682,267.58356,276.02719,264.25781,261.46268,270.26215,262.9136,258.21777
8th grade,mathematics,2000,GEORGIA,35.9%,33.0%,0.0%,0.0%,15.0%,15.2%,19.3%,0.0%,0.0%,73.9%,49.9%,0.0%,24.5%,0.0%,17.6%,14.272161,64.4%,40.1%,5.5%,0.0%,264.88782,270.10532,272.27686,261.61389,275.23792,276.34286,260.48944,264.79834,264.29669,269.57431,267.69724,266.26364,261.79465,271.40085,259.54645,259.5672,264.79349,269.65091,258.53513,254.96092,250.86771,261.06049,258.33987,268.27643,263.46097,272.14221,275.06299,278.15335,277.79227,257.74768,264.27039,268.43588,258.3078,259.36301,271.24673,271.84958,271.16055,271.52332,254.10948,256.54385,255.83371,270.41995,268.41516,260.05472,271.23752,271.91635,268.09955,258.98422,260.64783,256.22345,264.74643,274.90475,266.44885,260.78824,269.83365,263.00085,254.01819,261.60239,277.02808,257.96368,264.68417,270.70639,268.67221,258.24777,262.13937,280.31497,269.07993,262.95239,257.98822,273.27087,272.81042,259.85873,266.10727,266.47583,250.82912,268.01245,266.98221,257.49765,263.53391,265.74026,254.92595,261.67346,272.19403,259.50842,268.5506,271.16763,263.85184,250.39479,276.30487,264.07767,276.91101,257.09473,278.591,277.8869,256.74966,260.20175,280.07471,275.50937,254.28702,255.75499,267.49408,273.01987,264.58954,277.97903,280.28329,268.23932,273.51566,270.33835,270.76422,257.16095,273.62714,256.87213,256.45593,272.51575,276.25089,270.23615,259.3006,258.01678,266.09329,260.27658,281.11453,278.68039,269.86014,262.47559,268.76288,275.40463,277.24164,254.14142,258.13614,262.7453,258.19006,263.07056,267.00098,256.26636,271.48398,257.86871,263.10233,267.89789,280.82913,272.03687,273.81256,279.93695,280.57285,270.25925,275.99615,277.93671,280.96701,262.40897,273.79776,273.21362,278.05603,276.86084,261.02057,266.86136,260.00247,269.34094,260.00015,271.24118,272.90182,270.33041,275.61417,259.1329,266.34839,274.05215,273.64011,263.69992,269.95078,260.70993,272.84866,265.24298,261.95883,271.41931,265.71872,270.23257,278.85004,270.28827,261.9834,263.8627,277.73383,257.34656,271.19629,275.02719,267.18021,267.03705,258.72662,265.62402,263.96252,272.23456,259.96921,271.1478,274.88135
8th grade,mathematics,2003,GEORGIA,27.8%,21.7%,8.8%,24.2%,0.0%,0.0%,37.9%,11.2%,2.1%,51.9%,25.5%,0.0%,0.0%,0.0%,20.9%,13.838179,80.5%,3.1%,0.3%,8.8%,266.55392,281.14111,264.84998,267.55124,273.58105,268.58234,273.99893,285.63693,276.67136,278.7442,273.71671,274.93347,262.47717,273.12057,271.43835,265.71173,272.23923,268.59042,268.04996,276.29568,263.96429,264.06073,264.49539,280.27127,276.40143,281.05994,278.42606,278.24573,273.71472,272.50275,283.71017,273.53424,273.56567,281.05637,279.95383,276.62979,267.41861,261.07147,276.20822,273.65738,261.5343,274.71939,281.96982,287.63083,267.27945,276.35516,283.58865,264.97833,268.90256,281.87799,278.71326,266.04056,262.69925,268.37415,271.26807,277.51801,265.66925,282.29135,277.9447,278.22162,273.4227,270.02341,275.92624,286.25635,280.90616,270.36871,272.61823,272.36597,267.50568,261.10687,271.43036,280.48193,266.21909,286.10931,259.33051,262.27667,270.35944,263.03104,273.09586,268.53619,281.38956,282.53772,268.85013,273.8418,279.01492,285.19464,274.78369,265.52054,262.03961,280.9761,269.60651,276.13318,265.22784,283.36737,279.87009,268.77386,284.46664,264.44016,273.82858,270.40326,282.41522,279.7692,264.17175,267.60208,267.37289,268.15881,282.66605,267.06155,269.61746,271.20889,265.34024,266.46817,264.28888,269.38928,272.35895,260.80743,262.2735,264.84372,285.59766,277.13184,282.31784,271.61423,271.97183,274.1759,279.64035,269.87085,264.40909,258.70172,277.48737,270.34167,266.90472,276.95337,272.06674,278.41394,263.16342,269.4866,264.52603,270.90771,279.50323,285.03864,283.01486,273.37469,266.78061,276.1485,273.65021,267.91208,281.86359,266.5835,264.74295,283.06027,264.73328,257.80652,262.936,285.70264,273.42944,267.01764,271.48474,282.20102,270.89621,260.7363,282.98697,265.71051,264.31393,283.89954,260.74854,282.44595,277.08386,286.47647,269.31293,258.75394,271.39053,271.8316,276.12811,276.37936,263.86813,266.34836,266.95972,264.56509,276.34848,269.51901,269.84003,267.54407,268.75534,270.42645,259.79358,280.52795,267.39227,287.50241,279.84253,269.45508,265.54324
8th grade,mathematics,2005,GEORGIA,29.0%,59.7%,0.6%,6.1%,0.0%,18.5%,9.0%,25.1%,28.5%,72.6%,45.5%,2.8%,5.6%,29.1%,0.0%,14.229907,78.1%,33.5%,18.2%,0.0%,277.94852,284.07651,282.49808,280.80997,269.48367,266.53836,276.32852,279.15692,286.00192,274.94672,287.5748,277.42511,272.82123,272.70435,281.28763,279.99878,264.83002,274.84305,276.52567,270.59552,278.88315,279.15939,287.49207,265.33426,267.90143,269.80655,273.65747,269.53171,284.56577,276.03961,281.17737,267.96869,275.62759,267.11618,269.43518,270.08121,279.21555,273.09341,270.60464,279.43359,273.34927,278.68246,274.55295,266.7742,266.52206,280.22443,279.46188,283.3316,280.48029,274.7869,269.42697,271.09113,269.86441,283.42368,275.17883,270.79395,261.41403,271.88882,282.83542,286.35953,287.79929,270.9415,279.36118,285.29272,279.02231,266.99579,279.77206,283.97626,270.17215,274.03159,285.47992,287.74475,271.75934,275.32599,264.79974,276.90759,283.72766,275.47244,283.6467,277.98575,279.91586,268.18082,287.72086,267.58252,276.15176,271.37833,285.39224,269.3392,273.7533,280.15979,265.61398,272.03323,278.90576,268.5473,279.33493,282.16278,270.34467,266.85208,276.30347,260.32605,268.41888,268.18237,287.24353,282.42181,276.22116,284.91739,282.84726,264.53052,273.03802,269.91391,271.79071,263.58701,260.6535,266.9314,283.83966,271.17154,273.59674,275.71579,271.39844,279.16193,277.6333,276.55048,287.04666,274.14926,276.69553,279.34534,282.33142,283.11288,274.84253,268.66666,270.9281,272.74844,265.33075,273.66248,271.94342,280.164,269.53531,268.94638,269.25064,279.75717,272.5524,284.86761,283.70554,283.54044,272.03207,265.35931,272.40018,263.69489,274.49817,273.9624,280.33627,272.19293,275.64047,284.50766,278.67276,267.93283,270.40344,274.05914,270.32864,275.38226,274.27121,280.49521,276.71106,281.69913,265.65613,265.42209,268.97644,277.53464,265.68057,262.21143,262.77832,272.52502,274.83844,264.02615,265.32178,280.14981,286.79596,279.69394,276.82663,282.48236,273.63864,261.80621,283.54007,262.98947,261.85587,282.56696,278.63382,286.54153,283.98407,281.30731,266.64941
8th grade,mathematics,2007,GEORGIA,29.2%,33.6%,21.2%,0.0%,0.0%,2.8%,18.6%,0.7%,8.9%,51.2%,34.1%,0.0%,0.0%,28.0%,25.1%,14.129952,59.3%,11.9%,0.0%,0.0%,276.59134,290.22998,279.91647,269.16019,270.8819,270.64493,273.4455,276.28641,292.35159,290.21793,278.65137,278.33502,274.612,264.56381,277.6893,286.69263,264.01849,268.17236,264.83957,280.20401,271.25323,265.9288,291.79007,274.54736,292.58313,271.17831,281.43646,289.74246,287.73273,277.95026,269.98422,279.83969,271.88843,267.3248,269.64346,276.73746,263.36371,281.6936,270.03815,265.06967,278.34195,265.18967,268.33017,293.48895,280.25964,271.81113,270.13477,281.44534,291.27097,279.50964,286.91562,268.68988,268.11633,276.5405,286.48807,264.44928,279.16006,284.06128,284.49402,285.98151,270.58624,285.54956,277.92889,282.21469,278.97757,279.43094,264.74182,286.57062,288.48373,279.82751,289.76868,277.92438,279.80881,273.8118,276.46042,276.97916,287.77222,269.85373,274.92859,273.90207,277.62296,294.29745,284.92914,280.40332,272.62531,284.64026,274.58041,278.91238,286.23776,284.89948,278.56912,280.51797,280.49252,276.58356,265.99973,280.54025,270.22833,276.02658,277.37756,276.09607,271.01993,274.03452,272.15631,282.49356,288.8996,281.30783,289.61169,278.21353,263.61685,272.68552,275.00153,260.2951,265.66571,274.64984,281.06876,276.70908,273.77072,277.85602,270.44189,287.52127,288.25748,288.97324,290.47003,277.93381,281.58072,272.64459,288.53455,267.56039,284.17905,266.07047,285.42075,275.79462,280.41718,281.55716,260.92313,280.7395,262.86328,267.60278,284.12979,283.66696,268.22659,275.78351,271.63022,283.75974,277.76602,272.20822,277.11639,270.53116,273.09833,276.77441,267.43765,260.37259,278.11841,271.25607,280.77679,285.48483,277.89926,276.50244,287.74973,279.10895,291.4881,269.36261,275.97275,277.59384,286.14795,276.64362,281.83945,288.08975,286.13394,283.40298,266.9679,287.05493,266.48236,283.77805,284.1843,278.13977,286.08453,273.634,290.42471,288.26724,282.66949,264.49643,273.44263,271.16788,280.43521,271.91339,284.89178,271.38217,270.35626,262.36761,273.95642
8th grade,mathematics,2009,GEORGIA,62.4%,41.5%,30.7%,0.0%,19.8%,0.0%,47.1%,0.0%,0.0%,23.7%,53.3%,20.8%,8.5%,0.0%,10.3%,14.371747,57.0%,12.0%,0.0%,7.9%,267.62949,276.36661,291.64093,276.21967,268.87808,268.68585,280.22379,285.96112,291.44897,275.3212,284.72952,282.05029,268.5867,273.3515,277.56189,276.21802,272.358,282.05551,288.09924,280.55255,283.94052,285.85699,280.7594,288.80652,288.16415,281.40662,271.1142,277.79874,291.73322,273.74274,276.82004,293.54147,270.31622,282.57095,276.05447,283.48248,281.86887,272.41745,279.04929,279.6824,276.88983,286.82275,275.66199,287.81686,276.8447,282.32266,280.47479,277.00366,275.27271,291.42694,293.34412,288.35806,290.95209,270.38348,276.14108,287.87701,287.47913,294.84085,292.94379,285.66254,295.03174,280.3382,275.05847,274.0882,278.17328,286.09338,275.54141,288.39542,283.25809,291.85461,289.63635,280.93671,286.6384,277.86307,279.80939,288.46146,272.92303,269.99438,272.96805,279.05237,278.18341,281.7796,281.72894,282.92227,284.69537,292.15494,277.30533,277.47379,289.82654,269.16141,279.94443,279.84351,275.24463,292.85825,274.25546,293.59302,283.53091,285.72473,267.11172,279.73877,284.24881,288.0947,291.88846,280.46313,291.8287,282.27066,292.12927,284.60226,267.63351,278.83017,268.53275,284.8822,268.20465,275.79459,283.26245,267.42047,288.4079,289.61423,273.91837,282.70236,279.35471,276.46808,289.7775,289.1084,291.69437,274.07892,278.10233,265.86615,271.94141,278.35388,286.16714,287.43732,275.26758,274.84921,266.36218,277.08804,288.7634,272.26743,288.23621,272.75873,280.81503,284.43991,272.91092,282.94556,277.62656,282.41132,270.76147,266.50632,277.38708,268.55368,278.10889,270.15195,286.76736,273.86737,288.7236,276.51501,274.97528,289.00687,277.08932,284.62271,290.19748,279.55515,286.78259,283.00833,281.70227,292.54938,273.92081,286.32562,291.32767,283.68457,289.48846,274.16263,283.25031,268.81488,280.29767,288.64474,294.92056,279.1022,283.68719,277.68408,279.45471,274.6485,266.41635,285.53964,281.73569,292.04337,288.36093,276.04517,273.46927,267.39777,278.13425
8th grade,mathematics,2011,GEORGIA,52.2%,29.6%,29.6%,0.0%,28.0%,0.0%,25.9%,12.2%,0.0%,46.8%,77.6%,25.2%,29.8%,0.0%,9.6%,14.117556,54.3%,1.9%,27.6%,27.3%,283.84439,281.50369,279.74969,267.55072,279.31204,291.10297,273.40576,287.86295,291.18893,291.46582,296.21567,278.02646,277.1409,271.04315,292.34518,293.3085,282.58401,285.41321,268.14435,274.81256,282.11301,289.79086,293.55106,275.73276,283.71945,294.01849,288.60648,286.15012,275.33395,276.67917,280.07538,285.43384,272.88989,288.75958,292.03616,285.77448,283.09402,295.76794,265.21994,281.76843,278.80756,273.0697,289.57202,298.36206,291.82581,283.74664,294.89322,284.79916,271.84897,280.46664,282.32523,284.0181,275.47678,277.91217,284.67896,282.11633,285.30054,277.9425,289.36026,290.21384,288.21048,295.37433,282.1033,275.15088,272.63364,289.38708,270.97699,293.5174,286.69412,284.12238,290.11646,283.24014,278.88702,298.23724,272.48407,275.90891,285.99246,275.08975,292.80093,277.22958,275.55338,289.83148,291.66913,277.53397,287.55228,295.07895,282.35025,285.63541,293.16202,278.98859,294.5592,275.23465,298.23407,294.39825,276.89459,291.4769,277.45969,277.45541,276.63724,275.88025,269.94641,271.63092,278.16855,293.78839,280.32864,277.35901,290.18494,286.71725,270.21152,277.32135,270.58224,279.31329,283.01666,274.7963,272.99582,264.47845,279.40176,287.94409,285.12683,291.85147,293.03848,293.55316,271.75058,280.28009,283.43869,280.51416,289.13797,285.12308,271.12646,287.383,283.80658,289.03891,274.71545,278.42935,267.40579,269.67853,287.09048,292.64651,282.55017,290.40155,290.86142,282.92511,290.54901,284.58066,272.34518,287.20093,284.00693,269.12198,278.09763,275.41934,274.88248,286.08633,282.24857,288.58853,280.81705,278.92148,284.11499,284.07898,285.24179,282.42902,276.51224,280.62054,286.90048,271.38043,272.63055,292.31244,275.90787,278.13019,279.59592,273.95587,280.74124,282.40512,280.23349,278.27747,285.79187,281.23001,290.82034,277.12918,293.14124,290.99557,279.99274,269.63385,273.56903,282.33966,283.71024,277.0014,279.88815,294.22787,293.43433,272.42239,281.54282
8th grade,mathematics,2013,GEORGIA,37.3%,65.4%,5.3%,0.0%,0.0%,17.0%,55.6%,0.0%,0.0%,30.0%,43.1%,20.6%,25.1%,18.9%,21.7%,14.373132,57.3%,29.8%,0.0%,7.3%,286.13663,279.83511,292.33792,277.47467,283.6879,280.13425,268.17319,292.24783,285.09653,281.17111,284.67163,288.98071,293.01709,276.22531,282.78525,295.68576,270.89166,290.53201,271.21539,280.38007,278.99557,280.97314,284.36957,284.69598,299.79074,276.85596,274.37033,292.78918,280.25702,295.09235,292.52997,297.46161,288.10489,279.32849,286.37344,285.80844,286.05499,292.56146,289.63638,279.90897,288.38171,271.50266,276.74756,294.99432,286.67664,276.84888,298.02814,281.87466,288.90521,276.03885,285.3959,293.22882,275.06171,285.68347,285.73529,292.33218,277.86749,282.58218,280.69104,285.77435,292.25909,289.95795,288.69141,281.75052,283.30899,299.74408,291.99405,278.30807,295.88199,288.69122,287.93582,288.88092,299.10413,286.55127,288.22852,287.16449,281.2305,292.41428,279.5007,278.74359,292.95923,278.66043,283.61746,285.6087,289.33133,283.68753,292.24258,289.29181,285.07407,291.56955,288.70001,285.5137,289.79834,280.54694,286.54675,295.16577,282.09247,276.85858,271.57968,284.75763,275.24326,275.28976,295.59598,274.49069,289.09262,278.71255,278.24597,292.06558,276.19067,287.9552,281.75375,285.61694,275.0621,279.43442,289.54572,282.06665,268.46115,283.63641,287.46704,284.38275,285.87708,283.40546,287.40747,290.19958,288.22522,282.20395,290.32501,287.94611,282.5079,276.32394,280.37625,287.38382,293.74338,268.28366,269.40265,288.67697,280.76532,287.98355,273.69669,293.84048,284.19153,276.87198,275.95337,282.7832,277.1304,290.36694,278.02637,270.54337,284.07172,271.01736,285.91437,283.4794,285.16037,286.94125,279.88657,289.20181,292.38287,289.52988,287.08942,293.49423,273.90985,277.92163,289.10815,287.22342,283.36319,296.43887,276.51718,293.79401,284.86966,282.23181,277.05652,279.37436,270.0585,269.4281,289.74844,293.34637,286.81735,278.7139,282.19727,284.30917,274.54547,288.99359,277.65442,283.49918,284.91113,295.74301,278.49524,282.80026,273.06458,280.58862,276.54025
