FIPS,year,profmean,pct,sepct,semean,diff,profmean_stnd,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,score_m1,score_m2,score_m3,score_m4,score_m5,score_m6,score_m7,score_m8,score_m9,score_m10,score_m11,score_m12,score_m13,score_m14,score_m15,score_m16,score_m17,score_m18,score_m19,score_m20,score_m21,score_m22,score_m23,score_m24,score_m25,score_m26,score_m27,score_m28,score_m29,score_m30,score_m31,score_m32,score_m33,score_m34,score_m35,score_m36,score_m37,score_m38,score_m39,score_m40,score_m41,score_m42,score_m43,score_m44,score_m45,score_m46,score_m47,score_m48,score_m49,score_m50,score_m51,score_m52,score_m53,score_m54,score_m55,score_m56,score_m57,score_m58,score_m59,score_m60,score_m61,score_m62,score_m63,score_m64,score_m65,score_m65_r
"Alabama",2015,217.049,0.001,0.00072,29.94522,-3.65e-08,-.124273,.4831829,.0197938,.1111321,10.05988,.5825537,.3232405,.0546965,.0105179,.0081206,.0208707,.5573307,.0657768,0,.4693034,.527265,.0034316,217.0491,216.2732,218.8048,214.0151,216.347,218.1088,214.4982,218.0141,216.0355,215.4835,217.0259,216.0619,216.5336,218.0876,219.5067,217.4088,213.5681,215.0759,213.1029,217.1483,213.8247,215.4615,217.6936,217.1476,218.5293,217.7852,215.3106,216.7701,215.8988,216.0536,215.3308,216.7742,216.0369,217.2308,216.1707,218.5581,216.6672,217.9921,214.3789,212.5903,214.0613,214.5732,216.9016,218.2039,217.5414,217.5181,216.9766,218.2686,215.8714,215.2186,216.5933,215.8716,216.5189,215.5871,216.7541,217.0783,213.3373,217.2724,216.7938,218.0192,217.3261,215.7499,216.0028,217.1424,221.5694,217.1235
"Alabama",2017,215.742,,,,,,,,,,,,,,,,,,,,,,215.7418,214.9659,217.4975,212.7078,215.0397,216.8016,213.1909,216.7068,214.7282,214.1763,215.7186,214.7547,215.2263,216.7803,218.1994,216.1015,212.2608,213.7687,211.7956,215.841,212.5174,214.1542,216.3863,215.8404,217.222,216.4779,214.0034,215.4628,214.5915,214.7463,214.0235,215.4669,214.7296,215.9235,214.8634,217.2508,215.3599,216.6848,213.0717,211.283,212.754,213.2659,215.5943,216.8966,216.2341,216.2109,215.6693,216.9613,214.5641,213.9113,215.286,214.5643,215.2116,214.2799,215.4468,215.771,212.03,215.9651,215.4865,216.7119,216.0188,214.4426,214.6955,215.8352,,
"Alaska",2003,211.547,0.000,0.00010,16.05169,-8.97e-09,-.1409852,.4879945,.1679361,.1406036,10.04344,.5423193,.0486756,.0387052,.0771855,.2759594,.0144092,.269108,.0725053,.0442485,,,,211.5471,210.7794,209.0575,214.3153,213.1505,212.1207,211.5471,209.5027,213.0785,212.1019,211.1432,210.7794,211.2224,210.6427,209.5424,209.0575,215.6327,214.9002,214.3153,213.4838,213.1505,212.1207,211.5758,210.848,209.8689,209.5027,214.0478,213.3929,213.0785,212.2986,212.1019,211.1432,212.5673,211.7743,211.2224,210.8999,210.6427,209.5424,215.9926,215.6327,214.9002,213.4838,212.593,211.9227,211.5758,211.0431,210.848,209.8689,214.2275,214.0478,213.3929,212.2986,212.8832,212.5673,211.7743,210.8999,215.9926,212.7889,212.593,211.9227,211.0431,214.2275,212.8832,212.7889,,
"Alaska",2005,211.061,0.000,0.00010,15.65937,5.73e-09,-.1846953,.4899686,.1832173,.1280567,10.04696,.5549777,.0420991,.045063,.0693084,.2611054,.0274465,.310409,.0688689,.0080478,,,,211.0613,209.6813,208.9785,214.2183,212.2144,211.6223,211.0613,208.9148,212.4505,210.5576,210.0284,209.6813,211.3799,210.1311,209.4324,208.9785,215.0826,214.7916,214.2183,212.5614,212.2144,211.6223,211.3615,209.8053,209.2316,208.9148,212.9324,212.7409,212.4505,210.7631,210.5576,210.0284,212.2861,211.9036,211.3799,210.3826,210.1311,209.4324,215.4591,215.0826,214.7916,212.5614,211.89,211.6572,211.3615,209.9836,209.8053,209.2316,213.1178,212.9324,212.7409,210.7631,212.5999,212.2861,211.9036,210.3826,215.4591,212.0692,211.89,211.6572,209.9836,213.1178,212.5999,212.0692,,
"Alaska",2007,214.477,0.000,0.00010,15.06995,8.89e-10,-.1537496,.4878238,.1378844,.1235104,10.0412,.5447459,.0433766,.0385457,.064829,.2590762,.0494266,.3509552,.0683999,.0046848,,,,214.477,212.8998,213.5759,215.9895,215.4097,215.0667,214.477,213.0246,214.5474,213.5429,213.2576,212.8998,214.7195,214.4809,214.0188,213.5759,216.7629,216.5877,215.9895,215.7886,215.4097,215.0667,214.4413,213.6341,213.3046,213.0246,214.9505,214.8669,214.5474,213.7667,213.5429,213.2576,215.4953,215.2079,214.7195,214.7335,214.4809,214.0188,217.1629,216.7629,216.5877,215.7886,214.8378,214.7077,214.4413,213.7979,213.6341,213.3046,215.1605,214.9505,214.8669,213.7667,215.7906,215.4953,215.2079,214.7335,217.1629,215.0022,214.8378,214.7077,213.7979,215.1605,215.7906,215.0022,,
"Alaska",2009,211.127,0.000,0.00010,14.87114,1.75e-09,-.2533299,.4899451,.0925631,.1474321,10.02617,.5010948,.0368132,.0742424,.0764496,.2375323,.0738677,.3665226,.0771262,.0117061,,,,211.1274,209.711,210.1044,211.1262,212.7827,211.5745,211.1274,209.6319,209.9767,211.109,209.9887,209.711,210.2156,211.6891,210.4542,210.1044,212.6901,211.5769,211.1262,213.022,212.7827,211.5745,209.8704,210.9768,209.8626,209.6319,211.28,210.2417,209.9767,211.2411,211.109,209.9887,211.7378,210.5865,210.2156,211.8602,211.6891,210.4542,212.9368,212.6901,211.5769,213.022,211.1347,210.0963,209.8704,211.0824,210.9768,209.8626,211.4084,211.28,210.2417,211.2411,211.9268,211.7378,210.5865,211.8602,212.9368,211.2405,211.1347,210.0963,211.0824,211.4084,211.9268,211.2405,,
"Alaska",2011,207.924,0.000,0.00010,16.26404,-5.98e-10,-.3577993,.4850482,.1307531,.1497414,10.00945,.5028496,.0377153,.0623081,.0813225,.2326593,.0831453,.3993356,.0647364,.0102735,,,,207.9237,205.7925,206.2033,208.74,209.4292,208.1938,207.9237,205.4751,206.9618,207.0472,205.9016,205.7925,206.9516,207.6719,206.4476,206.2033,210.1041,209.0144,208.74,209.5482,209.4292,208.1938,206.5112,206.6977,205.5827,205.4751,208.0116,207.0479,206.9618,207.0664,207.0472,205.9016,208.3065,207.2232,206.9516,207.7796,207.6719,206.4476,210.2314,210.1041,209.0144,209.5482,207.55,206.6102,206.5112,206.7263,206.6977,205.5827,208.0238,208.0116,207.0479,207.0664,208.4358,208.3065,207.2232,207.7796,210.2314,207.5789,207.55,206.6102,206.7263,208.0238,208.4358,207.5789,,
"Alaska",2013,209.347,0.000,0.00010,38.22806,-6.69e-10,-.3289092,.4890473,.1374809,.1467445,10.00748,.4691118,.035773,.0684015,.105363,.2370562,.0842945,.5066456,.0076396,.001674,,,,209.3473,207.1696,209.2084,210.4945,210.3462,209.7121,209.3473,207.8874,208.5729,207.9429,207.3983,207.1696,210.0002,210.1483,209.4615,209.2084,211.3564,210.865,210.4945,210.5592,210.3462,209.7121,209.0275,208.5792,208.0203,207.8874,209.1321,208.7713,208.5729,208.0693,207.9429,207.3983,210.8402,210.282,210.0002,210.2789,210.1483,209.4615,211.5829,211.3564,210.865,210.5592,209.5407,209.1507,209.0275,208.6429,208.5792,208.0203,209.248,209.1321,208.7713,208.0693,210.9957,210.8402,210.282,210.2789,211.5829,209.6047,209.5407,209.1507,208.6429,209.248,210.9957,209.6047,,
"Alaska",2015,212.793,0.000,0.00013,34.53722,-5.83e-09,-.2470878,.4923237,.1457455,.1417471,9.976459,.455564,.0353196,.0726754,.0922687,.2432232,.1009492,.4967999,.0032391,.0094999,,,,212.7926,210.685,211.702,213.9408,213.1747,212.9332,212.7926,210.7503,212.1985,210.8179,210.6703,210.685,212.5952,212.0976,211.8244,211.702,214.22,214.0853,213.9408,213.2569,213.1747,212.9332,212.0327,210.8702,210.7231,210.7503,212.1308,212.1587,212.1985,210.8013,210.8179,210.6703,212.9002,212.741,212.5952,212.1626,212.0976,211.8244,214.3115,214.22,214.0853,213.2569,211.9754,211.9971,212.0327,210.8481,210.8702,210.7231,212.1055,212.1308,212.1587,210.8013,212.9856,212.9002,212.741,212.1626,214.3115,211.9536,211.9754,211.9971,210.8481,212.1055,212.9856,211.9536,233.5519,229.1059
"Alaska",2017,211.625,,,,,,,,,,,,,,,,,,,,,,211.6254,209.5178,210.5348,212.7736,212.0075,211.766,211.6254,209.5831,211.0313,209.6507,209.5031,209.5178,211.428,210.9304,210.6572,210.5348,213.0528,212.9182,212.7736,212.0898,212.0075,211.766,210.8655,209.703,209.5559,209.5831,210.9636,210.9915,211.0313,209.6342,209.6507,209.5031,211.733,211.5738,211.428,210.9954,210.9304,210.6572,213.1443,213.0528,212.9182,212.0898,210.8082,210.8299,210.8655,209.6809,209.703,209.5559,210.9383,210.9636,210.9915,209.6342,211.8184,211.733,211.5738,210.9954,213.1443,210.7864,210.8082,210.8299,209.6809,210.9383,211.8184,210.7864,,
"Arizona",1992,209.402,0.000,0.00000,856.39362,-.1486494,-.1265987,.5155008,.0696577,.0312988,10.10153,.5563105,.041867,.2859037,.0145056,.1014132,0,,,,.0784141,.852456,.0691299,209.4021,211.9398,,210.7795,208.8489,210.1878,209.8252,,211.5829,211.2969,212.6688,211.2761,,,,,210.1588,211.575,210.5712,209.4446,209.3517,210.7355,,,,,211.0137,212.2965,211.0328,211.8434,210.7067,212.0361,,,,,,,210.7826,210.0512,211.4591,210.0502,,,,,,,211.5521,210.5183,211.7752,211.274,,,,,210.7459,,,,,211.0762,,,,
"Arizona",1994,206.213,0.001,0.00074,17.45017,4.25e-09,-.1605389,.5043381,.0907231,.0636446,10.06828,.57878,.0368979,.2878445,.0202675,.0759136,.0002966,,,,.0833705,.8563919,.0602376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arizona",1998,206.530,0.001,0.00089,15.62939,-7.17e-09,-.2388734,.5053018,.0872254,.0524168,9.989545,.540468,.0486304,.342703,.0195379,.0472474,.0014132,.34266,.0698997,.115614,.09397,.8496695,.0563605,206.5298,208.8133,207.7803,208.0646,206.6339,207.1556,207.1362,208.8157,208.4182,208.8839,209.4495,208.2971,208.6938,207.831,208.2001,207.8723,208.0535,208.6992,207.9842,207.0808,207.2943,207.8763,208.4683,208.8765,209.3367,208.396,208.5366,209.0423,208.0116,209.3315,208.412,208.9574,208.6637,209.1535,208.4428,208.0967,207.9898,208.3854,208.5243,208.0565,208.7039,207.8327,208.5738,208.9845,208.1362,209.2186,208.4938,208.933,208.9784,208.1592,208.6579,208.8764,208.9702,208.4948,208.9649,208.3241,208.5916,208.9161,208.2661,208.6669,208.847,208.6167,208.8449,208.6185,,
"Arizona",2002,205.347,0.001,0.00083,16.29053,3.45e-07,-.3367161,.4889373,.1706436,.0732973,9.994317,.5076352,.0564396,.3443097,.0244448,.0643059,.0028648,.3786039,.0737382,.0648198,.3703809,.6247386,.0048805,205.3473,207.7439,206.1357,208.5119,205.1027,205.4343,206.2472,207.3969,208.4967,207.4535,207.8735,207.4813,208.2243,205.877,206.1815,206.453,208.0553,208.6074,208.4656,205.1779,206.0398,206.4013,208.0651,207.1358,207.5239,207.1744,208.1219,208.6097,208.256,207.5588,207.2213,207.6158,207.7934,208.312,208.0791,205.9146,206.2478,206.5617,208.1515,208.0631,208.5978,206.165,207.7233,208.1857,207.8635,207.2288,206.9392,207.3038,208.2206,207.9051,208.3724,207.3292,207.8679,207.7048,208.1978,206.3267,208.185,207.8165,207.5421,207.985,207.0335,208.0054,207.7991,207.6356,,
"Arizona",2003,208.873,0.001,0.00062,15.24830,-3.73e-08,-.2177943,.5002986,.1760315,.0658123,10.00758,.4982488,.0486252,.3589757,.0219798,.0713635,.0003869,.3871554,.0785789,.0538032,.3607715,.6322775,.0069511,208.8728,211.5012,210.0782,211.9097,207.8276,209.0512,210.0751,211.3742,212.1054,210.4008,211.7018,211.2861,212.0328,209.0549,210.1806,210.5019,210.7058,212.097,212.018,208.0094,209.0823,210.3438,211.8989,210.3213,211.5498,211.1615,210.9748,212.2899,211.878,210.5939,210.227,211.501,210.8743,212.1774,211.9071,209.1535,209.5489,210.6879,210.9117,210.8928,212.2652,209.3348,210.8132,212.0685,211.6803,210.4739,210.1462,211.3491,211.1604,210.7843,212.0759,210.4292,211.0141,210.8334,212.1029,209.7054,211.1418,210.9661,210.6288,211.8605,210.3064,210.9782,211.0064,210.7882,210.7141,210.7141
"Arizona",2005,207.143,0.001,0.00075,15.93081,-2.10e-08,-.3006587,.4837736,.1763946,.0818326,10.00605,.4623691,.0512013,.3997689,.0243324,.0614401,.0008882,.3869943,.0905569,.1353613,.3883824,.6051469,.0064707,207.1427,210.4508,208.6681,210.0732,206.6589,207.2529,208.466,210.2547,210.7609,209.9196,210.5995,210.2589,210.4942,208.1513,208.745,209.1254,209.4072,210.1915,210.2738,206.763,208.0212,208.6641,210.5318,209.7379,210.4204,210.064,210.2128,210.9,210.5794,210.0496,209.7554,210.4174,209.8365,210.6096,210.4065,208.2172,208.6704,209.2835,209.532,209.6831,210.4528,208.1918,209.9963,210.6934,210.3543,209.8654,209.5735,210.2375,210.3383,210.0544,210.7275,209.8917,209.938,209.828,210.5734,208.7909,209.8507,210.124,209.8409,210.5225,209.7059,210.1857,209.9626,209.9727,210.3912,209.952
"Arizona",2007,209.521,0.001,0.00065,14.39215,3.66e-08,-.300857,.4791541,.1352831,.0814772,9.985544,.4377912,.0536827,.4411686,.0212612,.0440833,.002013,.414916,.0922192,.0347199,.3949684,.6005903,.0044413,209.5206,213.4624,211.1708,210.9468,208.9648,209.497,210.9378,213.2037,212.3875,212.8729,213.4967,213.2582,211.9811,210.5911,211.1195,211.6911,210.3201,210.9266,211.3682,208.9759,210.4245,211.0002,212.3011,212.6531,213.2571,213.0225,211.962,212.4389,212.2538,212.9245,212.6992,213.3007,211.3506,211.9423,211.9617,210.5773,211.1779,211.7206,210.3401,210.8395,211.4258,210.4986,211.8921,212.36,212.1695,212.7075,212.4985,213.0815,212.0189,211.8489,212.3133,212.7555,211.3486,211.436,211.993,211.2155,210.9127,211.9463,211.78,212.2348,212.5561,211.9108,211.4772,211.8381,212.3565,211.8211
"Arizona",2009,209.989,0.001,0.00074,14.81530,-5.25e-08,-.2873627,.4900913,.1377639,.106919,9.978096,.4082754,.0582909,.4455015,.0324451,.055487,0,.430603,.1021238,.0150084,.4075745,.5882902,.0041353,209.9893,214.2167,211.3446,211.489,210.2099,209.9067,211.5585,213.6865,213.1963,214.395,214.1914,214.0177,212.2455,211.5034,211.2557,211.9559,211.5905,211.4094,211.9663,210.1391,211.815,211.5694,212.8558,213.8929,213.7038,213.5082,213.4983,213.1889,213.0468,214.3688,214.218,214.0063,212.321,212.1687,212.2409,211.4416,212.1817,211.9578,211.5259,212.173,211.9734,211.8091,213.1667,212.8785,212.7067,213.8972,213.7341,213.5363,213.4788,213.3661,213.0534,214.2006,212.2672,212.4285,212.2443,212.1749,212.1665,213.1708,213.0344,212.7412,213.7449,213.3558,212.4236,213.0457,214.1736,213.0211
"Arizona",2011,212.395,0.001,0.00067,14.50304,-4.79e-08,-.2256047,.4883404,.1170447,.1035985,9.985014,.4254974,.050874,.4332049,.031858,.050725,.0078406,.4987336,.0782877,.0262643,.4087944,.5852339,.0059718,212.3951,215.6284,213.9949,212.7562,212.2665,212.396,213.8826,215.5867,214.0149,215.4596,215.6737,215.5267,214.0739,213.817,213.9604,214.5704,212.6091,212.758,213.3637,212.2737,213.7812,213.9709,214.2001,215.4251,215.6351,215.4741,214.0612,214.086,213.963,215.4995,215.371,215.5854,213.8951,214.0391,214.1386,213.8009,214.4472,214.6189,212.6186,213.3151,213.4549,213.8519,214.2313,214.2573,214.1185,215.4627,215.3255,215.534,214.1099,214.0183,214.0485,215.42,213.8788,214.066,214.1852,214.4835,213.3861,214.2686,214.1603,214.189,215.3706,214.0771,214.1003,214.2063,216.7455,214.1611
"Arizona",2013,213.134,0.001,0.00077,34.03997,-5.37e-08,-.2189524,.4871458,.0663773,.0978328,9.957275,.4117453,.0506253,.4452848,.035503,.0486304,.0082113,.4769624,.0579054,.0359172,.4052567,.5886237,.0061197,213.1341,216.314,213.259,211.9204,212.401,212.9457,214.6566,215.2635,213.5182,215.5488,216.1806,216.1925,212.4006,212.5658,213.1329,213.9196,211.3143,211.7275,212.7203,212.3019,213.961,214.5552,212.9206,214.5932,215.2218,215.1535,213.146,213.4357,213.4844,215.4896,215.45,216.0797,211.8048,212.2515,212.531,212.5081,213.2903,213.8845,211.2051,212.2365,212.6373,213.9238,212.5905,212.8956,212.8563,214.589,214.5018,215.1286,213.1045,213.1264,213.4242,215.4044,211.7283,212.0723,212.488,213.2894,212.2018,212.5856,212.541,212.8514,214.5082,213.1001,212.0607,212.5491,215.772,212.54
"Arizona",2015,215.311,0.001,0.00103,31.78199,5.26e-09,-.1744133,.4896794,.0976682,.1196034,9.934738,.3856747,.0558591,.4707083,.02466,.0486594,.0144385,.5756194,.0493607,.0506446,.4104377,.5859676,.0035947,215.3113,219.0936,217.6938,214.8632,214.9093,214.9922,215.8091,219.3922,216.8316,218.6425,218.8165,218.3042,217.1176,217.2308,217.4124,217.5179,214.5153,214.5403,214.8046,214.699,215.5358,215.5625,217.4097,218.933,219.1629,218.6779,216.6911,216.6006,216.2197,218.4669,217.9735,218.0477,216.7199,216.8102,216.6418,217.0667,217.1926,217.292,214.2955,214.6371,214.571,215.3684,217.2344,217.1973,216.8305,218.7975,218.3294,218.4596,216.5322,216.1751,216.0085,217.8063,216.5307,216.4218,216.4086,217.0551,214.4716,217.0983,216.7465,216.6313,218.1967,216.0254,216.2729,216.6155,221.0905,216.6446
"Arizona",2017,217.591,,,,,,,,,,,,,,,,,,,,,,217.591,221.3733,219.9734,217.1428,217.1889,217.2719,218.0888,221.6718,219.1112,220.9221,221.0961,220.5839,219.3973,219.5105,219.6921,219.7975,216.795,216.82,217.0843,216.9787,217.8155,217.8422,219.6894,221.2127,221.4426,220.9576,218.9708,218.8803,218.4993,220.7466,220.2531,220.3273,218.9996,219.0898,218.9215,219.3463,219.4723,219.5717,216.5752,216.9167,216.8507,217.6481,219.5141,219.4769,219.1101,221.0772,220.6091,220.7393,218.8119,218.4548,218.2881,220.086,218.8103,218.7015,218.6883,219.3348,216.7513,219.378,219.0261,218.911,220.4764,218.3051,218.5526,218.8952,,
