year,FIPS,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,lang_nr,lang_st,lang_mt,lang_om,score_st_m1,score_m1,score_st_m2,score_m2,score_st_m3,score_m3,score_st_m4,score_m4,score_st_m5,score_m5,score_st_m6,score_m6,score_st_m7,score_m7,score_st_m8,score_m8,score_st_m9,score_m9,score_st_m10,score_m10,score_st_m11,score_m11,score_st_m12,score_m12,score_st_m13,score_m13,score_st_m14,score_m14,score_st_m15,score_m15,score_st_m16,score_m16,score_st_m17,score_m17,score_st_m18,score_m18,score_st_m19,score_m19,score_st_m20,score_m20,score_st_m21,score_m21,score_st_m22,score_m22,score_st_m23,score_m23,score_st_m24,score_m24,score_st_m25,score_m25,score_st_m26,score_m26,score_st_m27,score_m27,score_st_m28,score_m28,score_st_m29,score_m29,score_st_m30,score_m30,score_st_m31,score_m31,score_st_m32,score_m32,score_st_m33,score_m33,score_st_m34,score_m34,score_st_m35,score_m35,score_st_m36,score_m36,score_st_m37,score_m37,score_st_m38,score_m38,score_st_m39,score_m39,score_st_m40,score_m40,score_st_m41,score_m41,score_st_m42,score_m42,score_st_m43,score_m43,score_st_m44,score_m44,score_st_m45,score_m45,score_st_m46,score_m46,score_st_m47,score_m47,score_st_m48,score_m48,score_st_m49,score_m49,score_st_m50,score_m50,score_st_m51,score_m51,score_st_m52,score_m52,score_st_m53,score_m53,score_st_m54,score_m54,score_st_m55,score_m55,score_st_m56,score_m56,score_st_m57,score_m57,score_st_m58,score_m58,score_st_m59,score_m59,score_st_m60,score_m60,score_st_m61,score_m61,score_st_m62,score_m62,score_st_m63,score_m63,score_st_m64,score_m64
1992,New Mexico,0.5025751,0.0177059,0.0625924,14.08025,0.4374809,0.0238083,0.485503,0.0110266,0.040228,0.0019532,,,,0.0535423,0.901212,0.0452458,0.3887231,0.4417893,0.1658997,0.0035879,-0.1710641,259.6067,-0.0259648,264.682,,,-0.2093877,258.2662,-0.2248879,257.7241,-0.1404531,260.6774,-0.1486642,260.3902,,,-0.1233258,261.2765,-0.0841842,262.6456,0.008164,265.8757,-0.0510417,263.8048,,,,,,,,,-0.255845,256.6413,-0.1786921,259.3399,-0.1964892,258.7174,-0.1997795,258.6023,-0.2001275,258.5901,-0.1125841,261.6522,,,,,,,,,-0.1629203,259.8916,-0.0881767,262.506,-0.1370604,260.7961,-0.056112,263.6275,-0.1066395,261.8601,-0.0165528,265.0112,,,,,,,,,,,,,-0.230316,257.5342,-0.2386658,257.2422,-0.1603965,259.9799,-0.1704114,259.6295,,,,,,,,,,,,,-0.1346354,260.8809,-0.17574,259.4432,-0.1016609,262.0343,-0.0783417,262.8499,,,,,,,,,-0.2089406,258.2819,,,,,,,,,-0.1472448,260.4399,,,,
1996,New Mexico,0.5283532,0.0200739,0.0840531,14.03782,0.3578981,0.0236944,0.4902104,0.0111015,0.110622,0.0064737,0.3430343,0.0611865,0.1221967,0.0684036,0.8776585,0.0539379,0.3447392,0.4761873,0.165313,0.0137604,-0.2281889,262.8877,-0.0337446,269.6889,-0.1544389,265.4673,-0.2640252,261.6342,-0.2583255,261.8336,-0.2125899,263.4333,-0.1914521,264.1726,-0.0563383,268.8986,-0.1365581,266.0927,-0.0741466,268.2757,-0.0149601,270.3459,-0.0526762,269.0267,-0.1855392,264.3795,-0.184584,264.4129,-0.1420824,265.8995,-0.1456546,265.7745,-0.2883227,260.7843,-0.2484472,262.1791,-0.2396176,262.4879,-0.2453975,262.2858,-0.2215995,263.1182,-0.1705156,264.905,-0.1441976,265.8255,-0.0897918,267.7285,-0.0367916,269.5823,-0.0700528,268.4189,-0.1581407,265.3378,-0.1163458,266.7997,-0.143415,265.8529,-0.0582871,268.8305,-0.0925835,267.6309,-0.0333298,269.7034,-0.2106459,263.5013,-0.1734546,264.8022,-0.1845613,264.4137,-0.1745582,264.7635,-0.174275,264.7735,-0.1288097,266.3637,-0.275328,261.2389,-0.2613744,261.7269,-0.2184756,263.2274,-0.204341,263.7218,-0.1619417,265.2049,-0.1241408,266.527,-0.1487238,265.6672,-0.074151,268.2756,-0.1037002,267.242,-0.0503304,269.1088,-0.1419353,265.9046,-0.1661957,265.0561,-0.1227698,266.575,-0.0762834,268.201,-0.2007385,263.8478,-0.2061874,263.6572,-0.1677673,265.0011,-0.1608481,265.2431,-0.2441242,262.3303,-0.146377,265.7493,-0.1678579,264.9979,-0.1284727,266.3755,-0.0878737,267.7956,-0.149566,265.6377,-0.1928713,264.123,-0.1520508,265.5508
2000,New Mexico,0.4986523,0.0880903,0.0817634,14.05223,0.344236,0.0182099,0.517059,0.0123321,0.1062389,0.0019242,0.3381044,0.061964,0.1648199,0.0784264,0.8535346,0.068039,0.3300305,0.4679915,0.1923969,0.0095811,-0.3805041,259.8447,-0.1739589,267.0692,-0.2969509,262.7672,-0.3448924,261.0903,-0.4131679,258.7021,-0.359807,260.5686,-0.3373274,261.3549,-0.1952528,266.3244,-0.2242234,265.311,-0.2167083,265.5739,-0.1496971,267.9178,-0.1937644,266.3764,-0.2786242,263.4082,-0.3289525,261.6478,-0.2798097,263.3667,-0.2877872,263.0877,-0.3801049,259.8586,-0.3238957,261.8247,-0.3270868,261.7131,-0.3963743,259.2896,-0.3691032,260.2434,-0.3104098,262.2964,-0.2365358,264.8804,-0.2300662,265.1067,-0.1701439,267.2026,-0.2104969,265.7911,-0.2568463,264.17,-0.1995697,266.1734,-0.2349402,264.9362,-0.1966854,266.2743,-0.2351807,264.9278,-0.1688686,267.2472,-0.3120116,262.2404,-0.2606279,264.0377,-0.2818801,263.2943,-0.3154396,262.1205,-0.3170674,262.0635,-0.265375,263.8716,-0.3624573,260.4759,-0.358952,260.5985,-0.3006054,262.6393,-0.34728,261.0068,-0.2633185,263.9436,-0.2113355,265.7618,-0.2446895,264.5952,-0.2103127,265.7976,-0.2446171,264.5977,-0.1851115,266.6791,-0.2367634,264.8724,-0.2676894,263.7907,-0.209775,265.8164,-0.2146911,265.6444,-0.2974352,262.7502,-0.3111435,262.2708,-0.2593824,264.0812,-0.2995697,262.6756,-0.337092,261.3631,-0.243569,264.6344,-0.2718553,263.645,-0.2192507,265.485,-0.2246271,265.2969,-0.2471688,264.5085,-0.293292,262.8952,-0.2518645,264.3442
2003,New Mexico,0.5077804,0.1903882,0.1817267,14.0511,0.3432095,0.0281847,0.5069053,0.0120042,0.10098,0.0087163,0.4452739,0.0695752,0.0515973,0.396729,0.5980349,0.005236,0.3003391,0.4712466,0.2103418,0.0180725,-0.3671575,263.2729,-0.1601372,270.514,-0.2223911,268.3365,-0.2240868,268.2772,-0.2894869,265.9897,-0.3468618,263.9828,-0.3061524,265.4067,-0.1395031,271.2357,-0.1213074,271.8722,-0.0961506,272.7521,-0.1363069,271.3476,-0.168871,270.2085,-0.134355,271.4158,-0.161467,270.4675,-0.2099957,268.7701,-0.2043061,268.9691,-0.1675115,270.2561,-0.2030716,269.0123,-0.2056382,268.9225,-0.2784056,266.3773,-0.2308772,268.0397,-0.2793122,266.3456,-0.1066888,272.3835,-0.080861,273.2869,-0.1198481,271.9232,-0.1465985,270.9876,-0.0663901,273.7931,-0.0986442,272.6649,-0.1264795,271.6913,-0.0816643,273.2589,-0.1065475,272.3885,-0.1443454,271.0664,-0.0869167,273.0751,-0.1198421,271.9235,-0.1330439,271.4617,-0.1550799,270.6909,-0.1426447,271.1259,-0.1864932,269.5922,-0.1547996,270.7007,-0.1484216,270.9238,-0.1801095,269.8154,-0.2147182,268.6049,-0.055483,274.1746,-0.0874753,273.0556,-0.1101632,272.262,-0.0689571,273.7033,-0.0896346,272.98,-0.1264594,271.692,-0.0521964,274.2896,-0.0738352,273.5327,-0.103227,272.5046,-0.0914073,272.9181,-0.0784638,273.3708,-0.0844896,273.16,-0.1149862,272.0933,-0.132279,271.4884,-0.1321766,271.492,-0.0435093,274.5934,-0.0612931,273.9714,-0.0905761,272.9471,-0.0772597,273.4129,-0.0590343,274.0504,-0.0733413,273.55,-0.0488963,274.405
2005,New Mexico,0.4964797,0.1605135,0.1418389,14.05536,0.3387343,0.0243957,0.5070655,0.0112352,0.1185694,0,0.5219724,0.086307,0.0256808,0.4008589,0.5888265,0.0103146,0.2947389,0.4553101,0.2219673,0.0279837,-0.4076726,263.2752,-0.19584,270.6846,-0.1956489,270.6913,-0.2959838,267.1818,-0.3740281,264.452,-0.3858677,264.0378,-0.3316992,265.9326,-0.1328539,272.8877,-0.1835595,271.1141,-0.175465,271.3973,-0.1710167,271.5529,-0.1934889,270.7668,-0.1353705,272.7997,-0.1802417,271.2302,-0.1846577,271.0757,-0.1693846,271.61,-0.2774049,267.8316,-0.2735714,267.9657,-0.2617742,268.3784,-0.3596775,264.9539,-0.3017751,266.9792,-0.3035553,266.917,-0.1265347,273.1088,-0.1213453,273.2903,-0.1155771,273.492,-0.1312481,272.9439,-0.1660583,271.7263,-0.1594562,271.9572,-0.1782042,271.3015,-0.1581128,272.0042,-0.1761247,271.3742,-0.1683239,271.6471,-0.1283601,273.0449,-0.1228581,273.2374,-0.125135,273.1577,-0.1730236,271.4827,-0.1544503,272.1323,-0.1534478,272.1674,-0.2615961,268.3846,-0.243417,269.0205,-0.2346611,269.3267,-0.2822646,267.6617,-0.1164655,273.461,-0.1094685,273.7057,-0.1215719,273.2823,-0.1092227,273.7143,-0.1224618,273.2512,-0.1136926,273.558,-0.1489066,272.3262,-0.1641338,271.7936,-0.1538223,272.1543,-0.158311,271.9973,-0.1195676,273.3524,-0.1175902,273.4216,-0.109031,273.721,-0.143499,272.5154,-0.2238349,269.7054,-0.1043052,273.8863,-0.1147248,273.5219,-0.104291,273.8868,-0.1099801,273.6878,-0.1465501,272.4087,-0.1060698,273.8246,-0.1022308,273.9589
2007,New Mexico,0.4796813,0.1556029,0.1054039,14.05102,0.3194541,0.0275452,0.5224028,0.0116859,0.1181769,0.0007351,0.576287,0.0150073,0.0041284,0.4490547,0.5464937,0.0044516,0.2824169,0.4570206,0.2425394,0.0180232,-0.3641569,267.5381,-0.1367944,275.4907,-0.1475263,275.1153,-0.2576264,271.2643,-0.3707275,267.3083,-0.3438888,268.247,-0.2903023,270.1213,-0.0761726,277.6111,-0.1318879,275.6623,-0.155466,274.8376,-0.113188,276.3164,-0.1412284,275.3356,-0.0916769,277.0688,-0.1691268,274.3598,-0.1384653,275.4323,-0.1269362,275.8355,-0.2765578,270.6021,-0.236783,271.9933,-0.2282158,272.293,-0.3555301,267.8398,-0.2979971,269.8522,-0.2628753,271.0807,-0.0767568,277.5907,-0.101618,276.7211,-0.0603904,278.1632,-0.0815103,277.4244,-0.1506284,275.0068,-0.1088472,276.4683,-0.1336309,275.6014,-0.1371047,275.4799,-0.1605225,274.6608,-0.1168625,276.1879,-0.119916,276.0811,-0.0812385,277.434,-0.0891171,277.1584,-0.1617953,274.6162,-0.1466123,275.1473,-0.1121885,276.3514,-0.259903,271.1847,-0.2446603,271.7178,-0.2017347,273.2192,-0.2770536,270.5848,-0.1012401,276.7343,-0.061117,278.1378,-0.0790386,277.5109,-0.0890543,277.1606,-0.1074577,276.5168,-0.0650829,277.999,-0.1324499,275.6427,-0.1534895,274.9068,-0.1098896,276.4318,-0.1415082,275.3258,-0.1110673,276.3906,-0.1140682,276.2856,-0.0742229,277.6793,-0.1350814,275.5506,-0.2236472,272.4528,-0.0886447,277.1749,-0.1045465,276.6187,-0.0628066,278.0786,-0.0943615,276.9749,-0.1346838,275.5645,-0.1020037,276.7076,-0.0914399,277.0771
2009,New Mexico,0.4987014,0.1027688,0.1060934,14.06324,0.2917761,0.0278649,0.5796195,0.0132528,0.0874866,0,0.616316,0.0147902,0.0160179,0.4667332,0.526745,0.0065218,0.2667036,0.4524286,0.2569794,0.0238885,-0.3410199,269.7043,-0.0865197,278.6061,-0.0856222,278.6375,-0.289989,271.4892,-0.3468294,269.501,-0.3164259,270.5645,-0.254555,272.7286,-0.0099774,281.2834,-0.135601,276.8893,-0.1031036,278.0261,-0.0572632,279.6295,-0.0868419,278.5948,-0.0719411,279.116,-0.1089318,277.8222,-0.0739798,279.0447,-0.0588417,279.5742,-0.3015813,271.0837,-0.2650049,272.3631,-0.2450515,273.061,-0.3284945,270.1424,-0.2626551,272.4453,-0.2224956,273.85,-0.0589935,279.5689,-0.0350821,280.4053,0.0099049,281.9789,-0.0113144,281.2366,-0.1433097,276.6197,-0.1060749,277.9221,-0.1311452,277.0452,-0.080668,278.8108,-0.105077,277.957,-0.0573074,279.6279,-0.0963037,278.2639,-0.0596932,279.5444,-0.0630535,279.4269,-0.0996905,278.1454,-0.0809871,278.7996,-0.0414021,280.1842,-0.2822165,271.7611,-0.2541836,272.7416,-0.2134855,274.1651,-0.238221,273.2999,-0.0751151,279.005,-0.0389102,280.2714,-0.0558181,279.68,-0.0195425,280.9488,-0.0378731,280.3077,0.0087802,281.9395,-0.120834,277.4059,-0.1410662,276.6982,-0.1013754,278.0865,-0.0822813,278.7544,-0.0863105,278.6134,-0.0838307,278.7002,-0.0455708,280.0384,-0.0673982,279.2749,-0.2297106,273.5976,-0.0596006,279.5477,-0.0739171,279.0469,-0.0355181,280.39,-0.022068,280.8605,-0.118237,277.4967,-0.0700451,279.1824,-0.0581183,279.5995
2011,New Mexico,0.4925235,0.114549,0.1083458,14.04197,0.2764635,0.0188094,0.6068513,0.0096705,0.0794179,0.0087874,0.5843724,0.0535007,0.0020504,0.476977,0.5176531,0.0053699,0.270025,0.4720368,0.2522604,0.0056777,-0.2371061,274.4547,0.0284128,283.742,0.0053744,282.9361,-0.1737008,276.6725,-0.2404296,274.3384,-0.2200412,275.0516,-0.1716782,276.7432,0.0934553,286.017,-0.0153662,282.2107,0.0142691,283.2473,0.050998,284.532,0.0089092,283.0598,0.0289589,283.7611,-0.0153777,282.2103,0.0110446,283.1345,0.0156573,283.2958,-0.1844117,276.2979,-0.156255,277.2827,-0.1490974,277.5331,-0.2277424,274.7822,-0.1736978,276.6726,-0.1466669,277.6181,0.0499088,284.4939,0.0715146,285.2496,0.1080521,286.5276,0.0755429,285.3905,-0.0216196,281.9919,0.0075309,283.0116,-0.0279656,281.77,0.0316543,283.8553,-0.0034131,282.6288,0.0323744,283.8806,0.0057734,282.9501,0.0352631,283.9816,0.021956,283.5161,-0.0104984,282.381,-0.0008946,282.7169,0.0275433,283.7115,-0.1707487,276.7757,-0.1543338,277.3499,-0.1246183,278.3893,-0.1548605,277.3315,0.0359366,284.0051,0.0647128,285.0117,0.038175,284.0834,0.0830686,285.6537,0.0551361,284.6767,0.0907276,285.9216,-0.0041762,282.6021,-0.0334775,281.5772,-0.0042823,282.5984,0.0145923,283.2585,0.0113898,283.1465,0.0049514,282.9214,0.0338957,283.9337,0.0084277,283.0429,-0.1354564,278.0102,0.0474626,284.4083,0.0248087,283.6159,0.0535498,284.6212,0.0670933,285.0949,-0.0154353,282.2083,0.0144904,283.255,0.0367598,284.0339
2013,New Mexico,0.4881492,0.1351271,0.1215093,14.06937,0.2503012,0.019286,0.6010793,0.0132166,0.1041598,0.0119572,0.6313608,0.0655459,0.001733,0.4988408,0.4965661,0.0045931,0.2917744,0.4581911,0.2360068,0.0140278,-0.3118124,272.7618,-0.0342678,282.4697,-0.02221,282.8914,-0.2267908,275.7357,-0.3006067,273.1537,-0.2850506,273.6979,-0.2452675,275.0894,0.0577136,285.687,-0.0621981,281.4928,-0.0358936,282.4128,-0.0023786,283.5851,-0.0489233,281.9571,0.0125681,284.1079,-0.0331437,282.509,-0.0101395,283.3137,-0.0094672,283.3372,-0.2263049,275.7527,-0.1994883,276.6906,-0.2004629,276.6566,-0.2815163,273.8215,-0.234655,275.4606,-0.2111702,276.282,0.0262737,284.5873,0.0443739,285.2204,0.0786715,286.4201,0.0445403,285.2263,-0.0590877,281.6016,-0.0304648,282.6027,-0.0692856,281.2449,-0.0122432,283.2401,-0.0504469,281.9038,-0.0168618,283.0785,-0.0025796,283.5781,0.0256793,284.5665,0.0111174,284.0572,-0.0240952,282.8255,-0.0181579,283.0332,0.0077931,283.9409,-0.2058526,276.468,-0.196882,276.7818,-0.1672271,277.8191,-0.2096746,276.3344,0.0186021,284.319,0.0472841,285.3222,0.0202478,284.3766,0.0602105,285.7744,0.0311458,284.7578,0.0654505,285.9576,-0.0355047,282.4265,-0.0672513,281.316,-0.0374828,282.3573,-0.0265945,282.7381,0.0076326,283.9353,-0.0005092,283.6505,0.0284861,284.6647,-0.0052603,283.4843,-0.1718389,277.6578,0.0344368,284.8729,0.0114345,284.0683,0.0411657,285.1082,0.0470019,285.3123,-0.0434971,282.1469,0.0127885,284.1156,0.0272921,284.623
2015,New Mexico,,,,,,,,,,,,,,,,,,,,,-2.073608,271,-1.796082,280.7079,-1.784027,281.1296,-1.988586,273.9739,-2.062408,271.3919,-2.046875,271.9361,-2.00708,273.3276,-1.704102,283.9252,-1.824005,279.731,-1.797699,280.651,-1.764191,281.8233,-1.81073,280.1953,-1.749237,282.3461,-1.794952,280.7472,-1.771942,281.5518,-1.771271,281.5754,-1.988129,273.9909,-1.961304,274.9288,-1.96228,274.8947,-2.043335,272.0597,-1.99646,273.6988,-1.972992,274.5202,-1.735535,282.8255,-1.717438,283.4586,-1.683136,284.6583,-1.717285,283.4644,-1.820892,279.8398,-1.792267,280.8409,-1.831085,279.4831,-1.774048,281.4783,-1.812256,280.142,-1.778687,281.3167,-1.764404,281.8163,-1.736145,282.8047,-1.750702,282.2954,-1.785919,281.0637,-1.779968,281.2714,-1.754028,282.1791,-1.967651,274.7062,-1.958679,275.02,-1.929047,276.0573,-1.971497,274.5725,-1.743195,282.5572,-1.714539,283.5604,-1.741577,282.6147,-1.701599,284.0125,-1.730652,282.9959,-1.69635,284.1958,-1.797302,280.6646,-1.829071,279.5542,-1.799286,280.5955,-1.788391,280.9763,-1.754181,282.1735,-1.762329,281.8887,-1.733337,282.9029,-1.767059,281.7225,-1.933655,275.896,-1.727386,283.1111,-1.750366,282.3065,-1.720642,283.3464,-1.714813,283.5505,-1.805298,280.3851,-1.749023,282.3538,-1.734528,282.8611
1990,New York,0.5090165,0.01724,0.0424666,13.92883,0.5990562,0.1729689,0.1674185,0.0400846,0.0138658,0.0066059,,,,0.0428378,0.91592,0.0412422,0.5685418,0.2830587,0.1431188,0.004789,-0.014071,260.6554,0.0035494,261.2717,,,-0.0528841,259.2978,-0.0901086,257.9958,-0.0370416,259.8519,-0.0143366,260.6461,,,-0.0306453,260.0757,-0.0704734,258.6826,-0.0188224,260.4892,-0.0000595,261.1455,,,,,,,,,-0.1203424,256.9383,-0.0761843,258.4828,-0.0508673,259.3683,-0.1032331,257.5367,-0.0879741,258.0704,-0.0375543,259.834,,,,,,,,,-0.0959698,257.7908,-0.0519611,259.3301,-0.0334137,259.9788,-0.083391,258.2307,-0.0719578,258.6306,-0.0219539,260.3797,,,,,,,,,,,,,-0.1341812,256.4542,-0.1158878,257.0941,-0.0734399,258.5788,-0.1015059,257.5971,,,,,,,,,,,,,-0.1086325,257.3478,-0.0968181,257.7611,-0.0542549,259.2498,-0.0846783,258.1857,,,,,,,,,-0.1294594,256.6194,,,,,,,,,-0.1092702,257.3255,,,,
1992,New York,0.5087721,0.0071901,0.0406498,13.89566,0.6142617,0.173834,0.1429018,0.0385018,0.0106934,0.0198074,,,,0.0295279,0.9302039,0.0402682,0.6103529,0.2582873,0.1242227,0.0071371,0.0247978,266.4223,0.025546,266.4485,,,-0.0245722,264.6954,-0.0532451,263.6925,-0.0099075,265.2084,0.0167029,266.1392,,,-0.0120774,265.1325,-0.0500254,263.8051,-0.0083658,265.2623,0.0234679,266.3758,,,,,,,,,-0.0926728,262.3134,-0.0597389,263.4654,-0.0243746,264.7024,-0.0748833,262.9357,-0.0594027,263.4771,-0.0197457,264.8643,,,,,,,,,-0.0783148,262.8156,-0.0446386,263.9936,-0.0125318,265.1166,-0.0713971,263.0576,-0.0504453,263.7905,-0.0102979,265.1947,,,,,,,,,,,,,-0.1153777,261.5193,-0.0910878,262.3689,-0.0599683,263.4574,-0.0827142,262.6618,,,,,,,,,,,,,-0.0993442,262.0801,-0.077419,262.847,-0.0449597,263.9823,-0.0718714,263.041,,,,,,,,,-0.114455,261.5515,,,,,,,,,-0.0984883,262.11,,,,
1996,New York,0.5011324,0.0188971,0.0388427,13.85982,0.5805631,0.1709531,0.1687331,0.0544677,0.0197247,0.0055583,0.2822804,0.0557272,0.0787884,0.0412867,0.9249416,0.0337717,0.5698514,0.2845127,0.132913,0.0127229,0.0145988,271.2393,0.0334804,271.8998,0.0184188,271.373,-0.0224735,269.9427,-0.0654387,268.4398,-0.0327891,269.5818,0.0189878,271.3929,0.0282544,271.717,-0.0019138,270.6618,-0.0440583,269.1877,-0.0117628,270.3173,0.0340843,271.9209,-0.0077844,270.4565,-0.0532935,268.8646,-0.0189687,270.0652,0.0206783,271.452,-0.0939314,267.4432,-0.0703721,268.2673,-0.0148127,270.2106,-0.0962868,267.3608,-0.060185,268.6236,-0.0299745,269.6803,-0.0020301,270.6577,-0.0435086,269.2069,-0.0097503,270.3877,0.0291571,271.7486,-0.0704121,268.2659,-0.0456155,269.1332,0.0006555,270.7516,-0.0737095,268.1505,-0.042762,269.233,-0.0108532,270.3491,-0.0737782,268.1481,-0.0467609,269.0931,-0.0050203,270.5531,-0.0770696,268.033,-0.0505388,268.961,-0.0175186,270.116,-0.1260049,266.3214,-0.0855227,267.7373,-0.0628342,268.5309,-0.0927076,267.486,-0.0663302,268.4086,-0.0394424,269.3491,0.000203,270.7358,-0.0682506,268.3415,-0.0420761,269.257,-0.008659,270.4258,-0.099662,267.2428,-0.067494,268.3679,-0.0427699,269.2327,-0.0723299,268.1988,-0.0992066,267.2587,-0.0699393,268.2824,-0.0434044,269.2105,-0.0753099,268.0945,-0.1181081,266.5976,-0.0911698,267.5398,-0.0637373,268.4993,-0.0369456,269.4365,-0.0667944,268.3924,-0.0966492,267.3481,-0.0953267,267.3944,-0.0884827,267.6338
2000,New York,0.5375095,0.0245294,0.0138023,13.81667,0.529232,0.2036692,0.2000424,0.0561412,0.0102375,0.0006777,0.2799102,0.063991,0.1130678,0.0430166,0.925953,0.0310304,0.567083,0.2783959,0.1381339,0.0163873,0.0883541,276.2628,0.1576041,278.6851,0.1053118,276.856,0.0571983,275.1731,-0.0193217,272.4966,0.0256966,274.0712,0.0986632,276.6234,0.1466551,278.3021,0.1212633,277.4139,0.0531566,275.0317,0.0978202,276.594,0.1599114,278.7658,0.0823108,276.0515,0.0084212,273.467,0.0559688,275.1301,0.1110939,277.0583,-0.0411671,271.7325,-0.0060642,272.9603,0.0688762,275.5815,-0.060019,271.0731,-0.0084711,272.8761,0.0338194,274.3553,0.1163581,277.2424,0.0508372,274.9506,0.0971218,276.5695,0.1497967,278.412,0.0270979,274.1202,0.0633328,275.3877,0.1261044,277.5833,0.0140731,273.6647,0.0559286,275.1287,0.1002489,276.6789,-0.0084804,272.8758,0.0311029,274.2603,0.088123,276.2548,-0.0228674,272.3726,0.0143677,273.675,0.0605548,275.2905,-0.0833134,270.2583,-0.0291421,272.1531,0.0051329,273.352,-0.0514233,271.3737,0.0288231,274.1806,0.0675247,275.5343,0.1212286,277.4127,0.0186846,273.826,0.0542005,275.0682,0.1002414,276.6786,-0.0115063,272.77,0.0319258,274.2891,0.0682532,275.5598,0.0167676,273.7589,-0.0417071,271.7136,-0.0019127,273.1055,0.0373656,274.4794,-0.0183032,272.5322,-0.0721674,270.6482,-0.0034442,273.0519,0.0336674,274.35,0.0724604,275.7069,0.0219022,273.9385,-0.0067445,272.9365,-0.035299,271.9377,0.0013374,273.2192
2003,New York,0.4939201,0.0427023,0.1256348,13.82054,0.5553846,0.1998089,0.1710116,0.0644322,0.0060494,0.0028913,0.3810017,0.0552471,0.0173281,0.2638602,0.7274557,0.0086841,0.4787281,0.3169221,0.190064,0.0142858,0.1038939,279.7493,0.1431025,281.1207,0.1741141,282.2054,0.0918277,279.3272,0.1196531,280.3005,0.0426052,277.6055,0.1380558,280.9442,0.1760962,282.2747,0.127392,280.5712,0.1589581,281.6753,0.0848565,279.0834,0.1525182,281.45,0.159538,281.6956,0.1831765,282.5224,0.1220795,280.3853,0.1860636,282.6234,0.1082067,279.9001,0.0300199,277.1653,0.1128216,280.0615,0.0738994,278.7001,0.1530365,281.4681,0.0769005,278.8051,0.1597284,281.7022,0.186863,282.6513,0.123035,280.4188,0.1814916,282.4634,0.1452365,281.1953,0.0706051,278.5849,0.1333826,280.7807,0.1151306,280.1423,0.1675618,281.9762,0.0956428,279.4607,0.1702241,282.0693,0.1057309,279.8135,0.1638327,281.8458,0.1457027,281.2116,0.1958375,282.9652,0.1349413,280.8352,0.0609638,278.2477,0.1308325,280.6915,0.0526766,277.9578,0.1064516,279.8387,0.1728438,282.161,0.1072901,279.868,0.1624613,281.7978,0.1477213,281.2823,0.1919941,282.8308,0.1297658,280.6542,0.1018578,279.678,0.1511367,281.4017,0.0779911,278.8432,0.1246453,280.4751,0.1306003,280.6834,0.1767649,282.2981,0.1124923,280.05,0.1583025,281.6523,0.0841686,279.0593,0.1335828,280.7877,0.1758564,282.2664,0.1114562,280.0138,0.1537091,281.4917,0.1086948,279.9172,0.1384042,280.9564,0.1375376,280.926
2005,New York,0.4982094,0.0394979,0.1230097,13.84284,0.5543268,0.1887605,0.1816303,0.0705547,0.0034805,0.0012473,0.3857976,0.0653231,0.0295554,0.2882372,0.7003497,0.0114131,0.4668989,0.3107803,0.1995312,0.0227896,0.0628649,279.7162,0.097095,280.9135,0.1463106,282.635,0.0474327,279.1765,0.0757267,280.1661,0.0094677,277.8485,0.1103112,281.3758,0.1385972,282.3652,0.0760095,280.176,0.1106849,281.3889,0.0471955,279.1682,0.1148844,281.5358,0.128343,282.0065,0.152076,282.8367,0.1005336,281.0338,0.1670805,283.3615,0.0614662,279.6673,-0.0064362,277.2922,0.0794528,280.2964,0.0359068,278.7733,0.1207495,281.7409,0.0572393,279.5195,0.1171003,281.6133,0.1464416,282.6396,0.0925038,280.753,0.1513975,282.8129,0.0925783,280.7556,0.0274943,278.4791,0.0897839,280.6578,0.0731374,280.0756,0.126072,281.9271,0.0659588,279.8245,0.1362817,282.2842,0.0809034,280.3472,0.1401579,282.4198,0.1191976,281.6866,0.172309,283.5444,0.1223523,281.797,0.0203044,278.2276,0.0939464,280.8034,0.0273445,278.4738,0.0804563,280.3316,0.1282433,282.0031,0.0716054,280.022,0.1267785,281.9518,0.1125024,281.4525,0.1575869,283.0294,0.1063535,281.2374,0.0554517,279.4569,0.1048552,281.185,0.0422949,278.9968,0.0892399,280.6388,0.1014129,281.0646,0.1494231,282.7439,0.0952189,280.8479,0.1396072,282.4005,0.0535788,279.3914,0.0941911,280.812,0.1369553,282.3078,0.0824374,280.4008,0.12437,281.8676,0.0684759,279.9125,0.1159361,281.5726,0.1037059,281.1448
