year,FIPS,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,lang_nr,lang_st,lang_mt,lang_om,score_st_m1,score_m1,score_st_m2,score_m2,score_st_m3,score_m3,score_st_m4,score_m4,score_st_m5,score_m5,score_st_m6,score_m6,score_st_m7,score_m7,score_st_m8,score_m8,score_st_m9,score_m9,score_st_m10,score_m10,score_st_m11,score_m11,score_st_m12,score_m12,score_st_m13,score_m13,score_st_m14,score_m14,score_st_m15,score_m15,score_st_m16,score_m16,score_st_m17,score_m17,score_st_m18,score_m18,score_st_m19,score_m19,score_st_m20,score_m20,score_st_m21,score_m21,score_st_m22,score_m22,score_st_m23,score_m23,score_st_m24,score_m24,score_st_m25,score_m25,score_st_m26,score_m26,score_st_m27,score_m27,score_st_m28,score_m28,score_st_m29,score_m29,score_st_m30,score_m30,score_st_m31,score_m31,score_st_m32,score_m32,score_st_m33,score_m33,score_st_m34,score_m34,score_st_m35,score_m35,score_st_m36,score_m36,score_st_m37,score_m37,score_st_m38,score_m38,score_st_m39,score_m39,score_st_m40,score_m40,score_st_m41,score_m41,score_st_m42,score_m42,score_st_m43,score_m43,score_st_m44,score_m44,score_st_m45,score_m45,score_st_m46,score_m46,score_st_m47,score_m47,score_st_m48,score_m48,score_st_m49,score_m49,score_st_m50,score_m50,score_st_m51,score_m51,score_st_m52,score_m52,score_st_m53,score_m53,score_st_m54,score_m54,score_st_m55,score_m55,score_st_m56,score_m56,score_st_m57,score_m57,score_st_m58,score_m58,score_st_m59,score_m59,score_st_m60,score_m60,score_st_m61,score_m61,score_st_m62,score_m62,score_st_m63,score_m63,score_st_m64,score_m64
1992,D.C.,0.5123787,0.0060791,0.0146208,14.00938,0.0282425,0.8495114,0.0971251,0.0101717,0.0149492,0,,,,0.0687793,0.8598849,0.0713358,0.7266111,0.1774951,0.0863975,0.0094963,-0.8803629,234.9246,-0.2459159,257.1162,,,-0.9308999,233.1569,-0.9871353,231.19,-0.8748301,235.1181,-0.9095449,233.9039,,,-0.2728235,256.175,-0.3615168,253.0727,-0.2506009,256.9523,-0.254007,256.8332,,,,,,,,,-1.026098,229.8271,-0.9255235,233.345,-0.940398,232.8247,-0.9778319,231.5154,-1.014483,230.2334,-0.907066,233.9906,,,,,,,,,-0.3792708,252.4517,-0.2769399,256.031,-0.2766086,256.0426,-0.3593288,253.1493,-0.3667317,252.8903,-0.2602197,256.6159,,,,,,,,,,,,,-1.016932,230.1478,-1.036161,229.4751,-0.9376507,232.9208,-1.007131,230.4906,,,,,,,,,,,,,-0.3769998,252.5312,-0.381119,252.3871,-0.2822788,255.8443,-0.365825,252.922,,,,,,,,,-1.028816,229.732,,,,,,,,,-0.3801282,252.4217,,,,
1996,D.C.,0.5195467,0.015495,0.0174069,13.96413,0.1109383,0.752703,0.1042064,0.0215321,0.0083228,0.0022974,0.4015636,0.039798,0.2606863,0.0599857,0.8915314,0.0484829,0.6771812,0.1846068,0.1191163,0.0190957,-0.8060674,243.0092,-0.2665291,261.881,-0.6472725,248.5634,-0.8467135,241.5874,-0.9097646,239.382,-0.8165441,242.6427,-0.8093237,242.8953,-0.2894858,261.0781,-0.287609,261.1437,-0.3766102,258.0306,-0.2848123,261.2415,-0.2606892,262.0853,-0.6885482,247.1197,-0.746422,245.0954,-0.6554638,248.2769,-0.6507623,248.4414,-0.9401756,238.3183,-0.8574309,241.2126,-0.8396409,241.8348,-0.9123617,239.2912,-0.9131103,239.265,-0.8226209,242.4301,-0.3039883,260.5708,-0.3854389,257.7218,-0.2991534,260.7399,-0.2830973,261.3015,-0.3897332,257.5716,-0.3051501,260.5302,-0.2808342,261.3807,-0.3847431,257.7462,-0.3699945,258.262,-0.2802385,261.4015,-0.7791294,243.9514,-0.6978,246.7961,-0.6815001,247.3662,-0.7482719,245.0307,-0.7512969,244.9249,-0.6626091,248.027,-0.9431742,238.2135,-0.9343823,238.521,-0.8524774,241.3858,-0.9176335,239.1068,-0.3942735,257.4128,-0.3134516,260.2398,-0.2972489,260.8065,-0.3885133,257.6143,-0.3784618,257.9659,-0.2939478,260.922,-0.3977224,257.2922,-0.3824786,257.8254,-0.2996219,260.7235,-0.3791459,257.9419,-0.7818388,243.8566,-0.7740091,244.1305,-0.6934655,246.9477,-0.7557088,244.7706,-0.9389282,238.362,-0.3973695,257.3045,-0.3870412,257.6658,-0.3078532,260.4356,-0.3824479,257.8264,-0.3914715,257.5108,-0.7787328,243.9653,-0.391034,257.5261
2000,D.C.,0.5209762,0.0187912,0.0478968,13.88233,0.0351763,0.823355,0.1141269,0.0179304,0.0068499,0.0025615,0.5419157,0.059467,0.0700946,0.0670329,0.880845,0.0521221,0.6830842,0.192801,0.0996004,0.0245144,-1.106312,234.4288,-0.4890056,256.0208,-0.8760777,242.4819,-1.143495,233.1282,-1.176356,231.9788,-1.145737,233.0498,-1.111271,234.2553,-0.4823477,256.2537,-0.5089203,255.3242,-0.5680473,253.2561,-0.5361765,254.3709,-0.4832224,256.2231,-0.9216741,240.887,-0.9548353,239.7271,-0.9141312,241.1508,-0.8802927,242.3344,-1.205466,230.9606,-1.18337,231.7335,-1.135412,233.4109,-1.201851,231.0871,-1.182996,231.7465,-1.155062,232.7236,-0.5000151,255.6357,-0.5571047,253.6389,-0.5229945,254.832,-0.4754297,256.4957,-0.5814496,252.7873,-0.554783,253.7201,-0.5003896,255.6226,-0.5990498,252.1717,-0.5627254,253.4423,-0.5316843,254.528,-0.9919454,238.4291,-0.9617243,239.4861,-0.9117306,241.2348,-0.9788027,238.8888,-0.9620073,239.4762,-0.9235023,240.8231,-1.232033,230.0314,-1.200419,231.1371,-1.17842,231.9066,-1.212036,230.7308,-0.5692999,253.2123,-0.5401441,254.2321,-0.4908581,255.956,-0.5836493,252.7104,-0.5508494,253.8577,-0.5173498,255.0294,-0.6121135,251.7148,-0.5738883,253.0518,-0.5475711,253.9723,-0.5947771,252.3212,-1.017965,237.519,-0.985914,238.64,-0.9551582,239.7158,-0.9899811,238.4978,-1.22951,230.1196,-0.5959297,252.2808,-0.5611495,253.4974,-0.5321942,254.5102,-0.5783972,252.8941,-0.6055927,251.9429,-1.014605,237.6365,-0.588721,252.533
2003,D.C.,0.5283113,0.0391499,0.1135051,13.924,0.0295501,0.869423,0.0854057,0.0125748,0.0015566,0.0014898,0.5075412,0.0599659,0.032304,0.3830271,0.6104288,0.0065442,0.5946509,0.2442963,0.1333494,0.0277033,-0.9450458,243.0596,-0.3084719,265.3256,-0.7568271,249.6431,-0.9608436,242.5071,-0.9426746,243.1426,-0.9697246,242.1964,-0.9269927,243.6911,-0.3307674,264.5457,-0.3041296,265.4775,-0.317875,264.9967,-0.3425454,264.1338,-0.2939464,265.8337,-0.7839957,248.6928,-0.7678353,249.2581,-0.782539,248.7438,-0.7492086,249.9096,-0.956712,242.6516,-0.9857745,241.635,-0.9419144,243.1692,-0.9609029,242.505,-0.9279523,243.6575,-0.9536362,242.7592,-0.3255367,264.7287,-0.3369113,264.3309,-0.3589698,263.5593,-0.3178921,264.9961,-0.3138803,265.1364,-0.3375876,264.3072,-0.2920896,265.8986,-0.3426007,264.1318,-0.3053452,265.435,-0.3282812,264.6327,-0.7910901,248.4447,-0.8109838,247.7488,-0.7708237,249.1535,-0.7857289,248.6322,-0.7632869,249.4172,-0.7774853,248.9205,-0.9756346,241.9897,-0.9406464,243.2135,-0.9680795,242.254,-0.9478558,242.9613,-0.3323392,264.4908,-0.3535177,263.75,-0.3148919,265.101,-0.3572237,263.6204,-0.3257606,264.7209,-0.3462247,264.0051,-0.3384198,264.2781,-0.3033696,265.5041,-0.3257771,264.7203,-0.3302513,264.5638,-0.8104113,247.7689,-0.7810748,248.795,-0.7992459,248.1594,-0.7832359,248.7194,-0.9605862,242.5161,-0.3526946,263.7788,-0.3230104,264.8171,-0.3429553,264.1194,-0.3461663,264.0071,-0.3280737,264.64,-0.8015429,248.0791,-0.3434288,264.1029
2005,D.C.,0.5248367,0.026671,0.1231429,13.9441,0.0372907,0.8784349,0.0731309,0.0111435,0,0,0.6310081,0.0880643,0.0313878,0.4107937,0.5829912,0.0062151,0.5865223,0.2750421,0.1144527,0.0239829,-0.9245251,245.2158,-0.2902764,267.4004,-0.614309,256.0665,-0.9534313,244.2047,-0.9115162,245.6708,-0.9420927,244.6013,-0.9162968,245.5036,-0.2311218,269.4695,-0.2936387,267.2828,-0.2893306,267.4335,-0.3178405,266.4363,-0.2821776,267.6837,-0.660938,254.4355,-0.6243988,255.7135,-0.6379934,255.238,-0.6183039,255.9267,-0.9376519,244.7566,-0.9712479,243.5815,-0.9398347,244.6803,-0.9250479,245.1975,-0.906048,245.8621,-0.9353934,244.8356,-0.2382055,269.2217,-0.2373401,269.252,-0.2588893,268.4983,-0.2254801,269.6668,-0.2921687,267.3342,-0.3205839,266.3403,-0.2864679,267.5336,-0.3097508,266.7192,-0.2826355,267.6677,-0.3096759,266.7219,-0.6645905,254.3077,-0.686231,253.5508,-0.6533028,254.7025,-0.6408834,255.1369,-0.6312751,255.473,-0.6452375,254.9846,-0.9518664,244.2594,-0.9265942,245.1434,-0.9584639,244.0287,-0.9208865,245.343,-0.2430375,269.0527,-0.2656587,268.2615,-0.2327811,269.4115,-0.2573323,268.5527,-0.2327128,269.4138,-0.2531535,268.6989,-0.3124001,266.6266,-0.2861709,267.544,-0.3133408,266.5937,-0.3030067,266.9551,-0.6828312,253.6697,-0.6603921,254.4546,-0.6804133,253.7543,-0.6502947,254.8078,-0.9414684,244.6231,-0.2630883,268.3514,-0.2385306,269.2104,-0.2600959,268.4561,-0.2526626,268.7161,-0.306344,266.8384,-0.6800342,253.7675,-0.2584968,268.512
2007,D.C.,0.5356206,0.0366808,0.084016,13.97632,0.0250076,0.8760811,0.0850763,0.0132957,0,0.0005393,0.6079435,0.0422155,0.0010676,0.4120966,0.5724981,0.0154053,0.5844705,0.2658099,0.1180042,0.0317154,-0.921701,248.1987,-0.2801012,270.6405,-0.6645983,257.1916,-0.9400924,247.5555,-0.9518784,247.1432,-0.9278653,247.9831,-0.9039393,248.82,-0.2586049,271.3924,-0.2777221,270.7237,-0.3208629,269.2148,-0.2962041,270.0773,-0.2652188,271.1611,-0.6996633,255.9651,-0.7107376,255.5778,-0.6781741,256.7168,-0.658703,257.3978,-0.9665087,246.6315,-0.9463766,247.3356,-0.919356,248.2808,-0.9549207,247.0368,-0.9377871,247.6361,-0.9115229,248.5547,-0.258592,271.3929,-0.3004096,269.9301,-0.2747251,270.8286,-0.2457925,271.8405,-0.3172406,269.3414,-0.2935399,270.1704,-0.2641956,271.1968,-0.3307728,268.8681,-0.308309,269.6538,-0.2817662,270.5823,-0.7397354,254.5635,-0.7143283,255.4522,-0.684824,256.4842,-0.7185618,255.3041,-0.7085764,255.6534,-0.6751071,256.8241,-0.9697978,246.5164,-0.9494442,247.2283,-0.9266951,248.0241,-0.9416941,247.4994,-0.2989774,269.9803,-0.2745622,270.8342,-0.2466131,271.8118,-0.3104333,269.5796,-0.2896258,270.3073,-0.262219,271.266,-0.3270874,268.997,-0.3058064,269.7414,-0.2804335,270.6289,-0.3184732,269.2983,-0.7486261,254.2525,-0.729018,254.9384,-0.7013485,255.9062,-0.7184103,255.3094,-0.9533655,247.0912,-0.3090237,269.6288,-0.2888531,270.3344,-0.2628595,271.2436,-0.2998284,269.9505,-0.315899,269.3884,-0.7392303,254.5812,-0.2990624,269.9773
2009,D.C.,0.5260673,0.0340817,0.1169205,13.93156,0.0298769,0.8677534,0.086039,0.0163306,0,0,0.644171,0.0908028,0.0047004,0.4105797,0.576001,0.0134193,0.5666069,0.274821,0.1188636,0.0397086,-0.7999396,253.5952,-0.1662509,275.7602,-0.4854105,264.5967,-0.8210613,252.8564,-0.7937988,253.81,-0.8219439,252.8255,-0.7719222,254.5752,-0.1053239,277.8913,-0.1666249,275.7472,-0.1716852,275.5702,-0.1974716,274.6682,-0.1445018,276.521,-0.5270418,263.1406,-0.5027701,263.9895,-0.5134124,263.6173,-0.4742753,264.9862,-0.8127211,253.1481,-0.8433181,252.0779,-0.7912229,253.9001,-0.8102493,253.2346,-0.7715741,254.5873,-0.7959137,253.736,-0.1102046,277.7206,-0.1184705,277.4315,-0.136943,276.7854,-0.0870597,278.5302,-0.1717779,275.5669,-0.1972052,274.6775,-0.1465918,276.4479,-0.1944964,274.7723,-0.1542369,276.1805,-0.1761165,275.4152,-0.5383884,262.7437,-0.5566749,262.1041,-0.5061936,263.8698,-0.522041,263.3155,-0.4969868,264.1918,-0.5056947,263.8872,-0.8298649,252.5485,-0.788064,254.0106,-0.8147268,253.078,-0.78956,253.9582,-0.1220947,277.3047,-0.1414908,276.6263,-0.0927441,278.3313,-0.1409844,276.644,-0.1038697,277.9422,-0.1189185,277.4158,-0.1943957,274.7758,-0.1555937,276.133,-0.1775402,275.3654,-0.1772071,275.377,-0.5594452,262.0072,-0.5231918,263.2752,-0.5377955,262.7644,-0.5188581,263.4268,-0.8060867,253.3802,-0.1446701,276.5151,-0.1080286,277.7967,-0.1242155,277.2305,-0.1264851,277.1512,-0.1783575,275.3368,-0.5457025,262.4879,-0.1306615,277.0051
2011,D.C.,0.5194645,0.0521282,0.1375491,13.87875,0.0468772,0.824056,0.1055152,0.0149792,0,0.0085724,0.7000301,0.0114688,0,0.4289101,0.5577641,0.0133258,0.5630935,0.2869694,0.1297395,0.0201976,-0.638028,260.4669,-0.0292447,281.7608,-0.3161698,271.7248,-0.6401927,260.3912,-0.6091183,261.4781,-0.6787196,259.0436,-0.6263245,260.8762,0.0405916,284.2035,-0.0183267,282.1427,-0.0124128,282.3495,-0.0777389,280.0646,-0.0243183,281.9331,-0.3455267,270.6979,-0.3129915,271.8359,-0.3596675,270.2033,-0.3212755,271.5462,-0.6125273,261.3588,-0.681206,258.9566,-0.6295033,260.765,-0.6404015,260.3839,-0.5996336,261.8098,-0.6685943,259.3977,0.0445875,284.3433,0.0477445,284.4537,-0.0068431,282.5443,0.0428689,284.2832,-0.0039981,282.6439,-0.0660284,280.4742,-0.0146991,282.2696,-0.04908,281.067,-0.0084189,282.4892,-0.0723392,280.2534,-0.3385988,270.9402,-0.3908505,269.1126,-0.3415417,270.8373,-0.3441403,270.7464,-0.3201216,271.5865,-0.3677977,269.9189,-0.6447817,260.2307,-0.6035314,261.6735,-0.6712132,259.3061,-0.632688,260.6537,0.0508344,284.5618,-0.002437,282.6985,0.046626,284.4146,0.0128558,283.2334,0.0494866,284.5146,-0.0041549,282.6384,-0.0404035,281.3705,-0.0010635,282.7465,-0.0619451,280.617,-0.0448105,281.2163,-0.3718833,269.776,-0.3372599,270.9871,-0.3882626,269.2031,-0.3539565,270.4031,-0.6366326,260.5157,0.0158642,283.3386,0.0523844,284.616,0.0000605,282.7858,0.0148032,283.3015,-0.0371886,281.4829,-0.3718385,269.7776,0.0176787,283.4021
2013,D.C.,0.5104742,0.0572581,0.1737931,13.87362,0.0537048,0.7897541,0.130505,0.0116788,0.0010699,0.0132874,0.7206422,0.0500601,0.025141,0.4780098,0.5105671,0.011423,0.5916275,0.2651933,0.1248718,0.0183074,-0.527357,265.2594,0.0699913,286.1533,-0.1598658,278.1134,-0.524133,265.3721,-0.458443,267.6698,-0.5698641,263.7726,-0.5218644,265.4515,0.1712419,289.6948,0.0803735,286.5164,0.1253358,288.0891,0.0203832,284.4181,0.0719155,286.2206,-0.1890539,277.0925,-0.1230985,279.3994,-0.2056208,276.513,-0.1698937,277.7626,-0.4591846,267.6439,-0.5669546,263.8743,-0.5180733,265.5841,-0.4930229,266.4603,-0.4553834,267.7769,-0.5665326,263.8891,0.1730491,289.758,0.2115952,291.1063,0.1214103,287.9518,0.170965,289.6852,0.1317537,288.3136,0.03159,284.8101,0.0823231,286.5847,0.0859626,286.7119,0.1262091,288.1197,0.022362,284.4873,-0.1496277,278.4715,-0.2366958,275.4261,-0.187206,277.1571,-0.1572094,278.2063,-0.1354295,278.9681,-0.2195571,276.0255,-0.4948058,266.3979,-0.4550976,267.7868,-0.5622192,264.0399,-0.4923177,266.485,0.2117305,291.111,0.1236672,288.0308,0.1739027,289.7879,0.1735828,289.7767,0.2106993,291.075,0.1211053,287.9412,0.0926767,286.9468,0.1327426,288.3482,0.0335603,284.879,0.0868028,286.7413,-0.1860419,277.1978,-0.1511438,278.4185,-0.23707,275.413,-0.1729345,277.6563,-0.4920807,266.4933,0.1736242,289.7782,0.2118191,291.1141,0.1245385,288.0612,0.1725679,289.7412,0.0936339,286.9803,-0.1894388,277.079,0.1736621,289.7795
2015,D.C.,,,,,,,,,,,,,,,,,,,,,-2.786713,263,-2.189392,283.8939,-2.41922,275.854,-2.783508,263.1128,-2.717804,265.4105,-2.829224,261.5132,-2.781219,263.1921,-2.088135,287.4355,-2.178986,284.2571,-2.134033,285.8298,-2.238983,282.1588,-2.187439,283.9612,-2.448425,274.8331,-2.382477,277.1401,-2.464996,274.2536,-2.42926,275.5033,-2.718567,265.3845,-2.826324,261.615,-2.777435,263.3247,-2.75238,264.2009,-2.714752,265.5175,-2.825897,261.6297,-2.086334,287.4987,-2.04776,288.8469,-2.13797,285.6924,-2.088409,287.4258,-2.127625,286.0543,-2.227783,282.5508,-2.177032,284.3253,-2.173401,284.4526,-2.133148,285.8603,-2.237,282.228,-2.408997,276.2122,-2.496063,273.1667,-2.446564,274.8977,-2.416565,275.947,-2.394806,276.7088,-2.478912,273.7662,-2.754181,264.1385,-2.714478,265.5275,-2.821594,261.7806,-2.751678,264.2256,-2.047638,288.8517,-2.135712,285.7714,-2.08548,287.5285,-2.085785,287.5173,-2.048676,288.8156,-2.138275,285.6818,-2.166687,284.6874,-2.126617,286.0888,-2.2258,282.6197,-2.172577,284.482,-2.445404,274.9384,-2.410522,276.1591,-2.496429,273.1536,-2.432312,275.3969,-2.751434,264.2339,-2.085754,287.5188,-2.047546,288.8548,-2.134827,285.8019,-2.086792,287.4818,-2.165741,284.7209,-2.448822,274.8196,-2.085693,287.5201
1990,Florida,0.4872475,0.0078126,0.0404969,14.09579,0.6016287,0.1952513,0.1673239,0.0248205,0.0109756,0,,,,0.0756813,0.8824512,0.0418675,0.6596177,0.2183798,0.1186215,0.0026773,-0.1879883,255.1185,-0.1508898,256.4161,,,-0.2367044,253.4145,-0.2662,252.3828,-0.1518777,256.3816,-0.2071369,254.4487,,,-0.1906747,255.0245,-0.2279007,253.7224,-0.1171685,257.5956,-0.1575815,256.1821,,,,,,,,,-0.305043,251.0242,-0.2005077,254.6806,-0.2441864,253.1528,-0.2358578,253.4441,-0.28253,251.8116,-0.1711083,255.7089,,,,,,,,,-0.2579322,252.672,-0.1569379,256.2046,-0.1946072,254.887,-0.1992111,254.7259,-0.231948,253.5809,-0.1249231,257.3244,,,,,,,,,,,,,-0.2742079,252.1027,-0.3108086,250.8225,-0.2082491,254.4098,-0.2515993,252.8935,,,,,,,,,,,,,-0.2293134,253.673,-0.259754,252.6083,-0.1619104,256.0306,-0.2040896,254.5553,,,,,,,,,-0.2798591,251.905,,,,,,,,,-0.2319581,253.5805,,,,
1992,Florida,0.5102578,0.0260434,0.0472535,14.1018,0.5551876,0.229189,0.1830991,0.0241709,0.0083534,0,,,,0.0611469,0.8927253,0.0461278,0.6524374,0.2223098,0.1212591,0.0039938,-0.1623817,259.9088,-0.0803162,262.7793,,,-0.1919471,258.8747,-0.2331357,257.434,-0.1241451,261.2463,-0.1785274,259.3441,,,-0.1076532,261.8231,-0.1507978,260.314,-0.0446104,264.0282,-0.0870543,262.5436,,,,,,,,,-0.2554991,256.6518,-0.1535327,260.2184,-0.1994999,258.6105,-0.2015996,258.5371,-0.246831,256.955,-0.1401815,260.6854,,,,,,,,,-0.1707258,259.617,-0.0721913,263.0635,-0.111708,261.6813,-0.1209604,261.3577,-0.1551293,260.1625,-0.052506,263.752,,,,,,,,,,,,,-0.2232588,257.7795,-0.2617013,256.4349,-0.1614303,259.9421,-0.214536,258.0846,,,,,,,,,,,,,-0.1410268,260.6558,-0.1729311,259.5399,-0.0773883,262.8817,-0.1261771,261.1752,,,,,,,,,-0.2293752,257.5656,,,,,,,,,-0.1441147,260.5478,,,,
1996,Florida,0.5250416,0.0149339,0.0549356,14.09084,0.5390648,0.2191284,0.2122257,0.0201879,0.0084735,0.0009196,0.3185062,0.068222,0.0748745,0.0676657,0.8742304,0.0581039,0.607506,0.2295853,0.1486438,0.0142649,-0.2063361,263.6394,-0.1099422,267.011,-0.1657488,265.0591,-0.2475715,262.1971,-0.268611,261.4612,-0.1719778,264.8412,-0.1981244,263.9266,-0.1082881,267.0689,-0.1521968,265.5331,-0.1727375,264.8146,-0.0776583,268.1403,-0.1049379,267.1861,-0.1979613,263.9323,-0.2240765,263.0189,-0.1382885,266.0196,-0.161588,265.2046,-0.3016936,260.304,-0.2131111,263.4024,-0.2366109,262.5804,-0.2403375,262.4501,-0.2600914,261.7592,-0.1631596,265.1496,-0.1450818,265.7819,-0.1670421,265.0138,-0.0795187,268.0752,-0.1036443,267.2313,-0.2053981,263.6722,-0.1198249,266.6654,-0.1460859,265.7468,-0.1458053,265.7566,-0.1673702,265.0023,-0.0738307,268.2741,-0.2502081,262.1049,-0.1703655,264.8976,-0.1928543,264.111,-0.2021446,263.786,-0.2198436,263.1669,-0.13417,266.1636,-0.2729276,261.3102,-0.2901924,260.7063,-0.2017101,263.8012,-0.2306604,262.7886,-0.1957356,264.0102,-0.1162903,266.789,-0.1398462,265.9651,-0.1436272,265.8328,-0.1620762,265.1875,-0.0758446,268.2037,-0.1785068,264.6128,-0.1990486,263.8943,-0.1148331,266.84,-0.141246,265.9161,-0.2278098,262.8883,-0.2443582,262.3094,-0.165434,265.0701,-0.1975024,263.9484,-0.2607461,261.7362,-0.1723083,264.8296,-0.1901754,264.2047,-0.1119997,266.9391,-0.1393117,265.9838,-0.1729472,264.8073,-0.2219016,263.0949,-0.1674086,265.001
2003,Florida,0.4909917,0.0558989,0.1242551,14.08183,0.5001088,0.273651,0.1858036,0.0248566,0.0022549,0.0133252,0.331707,0.1006371,0.0187603,0.3774774,0.6158812,0.0066414,0.5178047,0.2810299,0.1888177,0.0123477,-0.1356227,271.3715,-0.00695,275.8722,-0.0851788,273.1359,-0.1338264,271.4343,-0.1213863,271.8694,-0.1044517,272.4618,-0.1073792,272.3594,-0.0041462,275.9702,-0.0096201,275.7788,0.0041218,276.2595,0.0219629,276.8835,0.0021542,276.1906,-0.0881315,273.0326,-0.0763528,273.4446,-0.061836,273.9524,-0.0747771,273.4997,-0.120544,271.8989,-0.1024085,272.5333,-0.1182637,271.9787,-0.0992089,272.6452,-0.0935184,272.8442,-0.0735178,273.5438,-0.0067376,275.8796,0.0055298,276.3087,0.0204972,276.8322,0.0016648,276.1735,0.0014525,276.1661,0.0187527,276.7712,-0.0047604,275.9488,0.0249515,276.988,0.0129757,276.5692,0.031176,277.2057,-0.079199,273.3451,-0.0641839,273.8703,-0.0849917,273.1425,-0.0600611,274.0145,-0.0651009,273.8382,-0.0492935,274.3911,-0.0976949,272.6981,-0.1034242,272.4977,-0.0847203,273.1519,-0.0688847,273.7058,0.0030392,276.2216,0.0176968,276.7343,-0.0045138,275.9574,0.0231005,276.9233,0.0115112,276.5179,0.0266601,277.0478,0.0221214,276.889,0.0068337,276.3543,0.0238135,276.9482,0.0339698,277.3035,-0.0621717,273.9406,-0.0740307,273.5258,-0.0594558,274.0356,-0.046997,274.4714,-0.0787657,273.3602,0.0206495,276.8376,0.0060583,276.3272,0.020277,276.8245,0.0293929,277.1434,0.0276862,277.0837,-0.0557185,274.1664,0.0239497,276.953
2005,Florida,0.47944,0.0454857,0.1404621,14.12238,0.521663,0.2168202,0.2185767,0.0214268,0.0010565,0.0204568,0.3516116,0.091392,0.0014398,0.3972366,0.596162,0.0066014,0.4843229,0.2837729,0.203526,0.0283782,-0.0993475,274.0484,0.0011304,277.5629,-0.041723,276.064,-0.1084898,273.7286,-0.0672226,275.172,-0.0538269,275.6406,-0.0461779,275.9081,0.0137998,278.006,-0.0166599,276.9406,0.0297695,278.5646,0.0450834,279.1003,0.0255165,278.4158,-0.0530684,275.6671,-0.0175471,276.9096,-0.0074051,277.2643,-0.0141928,277.0269,-0.0769442,274.832,-0.0626549,275.3318,-0.0717148,275.0149,-0.0353923,276.2854,-0.0178715,276.8982,0.0025744,277.6134,-0.0030114,277.418,0.0385707,278.8725,0.050471,279.2887,0.0331858,278.6841,0.0138011,278.0061,0.0267137,278.4577,0.0026868,277.6173,0.0608573,279.652,0.050586,279.2927,0.0689917,279.9365,-0.0281735,276.5379,-0.0180016,276.8937,-0.0357467,276.273,0.0059537,277.7316,0.0083275,277.8146,0.0228083,278.3211,-0.0442663,275.975,-0.0409253,276.0919,-0.0233247,276.7075,0.0171576,278.1235,0.0237055,278.3525,0.0334508,278.6934,0.0121292,277.9476,0.0642873,279.772,0.0551962,279.454,0.0698136,279.9653,0.0447175,279.0875,0.0307167,278.5977,0.0457224,279.1226,0.0816022,280.3776,-0.0037648,277.3917,-0.0105828,277.1532,0.0013123,277.5692,0.0342605,278.7217,-0.0058679,277.3181,0.0494621,279.2534,0.0369956,278.8174,0.0485697,279.2222,0.0810856,280.3595,0.0615926,279.6777,0.0155842,278.0684,0.0628942,279.7232
2007,Florida,0.5050165,0.0468345,0.1151103,14.10537,0.4751619,0.2297028,0.2420508,0.0249081,0.0012511,0.0269254,0.3354542,0.1033342,0.0047369,0.4225136,0.5698205,0.007666,0.4711874,0.2820264,0.2243983,0.022388,-0.0803181,277.3835,0.0538578,282.0767,-0.0297474,279.1523,-0.0880435,277.1133,-0.0761753,277.5284,-0.0408166,278.7652,-0.0249291,279.3209,0.0520145,282.0122,0.0316705,281.3006,0.0550258,282.1175,0.0926119,283.4322,0.0741392,282.7861,-0.0394291,278.8137,-0.0304924,279.1263,7.23E-06,280.1931,-0.0035964,280.067,-0.0831948,277.2829,-0.0482685,278.5045,-0.0528326,278.3449,-0.0473885,278.5353,-0.0229793,279.3891,0.0182994,280.8329,0.032432,281.3272,0.0524833,282.0286,0.0851889,283.1726,0.0676416,282.5588,0.0365017,281.4696,0.0700282,282.6423,0.0467764,281.829,0.0836138,283.1175,0.0732618,282.7554,0.112627,284.1323,-0.0388804,278.8329,-0.009022,279.8773,-0.0262968,279.273,-0.0092426,279.8696,-0.0043569,280.0405,0.029495,281.2245,-0.0536226,278.3173,-0.0468835,278.553,-0.0098742,279.8475,0.0092933,280.5179,0.0361327,281.4567,0.0654517,282.4822,0.0434995,281.7144,0.0766567,282.8741,0.0667158,282.5264,0.1009528,283.724,0.0649539,282.4648,0.0506351,281.964,0.0850077,283.1662,0.1018485,283.7553,-0.0167811,279.6059,-0.0234877,279.3713,0.0068374,280.432,0.0197075,280.8822,-0.014587,279.6826,0.06034,282.3034,0.0467158,281.8269,0.0766869,282.8752,0.0911292,283.3803,0.07912,282.9603,0.0007771,280.22,0.0711364,282.681
