FIPS,year,profmean,pct,sepct,semean,diff,profmean_stnd,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,score_m1,score_m2,score_m3,score_m4,score_m5,score_m6,score_m7,score_m8,score_m9,score_m10,score_m11,score_m12,score_m13,score_m14,score_m15,score_m16,score_m17,score_m18,score_m19,score_m20,score_m21,score_m22,score_m23,score_m24,score_m25,score_m26,score_m27,score_m28,score_m29,score_m30,score_m31,score_m32,score_m33,score_m34,score_m35,score_m36,score_m37,score_m38,score_m39,score_m40,score_m41,score_m42,score_m43,score_m44,score_m45,score_m46,score_m47,score_m48,score_m49,score_m50,score_m51,score_m52,score_m53,score_m54,score_m55,score_m56,score_m57,score_m58,score_m59,score_m60,score_m61,score_m62,score_m63,score_m64
"Arkansas",2003,229.007,0.000,0.00031,9.03337,1.70e-08,-.1805722,.4941053,.0279763,.1275494,10.07502,.6914862,.2472229,.0440985,.0113834,.0025895,.0028578,.4456362,.0962063,0,.3981085,.5984375,.003454,229.0066,227.8575,231.2164,227.518,229.3564,229.6324,227.9779,229.9996,227.7868,228.1298,228.3141,227.9072,230.092,231.4492,231.5775,230.7672,227.9284,228.147,227.2512,229.7747,228.2849,228.5634,229.8121,230.0998,230.256,230.0126,228.0558,228.2344,227.8579,228.4207,228.1651,228.3456,230.3814,230.4485,230.102,231.6581,230.93,231.072,228.3552,227.597,227.8355,228.6854,229.9293,230.0676,229.8561,230.2517,230.1037,230.2561,228.3444,228.1112,228.2874,228.4452,230.5948,230.3121,230.4065,231.1134,227.9997,230.083,229.9615,230.0984,230.2486,228.3889,230.4984,230.1077
"Arkansas",2005,235.545,0.000,0.00035,9.44084,-1.19e-08,-.0569021,.4724944,.0293524,.1102615,10.07594,.7087246,.2168195,.0489642,.0127621,.0101361,.0025934,.4247061,.1182826,.001968,.4001117,.59705,.0028383,235.5455,233.6059,237.07,234.0711,235.4191,236.0928,234.4451,235.541,233.5842,233.402,233.997,233.6705,236.0189,236.9,237.4003,236.629,234.0258,234.62,233.7788,235.8116,234.2728,234.9432,235.4168,235.2124,235.7614,235.5749,233.3909,233.967,233.6724,233.6735,233.4545,234.0421,235.9102,236.3444,236.0481,237.1055,236.3847,236.8985,234.4257,233.661,234.276,234.6417,235.1124,235.6364,235.4824,235.3582,235.2381,235.7812,233.6601,233.4646,234.036,233.7142,236.1213,235.8551,236.3175,236.5625,234.032,235.2601,235.1666,235.6876,235.376,233.7219,236.0364,235.3059
"Arkansas",2007,237.671,0.000,0.00034,9.40065,-3.98e-08,-.0504151,.4943493,.0656192,.097557,10.07126,.6669768,.2159262,.0887999,.0190512,.0083217,.0009243,.4713369,.0972132,.0002296,.4372049,.5595971,.0031981,237.6707,236.3762,240.0159,236.8229,237.3366,238.2667,236.7425,238.6205,236.6531,235.9754,236.8172,236.4382,239.2877,239.63,240.3579,239.6052,236.5471,237.4258,236.533,237.7761,236.3706,237.2992,238.7267,238.0857,238.8645,238.6427,236.2385,237.0812,236.722,236.2902,236.0305,236.8595,238.95,239.6339,239.297,239.8506,239.1544,239.8927,237.0017,236.1915,237.0873,236.7946,238.1979,238.9692,238.7712,238.2533,238.1049,238.8727,236.55,236.2988,237.1307,236.3332,239.1842,238.8816,239.5882,239.3516,236.6196,238.3684,238.2366,238.9993,238.2646,236.598,239.0866,238.3984
"Arkansas",2009,237.541,0.000,0.00040,9.50754,-1.56e-09,-.05605,.4884039,.055386,.1091471,10.0583,.6573691,.234909,.0804527,.0175427,.0071569,.0025696,.4963486,.0968225,.0006905,.4331872,.5655712,.0012416,237.5406,236.4136,239.92,236.5246,237.3941,238.0318,236.559,238.6751,236.7034,236.1863,236.7437,236.4709,239.0824,239.7012,240.1917,239.4825,236.4366,237.0194,236.2178,237.7484,236.375,237.0079,238.7909,238.3007,238.8333,238.6898,236.4539,237.0229,236.7586,236.4182,236.2371,236.786,238.9142,239.3508,239.0796,239.8732,239.1981,239.6968,236.8003,236.0658,236.6653,236.7094,238.4162,238.948,238.8207,238.4104,238.3134,238.8376,236.6832,236.5022,237.0633,236.4599,239.0917,238.8337,239.2945,239.343,236.4029,238.5279,238.4419,238.967,238.4171,236.7222,238.9823,238.5471
"Arkansas",2011,237.810,0.000,0.00032,9.80873,-4.51e-09,-.0826906,.4852618,.0760936,.118973,10.07817,.6486174,.2133578,.0999977,.0195739,.0041464,.0143068,.6170381,.0259421,.0005667,.4385407,.5582635,.0031959,237.8102,236.3338,241.0085,237.0011,237.878,238.5078,236.8481,239.2038,236.7615,236.3274,236.8573,236.4311,240.2198,240.9536,241.3909,240.5661,237.1074,237.7081,236.703,238.3643,236.869,237.5066,239.3825,238.9903,239.476,239.2438,236.709,237.2686,236.8543,236.6771,236.4073,236.9338,240.2094,240.6075,240.2392,241.1862,240.4352,240.8892,237.6113,236.7334,237.3585,237.3406,239.1566,239.6529,239.4412,239.1633,239.0198,239.5017,237.0549,236.7849,237.341,236.7449,240.4556,240.137,240.5667,240.6418,237.2098,239.3327,239.2027,239.6968,239.185,237.1183,240.3515,239.3703
"Arkansas",2013,239.891,0.000,0.00035,22.36096,-1.37e-08,-.0457627,.4857163,.0825314,.1304132,10.06771,.6373251,.208793,.110715,.021547,.005378,.0162419,.5820084,.0158544,.0005685,.4264957,.5700825,.0034217,239.8905,238.3181,241.6881,239.3311,239.9889,240.5868,238.805,240.278,238.9636,238.3389,238.8387,238.3584,241.1749,241.7117,242.1026,241.236,239.4537,240.0385,238.9273,240.4722,238.8582,239.4594,240.6942,240.1555,240.5867,240.2913,238.9137,239.4653,239.0038,238.6853,238.3656,238.8581,241.226,241.6038,241.1685,241.9606,241.1864,241.5935,239.9567,238.9697,239.578,239.3247,240.5308,241.0005,240.7255,240.3473,240.1592,240.5848,239.2558,238.9397,239.4848,238.6996,241.4957,241.1254,241.5345,241.4112,239.4417,240.7266,240.5499,241.0157,240.3427,239.269,241.3621,240.7366
"Arkansas",2015,,,,,,,,.08,.13,,.64,.21,.11,.02,.01,.01,.66,0,0,,,,235.2155,233.643,237.0131,234.6561,235.3138,235.9118,234.1299,235.6029,234.2886,233.6639,234.1637,233.6833,236.4998,237.0367,237.4275,236.561,234.7787,235.3634,234.2523,235.7972,234.1832,234.7844,236.0192,235.4804,235.9116,235.6162,234.2387,234.7903,234.3288,234.0103,233.6906,234.183,236.551,236.9287,236.4934,237.2856,236.5114,236.9185,235.2817,234.2946,234.903,234.6497,235.8557,236.3254,236.0504,235.6722,235.4842,235.9098,234.5807,234.2646,234.8098,234.0245,236.8207,236.4503,236.8594,236.7362,234.7666,236.0516,235.8749,236.3406,235.6677,234.5939,236.687,236.0615
"California",1992,208.399,0.000,0.00000,541.15723,-.0180261,-.2895939,.483877,.1356831,.0465553,9.897872,.4477506,.0643708,.3497789,.1086753,.0271471,.0022773,,,,.0795068,.8499784,.0705148,208.399,210.1059,,210.7617,208.2855,207.3647,209.1541,,210.3291,210.1284,209.3645,209.5474,,,,,210.5323,209.7215,210.6393,207.5655,209.1279,208.1732,,,,,210.3264,209.6012,209.8485,209.6324,209.6219,208.8401,,,,,,,209.796,210.5085,209.6597,208.4252,,,,,,,209.8342,209.8871,209.1528,209.1449,,,,,209.8025,,,,,209.4136,,
"California",1996,212.140,0.006,0.00617,9.99788,2.74e-07,-.3452934,.4856368,.1462456,.0349974,9.793982,.4217083,.0746551,.3729349,.1067057,.020781,.003215,.3355396,.0554573,.1167704,.0772011,.8693882,.0534106,212.14,214.4946,213.3549,214.5204,211.7585,210.8529,212.9844,214.0861,214.679,214.2552,213.5231,213.914,214.7515,212.9689,212.4755,213.4291,214.0339,213.2221,214.4122,210.8772,212.7064,211.7517,214.2679,213.891,213.3626,213.6181,214.4294,213.7266,214.1643,213.6192,213.7408,212.9841,214.2974,213.8494,214.3899,212.4534,213.1608,212.6034,213.1284,214.0444,213.1824,211.8393,214.0596,213.5477,213.8503,213.4591,213.4756,212.9206,213.7982,213.9702,213.2513,213.1275,213.7452,214.054,213.5544,212.6569,213.172,213.6217,213.6868,213.1568,213.0562,213.3618,213.5326,213.2631
"California",2000,213.565,0.011,0.01096,10.14197,6.53e-09,-.3710154,.4959814,.216805,.0541299,9.779326,.355681,.0874812,.4096711,.1139815,.0265588,.0066263,.4042839,.0823467,.0696399,.08905,.817861,.093089,213.5651,215.8457,215.6755,217.1529,213.673,212.267,214.6199,216.0538,216.925,216.092,214.8701,215.3891,217.7598,215.6955,214.7665,215.8412,217.0723,215.8516,217.0545,212.7539,214.8147,213.3731,216.9575,216.2677,215.3,215.6748,217.0444,215.9579,216.4865,215.4283,215.6798,214.4502,217.6654,216.8437,217.4525,215.147,215.9661,214.9822,216.137,217.0681,215.8079,213.9067,217.0667,216.2055,216.6008,215.8024,215.9247,214.9443,216.3839,216.645,215.5543,215.0368,217.0886,217.4493,216.5909,215.4257,216.1573,216.5969,216.7409,215.8723,215.4709,216.005,216.8966,216.2839
"California",2003,227.455,0.003,0.00327,9.30817,1.09e-07,-.2372169,.4882671,.3142835,.082398,9.817374,.3185568,.0729961,.4914489,.107653,.0041363,.0048296,.4250177,.0979066,.0298918,.3796137,.6153172,.0050691,227.455,230.8879,229.3898,232.3969,226.799,226.0472,229.5269,230.5369,232.4613,230.4091,229.8392,230.8996,232.3442,228.7307,228.4091,230.1081,231.517,230.9929,232.8169,225.8499,228.9344,228.1709,231.8918,230.1156,229.7487,230.5388,231.8316,231.417,232.4062,229.7337,230.4315,229.8726,231.5376,231.3736,232.347,228.1644,229.5517,229.1924,230.5619,232.0151,231.4594,227.9991,231.3379,231.1045,231.8494,229.6527,230.1271,229.7664,231.1583,231.7903,231.3829,229.7683,230.9574,231.6313,231.4352,229.0031,231.0794,230.8718,231.3069,231.0781,229.672,231.1293,231.0773,230.8495
"California",2005,230.367,0.001,0.00149,9.83904,1.52e-08,-.2462313,.4914658,.3142979,.0791055,9.837943,.3105644,.0744851,.4905055,.1047577,.0089023,.010785,.4659961,.085403,.0397255,.3795013,.6141163,.0063824,230.367,233.7503,232.6984,235.2925,229.5466,229.0357,232.5213,233.7063,235.4049,233.0967,232.7572,233.8291,235.6078,231.8776,231.7609,233.4447,234.2564,233.9666,235.7654,228.6614,231.7628,231.2448,235.1112,233.0994,232.949,233.7485,234.5986,234.414,235.3928,232.4673,233.1848,232.8573,234.6455,234.6822,235.6317,231.3435,232.7252,232.5735,233.3684,234.8079,234.4872,230.8954,234.3723,234.3545,235.0924,232.662,233.1515,233.0077,233.9708,234.6013,234.4227,232.5675,234.1006,234.7612,234.7649,232.2109,233.9408,233.9323,234.3669,234.3524,232.7225,233.9855,234.2428,233.9359
"California",2007,230.034,0.002,0.00175,10.37468,8.58e-08,-.326677,.496934,.3343136,.0825738,9.825245,.267709,.0712449,.5353091,.1101195,.0051913,.0104261,.4492308,.078995,.0299403,.3939986,.5992766,.0067249,230.0341,234.0828,231.7891,235.2212,229.3662,228.6883,232.3069,233.4097,235.7233,233.592,233.0859,234.1344,234.913,231.126,230.8554,232.6032,234.3174,233.8822,235.7156,228.4614,231.7047,231.0229,234.841,233.0002,232.6766,233.4475,235.0748,234.729,235.692,232.9519,233.6522,233.1596,234.0933,233.9969,234.9412,230.5882,232.0496,231.7452,233.411,234.8962,234.4295,230.8218,234.2903,234.1084,234.82,232.5703,233.0457,232.7309,234.4364,235.057,234.7191,233.0247,233.5482,234.2205,234.0897,231.5369,234.0138,233.858,234.2802,234.1039,232.6242,234.4311,233.7055,233.8569
"California",2009,231.675,0.004,0.00401,9.94244,4.63e-08,-.2677881,.483898,.2903516,.0762833,9.822563,.2840359,.0749092,.5073767,.1126938,.0083598,.0126246,.439228,.0865052,.0246761,.3825499,.6131722,.0042779,231.6749,235.1321,232.681,235.9363,230.7964,230.3055,233.6837,234.1894,236.2983,234.418,234.1013,235.0783,235.2861,231.856,231.7499,233.3722,234.8786,234.5668,236.353,229.8878,232.8825,232.375,235.2377,233.5913,233.4424,234.1374,235.4869,235.2764,236.1791,233.7666,234.3899,234.0762,234.3363,234.3595,235.237,231.3259,232.6644,232.516,233.9605,235.3955,235.0442,231.9948,234.5459,234.4922,235.1351,233.1599,233.5614,233.4114,234.8383,235.3961,235.1851,233.7547,233.7903,234.4027,234.3815,232.1589,234.5061,234.111,234.4678,234.4109,233.1405,234.7638,233.8901,234.0444
"California",2011,234.165,0.003,0.00337,9.89401,-3.44e-08,-.2136449,.4991683,.3140014,.0833078,9.803835,.2522438,.0703543,.5355516,.1257525,.0039108,.0121869,.5150424,.0668406,.0040968,.4104926,.5837111,.0057963,234.165,237.7629,235.4696,238.6994,233.4384,232.6973,236.2088,236.9336,239.0299,237.2138,236.6612,237.6941,238.2197,234.77,234.4614,236.1559,237.7729,237.2315,239.1022,232.4516,235.5578,234.7966,238.0562,236.4815,236.123,236.8646,238.3659,237.9373,238.8983,236.5067,237.1672,236.6183,237.3848,237.2147,238.157,234.1887,235.573,235.2189,236.7748,238.2727,237.6899,234.586,237.4976,237.2471,237.9402,236.0061,236.432,236.0727,237.6618,238.2592,237.8309,236.4744,236.784,237.4339,237.2202,235.0122,237.2989,237.0182,237.4032,237.1503,235.9658,237.5695,236.8643,236.9341
"California",2013,233.654,0.004,0.00371,23.11896,-2.07e-07,-.2670434,.4870756,.2521729,.0831864,9.792057,.2636974,.0633575,.5432513,.1106745,.0063451,.0126742,.5335442,.0688435,.0094505,.410366,.5848984,.0047357,233.6545,237.0953,235.0693,236.9052,232.7008,232.175,235.5116,236.4472,237.4609,236.3016,235.9587,237.0401,237.0019,234.162,234.0523,235.703,235.8275,235.4165,237.3867,231.7197,234.6232,234.0753,236.799,235.7539,235.6036,236.4005,236.6597,236.3448,237.3848,235.5836,236.2657,235.9271,236.0084,235.9667,236.9886,233.5832,234.8966,234.7445,234.8246,236.402,235.9531,233.6495,236.0903,235.9588,236.7336,235.2673,235.7229,235.5733,235.9469,236.6025,236.2916,235.5607,235.3954,236.1032,236.021,234.3313,235.4234,235.5974,236.0411,235.9109,235.2442,235.9028,235.5208,235.5576
"California",2015,,,,,,,,.28,.09,,.25,.06,.56,.11,.01,.01,.55,.06,.01,,,,231.5493,234.9902,232.9642,234.8001,230.5957,230.0699,233.4064,234.3421,235.3558,234.1965,233.8536,234.935,234.8968,232.0568,231.9472,233.5979,233.7224,233.3114,235.2816,229.6145,232.518,231.9702,234.6938,233.6488,233.4985,234.2954,234.5546,234.2397,235.2797,233.4785,234.1606,233.822,233.9033,233.8615,234.8835,231.4781,232.7915,232.6393,232.7195,234.2969,233.848,231.5444,233.9852,233.8537,234.6284,233.1622,233.6178,233.4682,233.8418,234.4974,234.1864,233.4556,233.2903,233.9981,233.9158,232.2262,233.3183,233.4923,233.936,233.8058,233.1391,233.7977,233.4157,233.4525
"Colorado",1992,221.023,0.000,0.00000,419.56094,.0439994,.1223244,.5006146,.0066757,.0426188,10.03822,.6753513,.0522685,.2185932,.0263855,.0259348,.0014665,,,,.0352325,.9130074,.0517601,221.0234,219.8521,,220.4887,220.8223,221.0969,220.8651,,219.0111,219.6824,219.9617,219.5456,,,,,220.3239,220.56,220.3481,220.8863,220.7005,220.9664,,,,,218.9392,219.1281,218.78,219.7642,219.4066,219.6666,,,,,,,220.3867,220.2272,220.4502,220.784,,,,,,,219.0222,218.7307,218.9078,219.4947,,,,,220.31,,,,,218.8199,,
"Colorado",1996,225.632,0.001,0.00064,9.53085,2.84e-08,.1086053,.4867964,.0166127,.0517732,9.97451,.6842805,.0466531,.2015373,.034833,.0315818,.0011143,.2256864,.0535132,.0602157,.0327885,.9241874,.043024,225.6316,224.0013,223.7529,225.1004,225.6237,225.7694,225.4543,223.1427,223.3157,224.0154,224.1655,223.6855,223.5762,223.8143,223.8861,223.6199,225.12,225.2375,224.9244,225.721,225.4936,225.6269,222.6112,223.2181,223.3025,222.8868,223.4035,223.4844,223.0523,224.1243,223.7389,223.8654,223.6458,223.7136,223.36,223.8922,223.73,223.7852,225.2178,224.9998,225.0975,225.615,222.7417,222.7715,222.386,223.3124,222.9944,223.057,223.513,223.1734,223.2361,223.8565,223.7299,223.4874,223.5264,223.8287,225.121,222.8359,222.5452,222.5566,223.094,223.2915,223.5887,222.6448
"Colorado",2003,235.193,0.000,0.00049,9.01363,1.42e-09,.0452803,.4920621,.0872169,.1075724,10.01221,.6504147,.0527468,.2521247,.0310206,.0124609,.0012323,.2366691,.0729628,.0061641,.2467692,.7469211,.0063097,235.1931,233.3595,232.0234,235.035,235.0979,235.3232,234.8654,231.6794,232.8324,233.2967,233.523,233.039,232.1915,232.0535,232.1828,231.9204,234.9522,235.1668,234.7918,235.1952,234.7986,235.0162,231.3316,231.7423,231.8747,231.4665,232.8292,232.9985,232.6009,233.4091,233.0021,233.2106,232.2117,232.3658,232.0409,232.1484,231.9801,232.104,235.0531,234.733,234.942,234.9112,231.4301,231.5267,231.175,231.8586,231.5451,231.6644,232.9418,232.6137,232.7742,233.1188,232.3213,232.0898,232.2308,232.0922,234.8466,231.5471,231.2831,231.3726,231.6627,232.7305,232.2095,231.4015
"Colorado",2005,239.216,0.001,0.00058,9.57128,-3.77e-08,.0772901,.4833138,.1081924,.1022109,10.01872,.6351185,.0482521,.2717479,.0316705,.013211,0,.2983223,.072658,.0014663,.2496443,.7465845,.0037712,239.2159,237.4727,237.0178,239.5122,238.9102,239.3115,238.9267,236.418,237.2587,237.201,237.6044,237.128,237.3912,236.8235,237.1313,236.862,239.205,239.612,239.2068,238.9962,238.6594,239.0449,236.2986,236.2411,236.5621,236.1585,237.0211,237.39,236.9802,237.3028,236.8914,237.2685,237.1806,237.5217,237.1757,236.8992,236.7059,236.9984,239.298,238.9307,239.3236,238.7617,236.1405,236.4423,236.0833,236.3351,236.0076,236.3065,237.1225,236.7691,237.1195,236.9975,237.2725,236.9992,237.3195,236.7971,239.035,236.2355,235.9455,236.2305,236.1032,236.8746,237.0992,236.042
"Colorado",2007,240.206,0.000,0.00050,9.36856,3.43e-09,.0412985,.4865395,.1470513,.1084342,10.00521,.5975963,.0573002,.2981791,.0377127,.0092116,0,.3236291,.0787803,.0008719,.2987576,.6974695,.0037729,240.2059,239.0614,238.6953,241.1871,240.1141,240.2805,240.1526,238.2767,239.2873,239.0067,239.1758,238.8402,239.445,238.6675,238.7811,238.6541,241.0491,241.2701,240.9679,240.1722,240.0878,240.2478,238.5177,238.2828,238.3989,238.1166,239.2103,239.3966,239.1006,239.0858,238.8056,238.9589,239.3768,239.5556,239.3072,238.7203,238.6564,238.7614,241.1185,240.8478,241.0604,240.1604,238.4976,238.6388,238.3813,238.3568,238.1367,238.24,239.2883,239.0386,239.2135,238.8868,239.4499,239.2589,239.4253,238.7232,240.9236,238.5733,238.3718,238.5031,238.2111,239.1184,239.3367,238.4476
"Colorado",2009,243.132,0.001,0.00060,9.46839,-7.74e-09,.1458039,.4911328,.1066605,.100353,9.981297,.6065437,.0527554,.2884287,.0428608,.0094115,0,.2946284,.0821157,.0178472,.232985,.7647465,.0022685,243.1324,241.4842,240.5033,243.2681,242.79,243.0159,242.8279,240.1161,241.1749,241.1778,241.4279,241.1984,240.8156,240.2916,240.493,240.3928,242.9339,243.1499,243.0074,242.7292,242.5126,242.7157,239.9429,239.9292,240.1364,239.9221,240.9144,241.1234,240.9568,241.1559,240.9195,241.1474,240.5914,240.8126,240.6648,240.2934,240.2076,240.3941,242.8713,242.6925,242.8953,242.4525,239.7808,239.9635,239.7917,239.9483,239.7529,239.9431,240.8933,240.7153,240.9098,240.8996,240.5992,240.4632,240.6695,240.2157,242.6323,239.7998,239.6422,239.8129,239.7719,240.6962,240.475,239.6611
"Colorado",2011,244.456,0.001,0.00052,9.76009,-6.23e-08,.156068,.4913975,.1580444,.0984986,9.967486,.5627571,.0436176,.327989,.0286375,.0053916,.0316072,.3853801,.0737817,.0003555,.274257,.7219697,.0037733,244.4561,243.3975,242.6689,245.4877,244.0679,244.2801,244.1906,242.4288,243.6798,243.0509,243.2864,243.1192,243.4751,242.3852,242.5964,242.5508,245.0639,245.315,245.1536,243.9681,243.8261,244.0187,242.731,242.176,242.3876,242.2415,243.3166,243.5678,243.4596,242.9945,242.7946,243.013,243.1535,243.4184,243.3161,242.3522,242.2894,242.4867,244.968,244.7359,244.9801,243.7264,242.4538,242.6893,242.5856,242.1602,242.0018,242.2004,243.26,243.1102,243.3515,242.7402,243.1315,243.002,243.2597,242.2598,244.638,242.4386,242.3157,242.5436,241.9855,243.0553,242.9795,242.3
"Colorado",2013,246.976,0.001,0.00059,21.96043,6.35e-10,.2056485,.4926176,.1403574,.0927814,9.959458,.567152,.0427543,.3062646,.038213,.007199,.038417,.3506292,.0736145,.0025551,.259481,.7355909,.0049281,246.9757,245.2488,243.9479,247.7151,246.2358,246.8176,246.7283,243.672,245.5099,244.5491,245.1544,245.0605,244.6763,243.3938,243.9182,243.9242,246.9702,247.5586,247.4615,246.1702,246.0026,246.5698,243.9947,243.1339,243.6712,243.5734,244.8103,245.4145,245.3686,244.522,244.3779,244.9705,244.0943,244.6631,244.6007,243.3967,243.3852,243.9042,246.9078,246.7139,247.3019,245.936,243.4394,243.9931,243.925,243.1531,243.0429,243.5726,244.7827,244.6787,245.2768,244.3526,244.1113,244.0231,244.5886,243.3942,246.6488,243.4598,243.3729,243.9231,243.0618,244.6527,244.0404,243.3929
"Colorado",2015,,,,,,,,.14,.1,,.52,.04,.36,.03,.01,.04,.39,.08,.01,,,,241.5636,239.8366,238.5358,242.3029,240.8237,241.4054,241.3162,238.2599,240.0977,239.137,239.7423,239.6483,239.2641,237.9816,238.506,238.512,241.558,242.1465,242.0493,240.7581,240.5905,241.1577,238.5826,237.7218,238.259,238.1612,239.3981,240.0024,239.9565,239.1099,238.9658,239.5583,238.6821,239.2509,239.1886,237.9846,237.9731,238.4921,241.4956,241.3018,241.8897,240.5238,238.0272,238.581,238.5128,237.7409,237.6308,238.1604,239.3706,239.2665,239.8646,238.9405,238.6992,238.6109,239.1764,237.9821,241.2367,238.0476,237.9608,238.5109,237.6497,239.2406,238.6283,237.9807
"Connecticut",1992,226.798,0.000,0.00000,391.61880,.3468728,.310756,.5128851,.0138513,.0645156,9.904287,.7289342,.1018397,.1349432,.02188,.0106826,.0017204,,,,.0377206,.910853,.0514263,226.7985,224.9092,,226.4249,227.0851,225.8148,227.005,,224.8151,225.1997,224.0476,225.0824,,,,,226.7179,225.4176,226.5943,226.3761,227.2866,225.9918,,,,,225.104,223.9733,224.9351,224.6098,225.3609,224.2374,,,,,,,225.9698,226.8933,225.5875,226.5407,,,,,,,224.5193,225.219,224.1102,224.7813,,,,,226.138,,,,,224.6451,,
"Connecticut",1996,231.474,0.001,0.00051,9.51234,2.19e-08,.3051631,.4941613,.0134025,.0729563,9.802197,.7225959,.1038136,.1331946,.0238653,.014664,.0018666,.1863803,.0404032,.0358824,.0404863,.9266348,.0328789,231.474,229.6506,228.2874,230.8707,231.9379,230.2517,231.4016,228.1169,229.453,230.1081,228.5687,229.5968,228.1736,228.8197,227.5394,228.3003,231.3449,229.6182,230.8217,231.0502,231.8911,230.1523,228.033,228.655,227.3418,228.0589,229.9133,228.397,229.3639,229.3627,230.0718,228.5451,228.7006,227.3731,228.076,228.3488,228.8671,227.5508,230.4071,231.332,229.5805,230.9621,228.5625,227.262,227.9346,228.1649,228.6139,227.3066,229.1747,229.8461,228.3377,229.3438,228.1701,228.6456,227.3041,228.3774,230.3909,228.0648,228.4855,227.1878,228.1357,229.1253,228.1256,228.0014
"Connecticut",2000,234.243,0.001,0.00060,9.35776,3.58e-10,.3321618,.4929009,.0134666,.0385851,9.785185,.6849503,.1222226,.1448693,.0307135,.0161275,.0011168,.1855042,.0562854,.0478023,.0455325,.8921341,.0623334,234.2434,231.8529,230.5042,233.2642,234.005,232.9915,234.0158,230.1322,231.4933,231.6108,230.7428,231.772,230.2016,230.4269,229.7599,230.4775,233.0865,231.9788,233.1775,233.1397,233.801,232.7292,229.9291,230.0302,229.3527,230.0659,231.3,230.4116,231.3904,230.8823,231.5543,230.6919,230.1425,229.4002,230.1055,229.9812,230.4281,229.7258,232.1694,233.0312,231.8998,232.891,229.8524,229.154,229.8309,229.5609,229.9842,229.3082,230.5784,231.2232,230.3383,230.8428,229.637,230.0862,229.3297,229.9616,232.1087,229.3755,229.7776,229.0791,229.526,230.519,229.5892,229.3135
"Connecticut",2003,240.615,0.000,0.00041,8.63379,-1.25e-09,.2432267,.4899941,.0306713,.0996278,9.798141,.6656439,.1411109,.1517045,.0319237,.0010445,.0085726,.2508297,.0502483,.0153174,.2198133,.7737041,.0064826,240.6152,238.8529,237.5369,239.1872,240.3431,239.0557,240.6441,237.3592,238.0261,238.5832,237.4739,238.7788,236.8919,237.4054,236.5672,237.5683,239.0002,237.5845,239.2646,239.2636,240.409,239.0569,236.7415,237.2151,236.3584,237.2774,237.8568,236.6869,237.9308,237.6767,238.5393,237.4402,236.7986,235.8415,236.7912,236.8259,237.4826,236.5985,237.8543,239.1374,237.6893,239.2844,236.6689,235.7472,236.6267,236.6131,237.1609,236.3069,236.9597,237.7941,236.6315,237.656,236.1367,236.7679,235.7865,236.8816,237.9963,236.0561,236.5854,235.6648,236.5745,236.9208,236.1243,235.9907
