FIPS,year,profmean,profmean_stnd,female,sped,age,hispanic,asian,amind,free_lunch,red_lunch,miss_lunch,combo_pct_free_lunch,combo_pct_red_lunch,combo_pct_miss_lunch,admin_survey,wtdn,white,black,paid_lunch,lang_nr,lang_st,lang_mt,lang_om,score_oldway,score_m1,score_m2,score_m3,score_m4,score_m5,score_m6,score_m7,score_m8,score_m9,score_m10,score_m11,score_m12,score_m13,score_m14,score_m15,score_m16,score_m17,score_m18,score_m19,score_m20,score_m21,score_m22,score_m23,score_m24,score_m25,score_m26,score_m27,score_m28,score_m29,score_m30,score_m31,score_m32,score_m33,score_m34,score_m35,score_m36,score_m37,score_m38,score_m39,score_m40,score_m41,score_m42,score_m43,score_m44,score_m45,score_m46,score_m47,score_m48,score_m49,score_m50,score_m51,score_m52,score_m53,score_m54,score_m55,score_m56,score_m57,score_m58,score_m59,score_m60,score_m61,score_m62,score_m63,score_m64,score_m65,score_m66,score_m67,score_m68,score_m69,score_m70,score_m71,score_m72,score_m73,score_m74,score_m75,score_m76,score_m77,score_m78,score_m79,score_m80,score_m81,score_m82,score_m83,score_m84,score_m85,score_m86,score_m87,score_m88,score_m89,score_m90,score_m91,score_m92,score_m93,score_m94,score_m95,score_m96
"Alabama",2019,267.005,,,,,,,,,,,,,,,,,,,,,,,,267.0047,267.8031,270.7208,265.2252,265.8293,268.6021,267.0047,270.6144,267.816,266.589,269.0855,267.8031,269.1568,269.3784,271.889,270.7208,264.323,266.8278,265.2252,267.0593,265.8293,268.6021,270.4286,269.1164,271.5404,270.6144,266.6485,269.0721,267.816,267.5961,266.589,269.0855,268.0623,270.3268,269.1568,270.2656,269.3784,271.889,265.5737,264.323,266.8278,267.0593,269.0124,271.3474,270.4286,269.8538,269.1164,271.5404,267.6469,266.6485,269.0721,267.5961,268.9622,268.0623,270.3268,270.2656,265.5737,269.7514,269.0124,271.3474,269.8538,267.6469,268.9622,269.7514,268.9395,269.4561,267.5282,267.7189,270.1607,268.9395,269.3512,268.0939,270.4557,269.4561,266.5315,268.7558,267.5282,268.6389,267.7189,270.1607,268.0528,270.3423,269.3512,268.8794,268.0939,270.4557,267.4689,266.5315,268.7558,268.6389,268.8401,268.0528,270.3423,268.8794,267.4689,268.8401
"Alaska",1996,277.643,.200758,.4844289,.0603193,13.97702,.0602117,.0519633,.1618564,.1138994,.0410993,.4878886,.1138994,.0410993,.4878886,1,7.15,.6845126,.0410956,.333896,.614293,.2762105,.0977666,.0117299,,277.6431,274.446,278.336,278.6523,278.0408,277.1908,277.4701,275.518,275.4852,274.5988,273.9299,274.433,279.0385,279.0301,278.2714,278.0909,278.909,278.2005,278.3853,277.6893,277.8885,277.0193,276.5214,275.8849,275.3038,275.4097,275.4581,274.9613,275.3978,274.2099,274.5965,273.9547,279.6185,278.9862,278.8562,278.9561,278.8018,278.0197,278.5563,278.6511,277.9313,277.5289,276.7094,276.3012,276.3671,275.7134,275.8035,275.2287,275.0675,275.3892,274.9111,274.2337,279.5547,279.4248,278.7869,278.7205,278.2917,276.5388,276.5848,276.1791,275.6548,275.0245,279.3487,276.4363,278.336,275.518,279.0385,279.0301,278.2714,278.0909,276.5214,275.8849,275.3038,275.4097,279.6185,278.9862,278.8562,278.9561,278.8018,278.0197,276.7094,276.3012,276.3671,275.7134,275.8035,275.2287,279.5547,279.4248,278.7869,278.7205,276.5388,276.5848,276.1791,275.6548,279.3487,276.4363
"Alaska",2003,279.025,.0831897,.489484,.140663,14.05663,.0309941,.0679562,.2521923,.1900547,.0475806,.0641331,.1900547,.0475806,.0641331,,3.92,.5753614,.0498517,.6703504,,,,,,279.0251,276.8056,276.0253,281.1217,280.1565,279.8035,279.0251,275.2068,278.4978,277.4814,277.4885,276.8056,277.7515,277.2972,276.7694,276.0253,281.9444,281.9144,281.1217,280.6722,280.1565,279.8035,276.816,276.0728,275.9276,275.2068,278.8634,279.1371,278.4978,277.9531,277.4814,277.4885,278.7565,278.5514,277.7515,277.7766,277.2972,276.7694,282.4945,281.9444,281.9144,280.6722,277.3857,277.5174,276.816,276.5626,276.0728,275.9276,279.3232,278.8634,279.1371,277.9531,279.2939,278.7565,278.5514,277.7766,282.4945,277.8788,277.3857,277.5174,276.5626,279.3232,279.2939,277.8788,276.0253,275.2068,277.7515,277.2972,276.7694,276.0253,276.816,276.0728,275.9276,275.2068,278.7565,278.5514,277.7515,277.7766,277.2972,276.7694,277.3857,277.5174,276.816,276.5626,276.0728,275.9276,279.2939,278.7565,278.5514,277.7766,277.8788,277.3857,277.5174,276.5626,279.2939,277.8788
"Alaska",2005,278.959,.0411843,.4649942,.1237348,14.06785,.0361036,.0670369,.2647759,.292766,.0461878,.0171023,.2706149,.0492669,.0260697,,3.97,.5667674,.0464078,.638784,,,,,,278.9587,276.6275,277.7847,282.5499,279.676,279.6354,278.9587,276.2707,279.5834,276.8746,277.1895,276.6275,280.3979,278.5219,278.3645,277.7847,282.8017,283.2459,282.5499,280.1374,279.676,279.6354,278.8901,276.5541,276.7821,276.2707,279.3262,280.0819,279.5834,277.2779,276.8746,277.1895,280.769,281.0467,280.3979,278.9058,278.5219,278.3645,283.3102,282.8017,283.2459,280.1374,278.7295,279.3761,278.8901,276.9153,276.5541,276.7821,279.7121,279.3262,280.0819,277.2779,281.2245,280.769,281.0467,278.9058,283.3102,279.095,278.7295,279.3761,276.9153,279.7121,281.2245,279.095,277.4792,276.0715,280.1191,278.2397,278.0703,277.4792,278.706,276.3804,276.5975,276.0715,280.5091,280.7799,280.1191,278.6306,278.2397,278.0703,278.5674,279.2064,278.706,276.7512,276.3804,276.5975,280.9726,280.5091,280.7799,278.6306,278.9427,278.5674,279.2064,276.7512,280.9726,278.9427
"Alaska",2007,282.557,.0688361,.4848515,.0884871,14.05021,.0445141,.0751268,.2504554,.3144703,.0519623,.00219,.3053615,.0538989,.0045932,,3.71,.5595804,.0409854,.6313775,,,,,,282.5572,279.5149,281.4119,286.433,282.4388,283.0397,282.5572,279.3858,282.799,279.0104,279.9115,279.5149,284.2236,281.3784,281.8289,281.4119,285.8587,286.9345,286.433,282.7988,282.4388,283.0397,282.2773,278.9207,279.7346,279.3858,281.7656,283.1297,282.799,279.3282,279.0104,279.9115,283.8224,284.7089,284.2236,281.6772,281.3784,281.8289,286.2658,285.8587,286.9345,282.7988,281.3484,282.6001,282.2773,279.1943,278.9207,279.7346,282.065,281.7656,283.1297,279.3282,284.1933,283.8224,284.7089,281.6772,286.2658,281.6266,281.3484,282.6001,279.1943,282.065,284.1933,281.6266,281.3759,279.3632,284.1906,281.3432,281.7928,281.3759,282.2557,278.8992,279.7123,279.3632,283.7898,284.6759,284.1906,281.6419,281.3432,281.7928,281.3279,282.5789,282.2557,279.1731,278.8992,279.7123,284.1606,283.7898,284.6759,281.6419,281.6063,281.3279,282.5789,279.1731,284.1606,281.6063
"Alaska",2009,283.048,.0391111,.4866564,.099576,14.05176,.0562652,.0884473,.2246348,.3021885,.0598263,.0147391,.2586912,.0577754,.0644358,,3.80,.528332,.0361745,.6179112,,,,,,283.0477,279.7554,281.1384,284.7823,282.8986,283.4174,283.0477,279.2101,281.3449,279.2894,280.103,279.7554,282.5172,281.1428,281.4995,281.1384,284.4341,285.1617,284.7823,283.1773,282.8986,283.4174,280.6482,278.8422,279.5541,279.2101,280.6318,281.6575,281.3449,279.5691,279.2894,280.103,282.3406,282.9163,282.5172,281.4001,281.1428,281.4995,284.7375,284.4341,285.1617,283.1773,280.0544,280.9778,280.6482,279.1083,278.8422,279.5541,280.9015,280.6318,281.6575,279.5691,282.6388,282.3406,282.9163,281.4001,284.7375,280.3231,280.0544,280.9778,279.1083,280.9015,282.6388,280.3231,280.5685,278.8242,282.0013,280.6521,280.9799,280.5685,280.3056,278.5382,279.2236,278.8242,281.8943,282.4531,282.0013,280.9421,280.6521,280.9799,279.7837,280.6897,280.3056,278.8413,278.5382,279.2236,282.2278,281.8943,282.4531,280.9421,280.0895,279.7837,280.6897,278.8413,282.2278,280.0895
"Alaska",2011,283.273,.01564,.4875251,.1025243,14.05637,.0575476,.0979236,.2184425,.3584909,.0558815,.0056929,.3262099,.0533403,.0538206,,3.60,.5186679,.0394596,.5799347,,,,,,283.2728,279.4621,281.4144,284.9735,283.1663,283.8633,283.2728,279.1009,281.1431,279.0675,280.0239,279.4621,282.7648,281.4498,281.9492,281.4144,284.6698,285.5752,284.9735,283.6048,283.1663,283.8633,280.6054,278.7751,279.6161,279.1009,280.4833,281.6639,281.1431,279.502,279.0675,280.0239,282.622,283.3419,282.7648,281.8298,281.4498,281.9492,285.1374,284.6698,285.5752,283.6048,280.0412,281.1041,280.6054,279.1644,278.7751,279.6161,280.906,280.4833,281.6639,279.502,283.0482,282.622,283.3419,281.8298,285.1374,280.4334,280.0412,281.1041,279.1644,280.906,283.0482,280.4334,281.1814,278.9351,282.5566,281.2706,281.7544,281.1814,280.4667,278.6631,279.4901,278.9351,282.4626,283.1735,282.5566,281.6757,281.2706,281.7544,279.95,281.0044,280.4667,279.0791,278.6631,279.4901,282.9156,282.4626,283.1735,281.6757,280.369,279.95,281.0044,279.0791,282.9156,280.369
"Alaska",2013,281.560,-.0590533,.4887709,.1356919,14.02901,.0725463,.0968041,.2443245,.4379041,.0142455,.0028517,.3334358,.0142455,.1237432,,3.60,.476146,.0360256,.5449986,,,,,,281.5596,278.4831,280.7625,283.645,282.2738,281.8716,281.5596,278.5689,280.3488,278.8193,278.7717,278.4831,282.2853,281.4742,281.0358,280.7625,284.0735,283.9676,283.645,282.4678,282.2738,281.8716,280.1967,278.8864,278.8131,278.5689,280.3595,280.5987,280.3488,279.0162,278.8193,278.7717,282.7746,282.5968,282.2853,281.6405,281.4742,281.0358,284.2924,284.0735,283.9676,282.4678,280.2334,280.4258,280.1967,279.0513,278.8864,278.8131,280.5459,280.3595,280.5987,279.0162,282.9796,282.7746,282.5968,281.6405,284.2924,280.4008,280.2334,280.4258,279.0513,280.5459,282.9796,280.4008,279.1713,277.4952,280.845,280.0991,279.5818,279.1713,279.243,278.0364,277.8915,277.4952,281.5237,281.3008,280.845,280.3545,280.0991,279.5818,279.4759,279.6218,279.243,278.3029,278.0364,277.8915,281.8252,281.5237,281.3008,280.3545,279.7454,279.4759,279.6218,278.3029,281.8252,279.7454
"Alaska",2015,280.493,-.0222639,.4754268,.1283707,14.03931,.0637764,.1042555,.2520463,.4609618,.0075979,.0075058,.4516917,.0123698,.0075058,,4.45,.4599121,.0311384,.5239345,,,,,,280.4935,276.8654,279.4253,282.2735,280.6667,281.0063,280.4935,276.94,278.5973,276.6777,277.3528,276.8654,280.7563,279.6613,279.8661,279.4253,282.2255,282.7972,282.2735,281.0346,280.6667,281.0063,278.4493,276.7591,277.3548,276.94,278.1275,279.0443,278.5973,277.0471,276.6777,277.3528,280.8102,281.2363,280.7563,279.9662,279.6613,279.8661,282.621,282.2255,282.7972,281.0346,278.0243,278.8484,278.4493,277.0691,276.7591,277.3548,278.4855,278.1275,279.0443,277.0471,281.157,280.8102,281.2363,279.9662,282.621,278.3371,278.0243,278.8484,277.0691,278.4855,281.157,278.3371,279.7608,277.1636,281.0615,279.9604,280.1806,279.7608,278.6521,276.9442,277.5541,277.1636,281.0841,281.5193,281.0615,280.2517,279.9604,280.1806,278.1933,279.0272,278.6521,277.2381,276.9442,277.5541,281.4162,281.0841,281.5193,280.2517,278.4899,278.1933,279.0272,277.2381,281.4162,278.4899
"Alaska",2017,277.016,-.1323375,.4874206,.1245369,14.0024,.0670653,.1005402,.2304475,.4548179,.0040825,.0023366,.4650535,.0121291,.0023366,,4.10,.4727679,.0314657,.5369821,0,0,0,0,,277.0156,273.1558,276.4873,278.8356,276.8804,277.2464,277.0156,273.7009,275.0212,272.7061,273.3633,273.1558,277.8,276.4013,276.6809,276.4873,278.4904,279.0753,278.8356,277.0564,276.8804,277.2464,275.2937,273.2115,273.8398,273.7009,274.2776,275.1917,275.0212,272.8814,272.7061,273.3633,277.5446,278.0255,277.8,276.5429,276.4013,276.6809,278.6888,278.4904,279.0753,277.0564,274.5567,275.4187,275.2937,273.333,273.2115,273.8398,274.4425,274.2776,275.1917,272.8814,277.72,277.5446,278.0255,276.5429,278.6888,274.6807,274.5567,275.4187,273.333,274.4425,277.72,274.6807,277.2994,274.2374,278.5415,277.1405,277.4556,277.2994,275.787,273.6693,274.33,274.2374,278.2247,278.727,278.5415,277.2583,277.1405,277.4556,274.9812,275.8665,275.787,273.7604,273.6693,274.33,278.3737,278.2247,278.727,277.2583,275.0746,274.9812,275.8665,273.7604,278.3737,275.0746
"Alaska",2019,275.848,,,,,,,,,,,,,,,,,,,,,,,,275.8484,271.9886,275.3201,277.6684,275.7132,276.0792,275.8484,272.5338,273.8541,271.5389,272.1962,271.9886,276.6329,275.2342,275.5137,275.3201,277.3232,277.9081,277.6684,275.8893,275.7132,276.0792,274.1265,272.0443,272.6726,272.5338,273.1104,274.0245,273.8541,271.7142,271.5389,272.1962,276.3774,276.8583,276.6329,275.3757,275.2342,275.5137,277.5217,277.3232,277.9081,275.8893,273.3896,274.2515,274.1265,272.1659,272.0443,272.6726,273.2753,273.1104,274.0245,271.7142,276.5528,276.3774,276.8583,275.3757,277.5217,273.5135,273.3896,274.2515,272.1659,273.2753,276.5528,273.5135,276.1322,273.0702,277.3743,275.9734,276.2885,276.1322,274.6198,272.5021,273.1628,273.0702,277.0575,277.5598,277.3743,276.0911,275.9734,276.2885,273.8141,274.6994,274.6198,272.5932,272.5021,273.1628,277.2066,277.0575,277.5598,276.0911,273.9074,273.8141,274.6994,272.5932,277.2066,273.9074
"Arizona",1996,267.875,-.0832097,.5215385,.042984,14.0389,.30078,.0226361,.0597001,.2195201,.050794,.1729232,.2195201,.050794,.1729232,1,29.00,.5847343,.030598,.5045685,.5242608,.3080018,.152535,.0152024,,267.8748,268.9955,268.4256,269.0363,267.6033,268.1885,268.7806,268.7452,268.8791,268.5776,269.3505,268.9093,269.2053,268.2268,268.7353,268.7108,268.6404,269.3569,269.3671,267.8468,268.5174,269.195,268.6965,268.4572,269.1367,268.6588,268.4975,269.2289,268.8105,268.8604,268.5012,269.2793,268.9105,269.5394,269.1863,268.4557,268.5601,269.1151,268.9022,269.0297,269.7706,268.8416,268.4264,269.0847,268.6216,268.7546,268.3804,269.0633,268.7783,268.4351,269.175,268.7955,269.1667,268.9661,269.593,268.8599,269.3547,268.7245,268.3587,269.0221,268.6879,268.7273,269.2752,268.6664,268.4256,268.7452,269.2053,268.2268,268.7353,268.7108,268.6965,268.4572,269.1367,268.6588,268.9105,269.5394,269.1863,268.4557,268.5601,269.1151,268.4264,269.0847,268.6216,268.7546,268.3804,269.0633,269.1667,268.9661,269.593,268.8599,268.7245,268.3587,269.0221,268.6879,269.2752,268.6664
