year,FIPS,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,lang_nr,lang_st,lang_mt,lang_om,score_st_m1,score_m1,score_st_m2,score_m2,score_st_m3,score_m3,score_st_m4,score_m4,score_st_m5,score_m5,score_st_m6,score_m6,score_st_m7,score_m7,score_st_m8,score_m8,score_st_m9,score_m9,score_st_m10,score_m10,score_st_m11,score_m11,score_st_m12,score_m12,score_st_m13,score_m13,score_st_m14,score_m14,score_st_m15,score_m15,score_st_m16,score_m16,score_st_m17,score_m17,score_st_m18,score_m18,score_st_m19,score_m19,score_st_m20,score_m20,score_st_m21,score_m21,score_st_m22,score_m22,score_st_m23,score_m23,score_st_m24,score_m24,score_st_m25,score_m25,score_st_m26,score_m26,score_st_m27,score_m27,score_st_m28,score_m28,score_st_m29,score_m29,score_st_m30,score_m30,score_st_m31,score_m31,score_st_m32,score_m32,score_st_m33,score_m33,score_st_m34,score_m34,score_st_m35,score_m35,score_st_m36,score_m36,score_st_m37,score_m37,score_st_m38,score_m38,score_st_m39,score_m39,score_st_m40,score_m40,score_st_m41,score_m41,score_st_m42,score_m42,score_st_m43,score_m43,score_st_m44,score_m44,score_st_m45,score_m45,score_st_m46,score_m46,score_st_m47,score_m47,score_st_m48,score_m48,score_st_m49,score_m49,score_st_m50,score_m50,score_st_m51,score_m51,score_st_m52,score_m52,score_st_m53,score_m53,score_st_m54,score_m54,score_st_m55,score_m55,score_st_m56,score_m56,score_st_m57,score_m57,score_st_m58,score_m58,score_st_m59,score_m59,score_st_m60,score_m60,score_st_m61,score_m61,score_st_m62,score_m62,score_st_m63,score_m63,score_st_m64,score_m64
2005,New Jersey,0.4948733,0.0095888,0.1326843,13.9225,0.5939127,0.2019069,0.1365831,0.0646499,0.0014584,0.001489,0.1900219,0.06019,0.0459375,0.2880551,0.706449,0.0054959,0.5199706,0.2974752,0.169353,0.0132012,0.2748622,269.4232,0.2788075,269.5531,0.1957258,266.8187,0.2237968,267.7426,0.3143298,270.7222,0.2511759,268.6436,0.2996341,270.2385,0.2232254,267.7237,0.2383443,268.2213,0.3187436,270.8675,0.2560953,268.8056,0.2883532,269.8672,0.1648164,265.8013,0.2388735,268.2387,0.1795978,266.2878,0.214902,267.4498,0.2670527,269.1662,0.1986207,266.9139,0.2443495,268.419,0.2961448,270.1237,0.3372782,271.4775,0.2765933,269.4802,0.1910701,266.6654,0.2689647,269.2291,0.2076768,267.212,0.232254,268.0209,0.2831049,269.6945,0.2157623,267.4781,0.2460186,268.4739,0.3009489,270.2818,0.3263462,271.1177,0.2667601,269.1566,0.2101227,267.2925,0.1468539,265.2101,0.1756966,266.1594,0.2267657,267.8402,0.257298,268.8452,0.2004099,266.9728,0.2467298,268.4973,0.2878164,269.8496,0.2209202,267.6479,0.3190014,270.8759,0.2401988,268.2824,0.1751458,266.1413,0.1977268,266.8845,0.2565983,268.8221,0.2761166,269.4645,0.2177593,267.5438,0.2647399,269.0901,0.2893171,269.899,0.2245627,267.7677,0.3093359,270.5578,0.1959545,266.8262,0.2221182,267.6873,0.1602327,265.6505,0.2459032,268.4701,0.2684225,269.2113,0.2270546,267.8498,0.2455037,268.457,0.1828997,266.3965,0.2644845,269.0817,0.2717673,269.3214,0.2094445,267.2702,0.2331466,268.0503
2007,New Jersey,0.4941562,0.021314,0.1019408,13.92033,0.5663777,0.1708367,0.172109,0.0892453,0.001146,0.0002853,0.2020197,0.0571138,0.0152504,0.291608,0.7021468,0.0062452,0.4853047,0.2954713,0.2076714,0.0115525,0.2812018,270.1415,0.2895327,270.4157,0.2025666,267.5535,0.2447948,268.9433,0.2823004,270.1777,0.2567763,269.3376,0.3225634,271.5029,0.2306291,268.4771,0.2495364,269.0994,0.2934145,270.5435,0.2685669,269.7257,0.3000381,270.7615,0.1832312,266.9171,0.2092751,267.7743,0.1852006,266.9819,0.2298613,268.4518,0.2502017,269.1212,0.2190411,268.0957,0.2720374,269.8399,0.2651781,269.6142,0.3231639,271.5226,0.299835,270.7548,0.1992402,267.444,0.241501,268.8349,0.2162106,268.0025,0.239895,268.782,0.2598448,269.4386,0.2286953,268.4134,0.2572196,269.3522,0.2783719,270.0484,0.3031798,270.8649,0.2802058,270.1088,0.1921316,267.21,0.1642517,266.2924,0.1953645,267.3164,0.197513,267.3871,0.2375223,268.7039,0.215336,267.9738,0.2312788,268.4985,0.279678,270.0914,0.2489415,269.0798,0.3067667,270.983,0.2148087,267.9564,0.1844636,266.9576,0.2052995,267.6434,0.231129,268.4935,0.2500929,269.1177,0.2266028,268.3446,0.2442944,268.9268,0.2673038,269.6841,0.2375204,268.7039,0.2888878,270.3945,0.1786502,266.7663,0.2077514,267.7241,0.1799339,266.8086,0.2272929,268.3673,0.2622886,269.5191,0.2037517,267.5925,0.2207676,268.1525,0.1916862,267.1954,0.2404685,268.8009,0.2525236,269.1977,0.1964072,267.3507,0.2104949,267.8144
2009,New Jersey,0.500411,0.0059212,0.1129826,13.93223,0.6010614,0.1600339,0.1572645,0.0791454,0,0.0024947,0.1955748,0.0617328,0.0239558,0.283309,0.7135632,0.0031278,0.5130139,0.2931144,0.1828014,0.0110703,0.3248827,272.8026,0.3116176,272.3661,0.2452763,270.1826,0.2692321,270.971,0.339762,273.2924,0.3045122,272.1322,0.3528086,273.7217,0.2591465,270.6391,0.2607421,270.6916,0.3288465,272.9331,0.2939671,271.7851,0.3189699,272.608,0.21108,269.0571,0.2649974,270.8317,0.2313748,269.7251,0.2651734,270.8374,0.2899122,271.6517,0.2474301,270.2535,0.2909612,271.6862,0.3249074,272.8034,0.3670825,274.1915,0.3335465,273.0878,0.2173412,269.2632,0.2821373,271.3958,0.247328,270.2501,0.2658932,270.8611,0.2855732,271.5089,0.2432254,270.1151,0.2668361,270.8922,0.3155968,272.497,0.3353657,273.1477,0.3022578,272.058,0.2343515,269.823,0.1954014,268.5411,0.2209266,269.3812,0.2551214,270.5066,0.2853468,271.5014,0.2533796,270.4493,0.2731191,271.099,0.3131644,272.417,0.2713129,271.0395,0.3525712,273.7139,0.2462374,270.2142,0.2051292,268.8612,0.222245,269.4246,0.2731466,271.0999,0.2880705,271.5911,0.2549815,270.502,0.2717738,271.0547,0.2911232,271.6915,0.2502651,270.3468,0.3227459,272.7323,0.2226066,269.4365,0.2467485,270.231,0.2081653,268.9612,0.2765638,271.2123,0.2975998,271.9047,0.2364908,269.8934,0.2506997,270.3611,0.210985,269.054,0.2796903,271.3152,0.2779802,271.2589,0.2367689,269.9026,0.2416112,270.062
2011,New Jersey,0.4978198,0.0094436,0.1226661,13.94632,0.572435,0.1578291,0.1828491,0.083687,0.0004957,0.0027042,0.2357381,0.0535352,0.0069657,0.2780665,0.7192467,0.0026869,0.5094661,0.2903308,0.1956266,0.0045765,0.3615771,275.1832,0.3678876,275.3909,0.306821,273.381,0.3103301,273.4965,0.3885418,276.0706,0.3460063,274.6707,0.3858832,275.9831,0.3256943,274.0022,0.3139831,273.6167,0.3967296,276.3401,0.3557652,274.9919,0.3668285,275.356,0.2733829,272.2805,0.3356337,274.3293,0.2955904,273.0114,0.3198352,273.8093,0.3418481,274.5338,0.2935537,272.9443,0.3260145,274.0127,0.3765454,275.6758,0.4136628,276.8974,0.3721014,275.5295,0.2802624,272.5069,0.3583187,275.0759,0.3175904,273.7354,0.3240414,273.9478,0.3503869,274.8148,0.3019842,273.2218,0.3122965,273.5612,0.386916,276.0171,0.3964207,276.33,0.3556414,274.9878,0.305272,273.33,0.2605658,271.8586,0.2756184,272.354,0.327242,274.0531,0.3507068,274.8254,0.3111297,273.5228,0.3281762,274.0839,0.3607599,275.1563,0.311895,273.548,0.4024955,276.5299,0.3189905,273.7815,0.2717843,272.2278,0.2774035,272.4128,0.3515682,274.8538,0.3574162,275.0462,0.3168343,273.7106,0.3400592,274.4749,0.3495872,274.7885,0.3012391,273.1973,0.3871926,276.0262,0.295179,272.9978,0.3117068,273.5418,0.2660334,272.0386,0.343677,274.594,0.3486525,274.7578,0.3115152,273.5355,0.3170989,273.7193,0.2698676,272.1648,0.3512308,274.8427,0.3398702,274.4688,0.3035705,273.274,0.3102362,273.4934
2013,New Jersey,0.4905713,0.0127562,0.148587,13.93964,0.5546824,0.1686086,0.1878622,0.0797163,0.0020723,0.0070581,0.2781591,0.0633644,0.0153394,0.3414989,0.6565582,0.0019429,0.5232475,0.2796414,0.1905287,0.0065824,0.327607,276.378,0.3488007,277.0755,0.314126,275.9343,0.2805014,274.8276,0.3869219,278.3302,0.3097626,275.7907,0.3514476,277.1626,0.3302448,276.4648,0.2973675,275.3827,0.4086843,279.0464,0.33413,276.5927,0.3492511,277.0904,0.2792616,274.7868,0.3699335,277.7711,0.2998852,275.4656,0.3253905,276.305,0.341949,276.85,0.2614241,274.1997,0.2967285,275.3617,0.3720042,277.8392,0.4101706,279.0954,0.3348914,276.6177,0.2850926,274.9787,0.3897452,278.4231,0.31846,276.0769,0.3296714,276.4459,0.3629589,277.5415,0.2828233,274.9041,0.2976117,275.3908,0.3957598,278.6211,0.4087735,279.0494,0.3352605,276.6299,0.3372077,276.694,0.2632046,274.2583,0.2823431,274.8882,0.3586744,277.4005,0.3821081,278.1718,0.3129131,275.8944,0.3251717,276.2978,0.3601235,277.4482,0.2798342,274.8057,0.395623,278.6166,0.3495465,277.1001,0.2728937,274.5772,0.2839328,274.9406,0.3795097,278.0862,0.3890047,278.3987,0.3185581,276.0802,0.3494718,277.0976,0.3630172,277.5434,0.2837536,274.9347,0.396289,278.6385,0.3238758,276.2552,0.3430749,276.8871,0.2688961,274.4457,0.3716058,277.8261,0.3445655,276.9361,0.3384589,276.7351,0.3484022,277.0624,0.2724577,274.5629,0.3791935,278.0758,0.3500003,277.115,0.3312725,276.4986,0.3378001,276.7135
2015,New Jersey,,,,,,,,,,,,,,,,,,,,,-5.050385,271,-5.029175,271.6975,-5.063873,270.5563,-5.097504,269.4496,-4.991058,272.9522,-5.068237,270.4127,-5.02655,271.7846,-5.04776,271.0868,-5.080627,270.0047,-4.969299,273.6685,-5.043854,271.2147,-5.028748,271.7124,-5.098724,269.4088,-5.008057,272.3931,-5.078094,270.0876,-5.052612,270.927,-5.036041,271.472,-5.116577,268.8217,-5.081268,269.9837,-5.005981,272.4612,-4.967834,273.7174,-5.043091,271.2397,-5.092896,269.6007,-4.988251,273.0451,-5.05954,270.6989,-5.048309,271.0679,-5.015045,272.1635,-5.095154,269.5261,-5.080383,270.0128,-4.982239,273.2431,-4.969208,273.6714,-5.042725,271.2519,-5.040771,271.316,-5.114777,268.8803,-5.095642,269.5103,-5.019318,272.0225,-4.99588,272.7938,-5.065063,270.5164,-5.052826,270.9198,-5.017853,272.0702,-5.098145,269.4277,-4.982361,273.2386,-5.028442,271.7221,-5.105103,269.1992,-5.094055,269.5626,-4.998474,272.7083,-4.988983,273.0208,-5.059418,270.7022,-5.028534,271.7196,-5.014984,272.1654,-5.094238,269.5567,-4.981689,273.2605,-5.054108,270.8772,-5.034912,271.5091,-5.1091,269.0677,-5.006378,272.4481,-5.033417,271.5581,-5.03952,271.3571,-5.029602,271.6844,-5.10553,269.1849,-4.99881,272.6978,-5.027985,271.737,-5.046722,271.1206,-5.040192,271.3355
1998,New Mexico,0.5125359,0.0877842,0.0918943,14.05728,0.3744083,0.0193723,0.4945415,0.015045,0.094733,0.0018999,0.3441853,0.06034,0.1593797,0.065937,0.8819646,0.0520984,0.3267189,0.4796517,0.1825706,0.0110589,-0.12103,257.9898,0.0836481,264.7263,-0.0444118,260.5115,-0.0743377,259.5266,-0.1324698,257.6133,-0.0987978,258.7216,-0.0768842,259.4428,0.0719683,264.3419,0.0403865,263.3025,0.063869,264.0753,0.1101974,265.6001,0.0577714,263.8746,-0.0180145,261.3803,-0.0571896,260.091,-0.0265735,261.0986,-0.0305234,260.9686,-0.0907065,258.9879,-0.0507229,260.3038,-0.058234,260.0566,-0.1164552,258.1404,-0.0886557,259.0554,-0.0484207,260.3796,0.0332118,263.0663,0.0578388,263.8769,0.0981564,265.2038,0.0512595,263.6603,0.0286754,262.917,0.0669348,264.1762,0.0233409,262.7415,0.0835413,264.7228,0.0395917,263.2763,0.0848198,264.7649,-0.0336345,260.8662,0.0016507,262.0276,-0.0195811,261.3288,-0.0449187,260.4948,-0.0417164,260.6003,-0.0072804,261.7336,-0.072807,259.577,-0.072017,259.603,-0.0294859,261.0028,-0.0676288,259.7474,0.0260135,262.8294,0.0594545,263.93,0.0198003,262.6249,0.0764821,264.4904,0.0378957,263.2205,0.077553,264.5257,0.04842,263.5669,0.0116686,262.3573,0.0503746,263.6312,0.0596664,263.937,-0.0194216,261.334,-0.0319233,260.9226,0.0044768,262.1206,-0.0253842,261.1378,-0.0501622,260.3223,0.0448736,263.4501,0.0121331,262.3726,0.0461749,263.493,0.0566973,263.8393,0.0318547,263.0217,-0.0145039,261.4959,0.031193,262.9999
2002,New Mexico,0.4814339,0.1613134,0.1294255,14.04611,0.3795124,0.0231816,0.453902,0.0091405,0.126043,0.0082204,0.4322362,0.0661572,0.0507477,0.3553287,0.6379271,0.0067442,0.3190048,0.4472798,0.1778583,0.0558571,-0.2644142,253.6628,-0.066984,260.1607,-0.1412815,257.7154,-0.1257975,258.225,-0.2290136,254.8279,-0.2459854,254.2693,-0.1577179,257.1744,-0.0427882,260.957,-0.0270811,261.474,-0.0418761,260.9871,-0.0458672,260.8557,-0.0316074,261.325,-0.0478031,260.792,-0.1170152,258.514,-0.1302438,258.0786,-0.0735877,259.9433,-0.1091534,258.7728,-0.1049438,258.9113,-0.0601942,260.3842,-0.2175865,255.204,-0.1363928,257.8763,-0.1355648,257.9035,-0.0087177,262.0784,-0.0210056,261.674,-0.0258928,261.5131,-0.0078343,262.1075,-0.0097346,262.0449,-0.0060892,262.1649,0.0104397,262.7089,-0.0279426,261.4456,-0.0182165,261.7657,-0.0117433,261.9788,-0.0364855,261.1645,-0.0336343,261.2583,0.0001884,262.3715,-0.1104543,258.7299,-0.0595983,260.4037,-0.0592111,260.4165,-0.0948409,259.2438,-0.0536007,260.6012,-0.037493,261.1313,-0.1213892,258.3701,0.0065871,262.5821,0.0085806,262.6477,0.0286709,263.3089,-0.0100509,262.0345,0.0028127,262.4579,0.0080081,262.6288,0.0046771,262.5192,0.0162772,262.901,0.030172,263.3583,-0.0045949,262.2141,-0.0271076,261.4731,0.0028576,262.4594,0.0160284,262.8928,-0.0502117,260.7127,-0.0372009,261.1409,0.0182576,262.9662,0.0329018,263.4482,0.0448699,263.8421,0.0134917,262.8093,0.0303663,263.3647,0.0139125,262.8232,0.0442705,263.8224
2003,New Mexico,0.5038007,0.1477989,0.1574652,14.02297,0.3397564,0.0250625,0.521136,0.0142092,0.0909758,0.00886,0.4297727,0.0666612,0.0506365,0.3742904,0.6207322,0.0049774,0.2833616,0.5001004,0.2059903,0.0105477,-0.2957373,251.5992,-0.0655374,259.1756,-0.1744275,255.5918,-0.1740161,255.6053,-0.2253421,253.916,-0.2851923,251.9462,-0.2388011,253.4731,-0.0542156,259.5482,-0.0532113,259.5813,-0.0059067,261.1382,-0.050187,259.6808,-0.090693,258.3477,-0.0938332,258.2443,-0.117523,257.4646,-0.1696513,255.749,-0.1577026,256.1422,-0.122428,257.3032,-0.1615406,256.0159,-0.1599544,256.0681,-0.2208675,254.0633,-0.1710467,255.703,-0.2213144,254.0486,-0.0441087,259.8809,0.0022938,261.4081,-0.0414328,259.969,-0.0763628,258.8193,0.0016058,261.3855,-0.0379239,260.0844,-0.0726965,258.94,0.0024858,261.4144,-0.031343,260.301,-0.0742183,258.8899,-0.0495857,259.7006,-0.086661,258.4804,-0.0990859,258.0714,-0.1161724,257.5091,-0.100056,258.0395,-0.1469398,256.4965,-0.1158661,257.5192,-0.1066783,257.8216,-0.1420277,256.6581,-0.1614779,256.018,0.0084225,261.6098,-0.0311185,260.3084,-0.0611325,259.3206,0.0091917,261.6351,-0.0204192,260.6606,-0.0628211,259.265,0.0101977,261.6682,-0.0189747,260.7081,-0.0563008,259.4796,-0.0220682,260.6063,-0.0463104,259.8084,-0.0522917,259.6116,-0.0871791,258.4633,-0.0946427,258.2177,-0.0960877,258.1701,0.0156282,261.847,-0.009923,261.006,-0.0473746,259.7734,-0.0129178,260.9075,-0.0094631,261.0211,-0.0457006,259.8285,-0.0020663,261.2646
2005,New Mexico,0.4893858,0.1253394,0.1122672,14.05135,0.3319751,0.0247928,0.5261673,0.0095597,0.107505,0,0.5092887,0.0901269,0.0299169,0.3934996,0.6011712,0.0053292,0.2794701,0.4718094,0.2258968,0.0228237,-0.2856041,251.0333,-0.0431787,259.0122,-0.0941365,257.335,-0.1919612,254.1154,-0.2716177,251.4937,-0.2653914,251.6986,-0.2025756,253.766,0.0124747,260.8439,-0.0554052,258.6098,-0.0396893,259.127,-0.0187391,259.8165,-0.0476765,258.8641,-0.0428164,259.0241,-0.0959192,257.2763,-0.0843358,257.6576,-0.0611777,258.4198,-0.1900555,254.1781,-0.1698363,254.8435,-0.1529675,255.3987,-0.2580618,251.9398,-0.1931383,254.0766,-0.17558,254.6545,-0.0032717,260.3256,0.0086554,260.7181,0.0296599,261.4095,0.0075619,260.6822,-0.0500585,258.7857,-0.0310126,259.4126,-0.0554732,258.6075,-0.0224906,259.6931,-0.0465485,258.9012,-0.0229371,259.6784,-0.0510814,258.7521,-0.0310572,259.4111,-0.031051,259.4113,-0.0893453,257.4927,-0.0637861,258.3339,-0.0458352,258.9247,-0.1741137,254.7028,-0.1509521,255.4651,-0.1255763,256.3003,-0.1741159,254.7027,-0.0043538,260.29,0.0140097,260.8944,-0.0037393,260.3102,0.0207002,261.1146,0.0016519,260.4876,0.0249928,261.2559,-0.0326439,259.3589,-0.0531059,258.6854,-0.0307898,259.4199,-0.0289319,259.481,-0.0426235,259.0304,-0.0379497,259.1843,-0.0148427,259.9448,-0.0531688,258.6833,-0.1308726,256.1259,0.0079271,260.6942,-0.0075586,260.1845,0.0137984,260.8874,0.0140137,260.8945,-0.0352599,259.2728,-0.0262683,259.5687,0.0050669,260.6
2007,New Mexico,0.4795393,0.1460769,0.0916273,14.04378,0.3245544,0.0251872,0.5142085,0.0112536,0.1240672,0.0007291,0.5877993,0.0128116,0.0041034,0.4444282,0.5485721,0.0069996,0.2802671,0.4595326,0.2391464,0.0210539,-0.3161125,250.7532,-0.0715604,258.802,-0.1013351,257.8221,-0.1965442,254.6885,-0.3278854,250.3657,-0.2984793,251.3335,-0.2301778,253.5815,-0.0009367,261.1264,-0.0612524,259.1413,-0.0934887,258.0803,-0.0500948,259.5085,-0.0748703,258.6931,-0.0326662,260.0821,-0.1278807,256.9484,-0.0949696,258.0316,-0.0690042,258.8861,-0.2219809,253.8513,-0.1767579,255.3397,-0.1596659,255.9022,-0.3150725,250.7874,-0.2453296,253.0828,-0.2056635,254.3883,0.0021341,261.2275,-0.0301053,260.1664,0.0120084,261.5525,-0.0061417,260.9551,-0.0838623,258.3971,-0.0398633,259.8452,-0.0620218,259.1159,-0.0773342,258.612,-0.0982059,257.925,-0.0529608,259.4142,-0.066883,258.9559,-0.0241122,260.3636,-0.0234374,260.3858,-0.1227967,257.1157,-0.0952157,258.0234,-0.0570817,259.2785,-0.2064201,254.3634,-0.1839148,255.1041,-0.1346922,256.7242,-0.2269961,253.6862,-0.026339,260.2903,0.0152446,261.659,1.23E-06,261.1573,-0.0201191,260.4951,-0.0363056,259.9623,0.0072631,261.3963,-0.0673602,258.9402,-0.0864402,258.3123,-0.0401973,259.8342,-0.0815842,258.4721,-0.0596529,259.1939,-0.0552488,259.3389,-0.010525,260.8108,-0.0861378,258.3222,-0.1643268,255.7488,-0.0159721,260.6316,-0.0299659,260.171,0.0135704,261.6039,-0.0259094,260.3045,-0.0694704,258.8708,-0.0449328,259.6784,-0.0191769,260.5261
2009,New Mexico,0.500291,0.0918097,0.0897094,14.03244,0.2957915,0.0289191,0.5731034,0.0136869,0.0884992,0,0.6129722,0.0166674,0.0150217,0.4553517,0.542439,0.0022093,0.2757067,0.4574801,0.2514499,0.0153633,-0.2524011,254.1292,0.0187982,263.055,-0.0124644,262.0261,-0.200676,255.8316,-0.2665676,253.6629,-0.2386312,254.5824,-0.1690695,256.8718,0.0966225,265.6164,-0.0379389,261.1877,-0.0050964,262.2686,0.038179,263.6929,0.0063237,262.6445,0.0007474,262.4609,-0.0429029,261.0243,-0.0098031,262.1137,0.0139794,262.8964,-0.2202141,255.1885,-0.185758,256.3226,-0.1606086,257.1503,-0.2563572,253.999,-0.1850161,256.347,-0.1480395,257.564,0.0381791,263.6929,0.0648655,264.5712,0.1074567,265.973,0.0832237,265.1754,-0.0513477,260.7463,-0.0185168,261.8269,-0.0442588,260.9796,0.009661,262.7543,-0.0171224,261.8728,0.0261466,263.2969,-0.0301162,261.4451,0.0039217,262.5654,0.0066554,262.6554,-0.0401571,261.1147,-0.0144805,261.9597,0.0223921,263.1733,-0.2084646,255.5752,-0.1769285,256.6132,-0.1393892,257.8487,-0.1691567,256.869,0.0173035,263.0058,0.0487719,264.0415,0.0307114,263.4471,0.0734783,264.8547,0.0521407,264.1524,0.0944316,265.5443,-0.0366845,261.2289,-0.0582905,260.5179,-0.0244011,261.6332,-0.001986,262.371,-0.026739,261.5563,-0.0195996,261.7913,0.0152015,262.9366,-0.0077341,262.1818,-0.1604954,257.154,0.0255988,263.2788,0.0094879,262.7486,0.0417369,263.81,0.0610368,264.4452,-0.0432176,261.0139,-0.0125724,262.0226,0.0181364,263.0332
2011,New Mexico,0.4969169,0.1014301,0.0863627,14.05431,0.2763913,0.0206085,0.5973164,0.0166512,0.0803876,0.0086449,0.5743082,0.0553419,0.0046442,0.4645861,0.5302676,0.0051463,0.2979993,0.4509148,0.2448892,0.0061968,-0.2411699,255.8616,0.0399807,265.115,-0.0184365,263.1924,-0.1774179,257.9599,-0.2595134,255.2579,-0.2199501,256.56,-0.1755757,258.0205,0.1029938,267.1889,-0.0125968,263.3846,0.0123504,264.2056,0.067687,266.0269,0.012318,264.2046,0.0063006,264.0065,-0.0525458,262.0697,-0.0094105,263.4894,-0.0049489,263.6363,-0.2023294,257.14,-0.1546328,258.7098,-0.1535335,258.746,-0.2439224,255.771,-0.1929637,257.4482,-0.1468473,258.966,0.04983,265.4392,0.0684907,266.0533,0.1219205,267.8119,0.0764939,266.3167,-0.0302545,262.8034,0.0151208,264.2968,-0.0320839,262.7432,0.0331732,264.891,-0.0119717,263.4051,0.0402325,265.1233,-0.0295537,262.8264,0.0165463,264.3437,0.0001647,263.8046,-0.0454501,262.3033,-0.034855,262.652,0.009969,264.1273,-0.1846206,257.7228,-0.1731222,258.1013,-0.1245053,259.7014,-0.1714952,258.1548,0.0254561,264.637,0.0686396,266.0583,0.0308754,264.8153,0.0828084,266.5246,0.0451544,265.2853,0.0954688,266.9413,-0.0093951,263.4899,-0.0479437,262.2212,-0.0041686,263.662,0.0089775,264.0946,-0.0210897,263.105,-0.029293,262.8351,0.0155783,264.3119,-0.0235952,263.0226,-0.150776,258.8367,0.0397039,265.1059,0.0082742,264.0715,0.0497817,265.4376,0.0594761,265.7567,-0.0269284,262.9129,-0.0173056,263.2296,0.0225833,264.5424
2013,New Mexico,0.4865665,0.1294557,0.1246533,14.0567,0.2499758,0.0180084,0.5996496,0.0157938,0.1045774,0.0119949,0.6376973,0.0575758,0.0015715,0.5051736,0.4913849,0.0034415,0.2890139,0.4489045,0.2478806,0.014201,-0.3209722,255.8701,-0.0228518,265.682,-0.046129,264.9159,-0.2221831,259.1215,-0.2915275,256.8392,-0.2989375,256.5953,-0.2419443,258.4711,0.0706766,268.7602,-0.0490625,264.8193,-0.0048184,266.2755,0.0052663,266.6074,-0.0404831,265.1017,-0.0000185,266.4335,-0.0398554,265.1223,-0.0382364,265.1756,-0.0248081,265.6176,-0.2063563,259.6424,-0.1981061,259.9139,-0.1903802,260.1682,-0.2773342,257.3063,-0.2151257,259.3538,-0.2126197,259.4362,0.0388999,267.7144,0.0761091,268.939,0.087774,269.3229,0.052634,268.1664,-0.027539,265.5277,-0.0209783,265.7436,-0.0597821,264.4665,0.0143808,266.9074,-0.0223126,265.6997,-0.0125197,266.022,0.0001041,266.4375,0.0095754,266.7492,0.0010951,266.4701,-0.0348087,265.2885,-0.0170921,265.8716,-0.0114908,266.0559,-0.1896687,260.1916,-0.1721409,260.7685,-0.1606351,261.1472,-0.1952021,260.0095,0.049316,268.0572,0.0559927,268.2769,0.0277734,267.3482,0.0877717,269.3229,0.0584854,268.359,0.0695401,268.7228,-0.0081822,266.1648,-0.039231,265.1429,-0.0318631,265.3854,-0.0031086,266.3318,0.0067422,266.656,0.0047245,266.5896,0.0151605,266.933,-0.0082177,266.1636,-0.1511238,261.4602,0.0610267,268.4426,0.0374709,267.6673,0.0447058,267.9055,0.0700727,268.7404,-0.0198485,265.7808,0.0144925,266.9111,0.049155,268.0519
2015,New Mexico,,,,,,,,,,,,,,,,,,,,,-3.19104,253,-2.892929,262.8119,-2.916199,262.0458,-3.092255,256.2514,-3.161591,253.9691,-3.169006,253.7252,-3.11203,255.601,-2.799393,265.8901,-2.919128,261.9492,-2.874893,263.4054,-2.864807,263.7374,-2.910553,262.2316,-2.870087,263.5634,-2.909927,262.2523,-2.90831,262.3055,-2.894882,262.7475,-3.076416,256.7723,-3.068176,257.0438,-3.060455,257.2981,-3.1474,254.4362,-3.085205,256.4837,-3.082703,256.5662,-2.831177,264.8443,-2.793961,266.069,-2.782303,266.4529,-2.817444,265.2963,-2.897614,262.6577,-2.891052,262.8735,-2.929855,261.5964,-2.855698,264.0373,-2.89238,262.8297,-2.882584,263.152,-2.869965,263.5674,-2.860489,263.8792,-2.868973,263.6,-2.904877,262.4184,-2.887161,263.0015,-2.881561,263.1858,-3.059753,257.3215,-3.042206,257.8984,-3.030701,258.2771,-3.065277,257.1394,-2.820755,265.1871,-2.814072,265.4069,-2.8423,264.4781,-2.782303,266.4528,-2.811584,265.4889,-2.800537,265.8527,-2.87825,263.2947,-2.909302,262.2728,-2.901932,262.5153,-2.873184,263.4617,-2.863327,263.7859,-2.865341,263.7195,-2.854904,264.063,-2.878296,263.2935,-3.02121,258.5901,-2.809052,265.5726,-2.832596,264.7972,-2.825363,265.0354,-2.800003,265.8703,-2.889923,262.9108,-2.855576,264.041,-2.820923,265.1818
