year,FIPS,profmean,pct,sepct,semean,diff,profmean_stnd,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,lang_nr,lang_st,lang_mt,lang_om,score_st_m1,score_m1,score_st_m2,score_m2,score_st_m3,score_m3,score_st_m4,score_m4,score_st_m5,score_m5,score_st_m6,score_m6,score_st_m7,score_m7,score_st_m8,score_m8,score_st_m9,score_m9,score_st_m10,score_m10,score_st_m11,score_m11,score_st_m12,score_m12,score_st_m13,score_m13,score_st_m14,score_m14,score_st_m15,score_m15,score_st_m16,score_m16,score_st_m17,score_m17,score_st_m18,score_m18,score_st_m19,score_m19,score_st_m20,score_m20,score_st_m21,score_m21,score_st_m22,score_m22,score_st_m23,score_m23,score_st_m24,score_m24,score_st_m25,score_m25,score_st_m26,score_m26,score_st_m27,score_m27,score_st_m28,score_m28,score_st_m29,score_m29,score_st_m30,score_m30,score_st_m31,score_m31,score_st_m32,score_m32,score_st_m33,score_m33,score_st_m34,score_m34,score_st_m35,score_m35,score_st_m36,score_m36,score_st_m37,score_m37,score_st_m38,score_m38,score_st_m39,score_m39,score_st_m40,score_m40,score_st_m41,score_m41,score_st_m42,score_m42,score_st_m43,score_m43,score_st_m44,score_m44,score_st_m45,score_m45,score_st_m46,score_m46,score_st_m47,score_m47,score_st_m48,score_m48,score_st_m49,score_m49,score_st_m50,score_m50,score_st_m51,score_m51,score_st_m52,score_m52,score_st_m53,score_m53,score_st_m54,score_m54,score_st_m55,score_m55,score_st_m56,score_m56,score_st_m57,score_m57,score_st_m58,score_m58,score_st_m59,score_m59,score_st_m60,score_m60,score_st_m61,score_m61,score_st_m62,score_m62,score_st_m63,score_m63,score_st_m64,score_m64
2003,Connecticut,228.341,0,0.00042,13.98795,-2.59E-10,0.3413337,0.4962095,0.0180984,0.0920723,9.798479,0.6875668,0.1362761,0.139094,0.0296645,0.001528,0.0058708,0.2470668,0.0499453,0.022013,0.2071686,0.7872226,0.0056088,0.4828857,0.3434737,0.1686185,0.0050221,0.3413337,228.3406,0.2676283,225.7743,0.2347182,224.6285,0.2779417,226.1334,0.3380232,228.2254,0.2802827,226.2149,0.3379246,228.2219,0.2187337,224.0719,0.2315751,224.519,0.2643803,225.6612,0.2100318,223.7689,0.2654737,225.6993,0.2019994,223.4893,0.2353308,224.6498,0.1942693,223.2201,0.236294,224.6833,0.2793325,226.1818,0.2162428,223.9852,0.2811937,226.2466,0.2940795,226.6953,0.3356295,228.142,0.2748599,226.0261,0.1906954,223.0957,0.2187274,224.0717,0.1747506,222.5405,0.2168915,224.0078,0.2331094,224.5724,0.1762803,222.5938,0.2291066,224.4331,0.2237101,224.2452,0.2629633,225.6119,0.2089795,223.7323,0.2054251,223.6085,0.1587416,221.9831,0.2011456,223.4595,0.209544,223.7519,0.2379495,224.741,0.1947321,223.2362,0.2335465,224.5877,0.2842486,226.353,0.2197305,224.1066,0.2891483,226.5236,0.1944701,223.2271,0.14751,221.592,0.1879021,222.9984,0.1896688,223.0599,0.217506,224.0292,0.1736669,222.5028,0.193402,223.1899,0.2314579,224.5149,0.1749156,222.5462,0.2228859,224.2165,0.176556,222.6034,0.2065456,223.6475,0.1589137,221.9891,0.2104708,223.7842,0.2380322,224.7438,0.1653737,222.214,0.1924587,223.1571,0.1456066,221.5258,0.1887779,223.0289,0.1923981,223.155,0.1778603,222.6488,0.1638337,222.1604
2005,Connecticut,225.753,0,0.00045,14.46239,3.20E-09,0.250079,0.4825635,0.0444876,0.0976532,9.796096,0.692796,0.1345087,0.1293575,0.038217,0.0051208,0,0.2769419,0.0015098,0.000369,0.1990419,0.7948512,0.0061068,0.4829012,0.3382404,0.1748997,0.0039588,0.250079,225.753,0.1692284,222.9379,0.1396623,221.9085,0.2118533,224.4221,0.2524447,225.8354,0.1882736,223.6011,0.2487209,225.7057,0.1192565,221.198,0.153965,222.4065,0.1718157,223.028,0.1111661,220.9163,0.1677794,222.8875,0.1244068,221.3773,0.1457695,222.1212,0.0983121,220.4688,0.142539,222.0087,0.2168128,224.5947,0.1494559,222.2495,0.2129824,224.4614,0.2076687,224.2764,0.2520955,225.8232,0.1849083,223.4839,0.108678,220.8297,0.1249196,221.3952,0.0744442,219.6377,0.1178183,221.1479,0.1584054,222.5611,0.0978681,220.4533,0.150905,222.3,0.1305452,221.5911,0.1710714,223.0021,0.1108384,220.9049,0.1316317,221.6289,0.0805275,219.8495,0.1229155,221.3254,0.1192292,221.1971,0.1497528,222.2598,0.1001275,220.532,0.1703104,222.9756,0.2194986,224.6883,0.1506031,222.2894,0.2047534,224.1749,0.1155636,221.0694,0.0645549,219.2934,0.1053375,220.7134,0.0951161,220.3575,0.124095,221.3665,0.0737986,219.6153,0.1179859,221.1538,0.1562725,222.4868,0.095925,220.3857,0.1304056,221.5862,0.1022063,220.6044,0.1320141,221.6422,0.0799079,219.828,0.1215167,221.2767,0.1723996,223.0484,0.085726,220.0305,0.1131057,220.9839,0.0621189,219.2086,0.0946397,220.3409,0.116503,221.1021,0.1026647,220.6203,0.083743,219.9615
2007,Connecticut,227.204,0,0.00042,13.73686,-1.20E-08,0.2239878,0.4872153,0.0441029,0.1167981,9.809604,0.6445582,0.1426993,0.1633835,0.0446825,0.0043057,0.0003708,0.2425151,0.0564387,0,0.2237638,0.7686137,0.0076225,0.4589879,0.3424182,0.1908155,0.0077784,0.2239878,227.2036,0.1771434,225.5726,0.1121268,223.3089,0.1853953,225.8599,0.2458255,227.964,0.1664573,225.2005,0.2333594,227.53,0.1154768,223.4255,0.1516788,224.686,0.1993835,226.347,0.1236821,223.7112,0.1775166,225.5856,0.0973575,222.7946,0.1365166,224.1581,0.0741516,221.9866,0.1213152,223.6288,0.208776,226.674,0.1273063,223.8374,0.1929564,226.1232,0.2031528,226.4782,0.2555848,228.3038,0.1743932,225.4769,0.0976487,222.8047,0.1408516,224.309,0.0753846,222.0296,0.116189,223.4503,0.176235,225.541,0.1002192,222.8943,0.1509902,224.662,0.160464,224.9919,0.1997909,226.3612,0.1251303,223.7616,0.1222137,223.6601,0.0570454,221.391,0.0992146,222.8593,0.1115293,223.288,0.1464828,224.5051,0.0828963,222.2911,0.1644387,225.1302,0.2178604,226.9903,0.1353785,224.1184,0.2107999,226.7445,0.1245135,223.7401,0.0582306,221.4323,0.0967253,222.7726,0.1134812,223.356,0.1415333,224.3327,0.0768674,222.0812,0.1381902,224.2163,0.1758352,225.5271,0.1006083,222.9078,0.1614807,225.0273,0.094493,222.6949,0.1259474,223.7901,0.0602324,221.502,0.120245,223.5915,0.1733148,225.4393,0.0971095,222.786,0.1238634,223.7175,0.0581901,221.4309,0.1145277,223.3925,0.1384489,224.2253,0.0986398,222.8393,0.0969496,222.7804
2009,Connecticut,228.972,0,0.00041,13.8895,3.21E-08,0.2802854,0.4945092,0.0433516,0.1072841,9.815625,0.6691182,0.1227161,0.1616906,0.0428606,0.0028546,0.0007599,0.2296711,0.0638403,0,0.2248234,0.7693492,0.0058274,0.4680849,0.3378586,0.1880043,0.0060522,0.2802854,228.9721,0.2138469,226.6588,0.1612207,224.8265,0.2409763,227.6034,0.2924466,229.3956,0.2246608,227.0354,0.2868732,229.2015,0.1537982,224.5681,0.188711,225.7837,0.2265319,227.1005,0.1624301,224.8686,0.2137154,226.6543,0.1468054,224.3246,0.1768068,225.3692,0.1248468,223.56,0.1690904,225.1005,0.2552668,228.101,0.1848068,225.6477,0.2469114,227.8101,0.2516406,227.9748,0.2996697,229.647,0.229765,227.2131,0.1362406,223.9567,0.1699277,225.1297,0.11532,223.2283,0.1539661,224.5739,0.2040832,226.3189,0.1392303,224.0608,0.1875329,225.7426,0.1895038,225.8113,0.2266851,227.1059,0.1633131,224.8994,0.1631204,224.8926,0.1081879,222.98,0.1478091,224.3595,0.1531269,224.5447,0.1856092,225.6757,0.1322533,223.8179,0.2128581,226.6244,0.2627928,228.3631,0.1911549,225.8688,0.2567703,228.1534,0.1541566,224.5805,0.0984124,222.6396,0.1348001,223.9066,0.1439451,224.225,0.1702924,225.1424,0.1162161,223.2595,0.1678903,225.0587,0.2034048,226.2953,0.1390712,224.0553,0.1902203,225.8362,0.136848,223.9779,0.1660875,224.996,0.1104314,223.0581,0.1607213,224.8091,0.2201236,226.8774,0.128142,223.6748,0.153188,224.5468,0.0978092,222.6186,0.1446477,224.2495,0.1678232,225.0564,0.1401845,224.0941,0.1276307,223.657
2011,Connecticut,227.427,0,0.00041,13.80918,-8.57E-09,0.2188205,0.4798796,0.0523482,0.1274547,9.798777,0.6020948,0.1304221,0.1954182,0.0456864,0.0038636,0.0225149,0.322509,0.0495463,0.0002008,0.224424,0.7703184,0.0052575,0.4417794,0.3392254,0.2123332,0.0066621,0.2188205,227.4273,0.1910174,226.4592,0.1719143,225.7941,0.1880911,226.3574,0.2514969,228.565,0.1578635,225.3049,0.2373282,228.0717,0.1661662,225.594,0.162496,225.4662,0.2240983,227.6111,0.1350649,224.5111,0.1921048,226.4971,0.1555536,225.2245,0.2041803,226.9176,0.1296007,224.3208,0.1819808,226.1446,0.2211506,227.5084,0.1265673,224.2152,0.1990321,226.7383,0.2057998,226.974,0.2703773,229.2224,0.175154,225.9069,0.1429032,224.784,0.1995173,226.7552,0.1220073,224.0564,0.1665477,225.6073,0.1978174,226.696,0.10867,223.5921,0.1624176,225.4635,0.1829112,226.177,0.2250857,227.6454,0.1371801,224.5847,0.1881613,226.3598,0.1106379,223.6606,0.1572675,225.2841,0.1761721,225.9424,0.215191,227.3009,0.1391532,224.6534,0.1737292,225.8573,0.2340516,227.9576,0.1382845,224.6232,0.2226335,227.5601,0.1781898,226.0126,0.0995117,223.2732,0.1418852,224.7486,0.1691828,225.699,0.1998729,226.7676,0.1231192,224.0952,0.1575684,225.2946,0.1979498,226.7006,0.1096287,223.6254,0.1844705,226.2313,0.1570896,225.2779,0.1920622,226.4956,0.1138115,223.7711,0.1857598,226.2762,0.1865577,226.304,0.1478171,224.9551,0.177442,225.9866,0.0993523,223.2676,0.1698592,225.7226,0.1583279,225.3211,0.1614302,225.4291,0.1475327,224.9452
2013,Connecticut,229.582,0,0.00041,31.33181,-6.68E-09,0.2586252,0.4864997,0.052099,0.1325463,9.793536,0.6128199,0.1085275,0.2026984,0.0517733,0.0039052,0.0202757,0.3297077,0.0525475,0.0006592,0.2309967,0.7642851,0.0047181,0.4640101,0.3164287,0.2138351,0.0057261,0.2586252,229.5816,0.2178768,228.1628,0.2195095,228.2197,0.2276582,228.5034,0.2964801,230.8996,0.1960098,227.4014,0.2771329,230.226,0.2021197,227.6142,0.186433,227.068,0.2564346,229.5053,0.1610882,226.1855,0.2204635,228.2529,0.2021795,227.6163,0.2563494,229.5023,0.1758151,226.6983,0.2297784,228.5772,0.2656268,229.8254,0.1644621,226.303,0.2395656,228.918,0.2493228,229.2577,0.3150527,231.5463,0.2129077,227.9898,0.1757071,226.6945,0.2401327,228.9377,0.1568166,226.0368,0.203716,227.6698,0.2273706,228.4934,0.1318447,225.1673,0.1882466,227.1311,0.2144014,228.0418,0.2586538,229.5826,0.1644378,226.3022,0.2392927,228.9085,0.1557899,226.0011,0.2050561,227.7164,0.2273123,228.4913,0.2672666,229.8825,0.1852131,227.0255,0.2166928,228.1216,0.2791575,230.2965,0.1767969,226.7325,0.2655286,229.822,0.2159124,228.0944,0.1312088,225.1452,0.1763082,226.7155,0.2088802,227.8496,0.2414855,228.9848,0.1589287,226.1104,0.1863101,227.0637,0.2291085,228.5539,0.1344348,225.2575,0.2170124,228.1327,0.2070717,227.7866,0.2439899,229.072,0.1598424,226.1422,0.2365375,228.8125,0.2298901,228.5811,0.1846198,227.0049,0.2165325,228.116,0.1324612,225.1888,0.2104131,227.9029,0.1884991,227.1399,0.2120147,227.9587,0.1855697,227.0379
2015,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3754425,228.9475,-0.4161835,227.5287,-0.4145508,227.5856,-0.4064026,227.8693,-0.3375854,230.2656,-0.4380493,226.7674,-0.3569336,229.5919,-0.4319458,226.9801,-0.4476318,226.4339,-0.3776245,228.8713,-0.4729767,225.5515,-0.4136047,227.6188,-0.4318848,226.9822,-0.3777161,228.8683,-0.458252,226.0642,-0.4042816,227.9431,-0.3684387,229.1913,-0.4696045,225.6689,-0.3945007,228.2839,-0.3847351,228.6236,-0.3190155,230.9122,-0.4211578,227.3557,-0.4583588,226.0605,-0.3939362,228.3037,-0.4772491,225.4027,-0.4303436,227.0357,-0.4066925,227.8593,-0.5022125,224.5333,-0.445816,226.4971,-0.4196625,227.4077,-0.375412,228.9485,-0.4696198,225.6681,-0.3947754,228.2744,-0.4782715,225.367,-0.4290009,227.0824,-0.4067535,227.8573,-0.3667908,229.2484,-0.4488525,226.3915,-0.4173737,227.4875,-0.3549042,229.6624,-0.4572601,226.0984,-0.3685303,229.1879,-0.4181519,227.4604,-0.5028534,224.5111,-0.4577484,226.0814,-0.4251862,227.2155,-0.3925781,228.3508,-0.4751282,225.4763,-0.4477539,226.4297,-0.404953,227.9198,-0.4996338,224.6234,-0.4170532,227.4987,-0.4269867,227.1525,-0.3900757,228.438,-0.4742279,225.5081,-0.397522,228.1785,-0.4041748,227.947,-0.4494476,226.3708,-0.4175262,227.4819,-0.5016022,224.5547,-0.423645,227.2689,-0.4455719,226.5059,-0.4220428,227.3246,-0.4485016,226.4039
1992,Delaware,212.923,0,0,835.70459,0.4645661,-0.0195171,0.497403,0.0060041,0.0603049,9.868819,0.6369217,0.2473783,0.0804256,0.0180576,0.0172168,0,,,,0.0648409,0.8655058,0.0696533,0.6869894,0.2628829,0.044839,0.0052888,-0.0195171,212.9234,-0.0351119,212.3805,,,-0.094443,210.3147,-0.0551379,211.6832,-0.0583075,211.5728,-0.0803393,210.8057,,,-0.064573,211.3547,-0.0719658,211.0973,-0.0751841,210.9852,-0.0444469,212.0554,,,,,,,,,-0.1227534,209.3289,-0.1337302,208.9468,-0.113795,209.6409,-0.0813623,210.7701,-0.1160065,209.5639,-0.1238181,209.2919,,,,,,,,,-0.0960393,210.2591,-0.1029702,210.0178,-0.0669438,211.2721,-0.0986601,210.1678,-0.0804935,210.8004,-0.0851077,210.6397,,,,,,,,,,,,,-0.1502807,208.3705,-0.1446797,208.5655,-0.1562185,208.1638,-0.1462,208.5126,,,,,,,,,,,,,-0.1220771,209.3525,-0.0985873,210.1704,-0.106014,209.9118,-0.1077425,209.8516,,,,,,,,,-0.1747074,207.52,,,,,,,,,-0.1251708,209.2448,,,,
1994,Delaware,211.119,0,0.00014,16.6294,2.64E-11,-0.0305633,0.5106646,0.0051686,0.0773999,9.829503,0.6697649,0.204284,0.0888347,0.0145565,0.0225599,0,,,,0.0554678,0.8896878,0.0548443,0.7233342,0.2451932,0.0297386,0.001734,-0.0305633,211.1194,-0.0727478,209.6506,,,-0.1062859,208.4828,-0.0487969,210.4845,-0.0817961,209.3355,-0.1014442,208.6514,,,-0.1050551,208.5257,-0.092462,208.9642,-0.1241295,207.8616,-0.0846585,209.2359,,,,,,,,,-0.118114,208.071,-0.1581177,206.6781,-0.1307632,207.6306,-0.0848913,209.2278,-0.1197452,208.0142,-0.1584785,206.6656,,,,,,,,,-0.1197568,208.0138,-0.1543811,206.8083,-0.1085835,208.4028,-0.1279652,207.728,-0.1034872,208.5803,-0.136877,207.4177,,,,,,,,,,,,,-0.1558534,206.757,-0.1454875,207.1179,-0.1865391,205.6886,-0.1609001,206.5813,,,,,,,,,,,,,-0.1544195,206.8069,-0.1235188,207.8828,-0.1588497,206.6527,-0.1397619,207.3173,,,,,,,,,-0.1864347,205.6922,,,,,,,,,-0.1589398,206.6495,,,,
1998,Delaware,212.003,0,0.00014,19.28599,-5.05E-09,-0.0834126,0.4928241,0.0165309,0.0810881,9.78093,0.6081327,0.2522071,0.0928342,0.0227273,0.0229877,0.001111,0.2940999,0.0637268,0.0028598,0.0597321,0.8916692,0.0485987,0.705466,0.2520008,0.0401842,0.002349,-0.0834126,212.0026,-0.0802139,212.1139,-0.1468082,209.7952,-0.1482994,209.7433,-0.0978951,211.4983,-0.1500176,209.6835,-0.1488994,209.7224,-0.121328,210.6824,-0.1064561,211.2002,-0.0960984,211.5609,-0.14637,209.8105,-0.0924732,211.6871,-0.1848541,208.4706,-0.1581073,209.4018,-0.1925541,208.2025,-0.1753049,208.803,-0.1573561,209.428,-0.2156007,207.4,-0.1715861,208.9325,-0.1452863,209.8482,-0.1634523,209.2157,-0.2216609,207.189,-0.1412258,209.9896,-0.1338268,210.2472,-0.1726883,208.8941,-0.1285605,210.4306,-0.1182747,210.7887,-0.1702238,208.9799,-0.1106458,211.0544,-0.14225,209.9539,-0.1074777,211.1647,-0.1592911,209.3606,-0.1924819,208.205,-0.2337963,206.7665,-0.1903431,208.2794,-0.1868796,208.4,-0.1879467,208.3629,-0.2266336,207.0159,-0.2067103,207.7096,-0.1833527,208.5228,-0.2428692,206.4506,-0.2164336,207.371,-0.1505913,209.6635,-0.1917428,208.2307,-0.1422742,209.9531,-0.167325,209.0809,-0.14062,210.0107,-0.1808835,208.6088,-0.1634253,209.2167,-0.1226645,210.6359,-0.1751923,208.807,-0.1543178,209.5338,-0.2247106,207.0828,-0.2009462,207.9103,-0.2423462,206.4688,-0.2213627,207.1994,-0.2360844,206.6868,-0.1841296,208.4958,-0.1520464,209.6129,-0.1936545,208.1641,-0.174945,208.8156,-0.1684872,209.0404,-0.2356102,206.7033,-0.1862646,208.4214
2002,Delaware,224.304,0,0.00007,13.79573,-3.20E-10,0.2254876,0.5047328,0.0118184,0.0873188,10.0511,0.5809503,0.3269312,0.0592853,0.0287662,0.0038147,0.0002523,0.3067759,0.0777168,0.0066842,0.2456049,0.749442,0.0049531,0.6580731,0.2385609,0.0986568,0.0047093,0.2254876,224.3036,0.2522789,225.2364,0.1809017,222.7512,0.1561066,221.8878,0.2173422,224.02,0.2443841,224.9615,0.1894949,223.0504,0.2170096,224.0084,0.232493,224.5475,0.2432142,224.9208,0.2660887,225.7172,0.252885,225.2575,0.1378561,221.2524,0.1748692,222.5411,0.1954402,223.2574,0.1671781,222.2733,0.153357,221.7921,0.1749848,222.5452,0.1495568,221.6598,0.2314078,224.5097,0.1807089,222.7444,0.2068711,223.6554,0.2024553,223.5016,0.2106772,223.7879,0.229932,224.4583,0.2188806,224.0735,0.2263679,224.3342,0.2462295,225.0258,0.235556,224.6541,0.2534214,225.2762,0.2437441,224.9392,0.2659699,225.7131,0.1357524,221.1792,0.1523728,221.7578,0.1391394,221.2971,0.1843275,222.8704,0.1597954,222.0163,0.1802732,222.7293,0.1674957,222.2844,0.1448773,221.4969,0.1669717,222.2661,0.1940276,223.2082,0.1983135,223.3574,0.2152998,223.9488,0.2059443,223.6231,0.2194349,224.0928,0.2123288,223.8454,0.2312413,224.5039,0.2365032,224.6871,0.2290531,224.4277,0.2485766,225.1075,0.2534799,225.2782,0.1454764,221.5177,0.1350284,221.1539,0.1522347,221.753,0.1686962,222.3262,0.1581886,221.9603,0.2070767,223.6625,0.2013851,223.4644,0.21822,224.0505,0.2207682,224.1392,0.2387191,224.7643,0.1440161,221.4669,0.2098106,223.7577
2003,Delaware,223.929,0,0.00008,13.97488,-5.73E-10,0.2146239,0.5106654,0.0195567,0.0690268,10.06457,0.5611814,0.3300443,0.0792381,0.0280561,0.0014801,0,0.3060274,0.0709637,0.0152897,0.2626512,0.7348149,0.0025339,0.6276425,0.2506778,0.1195296,0.00215,0.2146239,223.9288,0.2581239,225.4434,0.167771,222.2975,0.1526226,221.77,0.1878741,222.9974,0.2377847,224.7352,0.1861537,222.9375,0.2151093,223.9457,0.2391691,224.7834,0.2306746,224.4877,0.2761233,226.0701,0.2575912,225.4249,0.129909,220.9792,0.1443825,221.4831,0.1854487,222.913,0.1566128,221.909,0.1317713,221.044,0.1758175,222.5776,0.1473832,221.5876,0.2059623,223.6272,0.1594935,222.0093,0.2085604,223.7177,0.2017202,223.4795,0.1916021,223.1272,0.231848,224.5285,0.2156264,223.9637,0.215348,223.954,0.256958,225.4028,0.2402847,224.8223,0.2447023,224.9761,0.2306828,224.4879,0.2750388,226.0323,0.1105787,220.3062,0.1478326,221.6033,0.1298504,220.9772,0.1564072,221.9018,0.1326697,221.0753,0.1736076,222.5007,0.150117,221.6828,0.1255693,220.8281,0.1697298,222.3657,0.1775012,222.6363,0.1808653,222.7534,0.2183206,224.0575,0.2031193,223.5282,0.2034784,223.5407,0.1924643,223.1573,0.2319771,224.533,0.2292232,224.4371,0.2167303,224.0022,0.2575409,225.4231,0.2443508,224.9639,0.1232163,220.7462,0.1095827,220.2715,0.1468974,221.5707,0.1447297,221.4952,0.1435472,221.4541,0.1927508,223.1672,0.1824594,222.8089,0.2193184,224.0923,0.2041377,223.5637,0.2302474,224.4728,0.1218515,220.6987,0.1941089,223.2145
2005,Delaware,225.838,0,0.0001,13.77271,-2.51E-09,0.2526074,0.5053223,0.0278989,0.052519,10.06463,0.5639539,0.3221196,0.0850991,0.026751,0.0016484,0.0004281,0.2970468,0.0610018,0.0467038,0.2570764,0.7369817,0.0059418,0.6227934,0.2556902,0.1155899,0.0059264,0.2526074,225.8385,0.2940846,227.2826,0.1996444,223.9944,0.1985618,223.9567,0.2090678,224.3225,0.2757859,226.6455,0.2255214,224.8954,0.2465409,225.6272,0.2799686,226.7911,0.2499494,225.7459,0.3122105,227.9137,0.2948499,227.3093,0.1675277,222.8761,0.1606724,222.6375,0.2177593,224.6251,0.1901482,223.6637,0.1612821,222.6587,0.221794,224.7656,0.1940345,223.7991,0.2280184,224.9823,0.1818427,223.3746,0.2479592,225.6766,0.23746,225.3111,0.2071556,224.2559,0.2638082,226.2285,0.2485368,225.6967,0.2395606,225.3842,0.2977988,227.4119,0.2824376,226.8771,0.2648393,226.2643,0.2510539,225.7844,0.312429,227.9213,0.1326357,221.6613,0.1860204,223.52,0.1689749,222.9265,0.1734844,223.0835,0.1503302,222.2773,0.207612,224.2718,0.1805712,223.3303,0.1553364,222.4517,0.2163488,224.576,0.2007982,224.0346,0.2007181,224.0318,0.2545522,225.9062,0.2404086,225.4137,0.2199332,224.7008,0.2092624,224.3293,0.2654102,226.2842,0.2542481,225.8956,0.2420383,225.4705,0.2997324,227.4793,0.2656027,226.2909,0.1462385,222.1349,0.1327476,221.6652,0.1865264,223.5376,0.1632619,222.7276,0.1742481,223.1101,0.213507,224.4771,0.2035889,224.1317,0.2570848,225.9944,0.2218494,224.7675,0.2563801,225.9698,0.1459655,222.1254,0.2161456,224.5689
2007,Delaware,225.071,0,0.00009,13.64685,-6.49E-10,0.1606757,0.5024631,0.0327251,0.0929444,10.06339,0.5333616,0.3394034,0.0941353,0.0308715,0.0022282,0,0.3229564,0.0601577,0.0016952,0.2673954,0.7293851,0.0032194,0.6127678,0.2560242,0.1280944,0.0031136,0.1606757,225.0705,0.2247898,227.3029,0.1198953,223.6507,0.1112326,223.349,0.1582521,224.9862,0.1834633,225.864,0.137025,224.2471,0.1788452,225.7032,0.2111949,226.8295,0.2215773,227.191,0.2425616,227.9217,0.2242986,227.2858,0.0900633,222.612,0.1190955,223.6228,0.1369426,224.2442,0.1109803,223.3402,0.1124672,223.392,0.1340822,224.1446,0.1068857,223.1977,0.1748396,225.5637,0.1344029,224.1558,0.1592939,225.0224,0.1701821,225.4015,0.1788003,225.7016,0.195371,226.2786,0.179553,225.7278,0.2098716,226.7835,0.2286726,227.4381,0.2121605,226.8631,0.2343215,227.6348,0.2212936,227.1812,0.2415579,227.8867,0.0918736,222.675,0.1074734,223.2181,0.0903272,222.6211,0.1299811,224.0018,0.1095455,223.2903,0.1275593,223.9175,0.1293261,223.979,0.1071724,223.2077,0.1290224,223.9684,0.1510025,224.7337,0.1713071,225.4407,0.1865401,225.9711,0.171611,225.4513,0.1897202,226.0818,0.1795618,225.7281,0.1957204,226.2907,0.222462,227.2218,0.2108659,226.8181,0.2291398,227.4543,0.2337133,227.6136,0.1033724,223.0753,0.0911713,222.6505,0.1069865,223.2012,0.1205342,223.6729,0.1237391,223.7845,0.1822361,225.8212,0.1727053,225.4894,0.1875908,226.0077,0.1902987,226.102,0.2231305,227.2451,0.1023734,223.0406,0.1834181,225.8624
2009,Delaware,225.513,0,0.00009,13.53802,-1.02E-09,0.1768493,0.4967846,0.0334217,0.0846637,10.04821,0.5125906,0.3287867,0.1198464,0.0354537,0.0033226,0,0.3509501,0.0714343,0.0021298,0.2885728,0.7069627,0.0044645,0.5883562,0.2616782,0.1441196,0.005846,0.1768493,225.5131,0.253433,228.1796,0.1658764,225.131,0.1280705,223.8147,0.1660036,225.1355,0.1948323,226.1392,0.1630364,225.0322,0.2233203,227.1311,0.2327606,227.4598,0.2420884,227.7846,0.2673059,228.6626,0.2547457,228.2253,0.133432,224.0014,0.1561549,224.7925,0.1787203,225.5782,0.1608103,224.9546,0.1213013,223.579,0.1460783,224.4417,0.1291398,223.8519,0.1795457,225.607,0.1518274,224.6419,0.1807008,225.6472,0.2075251,226.5812,0.214473,226.8231,0.2359202,227.5698,0.2253007,227.2001,0.2245684,227.1746,0.2465733,227.9408,0.2355424,227.5567,0.2524458,228.1452,0.2433772,227.8295,0.268187,228.6933,0.1268441,223.772,0.1463617,224.4516,0.1357537,224.0822,0.1646541,225.0885,0.1504061,224.5924,0.1732922,225.3892,0.1350194,224.0566,0.121594,223.5892,0.1467856,224.4663,0.1654909,225.1176,0.2011264,226.3584,0.2200602,227.0176,0.2103326,226.6789,0.223105,227.1236,0.2163242,226.8875,0.2376032,227.6284,0.2348559,227.5328,0.2271474,227.2644,0.2489432,228.0233,0.2534704,228.1809,0.135683,224.0798,0.1283978,223.8261,0.1482448,224.5171,0.1590094,224.8919,0.135241,224.0644,0.2097635,226.6591,0.2037095,226.4483,0.2225683,227.1049,0.2248102,227.183,0.2371762,227.6136,0.1371018,224.1292,0.2121828,226.7433
2011,Delaware,225.131,0,0.00008,13.65874,1.23E-09,0.1509163,0.4980032,0.02509,0.1063914,10.04942,0.4889302,0.3232422,0.1249083,0.037218,0.0059143,0.0197869,0.4373167,0.0545407,0.0025755,0.3153738,0.6817307,0.0028954,0.6034418,0.2477417,0.1450063,0.0038102,0.1509163,225.1305,0.2326962,227.9779,0.2052884,227.0237,0.094192,223.1555,0.1621695,225.5223,0.1692809,225.7699,0.135828,224.6052,0.24459,228.3921,0.2033851,226.9574,0.2432173,228.3443,0.2472356,228.4842,0.2336539,228.0113,0.1601925,225.4535,0.2139657,227.3258,0.2164341,227.4117,0.1960819,226.7031,0.1088659,223.6664,0.1125649,223.7952,0.0956779,223.2072,0.1748689,225.9645,0.1465195,224.9774,0.1536885,225.227,0.2180297,227.4673,0.2539257,228.7171,0.2553232,228.7658,0.2454247,228.4211,0.2172246,227.4392,0.2179902,227.4659,0.2066349,227.0705,0.2530347,228.6861,0.2439556,228.37,0.2475365,228.4946,0.172486,225.8815,0.1710939,225.8331,0.1616827,225.5054,0.2207825,227.5631,0.2039157,226.9758,0.2063253,227.0598,0.1216593,224.1118,0.1095717,223.691,0.1135704,223.8302,0.1591378,225.4168,0.2306106,227.9053,0.2287977,227.8422,0.2207176,227.5609,0.2606923,228.9527,0.2545874,228.7401,0.2556644,228.7776,0.2270403,227.781,0.2200563,227.5378,0.2206066,227.557,0.2533525,228.6971,0.1792649,226.1176,0.1729778,225.8987,0.1718591,225.8597,0.2103963,227.2015,0.1221869,224.1302,0.2373773,228.1409,0.2329446,227.9866,0.231006,227.9191,0.2610657,228.9657,0.229463,227.8654,0.1794094,226.1226,0.2394239,228.2122
