year,FIPS,profmean,pct,sepct,semean,diff,profmean_stnd,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,lang_nr,lang_st,lang_mt,lang_om,score_st_m1,score_m1,score_st_m2,score_m2,score_st_m3,score_m3,score_st_m4,score_m4,score_st_m5,score_m5,score_st_m6,score_m6,score_st_m7,score_m7,score_st_m8,score_m8,score_st_m9,score_m9,score_st_m10,score_m10,score_st_m11,score_m11,score_st_m12,score_m12,score_st_m13,score_m13,score_st_m14,score_m14,score_st_m15,score_m15,score_st_m16,score_m16,score_st_m17,score_m17,score_st_m18,score_m18,score_st_m19,score_m19,score_st_m20,score_m20,score_st_m21,score_m21,score_st_m22,score_m22,score_st_m23,score_m23,score_st_m24,score_m24,score_st_m25,score_m25,score_st_m26,score_m26,score_st_m27,score_m27,score_st_m28,score_m28,score_st_m29,score_m29,score_st_m30,score_m30,score_st_m31,score_m31,score_st_m32,score_m32,score_st_m33,score_m33,score_st_m34,score_m34,score_st_m35,score_m35,score_st_m36,score_m36,score_st_m37,score_m37,score_st_m38,score_m38,score_st_m39,score_m39,score_st_m40,score_m40,score_st_m41,score_m41,score_st_m42,score_m42,score_st_m43,score_m43,score_st_m44,score_m44,score_st_m45,score_m45,score_st_m46,score_m46,score_st_m47,score_m47,score_st_m48,score_m48,score_st_m49,score_m49,score_st_m50,score_m50,score_st_m51,score_m51,score_st_m52,score_m52,score_st_m53,score_m53,score_st_m54,score_m54,score_st_m55,score_m55,score_st_m56,score_m56,score_st_m57,score_m57,score_st_m58,score_m58,score_st_m59,score_m59,score_st_m60,score_m60,score_st_m61,score_m61,score_st_m62,score_m62,score_st_m63,score_m63,score_st_m64,score_m64
2003,Mississippi,205.464,0,0.00035,15.35871,1.69E-08,-0.3156855,0.4826629,0.0032283,0.0431776,10.17134,0.4538994,0.5303006,0.0078292,0.006511,0.0014599,0,0.5839578,0.0799899,0.0252322,0.4878067,0.5077346,0.0044587,0.7069765,0.2187501,0.0710148,0.0032585,-0.3156855,205.4644,-0.1588832,210.924,-0.1180377,212.3461,-0.3932585,202.7634,-0.3687262,203.6176,-0.2587346,207.4473,-0.3657922,203.7198,-0.0677062,214.0986,-0.168184,210.6001,-0.2141768,208.9988,-0.1140576,212.4847,-0.1595631,210.9003,-0.1927787,209.7438,-0.1745865,210.3772,-0.0832577,213.5571,-0.1513939,211.1847,-0.4378369,201.2113,-0.3360397,204.7557,-0.4052216,202.3469,-0.3248931,205.1438,-0.4191514,201.8619,-0.3095627,205.6776,-0.0824146,213.5865,-0.1266608,212.0459,-0.036482,215.1858,-0.069615,214.0321,-0.2198875,208.7999,-0.1245207,212.1204,-0.1662541,210.6673,-0.1798472,210.194,-0.2142073,208.9977,-0.1158501,212.4223,-0.2409706,208.0658,-0.1575196,210.9715,-0.1962322,209.6236,-0.1505846,211.2129,-0.209644,209.1566,-0.118981,212.3133,-0.3929626,202.7738,-0.4524072,200.704,-0.3496426,204.2821,-0.3746972,203.4097,-0.1372621,211.6768,-0.0515189,214.6622,-0.0813404,213.6239,-0.1039819,212.8355,-0.127853,212.0044,-0.039209,215.0908,-0.1861498,209.9746,-0.2178116,208.8722,-0.1236886,212.1494,-0.1805592,210.1693,-0.2157265,208.9448,-0.2477312,207.8304,-0.1636863,210.7567,-0.1861971,209.973,-0.4080948,202.2469,-0.1145626,212.4671,-0.1359831,211.7213,-0.0513146,214.6693,-0.1056118,212.7788,-0.1847792,210.0223,-0.2238193,208.663,-0.1137973,212.4938
2005,Mississippi,204.394,0,0.0004,15.42072,8.39E-09,-0.3820142,0.5176032,0.0052489,0.0855339,10.17522,0.4736208,0.5109894,0.0073859,0.0052255,0.0027784,0,0.5898626,0.0817716,0.0068732,0.4926841,0.5041538,0.003162,0.703851,0.2180633,0.074122,0.0039637,-0.3820142,204.3936,-0.2412422,209.295,-0.1822998,211.3473,-0.4576602,201.7598,-0.3919749,204.0468,-0.3238363,206.4193,-0.4300543,202.7209,-0.1429998,212.7157,-0.2488422,209.0304,-0.2537701,208.8588,-0.1950661,210.9028,-0.2405558,209.3189,-0.255742,208.7902,-0.1985546,210.7813,-0.1468757,212.5807,-0.2143689,210.2307,-0.4616783,201.6198,-0.3991997,203.7952,-0.4685566,201.3804,-0.3494355,205.5279,-0.4408859,202.3438,-0.3724923,204.7251,-0.1566829,212.2392,-0.1613313,212.0774,-0.1112042,213.8227,-0.1439488,212.6826,-0.2598495,208.6472,-0.2038968,210.5953,-0.2460335,209.1282,-0.2204635,210.0185,-0.2530764,208.883,-0.1954661,210.8889,-0.2650948,208.4645,-0.2197793,210.0423,-0.2585098,208.6938,-0.1754579,211.5855,-0.2326273,209.595,-0.1812099,211.3852,-0.4181449,203.1356,-0.4753173,201.145,-0.4116765,203.3608,-0.3977579,203.8454,-0.1725089,211.6882,-0.1252307,213.3343,-0.1549951,212.298,-0.1396872,212.831,-0.1620708,212.0516,-0.1129292,213.7626,-0.2271135,209.787,-0.2573306,208.7349,-0.2021534,210.656,-0.2204124,210.0203,-0.2408488,209.3087,-0.2714006,208.245,-0.2252056,209.8534,-0.2101044,210.3792,-0.432324,202.6419,-0.1508456,212.4425,-0.170987,211.7412,-0.1243711,213.3643,-0.1408326,212.7911,-0.2252582,209.8516,-0.24845,209.0441,-0.1498007,212.4789
2007,Mississippi,207.81,0,0.00038,14.06249,1.22E-08,-0.3516438,0.4965439,0.0118302,0.0832269,10.16878,0.4653929,0.5089303,0.0160493,0.0068964,0.0023881,0.0003429,0.593702,0.0938646,0.0191238,0.5376978,0.4559994,0.0063028,0.7176771,0.2034138,0.0731997,0.0057094,-0.3516438,207.8095,-0.2058491,212.8858,-0.1398615,215.1834,-0.4210136,205.3942,-0.363951,207.381,-0.2955051,209.7642,-0.3985468,206.1764,-0.1012191,216.5289,-0.2110511,212.7047,-0.2206053,212.372,-0.1613751,214.4343,-0.2031583,212.9795,-0.2102482,212.7327,-0.1587635,214.5253,-0.1060479,216.3607,-0.1710314,214.0981,-0.4276957,205.1615,-0.3645933,207.3586,-0.4307187,205.0563,-0.3227662,208.815,-0.4121656,205.7023,-0.3433469,208.0984,-0.1131626,216.113,-0.1221387,215.8005,-0.0709616,217.5824,-0.1002984,216.5609,-0.224499,212.2365,-0.1677981,214.2107,-0.205981,212.8812,-0.1884019,213.4933,-0.2182882,212.4527,-0.1599632,214.4835,-0.2224248,212.3087,-0.1759259,213.9277,-0.2112558,212.6976,-0.1366064,215.2967,-0.1923894,213.3545,-0.1398111,215.1852,-0.3855253,206.6298,-0.4407194,204.7081,-0.3762139,206.954,-0.3706318,207.1484,-0.1317181,215.4669,-0.0832394,217.1549,-0.1092988,216.2475,-0.1014208,216.5218,-0.1213593,215.8276,-0.0709819,217.5816,-0.1928609,213.338,-0.2201293,212.3886,-0.1639888,214.3433,-0.1868505,213.5473,-0.1991621,213.1187,-0.2275681,212.1296,-0.1798915,213.7896,-0.1710357,214.098,-0.3993215,206.1495,-0.1109814,216.1889,-0.1284087,215.5822,-0.0803684,217.2548,-0.1011489,216.5313,-0.189279,213.4628,-0.2057952,212.8877,-0.1082489,216.2841
2009,Mississippi,210.507,0,0.00038,14.44959,8.00E-09,-0.2718953,0.4920473,0.0066474,0.0836551,10.17889,0.4525543,0.5164443,0.0212729,0.007425,0.0023035,0,0.5984435,0.0877581,0.0025985,0.5294831,0.4676323,0.0028846,0.7302549,0.1912387,0.0745289,0.0039774,-0.2718953,210.5065,-0.1156005,215.9484,-0.062686,217.7908,-0.3462076,207.9191,-0.2837669,210.0932,-0.2125553,212.5726,-0.3196127,208.8451,-0.0160523,219.4145,-0.126123,215.582,-0.1299166,215.45,-0.0681498,217.6006,-0.1130731,216.0364,-0.1361194,215.234,-0.0810484,217.1515,-0.0267184,219.0431,-0.0940153,216.7,-0.352126,207.713,-0.2865724,209.9955,-0.3556281,207.5911,-0.2402911,211.6069,-0.3327772,208.3867,-0.2612385,210.8776,-0.0322744,218.8497,-0.0361491,218.7148,0.0167046,220.555,-0.0151074,219.4474,-0.1384649,215.1523,-0.0798914,217.1917,-0.1207773,215.7682,-0.0956239,216.644,-0.1277004,215.5271,-0.067069,217.6382,-0.1475105,214.8374,-0.0995836,216.5061,-0.1369451,215.2052,-0.0575367,217.9701,-0.114827,215.9753,-0.060643,217.8619,-0.3076164,209.2628,-0.364841,207.2703,-0.2979718,209.5986,-0.2889223,209.9137,-0.0494597,218.2513,0.0001432,219.9784,-0.0281094,218.9947,-0.0138085,219.4926,-0.0353067,218.7441,0.0165818,220.5508,-0.1047439,216.3264,-0.1338044,215.3146,-0.0759687,217.3283,-0.0942875,216.6905,-0.1228068,215.6975,-0.1524365,214.6658,-0.1034185,216.3726,-0.0920729,216.7676,-0.3211269,208.7924,-0.0270998,219.0298,-0.0458402,218.3773,0.0031903,220.0845,-0.0135508,219.5016,-0.1009829,216.4574,-0.1292368,215.4736,-0.0241362,219.133
2011,Mississippi,209.188,0,0.00036,14.9529,-3.48E-08,-0.3204198,0.4803863,0.0193455,0.0861682,10.17177,0.5004569,0.455784,0.0331833,0.0082726,0.0018177,0.0004856,0.6406878,0.0837053,0.0013957,0.545094,0.4514534,0.0034526,0.7254409,0.191485,0.0805057,0.0025684,-0.3204198,209.188,-0.2068509,213.1423,-0.0773973,217.6496,-0.3826225,207.0222,-0.3297354,208.8637,-0.2633349,211.1756,-0.3665511,207.5818,-0.0709304,217.8748,-0.2110647,212.9956,-0.21832,212.743,-0.1603856,214.7601,-0.2042758,213.2319,-0.1461195,215.2568,-0.0945447,217.0526,-0.0440379,218.8111,-0.110142,216.5095,-0.3869894,206.8702,-0.3252308,209.0205,-0.3932206,206.6532,-0.2880184,210.3162,-0.3769992,207.218,-0.3104143,209.5364,-0.0843906,217.4061,-0.0906649,217.1877,-0.0409823,218.9175,-0.0709109,217.8755,-0.221495,212.6324,-0.1658957,214.5683,-0.2061934,213.1652,-0.1848575,213.9081,-0.2159963,212.8239,-0.1592343,214.8002,-0.1567441,214.8869,-0.1122448,216.4363,-0.1483942,215.1776,-0.0727342,217.812,-0.1295556,215.8336,-0.079532,217.5753,-0.3442283,208.3591,-0.4007093,206.3925,-0.3378429,208.5814,-0.3349453,208.6823,-0.1015991,216.807,-0.054762,218.4377,-0.0812134,217.5168,-0.0701926,217.9005,-0.0905774,217.1907,-0.0420118,218.8817,-0.1886259,213.7768,-0.2171887,212.7823,-0.162425,214.6891,-0.1834038,213.9587,-0.1338373,215.6845,-0.1630388,214.6677,-0.1176366,216.2486,-0.1086734,216.5606,-0.3588001,207.8517,-0.0811087,217.5204,-0.0987986,216.9045,-0.0526827,218.5101,-0.0706932,217.883,-0.1852109,213.8958,-0.1417387,215.4094,-0.0789631,217.5951
2013,Mississippi,208.519,0,0.00035,36.08269,-1.25E-08,-0.3529733,0.4927345,0.0141145,0.0977526,10.13674,0.4402891,0.515294,0.0344739,0.0078322,0.0021108,0,0.6742712,0.0831112,0.0028334,0.5820793,0.4137027,0.0042181,0.730405,0.1846845,0.0793566,0.0055539,-0.3529733,208.5185,-0.1872861,214.2875,-0.081218,217.9806,-0.4201645,206.1791,-0.3505065,208.6044,-0.3069733,210.1202,-0.397041,206.9842,-0.0483834,219.1238,-0.1957811,213.9917,-0.1873041,214.2868,-0.1522366,215.5078,-0.1831113,214.4328,-0.156474,215.3603,-0.0883447,217.7324,-0.056546,218.8396,-0.1133486,216.8618,-0.4130451,206.4269,-0.3739592,207.7878,-0.4277502,205.9149,-0.317395,209.7573,-0.3963262,207.0091,-0.3525834,208.5321,-0.065784,218.5179,-0.0573492,218.8116,-0.0277958,219.8406,-0.046718,219.1818,-0.1947046,214.0292,-0.1616199,215.1811,-0.1888189,214.2341,-0.1624626,215.1518,-0.1839061,214.4051,-0.1495147,215.6026,-0.156846,215.3473,-0.1318805,216.2166,-0.1565879,215.3563,-0.0723954,218.2878,-0.1232968,216.5154,-0.0920792,217.6024,-0.3792115,207.605,-0.4242322,206.0374,-0.3838109,207.4448,-0.3635101,208.1517,-0.0720804,218.2987,-0.0453601,219.2291,-0.0605449,218.7004,-0.0434357,219.2961,-0.0560978,218.8552,-0.0272462,219.8598,-0.1702689,214.88,-0.1888345,214.2336,-0.1560939,215.3735,-0.1599657,215.2387,-0.1404924,215.9167,-0.1615378,215.184,-0.1353058,216.0973,-0.1089122,217.0163,-0.3915162,207.1765,-0.0581568,218.7835,-0.0677136,218.4508,-0.0412628,219.3717,-0.0428363,219.3169,-0.1653134,215.0525,-0.1469972,215.6902,-0.054479,218.9116
2015,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,5.239182,214.1107,5.404861,219.8796,5.510925,223.5727,5.171982,211.7712,5.241638,214.1966,5.285172,215.7123,5.195114,212.5763,5.543762,224.7159,5.396362,219.5838,5.404846,219.879,5.439911,221.1,5.409042,220.025,5.435669,220.9524,5.503799,223.3246,5.535599,224.4317,5.478806,222.454,5.179108,212.0191,5.218185,213.38,5.164398,211.5071,5.27475,215.3495,5.195816,212.6012,5.239563,214.1243,5.526367,224.1101,5.534805,224.4038,5.564346,225.4328,5.545425,224.7739,5.397446,219.6213,5.430527,220.7733,5.403336,219.8262,5.429688,220.7439,5.408249,219.9973,5.442627,221.1947,5.435303,220.9395,5.460266,221.8087,5.435562,220.9485,5.519745,223.8799,5.468857,222.1076,5.500061,223.1945,5.212936,213.1971,5.167923,211.6296,5.208344,213.037,5.228638,213.7438,5.520065,223.8909,5.546783,224.8212,5.531601,224.2925,5.548706,224.8882,5.536057,224.4473,5.564896,225.4519,5.421875,220.4721,5.40332,219.8257,5.43605,220.9657,5.432175,220.8309,5.45166,221.5089,5.430603,220.7761,5.456848,221.6895,5.483231,222.6084,5.200638,212.7687,5.533997,224.3757,5.524429,224.0429,5.550888,224.9639,5.549316,224.9091,5.426834,220.6447,5.445145,221.2824,5.537674,224.5037
1992,Missouri,220.049,0,0,752.47327,-0.2144377,0.1971756,0.4982278,0.0006898,0.0646897,10.14604,0.771296,0.1405762,0.0543296,0.0112854,0.0221132,0.0003997,,,,0.0447819,0.9040496,0.0511685,0.7617322,0.2149026,0.0218266,0.0015386,0.1971756,220.0494,0.0724806,215.7077,,,0.1171817,217.2642,0.1660146,218.9644,0.2461188,221.7535,0.1225547,217.4512,,,0.0465976,214.8066,0.0399841,214.5763,0.1160392,217.2244,0.0658844,215.4781,,,,,,,,,0.0934456,216.4377,0.1663225,218.9752,0.0929656,216.421,0.2029546,220.2506,0.0909867,216.3521,0.169408,219.0826,,,,,,,,,0.0188396,213.8401,0.0893103,216.2937,0.0469948,214.8204,0.0723601,215.7036,0.0339064,214.3647,0.1078027,216.9376,,,,,,,,,,,,,0.1311736,217.7513,0.0656286,215.4692,0.1392487,218.0325,0.1273276,217.6174,,,,,,,,,,,,,0.0507658,214.9517,0.0187831,213.8381,0.08804,216.2495,0.065221,215.455,,,,,,,,,0.101851,216.7304,,,,,,,,,0.0496182,214.9117,,,,
1994,Missouri,219.469,0.001,0.00086,15.31534,-4.85E-09,0.1906037,0.4848474,0.0005569,0.0664625,10.14506,0.7627088,0.1293838,0.0710053,0.0116299,0.0224829,0.0027892,,,,0.0473851,0.9138038,0.0388111,0.774699,0.2055103,0.0194899,0.0003008,0.1906037,219.4685,0.0703337,215.281,,,0.1104831,216.6789,0.1612457,218.4464,0.2392351,221.1618,0.1138636,216.7966,,,0.0397858,214.2173,0.0397001,214.2144,0.1139618,216.8,0.0626331,215.0128,,,,,,,,,0.0884594,215.9121,0.1593092,218.3789,0.0853289,215.8031,0.1978692,219.7215,0.0840841,215.7597,0.160199,218.4099,,,,,,,,,0.0144107,213.3338,0.0826444,215.7096,0.0400785,214.2275,0.0720392,215.3403,0.032561,213.9658,0.1044191,216.4678,,,,,,,,,,,,,0.1258589,217.2142,0.059598,214.9072,0.131094,217.3965,0.119945,217.0083,,,,,,,,,,,,,0.046329,214.4452,0.0141753,213.3256,0.0810621,215.6545,0.0636927,215.0497,,,,,,,,,0.0953413,216.1517,,,,,,,,,0.0448569,214.3939,,,,
1998,Missouri,218.421,0.001,0.00094,14.32891,-2.33E-08,0.0989136,0.4863011,0.0051542,0.05932,10.1237,0.7630488,0.1451471,0.0639462,0.0132904,0.0138106,0.000757,0.2582286,0.0721725,0.0693231,0.0420495,0.9149954,0.0429552,0.7741328,0.1973587,0.0236567,0.0048518,0.0989136,218.4211,-0.0200965,214.2774,0.0232531,215.7867,0.0231773,215.7841,0.0622911,217.146,0.1407856,219.879,0.0280827,215.9549,-0.0306432,213.9102,-0.0446305,213.4232,-0.0576497,212.9698,0.017172,215.575,-0.0227769,214.1841,-0.0214993,214.2285,-0.0085107,214.6808,0.0555748,216.9121,-0.0049032,214.8064,-0.0060217,214.7674,0.0652003,217.2473,0.0024034,215.0608,0.0943983,218.2639,-0.0096028,214.6427,0.0673396,217.3217,-0.0512918,213.1912,-0.0662093,212.6718,0.0003175,214.9882,-0.0304256,213.9177,-0.0774001,212.2822,-0.0080455,214.697,-0.0403312,213.5728,-0.0294975,213.9501,-0.0604275,212.8731,0.0126853,215.4188,-0.0483291,213.2944,0.0117327,215.3856,-0.0219029,214.2145,0.013116,215.4338,-0.0392402,213.6108,0.0247879,215.8402,0.0267377,215.9081,-0.0311223,213.8935,0.0411901,216.4113,0.0214565,215.7242,-0.0827922,212.0944,-0.0206151,214.2593,-0.0454136,213.3959,-0.0445176,213.4271,-0.0663432,212.6672,-0.0009645,214.9435,-0.0496297,213.2491,-0.0741607,212.395,-0.0055789,214.7829,-0.0334417,213.8127,-0.0252379,214.0984,-0.0532796,213.122,0.0080398,215.257,-0.0184358,214.3352,-0.0001644,214.9714,-0.0610828,212.8503,-0.0780535,212.2594,-0.0162901,214.4099,-0.0455144,213.3924,-0.0475827,213.3204,-0.0318907,213.8667,-0.0572729,212.983
2002,Missouri,220.172,0.001,0.00073,13.95902,-2.84E-09,0.1029472,0.5011998,0.008844,0.0754963,10.13891,0.796169,0.1731043,0.0192894,0.0068382,0.0024366,0.0021625,0.3256202,0.0957568,0.0102562,0.2444799,0.7517663,0.0037538,0.7123963,0.2277178,0.0564788,0.003407,0.1029472,220.1718,-0.0361269,215.3295,0.0844656,219.5283,0.0307297,217.6573,0.0827774,219.4695,0.1496335,221.7973,0.0461165,218.193,0.0019584,216.6555,-0.0439819,215.056,-0.0574007,214.5887,0.0048054,216.7547,-0.0350012,215.3687,0.0368297,217.8697,0.0662619,218.8945,0.1181189,220.7,0.0590554,218.6435,0.0168227,217.1731,0.0776143,219.2897,0.0143291,217.0862,0.1175304,220.6795,0.0254068,217.472,0.0914918,219.7729,-0.0073379,216.3318,-0.0208145,215.8626,0.0329332,217.734,0.0027379,216.6827,-0.0633238,214.3825,-0.0041217,216.4438,-0.0407972,215.1669,-0.0274056,215.6331,-0.056264,214.6283,0.0049224,216.7587,0.023358,217.4006,0.0714112,219.0737,0.0347014,217.7956,0.0882942,219.6616,0.0391276,217.9497,0.0910283,219.7568,0.0523315,218.4094,-0.0024616,216.5016,0.0591792,218.6478,0.0600654,218.6787,-0.0280369,215.6111,0.0232746,217.3977,-0.0045289,216.4296,0.0004417,216.6027,-0.0199967,215.8911,0.0329956,217.7362,-0.0338395,215.4091,-0.060441,214.4829,-0.0019273,216.5202,-0.0268679,215.6518,0.0468417,218.2183,0.0180574,217.216,0.0669126,218.9171,0.0609271,218.7087,0.032089,217.7046,-0.0067606,216.3519,-0.0254923,215.6997,0.025313,217.4687,0.0008976,216.6186,-0.0315747,215.488,0.040414,217.9945,-0.0046519,216.4254
2003,Missouri,222.26,0.001,0.00059,14.52505,2.15E-08,0.1667012,0.5008929,0.0110101,0.0979026,10.12779,0.7756386,0.1757177,0.0279904,0.0115842,0.0028358,0.0062332,0.3097823,0.0768215,0.0187559,0.2537002,0.7428854,0.0034145,0.6758939,0.2642997,0.0572626,0.0025438,0.1667012,222.2602,0.0382227,217.7868,0.1267916,220.8707,0.0965494,219.8177,0.1693206,222.3514,0.2098671,223.7632,0.1093301,220.2627,0.0570354,218.4419,0.0288161,217.4593,0.0397346,217.8395,0.0761542,219.1075,0.034044,217.6414,0.0825922,219.3317,0.1306389,221.0046,0.1585401,221.9761,0.1005119,219.9556,0.104024,220.0779,0.1398905,221.3267,0.0773281,219.1484,0.2003767,223.4328,0.1118827,220.3515,0.151602,221.7345,0.0475202,218.1106,0.0572675,218.45,0.0865697,219.4702,0.0536698,218.3247,0.0314737,217.5519,0.06579,218.7467,0.0272895,217.4062,0.066548,218.7731,0.0359534,217.7078,0.0712935,218.9383,0.090139,219.5945,0.1152302,220.4681,0.0773389,219.1488,0.1507377,221.7044,0.1032475,220.0509,0.13103,221.0182,0.1357159,221.1814,0.0827161,219.336,0.1191313,220.6039,0.1429837,221.4344,0.049027,218.163,0.0767135,219.127,0.046483,218.0744,0.0767721,219.1291,0.0542574,218.3451,0.0827029,219.3356,0.0578509,218.4703,0.0300058,217.5007,0.0635804,218.6698,0.0623667,218.6275,0.1115385,220.3396,0.0824894,219.3281,0.1080848,220.2193,0.1232847,220.7486,0.1137259,220.4157,0.0685495,218.8428,0.048033,218.1284,0.075119,219.0715,0.0735183,219.0158,0.0559604,218.4044,0.1030265,220.0432,0.0672453,218.7974
2005,Missouri,221.169,0.001,0.00072,14.07135,-1.21E-08,0.1144121,0.5050502,0.0134093,0.090331,10.11236,0.7616698,0.1756535,0.0405638,0.0179562,0.0033762,0.0007806,0.3455586,0.0832019,0.0170267,0.263299,0.7345293,0.0021718,0.6697504,0.2591931,0.0688848,0.0021718,0.1144121,221.1686,-0.0043409,217.0339,0.1080053,220.9456,0.0465483,218.8057,0.1093305,220.9917,0.1526957,222.5016,0.0621897,219.3503,0.0339974,218.3687,-0.0161354,216.6232,-0.0102074,216.8296,0.0293964,218.2085,-0.0077316,216.9158,0.0618874,219.3398,0.1034818,220.7881,0.1353411,221.8973,0.0825994,220.061,0.0465847,218.807,0.0849734,220.1436,0.0297614,218.2212,0.1372487,221.9638,0.05709,219.1728,0.0995158,220.65,0.0210812,217.919,0.0259101,218.0871,0.0591182,219.2434,0.030788,218.257,-0.0202296,216.4807,0.0168078,217.7702,-0.0169864,216.5936,0.013975,217.6716,-0.0131662,216.7266,0.0253181,218.0665,0.0615085,219.3266,0.0898375,220.313,0.0570664,219.172,0.1210431,221.3995,0.0770465,219.8676,0.1085308,220.9639,0.0750493,219.7981,0.0278996,218.1564,0.0667097,219.5077,0.0849518,220.1429,0.015027,217.7082,0.0459452,218.7847,0.0202692,217.8907,0.0427882,218.6748,0.0231405,217.9907,0.0553981,219.1139,0.0035771,217.3096,-0.0209897,216.4542,0.0152722,217.7168,0.0106014,217.5541,0.0800925,219.9737,0.0544545,219.081,0.0831599,220.0805,0.0943512,220.4701,0.0556837,219.1238,0.0319194,218.2964,0.0143213,217.6836,0.0445803,218.7372,0.0397536,218.5692,0.0023848,217.268,0.0721504,219.6971,0.0308955,218.2607
2007,Missouri,220.777,0.001,0.00062,13.6299,-6.75E-09,0.0332352,0.4882744,0.0137055,0.1285499,10.1208,0.7513631,0.2003772,0.0295193,0.0154393,0.0019654,0.0013358,0.3416204,0.0804573,0.0006461,0.2684191,0.727589,0.0039919,0.6704043,0.2650711,0.060126,0.0043987,0.0332352,220.7768,-0.0742136,217.0357,0.0185795,220.2665,-0.0343462,218.4238,0.0670254,221.9534,0.0741909,222.2028,-0.0211999,218.8815,-0.0444939,218.0704,-0.0823878,216.7511,-0.0416415,218.1698,-0.0385457,218.2775,-0.0774644,216.9225,-0.0263382,218.7026,0.0507658,221.3872,0.0478767,221.2866,-0.0069406,219.378,0.0023923,219.7029,0.0067733,219.8555,-0.0518406,217.8147,0.0949071,222.9241,0.011972,220.0365,0.0188404,220.2756,-0.0536505,217.7516,-0.0151057,219.0937,-0.0174973,219.0104,-0.0471263,217.9788,-0.0501727,217.8727,-0.0476318,217.9612,-0.083056,216.7278,-0.0178706,218.9974,-0.0450539,218.0509,-0.0424518,218.1415,0.0086656,219.9214,0.0037023,219.7486,-0.0306515,218.5524,0.068378,222.0004,0.0237699,220.4473,0.0209905,220.3505,0.0308073,220.6923,-0.0174112,219.0134,-0.0122414,219.1934,0.0397599,221.004,-0.0240863,218.781,-0.0269624,218.6809,-0.0539229,217.7421,0.0017087,219.6791,-0.0178397,218.9985,-0.0206163,218.9018,-0.0267802,218.6872,-0.051225,217.8361,-0.0489583,217.915,-0.021654,218.8657,0.0273033,220.5703,0.001617,219.6759,-0.0025253,219.5317,0.0411097,221.051,0.0102996,219.9783,-0.007257,219.367,-0.0247091,218.7593,-0.0277736,218.6526,-0.0012635,219.5757,-0.0282242,218.6369,0.0193531,220.2935,-0.0081734,219.3351
2009,Missouri,223.842,0.001,0.00064,13.98419,1.81E-08,0.1268891,0.4809717,0.0169267,0.1130477,10.10622,0.7709166,0.166144,0.0398741,0.0195068,0.0030286,0.0005298,0.34265,0.092325,0.0120196,0.2637802,0.7335741,0.0026457,0.6794041,0.2530384,0.0652041,0.0023533,0.1268891,223.8424,-0.0007532,219.3981,0.1215963,223.6581,0.0623797,221.5963,0.1449123,224.4699,0.1632288,225.1076,0.073126,221.9704,0.0414595,220.8679,-0.0099122,219.0792,0.0164322,219.9964,0.031388,220.5172,-0.0037987,219.2921,0.0778175,222.1338,0.1386719,224.2526,0.1475215,224.5607,0.0956978,222.7563,0.0840042,222.3492,0.0988534,222.8662,0.044817,220.9848,0.1702567,225.3523,0.0907633,222.5845,0.1082594,223.1937,0.0306758,220.4924,0.0552577,221.3483,0.0651077,221.6912,0.038615,220.7688,0.0077087,219.6927,0.0214375,220.1707,-0.0102835,219.0663,0.0384161,220.7619,0.013456,219.8928,0.0275741,220.3844,0.0981154,222.8405,0.1043244,223.0567,0.0731866,221.9725,0.1546292,224.8082,0.1114577,223.3051,0.1199889,223.6021,0.1098198,223.248,0.0642331,221.6608,0.0795757,222.195,0.1157691,223.4552,0.045431,221.0061,0.0540727,221.307,0.0303886,220.4824,0.0704018,221.8756,0.0525493,221.254,0.0616769,221.5718,0.0293484,220.4462,0.0071218,219.6723,0.0202963,220.131,0.0349727,220.642,0.1149603,223.427,0.0908639,222.588,0.0976371,222.8239,0.1269255,223.8436,0.0891697,222.529,0.060588,221.5339,0.0449708,220.9901,0.0531565,221.2751,0.0673753,221.7702,0.0282768,220.4089,0.1066779,223.1386,0.0597619,221.5051
